RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,23135,Tim Clark,8.90,73,820,+0.07
2,0,06621,Joe Durant,10.05,65,647,+0.32
2,0,26476,Chez Reavie,10.05,98,975,+0.11
4,0,22548,Patrick Sheehan,10.13,55,543,+0.20
5,0,28118,Peter Tomasulo,10.16,64,630,+0.11
6,0,22348,Nick O'Hern,10.45,122,1168,+0.09
7,0,24357,K.J. Choi,10.57,74,700,+0.05
8,0,01035,Tommy Armour III,10.75,77,716,E
9,0,07457,Steve Flesch,10.88,94,864,+0.17
10,0,26420,Richard Johnson,11.09,114,1028,+0.17
11,0,06527,Steve Stricker,11.18,96,859,E
12,0,10885,Robert Allenby,11.20,87,777,+0.09
13,0,22295,Darron Stiles,11.21,65,580,+0.20
14,0,24503,Jeff Klauk,11.24,137,1219,+0.07
15,0,20498,Briny Baird,11.29,112,992,-0.01
16,0,20572,Rod Pampling,11.30,100,885,+0.14
17,0,10425,Jay Williamson,11.32,89,786,+0.01
18,0,20574,Mathew Goggin,11.38,94,826,+0.17
19,0,24507,Jason Bohn,11.43,129,1129,+0.15
20,0,20645,John Senden,11.56,147,1272,+0.03
21,0,06197,Michael Allen,11.57,93,804,+0.15
21,0,10117,Bob Heintz,11.57,81,700,+0.20
23,0,10860,Justin Leonard,11.64,122,1048,+0.03
23,0,20127,Chris Riley,11.64,108,928,+0.12
25,0,22892,Jason Gore,11.72,100,853,+0.22
26,0,10809,Jim Furyk,11.76,106,901,-0.04
27,0,01724,Jeff Maggert,11.78,118,1002,+0.09
27,0,10585,Scott McCarron,11.78,132,1121,+0.11
29,0,06539,Rick Price,11.82,67,567,+0.19
30,0,20160,Charlie Wi,11.89,129,1085,+0.05
31,0,01142,Bart Bryant,11.93,86,721,+0.24
32,0,24024,Zach Johnson,11.96,132,1104,+0.08
33,0,23325,Vaughn Taylor,12.01,131,1091,+0.10
34,0,27060,John Mallinger,12.05,118,979,+0.14
34,0,02206,David Toms,12.05,134,1112,+0.07
36,0,08075,Jerry Kelly,12.06,129,1070,+0.07
37,0,24925,Jonathan Byrd,12.15,132,1086,+0.05
38,0,01677,Tom Lehman,12.16,59,485,+0.20
39,0,28087,Kris Blanks,12.21,79,647,+0.06
40,0,20472,Alex Cejka,12.27,121,986,+0.02
40,0,26498,Matt Weibring,12.27,93,758,+0.10
42,0,01945,Kenny Perry,12.29,125,1017,+0.15
43,0,29221,Webb Simpson,12.33,146,1184,+0.10
44,0,08931,Glen Day,12.36,109,882,+0.06
45,0,01313,Steve Elkington,12.44,106,852,+0.08
46,0,02214,Kirk Triplett,12.47,94,754,+0.16
47,0,21753,Brian Davis,12.50,157,1256,+0.12
47,0,22293,Heath Slocum,12.50,147,1176,+0.09
49,0,12602,Dean Wilson,12.60,121,960,+0.08
50,0,28780,Nicholas Thompson,12.65,151,1194,+0.08
51,0,25396,Kevin Na,12.66,135,1066,+0.07
52,0,26289,Boo Weekley,12.71,115,905,+0.02
53,0,24663,Y.E. Yang,12.75,123,965,+0.07
54,0,06643,Paul Goydos,12.93,117,905,+0.20
55,0,20691,Greg Owen,12.95,147,1135,+0.06
56,0,30711,Colt Knost,12.99,100,770,+0.20
57,0,24924,Bill Haas,13.00,147,1131,-0.03
58,0,19846,Brian Gay,13.02,149,1144,+0.15
59,0,26596,Ryan Moore,13.05,134,1027,+0.10
60,0,25190,Jeff Quinney,13.07,128,979,+0.16
61,0,23541,Ben Crane,13.11,145,1106,+0.08
62,0,23788,D.J. Trahan,13.13,146,1112,+0.10
63,0,01928,Corey Pavin,13.17,98,744,+0.24
64,0,02239,Scott Verplank,13.19,145,1099,+0.10
65,0,06595,Kevin Sutherland,13.22,133,1006,+0.11
66,0,25240,D.A. Points,13.27,158,1191,+0.03
67,0,22913,John Rollins,13.29,145,1091,+0.06
67,0,27649,Brandt Snedeker,13.29,120,903,+0.10
69,0,01948,Tim Petrovic,13.33,158,1185,+0.02
70,0,22621,Ben Curtis,13.39,88,657,+0.20
71,0,23349,Charles Warren,13.42,98,730,+0.13
72,0,23614,Rich Beem,13.43,107,797,+0.07
73,0,06004,Stephen Ames,13.50,106,785,+0.06
74,0,07867,Woody Austin,13.57,140,1032,+0.11
75,0,27466,Spencer Levin,13.60,125,919,+0.06
76,0,26951,Johnson Wagner,13.70,140,1022,+0.11
77,0,24912,Will MacKenzie,13.73,116,845,+0.08
78,0,01766,Billy Mayfair,13.75,131,953,+0.24
79,0,06567,Vijay Singh,13.80,98,710,+0.13
80,0,12705,Cliff Kresge,13.82,128,926,+0.13
81,0,23108,Matt Kuchar,13.83,135,976,+0.10
82,0,28089,Jason Day,13.84,94,679,E
83,0,10733,Kent Jones,13.85,117,845,+0.03
84,0,06012,Greg Kraft,13.91,79,568,+0.20
85,0,24361,Pat Perez,13.93,119,854,+0.01
86,0,23353,J.J. Henry,13.95,161,1154,+0.09
87,0,21209,Sergio Garcia,13.98,85,608,-0.06
88,0,01577,Lee Janzen,14.10,118,837,+0.18
89,0,20634,Peter Lonard,14.11,149,1056,+0.13
89,0,26668,Marc Turnesa,14.11,139,985,+0.15
91,0,20070,Matt Bettencourt,14.14,168,1188,+0.17
92,0,12652,Cameron Beckman,14.15,147,1039,+0.06
93,0,07749,Brett Quigley,14.17,144,1016,+0.18
94,0,01132,Mark Brooks,14.18,78,550,+0.13
95,0,20098,Stuart Appleby,14.19,126,888,+0.10
96,0,23983,Luke Donald,14.23,120,843,+0.03
97,0,06251,Chris DiMarco,14.24,171,1201,+0.14
98,0,25686,Jason Dufner,14.27,154,1079,+0.05
99,0,21959,Ted Purdy,14.34,176,1227,+0.09
99,0,21878,Mark Wilson,14.34,174,1213,+0.06
101,0,28158,Steve Marino,14.36,167,1163,+0.05
102,0,01941,Tom Pernice Jr.,14.37,148,1030,+0.06
103,0,30927,Brendon Todd,14.38,92,640,+0.24
104,0,24138,Ian Poulter,14.48,85,587,+0.04
104,0,27963,Chris Stroud,14.48,151,1043,-0.01
106,0,26679,Kevin Stadler,14.50,107,738,+0.08
107,0,21949,Joe Ogilvie,14.56,152,1044,-0.01
108,0,01320,Bob Estes,14.61,140,958,+0.05
108,0,23718,Nathan Green,14.61,184,1259,+0.13
110,0,24846,Ricky Barnes,14.66,102,696,+0.25
110,0,22405,Justin Rose,14.66,116,791,+0.10
112,0,24140,Sean O'Hair,14.69,119,810,-0.02
113,0,25345,Carl Pettersson,14.71,150,1020,+0.05
114,0,27683,Leif Olson,14.73,86,584,+0.13
115,0,01329,Brad Faxon,15.01,107,713,+0.19
116,0,06522,Ernie Els,15.03,113,752,+0.14
117,0,23320,Ryan Palmer,15.06,144,956,+0.17
118,0,09011,David Duval,15.11,89,589,+0.18
119,0,20157,Retief Goosen,15.27,118,773,+0.03
120,0,26881,Jarrod Lyle,15.38,106,689,+0.11
121,0,01797,Rocco Mediate,15.44,141,913,+0.11
122,0,25900,Lucas Glover,15.50,169,1090,+0.09
123,0,21731,Freddie Jacobson,15.56,157,1009,+0.06
124,0,27770,Camilo Villegas,15.57,121,777,-0.06
125,0,22961,David Mathis,15.59,147,943,+0.09
126,0,24781,Hunter Mahan,15.65,164,1048,+0.04
127,0,20850,Daniel Chopra,15.67,179,1142,-0.03
128,0,26497,Casey Wittenberg,15.78,116,735,+0.13
129,0,26695,Michael Letzig,15.83,187,1181,+0.03
130,0,12716,Charley Hoffman,15.90,189,1189,+0.12
131,0,23800,Bryce Molder,15.94,120,753,+0.07
132,0,21350,Ryuji Imada,16.00,152,950,+0.06
133,0,30925,Dustin Johnson,16.13,140,868,-0.04
134,0,01707,Steve Lowery,16.18,172,1063,+0.19
134,0,23548,Bill Lunde,16.18,167,1032,+0.14
136,0,23638,Brendon de Jonge,16.27,176,1082,+0.10
137,0,24502,Adam Scott,16.29,94,577,+0.04
138,0,01706,Davis Love III,16.42,175,1066,+0.09
139,0,25804,Bubba Watson,16.43,127,773,+0.04
140,0,20593,Greg Chalmers,16.55,161,973,-0.05
141,0,27936,Martin Laird,16.57,142,857,+0.02
142,0,01226,Fred Couples,16.58,95,573,+0.17
143,0,22046,Geoff Ogilvy,16.71,134,802,-0.02
144,0,28620,Aron Price,16.73,177,1058,+0.08
145,0,27933,John Merrick,16.79,156,929,+0.07
145,0,27214,Kevin Streelman,16.79,201,1197,+0.04
145,0,27095,Nick Watney,16.79,156,929,+0.04
148,0,10423,Mike Weir,16.81,156,928,+0.12
149,0,12782,Tim Herron,16.85,186,1104,+0.08
150,0,20766,Padraig Harrington,16.87,111,658,+0.10
151,0,23623,Bo Van Pelt,16.92,191,1129,+0.04
152,0,23048,Eric Axley,16.98,134,789,+0.26
153,0,08845,Scott Sterling,17.09,94,550,+0.09
154,0,25919,Brian Vranesh,17.17,102,594,+0.07
155,0,01161,Mark Calcavecchia,17.21,147,854,+0.04
156,0,01473,Todd Hamilton,17.31,152,878,+0.11
