RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
157,0,23778,Brad Adamonis,17.41,145,833,+0.06
158,0,08793,Tiger Woods,17.45,115,659,-0.13
159,0,24490,George McNeill,17.55,183,1043,+0.02
160,0,28475,Jeff Overton,17.57,184,1047,+0.13
161,0,27120,Troy Matteson,17.95,215,1198,+0.01
162,0,07223,Brian Bateman,18.03,119,660,+0.11
162,0,20229,Stewart Cink,18.03,148,821,+0.06
164,0,25562,Andres Romero,18.06,106,587,-0.01
165,0,12510,Chad Campbell,18.18,178,979,+0.08
166,0,29718,Anthony Kim,18.35,151,823,+0.04
167,0,20104,Ken Duke,18.36,179,975,+0.13
168,0,27141,J.B. Holmes,18.46,151,818,+0.13
169,0,20848,Ángel Cabrera,18.53,96,518,E
170,0,26301,James Nitties,18.55,195,1051,+0.12
171,0,23497,Tag Ridings,18.72,105,561,+0.06
172,0,01810,Phil Mickelson,18.74,122,651,+0.02
173,0,24358,Robert Garrigus,19.28,187,970,+0.03
174,0,31323,Gary Woodland,19.35,95,491,+0.09
175,0,21961,Charles Howell III,19.37,220,1136,+0.05
176,0,23621,Rory Sabbatini,19.44,179,921,+0.06
177,0,31416,Derek Fathauer,19.77,137,693,+0.24
178,0,25818,Scott Piercy,20.00,206,1030,+0.04
179,0,26300,Matt Jones,20.13,121,601,+0.06
180,0,22371,Aaron Baddeley,20.20,160,792,+0.11
181,0,21805,Harrison Frazar,20.80,239,1149,+0.02
182,0,26851,Marc Leishman,21.02,240,1142,+0.05
183,0,25632,Jimmy Walker,21.40,183,855,+0.05
184,0,24449,Parker McLachlin,22.49,206,916,+0.15
