RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
1,0,07457,Steve Flesch,38.1,118,310,+2.03
2,0,24357,K.J. Choi,39.7,85,214,+1.76
3,0,09011,David Duval,40.4,103,255,+1.94
4,0,06527,Steve Stricker,41.3,111,269,+0.63
5,0,28118,Peter Tomasulo,41.4,84,203,+2.02
6,0,22348,Nick O'Hern,42.3,145,343,+1.45
7,0,29221,Webb Simpson,42.6,188,441,+2.02
8,0,01035,Tommy Armour III,43.2,98,227,+0.92
9,0,20645,John Senden,43.5,183,421,+0.98
10,0,27141,J.B. Holmes,43.6,166,381,+1.51
11,0,27683,Leif Olson,44.0,103,234,+2.43
12,0,26420,Richard Johnson,44.1,127,288,+2.28
12,0,24663,Y.E. Yang,44.1,160,363,+1.75
14,0,22892,Jason Gore,44.2,119,269,+2.61
15,0,22548,Patrick Sheehan,44.3,66,149,+2.27
16,0,23135,Tim Clark,44.5,94,211,+1.49
16,0,25804,Bubba Watson,44.5,146,328,+1.16
18,0,08075,Jerry Kelly,44.6,158,354,+1.33
19,0,10885,Robert Allenby,44.9,111,247,+1.71
20,0,10117,Bob Heintz,45.1,96,213,+2.60
21,0,20498,Briny Baird,45.3,136,300,+0.66
22,0,21209,Sergio Garcia,45.4,103,227,+0.19
23,0,25396,Kevin Na,45.5,166,365,+1.14
24,0,26498,Matt Weibring,45.7,111,243,+1.80
25,0,20572,Rod Pampling,45.8,136,297,+1.84
26,0,26476,Chez Reavie,46.1,123,267,+2.03
27,0,10809,Jim Furyk,46.2,117,253,+0.85
27,0,25345,Carl Pettersson,46.2,175,379,+1.20
29,0,20070,Matt Bettencourt,46.3,207,447,+2.08
29,0,01329,Brad Faxon,46.3,125,270,+2.24
31,0,23325,Vaughn Taylor,46.5,159,342,+2.08
31,0,12602,Dean Wilson,46.5,145,312,+1.59
33,0,07749,Brett Quigley,46.6,177,380,+2.77
34,0,27466,Spencer Levin,46.7,150,321,+1.27
34,0,21949,Joe Ogilvie,46.7,193,413,+1.66
36,0,12652,Cameron Beckman,46.8,166,355,+1.57
36,0,01577,Lee Janzen,46.8,133,284,+1.95
38,0,24140,Sean O'Hair,46.9,136,290,+0.81
38,0,01945,Kenny Perry,46.9,144,307,+2.29
40,0,01313,Steve Elkington,47.0,117,249,+1.37
41,0,20574,Mathew Goggin,47.1,123,261,+3.25
42,0,23349,Charles Warren,47.2,108,229,+1.94
43,0,23048,Eric Axley,47.3,169,357,+3.73
43,0,23614,Rich Beem,47.3,124,262,+1.85
45,0,01724,Jeff Maggert,47.5,140,295,+1.79
46,0,24924,Bill Haas,47.7,188,394,+0.43
47,0,20766,Padraig Harrington,47.9,134,280,+1.12
48,0,21731,Freddie Jacobson,48.1,186,387,+1.34
49,0,24507,Jason Bohn,48.2,147,305,+1.36
49,0,23353,J.J. Henry,48.2,188,390,+1.76
51,0,20848,Ángel Cabrera,48.3,114,236,+0.44
52,0,20157,Retief Goosen,48.4,149,308,+1.07
53,0,06595,Kevin Sutherland,48.5,173,357,+1.79
53,0,27095,Nick Watney,48.5,182,375,+0.66
55,0,06539,Rick Price,48.6,85,175,+3.41
56,0,06197,Michael Allen,48.7,116,238,+1.72
57,0,21350,Ryuji Imada,48.8,167,342,+1.62
58,0,20850,Daniel Chopra,48.9,208,425,+0.24
59,0,12705,Cliff Kresge,49.0,152,310,+1.91
59,0,10860,Justin Leonard,49.0,149,304,+1.41
59,0,27060,John Mallinger,49.0,146,298,+1.85
62,0,24925,Jonathan Byrd,49.1,166,338,+1.14
63,0,20098,Stuart Appleby,49.3,165,335,+1.21
64,0,21753,Brian Davis,49.4,190,385,+1.53
65,0,20160,Charlie Wi,49.6,166,335,+1.14
66,0,28780,Nicholas Thompson,49.7,195,392,+2.00
67,0,28089,Jason Day,49.8,117,235,+0.60
67,0,24361,Pat Perez,49.8,142,285,+0.99
67,0,30927,Brendon Todd,49.8,110,221,+2.45
70,0,28475,Jeff Overton,49.9,231,463,+2.25
70,0,21959,Ted Purdy,49.9,198,397,+1.21
72,0,25190,Jeff Quinney,50.0,153,306,+2.09
72,0,25562,Andres Romero,50.0,113,226,+0.97
74,0,22913,John Rollins,50.1,176,351,+1.19
75,0,22621,Ben Curtis,50.2,112,223,+3.04
75,0,08931,Glen Day,50.2,131,261,+1.37
77,0,06567,Vijay Singh,50.4,127,252,+1.81
78,0,01706,Davis Love III,50.5,197,390,+1.37
78,0,24502,Adam Scott,50.5,108,214,+1.67
80,0,23718,Nathan Green,50.8,231,455,+1.95
80,0,01948,Tim Petrovic,50.8,183,360,+0.60
82,0,12782,Tim Herron,51.0,224,439,+1.16
82,0,26289,Boo Weekley,51.0,129,253,+0.78
84,0,31323,Gary Woodland,51.3,102,199,+1.08
85,0,01226,Fred Couples,51.4,125,243,+2.24
85,0,23108,Matt Kuchar,51.4,166,323,+1.51
85,0,26695,Michael Letzig,51.4,232,451,+0.73
85,0,01810,Phil Mickelson,51.4,149,290,+0.81
85,0,23320,Ryan Palmer,51.4,162,315,+2.16
85,0,26951,Johnson Wagner,51.4,162,315,+1.73
91,0,23983,Luke Donald,51.5,159,309,+0.88
92,0,07867,Woody Austin,51.6,175,339,+1.66
92,0,07223,Brian Bateman,51.6,142,275,+1.41
92,0,30925,Dustin Johnson,51.6,174,337,+0.46
95,0,25686,Jason Dufner,51.7,171,331,+0.76
95,0,01941,Tom Pernice Jr.,51.7,186,360,+1.56
95,0,23788,D.J. Trahan,51.7,165,319,+1.70
98,0,24846,Ricky Barnes,51.9,136,262,+2.72
98,0,01677,Tom Lehman,51.9,70,135,+2.29
100,0,06004,Stephen Ames,52.0,128,246,+0.94
100,0,26679,Kevin Stadler,52.0,130,250,+1.62
102,0,28087,Kris Blanks,52.3,102,195,+1.76
102,0,12716,Charley Hoffman,52.3,236,451,+1.99
104,0,23541,Ben Crane,52.5,178,339,+1.12
104,0,24503,Jeff Klauk,52.5,179,341,+1.34
104,0,26596,Ryan Moore,52.5,160,305,+1.94
107,0,22961,David Mathis,52.7,176,334,+1.48
108,0,26668,Marc Turnesa,52.9,154,291,+2.27
109,0,10425,Jay Williamson,53.0,115,217,+1.65
110,0,28158,Steve Marino,53.1,208,392,+1.73
111,0,06012,Greg Kraft,53.2,99,186,+2.53
111,0,20634,Peter Lonard,53.2,174,327,+1.90
111,0,25240,D.A. Points,53.2,193,363,+1.09
111,0,27963,Chris Stroud,53.2,185,348,+1.41
115,0,23778,Brad Adamonis,53.7,182,339,+1.15
115,0,23497,Tag Ridings,53.7,116,216,+1.21
115,0,27649,Brandt Snedeker,53.7,130,242,+1.46
115,0,02206,David Toms,53.7,153,285,+0.59
119,0,25919,Brian Vranesh,53.8,106,197,+1.32
120,0,01142,Bart Bryant,53.9,103,191,+3.40
120,0,24912,Will MacKenzie,53.9,139,258,+1.80
