RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
120,0,22046,Geoff Ogilvy,53.9,159,295,+1.70
123,0,20472,Alex Cejka,54.0,157,291,+1.21
123,0,06522,Ernie Els,54.0,128,237,+2.03
123,0,26881,Jarrod Lyle,54.0,141,261,+1.84
126,0,08845,Scott Sterling,54.1,99,183,+1.01
127,0,06643,Paul Goydos,54.2,135,249,+2.15
127,0,27770,Camilo Villegas,54.2,143,264,+0.77
129,0,10585,Scott McCarron,54.3,151,278,+1.66
129,0,01797,Rocco Mediate,54.3,171,315,+2.05
131,0,29718,Anthony Kim,54.4,181,333,+1.60
132,0,01320,Bob Estes,54.5,162,297,+1.17
133,0,22405,Justin Rose,54.8,148,270,+1.35
134,0,21805,Harrison Frazar,55.0,278,505,+0.90
134,0,24024,Zach Johnson,55.0,159,289,+1.13
136,0,25900,Lucas Glover,55.1,201,365,+1.09
137,0,22295,Darron Stiles,55.6,79,142,+2.91
138,0,01161,Mark Calcavecchia,55.8,178,319,+1.40
139,0,24490,George McNeill,56.0,215,384,+1.02
139,0,20691,Greg Owen,56.0,186,332,+1.83
141,0,06621,Joe Durant,56.3,89,158,+2.92
142,0,31416,Derek Fathauer,56.4,159,282,+2.83
143,0,20229,Stewart Cink,56.5,178,315,+0.96
144,0,01707,Steve Lowery,56.9,199,350,+2.46
145,0,27214,Kevin Streelman,57.0,236,414,+1.53
146,0,24138,Ian Poulter,57.2,115,201,+1.65
147,0,26300,Matt Jones,57.4,132,230,+1.82
147,0,22293,Heath Slocum,57.4,175,305,+1.66
149,0,25632,Jimmy Walker,57.5,200,348,+1.00
150,0,21961,Charles Howell III,57.6,243,422,+0.78
151,0,06251,Chris DiMarco,57.7,221,383,+1.95
152,0,01132,Mark Brooks,57.9,81,140,+1.85
153,0,19846,Brian Gay,58.1,175,301,+2.00
154,0,26497,Casey Wittenberg,58.2,139,239,+2.30
155,0,27936,Martin Laird,58.6,171,292,+1.29
156,0,01928,Corey Pavin,58.7,121,206,+3.22
156,0,10423,Mike Weir,58.7,199,339,+1.66
158,0,23548,Bill Lunde,58.8,198,337,+1.97
159,0,20593,Greg Chalmers,59.1,189,320,+0.58
159,0,23638,Brendon de Jonge,59.1,224,379,+1.34
159,0,24358,Robert Garrigus,59.1,217,367,+1.57
162,0,24781,Hunter Mahan,59.4,215,362,+1.35
163,0,01473,Todd Hamilton,59.5,176,296,+2.10
164,0,02239,Scott Verplank,59.6,174,292,+1.55
165,0,28620,Aron Price,59.7,218,365,+1.38
166,0,20104,Ken Duke,60.1,214,356,+1.64
166,0,30711,Colt Knost,60.1,128,213,+3.20
166,0,20127,Chris Riley,60.1,143,238,+1.05
169,0,27120,Troy Matteson,60.7,267,440,+0.79
170,0,23623,Bo Van Pelt,60.8,231,380,+0.95
171,0,27933,John Merrick,61.1,209,342,+1.24
171,0,02214,Kirk Triplett,61.1,113,185,+2.65
173,0,10733,Kent Jones,61.5,147,239,+0.88
174,0,26301,James Nitties,61.9,232,375,+2.07
175,0,21878,Mark Wilson,62.1,216,348,+1.11
176,0,01766,Billy Mayfair,62.2,173,278,+3.58
177,0,12510,Chad Campbell,62.4,206,330,+1.36
178,0,25818,Scott Piercy,62.6,261,417,+1.30
179,0,08793,Tiger Woods,62.8,137,218,-0.51
180,0,23800,Bryce Molder,62.9,144,229,+1.46
181,0,22371,Aaron Baddeley,63.8,199,312,+1.56
182,0,23621,Rory Sabbatini,64.5,236,366,+1.36
183,0,26851,Marc Leishman,65.5,272,415,+1.25
183,0,24449,Parker McLachlin,65.5,253,386,+1.66
