RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
46,0,23541,Ben Crane,11.21,124,1106,+0.07
47,0,22371,Aaron Baddeley,11.24,89,792,+0.07
48,0,23621,Rory Sabbatini,11.29,104,921,+0.07
49,0,01677,Tom Lehman,11.34,55,485,+0.20
50,0,24138,Ian Poulter,11.41,67,587,+0.16
51,0,24507,Jason Bohn,11.43,129,1129,+0.10
52,0,10809,Jim Furyk,11.54,104,901,+0.12
53,0,01707,Steve Lowery,11.57,123,1063,+0.12
54,0,24912,Will MacKenzie,11.60,98,845,+0.21
55,0,24358,Robert Garrigus,11.65,113,970,-0.02
56,0,20104,Ken Duke,11.69,114,975,+0.10
57,0,27963,Chris Stroud,11.70,122,1043,+0.07
58,0,25240,D.A. Points,11.84,141,1191,+0.16
59,0,20634,Peter Lonard,11.93,126,1056,+0.25
60,0,07867,Woody Austin,12.11,125,1032,+0.12
60,0,27214,Kevin Streelman,12.11,145,1197,-0.06
62,0,26289,Boo Weekley,12.15,110,905,+0.15
63,0,10423,Mike Weir,12.18,113,928,+0.15
64,0,28158,Steve Marino,12.30,143,1163,-0.02
64,0,24361,Pat Perez,12.30,105,854,+0.19
66,0,21959,Ted Purdy,12.31,151,1227,+0.12
67,0,21961,Charles Howell III,12.32,140,1136,E
67,0,01948,Tim Petrovic,12.32,146,1185,+0.12
69,0,08931,Glen Day,12.36,109,882,+0.13
70,0,24490,George McNeill,12.37,129,1043,+0.08
71,0,23788,D.J. Trahan,12.41,138,1112,+0.14
72,0,24449,Parker McLachlin,12.45,114,916,+0.10
73,0,27060,John Mallinger,12.46,122,979,+0.11
74,0,06004,Stephen Ames,12.48,98,785,+0.10
75,0,26476,Chez Reavie,12.51,122,975,+0.16
76,0,06539,Rick Price,12.52,71,567,+0.27
76,0,26497,Casey Wittenberg,12.52,92,735,+0.15
78,0,23320,Ryan Palmer,12.55,120,956,+0.18
79,0,06197,Michael Allen,12.56,101,804,+0.10
80,0,25818,Scott Piercy,12.62,130,1030,E
81,0,20160,Charlie Wi,12.63,137,1085,+0.07
82,0,22913,John Rollins,12.65,138,1091,+0.11
83,0,25900,Lucas Glover,12.66,138,1090,+0.09
84,0,22348,Nick O'Hern,12.67,148,1168,+0.16
85,0,10860,Justin Leonard,12.69,133,1048,+0.07
85,0,26668,Marc Turnesa,12.69,125,985,+0.21
87,0,24925,Jonathan Byrd,12.71,138,1086,+0.03
87,0,10117,Bob Heintz,12.71,89,700,+0.06
89,0,08845,Scott Sterling,12.73,70,550,+0.10
90,0,27770,Camilo Villegas,12.74,99,777,+0.07
91,0,20572,Rod Pampling,12.77,113,885,+0.12
92,0,23983,Luke Donald,12.81,108,843,+0.02
92,0,23108,Matt Kuchar,12.81,125,976,-0.08
92,0,30927,Brendon Todd,12.81,82,640,+0.20
95,0,21753,Brian Davis,12.82,161,1256,+0.09
96,0,25190,Jeff Quinney,12.87,126,979,+0.33
97,0,22548,Patrick Sheehan,12.89,70,543,+0.10
98,0,26881,Jarrod Lyle,12.92,89,689,+0.02
99,0,25919,Brian Vranesh,12.96,77,594,+0.05
100,0,22046,Geoff Ogilvy,12.97,104,802,-0.02
101,0,28780,Nicholas Thompson,12.98,155,1194,+0.11
102,0,01161,Mark Calcavecchia,13.00,111,854,+0.13
103,0,23325,Vaughn Taylor,13.02,142,1091,+0.08
104,0,01313,Steve Elkington,13.03,111,852,+0.15
105,0,26679,Kevin Stadler,13.14,97,738,+0.09
106,0,01797,Rocco Mediate,13.25,121,913,+0.02
107,0,23614,Rich Beem,13.30,106,797,+0.03
108,0,01724,Jeff Maggert,13.37,134,1002,+0.25
109,0,01941,Tom Pernice Jr.,13.50,139,1030,+0.04
110,0,06522,Ernie Els,13.56,102,752,+0.10
111,0,26498,Matt Weibring,13.59,103,758,+0.12
112,0,20574,Mathew Goggin,13.68,113,826,+0.12
113,0,01577,Lee Janzen,13.74,115,837,+0.18
114,0,23353,J.J. Henry,13.78,159,1154,+0.13
115,0,07223,Brian Bateman,13.79,91,660,+0.12
116,0,06567,Vijay Singh,13.80,98,710,-0.02
117,0,21731,Freddie Jacobson,13.97,141,1009,+0.09
118,0,26300,Matt Jones,13.98,84,601,+0.02
119,0,23349,Charles Warren,14.11,103,730,+0.18
120,0,20229,Stewart Cink,14.13,116,821,+0.12
121,0,12705,Cliff Kresge,14.15,131,926,+0.16
122,0,22621,Ben Curtis,14.16,93,657,-0.05
122,0,01945,Kenny Perry,14.16,144,1017,-0.03
124,0,22961,David Mathis,14.21,134,943,+0.12
125,0,23718,Nathan Green,14.22,179,1259,+0.01
126,0,01035,Tommy Armour III,14.25,102,716,+0.11
127,0,31416,Derek Fathauer,14.29,99,693,+0.11
127,0,26951,Johnson Wagner,14.29,146,1022,+0.15
129,0,06595,Kevin Sutherland,14.31,144,1006,+0.17
130,0,22892,Jason Gore,14.42,123,853,+0.07
131,0,12716,Charley Hoffman,14.47,172,1189,-0.01
132,0,26420,Richard Johnson,14.49,149,1028,+0.12
133,0,20498,Briny Baird,14.52,144,992,+0.13
134,0,24357,K.J. Choi,14.57,102,700,+0.14
135,0,12602,Dean Wilson,14.58,140,960,+0.21
136,0,25632,Jimmy Walker,14.62,125,855,+0.06
137,0,06527,Steve Stricker,14.67,126,859,-0.10
138,0,27466,Spencer Levin,14.69,135,919,+0.04
139,0,28089,Jason Day,14.73,100,679,+0.11
140,0,12782,Tim Herron,14.76,163,1104,+0.15
141,0,06012,Greg Kraft,14.79,84,568,+0.23
142,0,20070,Matt Bettencourt,14.90,177,1188,+0.16
143,0,20098,Stuart Appleby,14.98,133,888,+0.14
143,0,30925,Dustin Johnson,14.98,130,868,-0.06
145,0,20645,John Senden,15.02,191,1272,+0.10
146,0,21805,Harrison Frazar,15.06,173,1149,+0.16
147,0,21209,Sergio Garcia,15.13,92,608,+0.02
148,0,10885,Robert Allenby,15.19,118,777,-0.02
149,0,25396,Kevin Na,15.20,162,1066,+0.12
150,0,26695,Michael Letzig,15.24,180,1181,+0.16
151,0,21350,Ryuji Imada,15.26,145,950,+0.14
152,0,29718,Anthony Kim,15.31,126,823,E
153,0,24924,Bill Haas,15.38,174,1131,+0.05
153,0,01706,Davis Love III,15.38,164,1066,+0.05
155,0,07749,Brett Quigley,15.55,158,1016,+0.03
156,0,24502,Adam Scott,15.60,90,577,+0.01
157,0,01226,Fred Couples,15.71,90,573,-0.06
158,0,23778,Brad Adamonis,15.73,131,833,+0.15
159,0,23497,Tag Ridings,15.86,89,561,+0.02
160,0,24846,Ricky Barnes,15.95,111,696,+0.20
161,0,24663,Y.E. Yang,15.96,154,965,+0.03
162,0,12652,Cameron Beckman,15.98,166,1039,+0.10
162,0,08075,Jerry Kelly,15.98,171,1070,+0.04
164,0,24140,Sean O'Hair,16.17,131,810,-0.01
165,0,31323,Gary Woodland,16.29,80,491,+0.21
166,0,20157,Retief Goosen,16.30,126,773,+0.13
166,0,29221,Webb Simpson,16.30,193,1184,E
168,0,25345,Carl Pettersson,16.37,167,1020,+0.12
169,0,20850,Daniel Chopra,16.64,190,1142,+0.13
170,0,28118,Peter Tomasulo,16.67,105,630,+0.12
171,0,01329,Brad Faxon,16.83,120,713,+0.26
172,0,28475,Jeff Overton,16.91,177,1047,+0.05
173,0,23048,Eric Axley,17.11,135,789,+0.17
174,0,07457,Steve Flesch,17.13,148,864,+0.09
175,0,21949,Joe Ogilvie,17.15,179,1044,-0.02
176,0,20766,Padraig Harrington,17.63,116,658,+0.03
177,0,27683,Leif Olson,17.64,103,584,+0.12
178,0,20848,Ángel Cabrera,17.76,92,518,+0.11
179,0,27095,Nick Watney,17.87,166,929,-0.01
180,0,01810,Phil Mickelson,18.13,118,651,+0.09
181,0,25562,Andres Romero,18.23,107,587,-0.03
182,0,25804,Bubba Watson,19.02,147,773,+0.05
183,0,09011,David Duval,19.69,116,589,+0.19
184,0,27141,J.B. Holmes,22.98,188,818,+0.07
