RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,22293,Heath Slocum,8.33,98,1176,+0.23
2,0,02239,Scott Verplank,8.37,92,1099,+0.15
3,0,02214,Kirk Triplett,8.49,64,754,E
4,0,01766,Billy Mayfair,8.60,82,953,+0.17
5,0,21878,Mark Wilson,8.74,106,1213,+0.17
6,0,10733,Kent Jones,8.76,74,845,+0.15
7,0,23800,Bryce Molder,8.90,67,753,+0.16
8,0,10585,Scott McCarron,8.92,100,1121,+0.06
9,0,06621,Joe Durant,8.96,58,647,+0.14
10,0,20127,Chris Riley,9.05,84,928,+0.10
11,0,22295,Darron Stiles,9.14,53,580,+0.23
12,0,19846,Brian Gay,9.44,108,1144,+0.15
13,0,30711,Colt Knost,9.48,73,770,+0.26
14,0,06643,Paul Goydos,9.61,87,905,+0.24
15,0,01928,Corey Pavin,9.68,72,744,+0.13
16,0,02206,David Toms,9.71,108,1112,+0.09
17,0,27649,Brandt Snedeker,9.86,89,903,+0.02
18,0,26301,James Nitties,9.90,104,1051,+0.12
19,0,01142,Bart Bryant,9.99,72,721,+0.32
20,0,01132,Mark Brooks,10.00,55,550,+0.13
21,0,27933,John Merrick,10.01,93,929,+0.08
22,0,26851,Marc Leishman,10.07,115,1142,+0.05
23,0,01320,Bob Estes,10.13,97,958,+0.24
24,0,24024,Zach Johnson,10.14,112,1104,+0.07
25,0,06251,Chris DiMarco,10.16,122,1201,+0.07
26,0,20472,Alex Cejka,10.24,101,986,+0.06
27,0,23623,Bo Van Pelt,10.27,116,1129,+0.05
28,0,12510,Chad Campbell,10.32,101,979,+0.05
29,0,10425,Jay Williamson,10.43,82,786,+0.20
30,0,20691,Greg Owen,10.48,119,1135,+0.07
31,0,28087,Kris Blanks,10.51,68,647,+0.04
32,0,24503,Jeff Klauk,10.58,129,1219,+0.09
33,0,08793,Tiger Woods,10.62,70,659,-0.06
34,0,25686,Jason Dufner,10.66,115,1079,+0.07
35,0,28620,Aron Price,10.68,113,1058,+0.05
36,0,23548,Bill Lunde,10.85,112,1032,+0.15
37,0,27936,Martin Laird,10.97,94,857,+0.15
38,0,23135,Tim Clark,10.98,90,820,+0.20
39,0,22405,Justin Rose,11.00,87,791,+0.01
40,0,23638,Brendon de Jonge,11.09,120,1082,+0.14
41,0,26596,Ryan Moore,11.10,114,1027,+0.08
42,0,01473,Todd Hamilton,11.16,98,878,+0.20
42,0,24781,Hunter Mahan,11.16,117,1048,+0.13
44,0,27120,Troy Matteson,11.19,134,1198,+0.04
45,0,20593,Greg Chalmers,11.20,109,973,+0.08
