RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL MISSED,TOTAL FWYS,RELATIVE TO PAR
1,0,22621,Ben Curtis,.76,5,657,+1.40
2,0,24024,Zach Johnson,1.00,11,1104,+0.55
3,0,02206,David Toms,1.08,12,1112,+0.67
4,0,01132,Mark Brooks,1.09,6,550,+0.50
5,0,19846,Brian Gay,1.14,13,1144,+0.38
6,0,10885,Robert Allenby,1.16,9,777,+0.56
7,0,08931,Glen Day,1.25,11,882,+0.91
8,0,25900,Lucas Glover,1.28,14,1090,+0.43
9,0,12705,Cliff Kresge,1.30,12,926,+0.83
10,0,27649,Brandt Snedeker,1.33,12,903,+0.42
11,0,23541,Ben Crane,1.36,15,1106,+0.27
12,0,01945,Kenny Perry,1.38,14,1017,+0.29
13,0,24507,Jason Bohn,1.42,16,1129,+0.50
13,0,20634,Peter Lonard,1.42,15,1056,+1.00
15,0,10809,Jim Furyk,1.44,13,901,+0.69
16,0,22293,Heath Slocum,1.45,17,1176,+0.71
17,0,02239,Scott Verplank,1.46,16,1099,+0.88
18,0,24503,Jeff Klauk,1.48,18,1219,+0.50
18,0,01928,Corey Pavin,1.48,11,744,+0.91
20,0,25240,D.A. Points,1.51,18,1191,+0.56
21,0,08793,Tiger Woods,1.52,10,659,+0.30
22,0,06004,Stephen Ames,1.53,12,785,+0.92
22,0,01142,Bart Bryant,1.53,11,721,+1.27
24,0,23108,Matt Kuchar,1.54,15,976,+0.73
24,0,26476,Chez Reavie,1.54,15,975,+0.53
26,0,06621,Joe Durant,1.55,10,647,+0.70
26,0,22295,Darron Stiles,1.55,9,580,+1.00
28,0,30711,Colt Knost,1.56,12,770,+0.58
29,0,21878,Mark Wilson,1.57,19,1213,-0.05
30,0,23135,Tim Clark,1.59,13,820,+0.46
30,0,06595,Kevin Sutherland,1.59,16,1006,+0.75
32,0,20127,Chris Riley,1.62,15,928,+0.73
33,0,20104,Ken Duke,1.64,16,975,+0.50
34,0,26420,Richard Johnson,1.65,17,1028,+0.71
35,0,21753,Brian Davis,1.67,21,1256,+0.14
35,0,25686,Jason Dufner,1.67,18,1079,+0.89
37,0,24357,K.J. Choi,1.71,12,700,+1.08
37,0,23788,D.J. Trahan,1.71,19,1112,+0.42
39,0,10423,Mike Weir,1.72,16,928,+0.69
40,0,06522,Ernie Els,1.73,13,752,+0.54
41,0,10585,Scott McCarron,1.78,20,1121,+0.40
42,0,22348,Nick O'Hern,1.80,21,1168,+0.76
43,0,10860,Justin Leonard,1.81,19,1048,+0.58
44,0,08845,Scott Sterling,1.82,10,550,+0.90
45,0,26668,Marc Turnesa,1.83,18,985,+0.89
46,0,24924,Bill Haas,1.86,21,1131,E
46,0,01677,Tom Lehman,1.86,9,485,+0.56
46,0,02214,Kirk Triplett,1.86,14,754,+0.86
49,0,06643,Paul Goydos,1.88,17,905,+0.18
49,0,26289,Boo Weekley,1.88,17,905,+0.65
51,0,28089,Jason Day,1.91,13,679,+0.54
52,0,01941,Tom Pernice Jr.,1.94,20,1030,+0.90
53,0,01035,Tommy Armour III,1.96,14,716,+0.86
53,0,08075,Jerry Kelly,1.96,21,1070,+0.67
55,0,01320,Bob Estes,1.98,19,958,+0.74
55,0,06527,Steve Stricker,1.98,17,859,+0.41
57,0,22961,David Mathis,2.01,19,943,+0.74
58,0,20498,Briny Baird,2.02,20,992,+0.65
58,0,31416,Derek Fathauer,2.02,14,693,+0.93
58,0,22405,Justin Rose,2.02,16,791,+0.44
61,0,01577,Lee Janzen,2.03,17,837,+0.47
61,0,22548,Patrick Sheehan,2.03,11,543,+0.73
63,0,27060,John Mallinger,2.04,20,979,+0.40
63,0,10425,Jay Williamson,2.04,16,786,+0.75
65,0,01797,Rocco Mediate,2.08,19,913,+0.21
66,0,01724,Jeff Maggert,2.10,21,1002,+0.14
66,0,24781,Hunter Mahan,2.10,22,1048,+0.55
68,0,21961,Charles Howell III,2.11,24,1136,+0.63
68,0,01948,Tim Petrovic,2.11,25,1185,+0.28
70,0,06539,Rick Price,2.12,12,567,+1.00
71,0,10117,Bob Heintz,2.14,15,700,+0.33
72,0,01706,Davis Love III,2.16,23,1066,+0.61
73,0,21959,Ted Purdy,2.20,27,1227,+0.56
73,0,20645,John Senden,2.20,28,1272,+0.64
75,0,24138,Ian Poulter,2.21,13,587,+0.46
76,0,22892,Jason Gore,2.23,19,853,+0.84
77,0,06197,Michael Allen,2.24,18,804,+0.50
78,0,10733,Kent Jones,2.25,19,845,+0.47
78,0,25190,Jeff Quinney,2.25,22,979,+0.68
80,0,20593,Greg Chalmers,2.26,22,973,+0.82
81,0,06012,Greg Kraft,2.29,13,568,+1.08
81,0,22913,John Rollins,2.29,25,1091,+0.92
83,0,21350,Ryuji Imada,2.32,22,950,+0.55
83,0,26881,Jarrod Lyle,2.32,16,689,+0.75
85,0,20157,Retief Goosen,2.33,18,773,+0.28
86,0,01313,Steve Elkington,2.35,20,852,+0.90
86,0,25396,Kevin Na,2.35,25,1066,+0.24
86,0,24140,Sean O'Hair,2.35,19,810,+0.63
89,0,06567,Vijay Singh,2.39,17,710,+0.65
90,0,28158,Steve Marino,2.41,28,1163,+0.43
91,0,27120,Troy Matteson,2.42,29,1198,+0.24
92,0,20229,Stewart Cink,2.44,20,821,+0.50
93,0,26497,Casey Wittenberg,2.45,18,735,+0.61
94,0,20691,Greg Owen,2.47,28,1135,+0.36
95,0,23623,Bo Van Pelt,2.48,28,1129,+0.50
96,0,23983,Luke Donald,2.49,21,843,+0.76
96,0,24663,Y.E. Yang,2.49,24,965,+0.88
98,0,01473,Todd Hamilton,2.51,22,878,+0.82
98,0,26498,Matt Weibring,2.51,19,758,+0.74
100,0,25919,Brian Vranesh,2.53,15,594,+0.73
101,0,20574,Mathew Goggin,2.54,21,826,+0.76
101,0,23718,Nathan Green,2.54,32,1259,+0.63
101,0,01707,Steve Lowery,2.54,27,1063,+0.63
101,0,28118,Peter Tomasulo,2.54,16,630,+0.44
105,0,28620,Aron Price,2.55,27,1058,+0.74
106,0,21731,Freddie Jacobson,2.58,26,1009,+0.65
106,0,27933,John Merrick,2.58,24,929,+0.63
108,0,24846,Ricky Barnes,2.59,18,696,+0.39
108,0,23638,Brendon de Jonge,2.59,28,1082,+0.50
110,0,12602,Dean Wilson,2.60,25,960,+1.00
111,0,06251,Chris DiMarco,2.66,32,1201,+0.59
111,0,26300,Matt Jones,2.66,16,601,+0.81
111,0,23800,Bryce Molder,2.66,20,753,+0.55
114,0,20572,Rod Pampling,2.71,24,885,+0.54
115,0,20472,Alex Cejka,2.74,27,986,+0.70
116,0,12510,Chad Campbell,2.76,27,979,+0.63
116,0,27214,Kevin Streelman,2.76,33,1197,+0.39
118,0,26695,Michael Letzig,2.79,33,1181,+0.30
119,0,27095,Nick Watney,2.80,26,929,+0.12
120,0,07867,Woody Austin,2.81,29,1032,+0.55
120,0,24361,Pat Perez,2.81,24,854,+0.75
122,0,01766,Billy Mayfair,2.83,27,953,+0.89
122,0,27770,Camilo Villegas,2.83,22,777,+0.50
124,0,24912,Will MacKenzie,2.84,24,845,+0.42
125,0,28780,Nicholas Thompson,2.85,34,1194,+0.50
126,0,23353,J.J. Henry,2.86,33,1154,+0.55
127,0,23349,Charles Warren,2.88,21,730,+0.14
128,0,12652,Cameron Beckman,2.89,30,1039,+0.40
128,0,07457,Steve Flesch,2.89,25,864,+0.48
128,0,20766,Padraig Harrington,2.89,19,658,+0.79
131,0,25345,Carl Pettersson,2.94,30,1020,+0.60
132,0,01329,Brad Faxon,2.95,21,713,+0.86
132,0,26301,James Nitties,2.95,31,1051,+0.55
132,0,24502,Adam Scott,2.95,17,577,+0.76
135,0,30927,Brendon Todd,2.97,19,640,+0.63
136,0,22046,Geoff Ogilvy,2.99,24,802,+0.75
137,0,23778,Brad Adamonis,3.00,25,833,+0.60
138,0,23497,Tag Ridings,3.03,17,561,+0.41
139,0,29221,Webb Simpson,3.04,36,1184,+0.92
139,0,20160,Charlie Wi,3.04,33,1085,+0.76
141,0,27466,Spencer Levin,3.05,28,919,+0.46
142,0,28087,Kris Blanks,3.09,20,647,+0.45
143,0,23548,Bill Lunde,3.10,32,1032,+0.47
144,0,26679,Kevin Stadler,3.12,23,738,+0.61
145,0,26596,Ryan Moore,3.21,33,1027,+0.76
145,0,23325,Vaughn Taylor,3.21,35,1091,+0.74
147,0,24925,Jonathan Byrd,3.22,35,1086,+0.20
148,0,26951,Johnson Wagner,3.23,33,1022,+0.58
149,0,23614,Rich Beem,3.26,26,797,+0.35
150,0,21209,Sergio Garcia,3.29,20,608,+0.75
151,0,21805,Harrison Frazar,3.31,38,1149,+0.74
152,0,12782,Tim Herron,3.35,37,1104,+0.54
152,0,21949,Joe Ogilvie,3.35,35,1044,+0.74
154,0,24490,George McNeill,3.36,35,1043,+0.66
155,0,23621,Rory Sabbatini,3.37,31,921,+0.52
156,0,01226,Fred Couples,3.49,20,573,+0.60
157,0,26851,Marc Leishman,3.50,40,1142,+0.75
158,0,01810,Phil Mickelson,3.53,23,651,+0.39
159,0,20098,Stuart Appleby,3.72,33,888,+0.70
160,0,01161,Mark Calcavecchia,3.75,32,854,+0.69
161,0,24358,Robert Garrigus,3.81,37,970,+0.68
162,0,27963,Chris Stroud,3.84,40,1043,+0.88
163,0,25632,Jimmy Walker,3.86,33,855,+0.70
164,0,22371,Aaron Baddeley,3.91,31,792,+0.42
165,0,28475,Jeff Overton,3.92,41,1047,+0.78
166,0,24449,Parker McLachlin,3.93,36,916,+0.64
167,0,20070,Matt Bettencourt,3.96,47,1188,+0.60
168,0,27936,Martin Laird,3.97,34,857,+0.53
169,0,25818,Scott Piercy,3.98,41,1030,+0.61
170,0,20850,Daniel Chopra,4.03,46,1142,+0.61
171,0,07749,Brett Quigley,4.04,41,1016,+0.39
172,0,23320,Ryan Palmer,4.08,39,956,+0.33
173,0,12716,Charley Hoffman,4.12,49,1189,+0.37
174,0,25562,Andres Romero,4.26,25,587,+0.40
175,0,27683,Leif Olson,4.45,26,584,+0.85
176,0,30925,Dustin Johnson,4.49,39,868,+0.46
177,0,27141,J.B. Holmes,4.52,37,818,+0.38
178,0,20848,Ángel Cabrera,4.63,24,518,+0.29
179,0,25804,Bubba Watson,4.66,36,773,+0.19
180,0,07223,Brian Bateman,4.70,31,660,+0.77
181,0,29718,Anthony Kim,5.10,42,823,+0.43
182,0,31323,Gary Woodland,5.30,26,491,+0.73
183,0,23048,Eric Axley,6.46,51,789,+0.92
184,0,09011,David Duval,7.13,42,589,+0.67
