RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
97,0,12510,Chad Campbell,25' 2",8479.167,337
98,0,20645,John Senden,25' 3",10624.667,421
98,0,28118,Peter Tomasulo,25' 3",5207.500,206
100,0,27214,Kevin Streelman,25' 4",10782.583,426
101,0,23353,J.J. Henry,25' 5",10480.917,412
101,0,22405,Justin Rose,25' 5",6817.083,268
103,0,28780,Nicholas Thompson,25' 6",10035.917,394
103,0,26951,Johnson Wagner,25' 6",8620.333,338
105,0,21731,Freddie Jacobson,25' 7",9976.083,390
105,0,26695,Michael Letzig,25' 7",11631.833,454
107,0,20229,Stewart Cink,25' 8",8329.083,324
107,0,25345,Carl Pettersson,25' 8",10254.250,400
107,0,06595,Kevin Sutherland,25' 8",9328.083,363
107,0,23325,Vaughn Taylor,25' 8",8714.333,340
111,0,01226,Fred Couples,25' 9",6336.750,246
111,0,26301,James Nitties,25' 9",9609.083,373
111,0,23349,Charles Warren,25' 9",6210.250,241
114,0,01577,Lee Janzen,25' 10",7495.333,290
114,0,23800,Bryce Molder,25' 10",5961.417,231
114,0,23621,Rory Sabbatini,25' 10",9438.917,365
117,0,06522,Ernie Els,25' 11",6534.750,252
117,0,12602,Dean Wilson,25' 11",8497.583,328
119,0,23614,Rich Beem,26' 0",6767.000,260
119,0,23718,Nathan Green,26' 0",12297.083,473
119,0,27963,Chris Stroud,26' 0",9307.000,358
122,0,21350,Ryuji Imada,26' 1",9450.667,362
122,0,27936,Martin Laird,26' 1",7565.250,290
124,0,01161,Mark Calcavecchia,26' 3",8580.750,327
125,0,28087,Kris Blanks,26' 5",5384.000,204
126,0,21209,Sergio Garcia,26' 6",5913.083,223
126,0,20157,Retief Goosen,26' 6",8233.583,311
126,0,01473,Todd Hamilton,26' 6",8489.667,320
129,0,27770,Camilo Villegas,26' 7",7445.917,280
130,0,26881,Jarrod Lyle,26' 9",7029.500,263
131,0,23638,Brendon de Jonge,26' 10",10339.000,385
131,0,10117,Bob Heintz,26' 10",5895.500,220
131,0,27933,John Merrick,26' 10",9273.000,346
134,0,01329,Brad Faxon,26' 11",7501.583,279
135,0,07867,Woody Austin,27' 1",9777.500,361
135,0,24925,Jonathan Byrd,27' 1",9284.417,343
135,0,24490,George McNeill,27' 1",10586.667,391
135,0,08793,Tiger Woods,27' 1",6174.083,228
139,0,20593,Greg Chalmers,27' 2",9187.750,338
140,0,24846,Ricky Barnes,27' 3",7586.667,278
141,0,26497,Casey Wittenberg,27' 4",7087.667,259
142,0,23778,Brad Adamonis,27' 5",9461.000,345
142,0,22046,Geoff Ogilvy,27' 5",8407.167,307
144,0,01706,Davis Love III,27' 6",11249.167,409
144,0,26596,Ryan Moore,27' 6",8862.167,322
146,0,20098,Stuart Appleby,27' 11",9314.583,334
147,0,28475,Jeff Overton,28' 0",12670.667,452
148,0,21949,Joe Ogilvie,28' 1",11931.917,425
149,0,23983,Luke Donald,28' 2",8823.667,313
150,0,30927,Brendon Todd,28' 3",6529.417,231
151,0,20070,Matt Bettencourt,28' 4",12972.750,458
151,0,06567,Vijay Singh,28' 4",7348.333,259
153,0,23497,Tag Ridings,28' 6",6442.333,226
154,0,27120,Troy Matteson,28' 7",13289.750,465
155,0,12782,Tim Herron,28' 8",12793.500,446
156,0,23320,Ryan Palmer,28' 9",10066.500,350
157,0,27683,Leif Olson,29' 2",6918.750,237
158,0,26851,Marc Leishman,29' 5",12669.583,431
159,0,29221,Webb Simpson,29' 6",13542.083,459
160,0,07749,Brett Quigley,29' 7",11870.167,401
161,0,24502,Adam Scott,29' 8",6612.500,223
162,0,31416,Derek Fathauer,29' 10",8799.083,295
163,0,22371,Aaron Baddeley,29' 11",9795.000,327
164,0,07223,Brian Bateman,30' 1",8279.917,275
165,0,20850,Daniel Chopra,30' 2",13699.750,454
166,0,12716,Charley Hoffman,30' 3",14291.417,472
167,0,28089,Jason Day,30' 5",7942.833,261
167,0,21805,Harrison Frazar,30' 5",15499.500,510
167,0,25562,Andres Romero,30' 5",7506.667,247
170,0,20848,Ángel Cabrera,30' 7",7436.000,243
170,0,24449,Parker McLachlin,30' 7",12317.917,403
172,0,25818,Scott Piercy,30' 10",13243.750,429
173,0,30925,Dustin Johnson,31' 0",10571.417,341
174,0,24358,Robert Garrigus,31' 1",12227.583,393
175,0,01810,Phil Mickelson,31' 6",9318.250,296
175,0,25804,Bubba Watson,31' 6",10496.917,333
177,0,20766,Padraig Harrington,32' 2",9039.333,281
178,0,26300,Matt Jones,32' 9",8617.417,263
179,0,09011,David Duval,32' 10",8574.667,261
179,0,29718,Anthony Kim,32' 10",11299.667,344
181,0,23048,Eric Axley,34' 4",12588.833,367
182,0,25632,Jimmy Walker,35' 3",13373.667,379
183,0,31323,Gary Woodland,36' 1",7573.333,210
184,0,27141,J.B. Holmes,36' 11",15342.000,416
