RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
1,0,01677,Tom Lehman,17' 6",2378.833,136
2,0,24024,Zach Johnson,18' 10",5791.250,308
3,0,19846,Brian Gay,19' 1",5920.750,310
4,0,08075,Jerry Kelly,19' 3",6881.833,357
5,0,10860,Justin Leonard,19' 4",5993.917,310
6,0,22293,Heath Slocum,19' 6",5940.500,305
7,0,24781,Hunter Mahan,19' 7",6946.250,354
8,0,06643,Paul Goydos,19' 8",4900.500,249
9,0,10809,Jim Furyk,19' 10",4997.500,252
10,0,02206,David Toms,20' 0",5769.333,288
11,0,23135,Tim Clark,20' 1",4242.583,211
12,0,22548,Patrick Sheehan,20' 2",3009.250,149
13,0,01142,Bart Bryant,20' 4",3946.333,194
14,0,27060,John Mallinger,20' 6",6108.417,298
14,0,02214,Kirk Triplett,20' 6",3921.250,191
16,0,01035,Tommy Armour III,20' 7",4604.250,224
17,0,08931,Glen Day,20' 8",5391.000,261
17,0,24138,Ian Poulter,20' 8",4043.667,196
19,0,24503,Jeff Klauk,20' 11",7064.167,338
20,0,01945,Kenny Perry,21' 0",6901.583,329
21,0,01928,Corey Pavin,21' 1",4367.917,207
21,0,08845,Scott Sterling,21' 1",4008.583,190
21,0,02239,Scott Verplank,21' 1",6357.417,302
24,0,01132,Mark Brooks,21' 2",3259.583,154
24,0,23541,Ben Crane,21' 2",7212.750,341
26,0,01320,Bob Estes,21' 4",6281.083,295
26,0,06527,Steve Stricker,21' 4",5812.667,273
28,0,30711,Colt Knost,21' 5",4714.333,220
28,0,23108,Matt Kuchar,21' 5",7037.833,328
28,0,24140,Sean O'Hair,21' 5",6477.250,303
31,0,06621,Joe Durant,21' 7",3448.083,160
32,0,24357,K.J. Choi,21' 8",4686.750,216
32,0,23788,D.J. Trahan,21' 8",7441.500,343
34,0,12652,Cameron Beckman,21' 9",8209.667,377
34,0,20127,Chris Riley,21' 9",5408.583,249
34,0,10425,Jay Williamson,21' 9",4943.083,227
37,0,22621,Ben Curtis,21' 11",4862.500,222
37,0,01707,Steve Lowery,21' 11",7831.500,357
39,0,26668,Marc Turnesa,22' 1",6836.000,310
40,0,24507,Jason Bohn,22' 4",7161.167,321
40,0,21753,Brian Davis,22' 4",8819.000,395
42,0,01797,Rocco Mediate,22' 5",7157.333,319
42,0,25396,Kevin Na,22' 5",8280.000,369
42,0,26289,Boo Weekley,22' 5",5984.000,267
45,0,25686,Jason Dufner,22' 6",7460.250,331
45,0,24663,Y.E. Yang,22' 6",8171.250,363
47,0,26476,Chez Reavie,22' 7",6406.917,284
47,0,22295,Darron Stiles,22' 7",3435.083,152
49,0,22892,Jason Gore,22' 10",6351.583,278
49,0,10585,Scott McCarron,22' 10",6475.583,284
49,0,27649,Brandt Snedeker,22' 10",5818.250,255
52,0,06197,Michael Allen,22' 11",5393.000,235
52,0,20498,Briny Baird,22' 11",7021.750,306
52,0,20691,Greg Owen,22' 11",7814.250,341
55,0,10885,Robert Allenby,23' 0",5700.417,248
56,0,21959,Ted Purdy,23' 1",9436.667,409
56,0,25190,Jeff Quinney,23' 1",7293.750,316
58,0,25240,D.A. Points,23' 2",8560.833,369
58,0,10423,Mike Weir,23' 2",7828.500,338
60,0,10733,Kent Jones,23' 3",5693.000,245
61,0,20472,Alex Cejka,23' 4",6475.833,278
62,0,25900,Lucas Glover,23' 5",8636.417,369
62,0,20634,Peter Lonard,23' 5",7953.667,340
62,0,20160,Charlie Wi,23' 5",7842.000,335
65,0,12705,Cliff Kresge,23' 6",7391.000,315
66,0,01313,Steve Elkington,23' 8",6115.417,258
66,0,01948,Tim Petrovic,23' 8",8928.083,377
68,0,21961,Charles Howell III,23' 9",10363.417,436
68,0,24912,Will MacKenzie,23' 9",6489.833,273
70,0,20574,Mathew Goggin,23' 10",6144.917,258
70,0,27466,Spencer Levin,23' 10",7898.250,331
70,0,22348,Nick O'Hern,23' 10",8335.750,350
70,0,01941,Tom Pernice Jr.,23' 10",8546.833,358
74,0,26420,Richard Johnson,23' 11",7457.083,312
75,0,01724,Jeff Maggert,24' 0",7450.583,310
75,0,20572,Rod Pampling,24' 0",7123.583,297
75,0,24361,Pat Perez,24' 0",6941.333,289
75,0,22913,John Rollins,24' 0",8215.750,342
75,0,25919,Brian Vranesh,24' 0",4893.083,204
80,0,07457,Steve Flesch,24' 1",7506.667,312
80,0,21878,Mark Wilson,24' 1",8578.917,356
82,0,06251,Chris DiMarco,24' 2",9174.917,380
82,0,20104,Ken Duke,24' 2",9111.000,377
82,0,24924,Bill Haas,24' 2",9721.667,402
85,0,06004,Stephen Ames,24' 3",6094.000,251
86,0,06539,Rick Price,24' 4",4253.417,175
86,0,26679,Kevin Stadler,24' 4",6375.583,262
86,0,23623,Bo Van Pelt,24' 4",9309.750,383
89,0,22961,David Mathis,24' 5",8517.000,349
90,0,06012,Greg Kraft,24' 8",4987.500,202
91,0,28158,Steve Marino,24' 9",9764.250,394
92,0,01766,Billy Mayfair,25' 0",6805.667,272
92,0,28620,Aron Price,25' 0",9213.417,369
92,0,27095,Nick Watney,25' 0",9496.083,380
95,0,23548,Bill Lunde,25' 1",8615.333,343
95,0,26498,Matt Weibring,25' 1",6228.167,248
