RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
1,0,02214,Kirk Triplett,88.54,734,829
2,0,23135,Tim Clark,87.03,946,1087
3,0,23788,D.J. Trahan,86.88,1165,1341
4,0,01724,Jeff Maggert,86.70,952,1098
5,0,01035,Tommy Armour III,86.60,698,806
6,0,10585,Scott McCarron,86.58,1097,1267
7,0,24507,Jason Bohn,86.29,1057,1225
8,0,10885,Robert Allenby,85.92,842,980
9,0,24024,Zach Johnson,85.58,1104,1290
10,0,24781,Hunter Mahan,85.31,1098,1287
11,0,06527,Steve Stricker,84.91,934,1100
12,0,26289,Boo Weekley,84.88,915,1078
13,0,01945,Kenny Perry,84.76,1079,1273
14,0,01766,Billy Mayfair,84.70,980,1157
15,0,23541,Ben Crane,84.65,1097,1296
16,0,25900,Lucas Glover,84.36,1095,1298
17,0,01313,Steve Elkington,84.33,818,970
18,0,24140,Sean O'Hair,84.23,897,1065
19,0,22405,Justin Rose,84.08,824,980
20,0,24912,Will MacKenzie,84.02,810,964
21,0,10860,Justin Leonard,84.01,1072,1276
22,0,07867,Woody Austin,83.93,982,1170
23,0,20160,Charlie Wi,83.92,1075,1281
24,0,24503,Jeff Klauk,83.89,1130,1347
25,0,20645,John Senden,83.88,1171,1396
25,0,02206,David Toms,83.88,1145,1365
27,0,07457,Steve Flesch,83.80,895,1068
28,0,26668,Marc Turnesa,83.72,900,1075
29,0,01941,Tom Pernice Jr.,83.55,950,1137
30,0,06004,Stephen Ames,83.52,872,1044
31,0,10809,Jim Furyk,83.49,966,1157
32,0,24138,Ian Poulter,83.42,654,784
33,0,24925,Jonathan Byrd,83.39,1034,1240
34,0,06522,Ernie Els,83.19,772,928
35,0,08793,Tiger Woods,83.06,721,868
36,0,20572,Rod Pampling,82.96,823,992
37,0,22621,Ben Curtis,82.95,720,868
38,0,23108,Matt Kuchar,82.91,946,1141
39,0,01320,Bob Estes,82.89,901,1087
40,0,28780,Nicholas Thompson,82.85,1106,1335
41,0,01706,Davis Love III,82.72,1010,1221
42,0,20574,Mathew Goggin,82.70,851,1029
43,0,01707,Steve Lowery,82.60,954,1155
44,0,26951,Johnson Wagner,82.57,933,1130
45,0,26420,Richard Johnson,82.56,980,1187
45,0,06567,Vijay Singh,82.56,800,969
47,0,27770,Camilo Villegas,82.46,846,1026
48,0,02239,Scott Verplank,82.29,1013,1231
49,0,01948,Tim Petrovic,82.28,1110,1349
50,0,22293,Heath Slocum,82.20,1085,1320
51,0,24357,K.J. Choi,82.16,737,897
52,0,20498,Briny Baird,82.02,1017,1240
53,0,06643,Paul Goydos,81.96,904,1103
54,0,06595,Kevin Sutherland,81.93,1084,1323
55,0,12716,Charley Hoffman,81.87,1106,1351
56,0,25190,Jeff Quinney,81.68,887,1086
57,0,01161,Mark Calcavecchia,81.57,819,1004
58,0,22348,Nick O'Hern,81.47,1020,1252
59,0,26476,Chez Reavie,81.43,925,1136
60,0,21878,Mark Wilson,81.40,1120,1376
61,0,27120,Troy Matteson,81.32,1075,1322
62,0,21209,Sergio Garcia,81.28,660,812
63,0,27095,Nick Watney,81.20,972,1197
64,0,27060,John Mallinger,81.10,1013,1249
65,0,24361,Pat Perez,81.09,815,1005
66,0,06197,Michael Allen,80.96,825,1019
67,0,27936,Martin Laird,80.91,814,1006
68,0,24924,Bill Haas,80.88,1024,1266
69,0,20229,Stewart Cink,80.80,829,1026
70,0,25686,Jason Dufner,80.74,1010,1251
71,0,21753,Brian Davis,80.68,1157,1434
71,0,20104,Ken Duke,80.68,977,1211
73,0,23548,Bill Lunde,80.66,930,1153
74,0,10423,Mike Weir,80.65,946,1173
75,0,30925,Dustin Johnson,80.63,949,1177
76,0,28158,Steve Marino,80.56,1102,1368
77,0,20850,Daniel Chopra,80.53,1005,1248
78,0,22913,John Rollins,80.51,1033,1283
79,0,27649,Brandt Snedeker,80.46,910,1131
80,0,29221,Webb Simpson,80.40,1054,1311
81,0,23320,Ryan Palmer,80.38,877,1091
82,0,22046,Geoff Ogilvy,80.34,813,1012
83,0,27963,Chris Stroud,80.33,984,1225
84,0,20472,Alex Cejka,80.31,918,1143
85,0,19846,Brian Gay,80.25,1077,1342
86,0,20127,Chris Riley,80.24,861,1073
87,0,12510,Chad Campbell,80.02,1005,1256
88,0,25240,D.A. Points,80.00,1104,1380
89,0,25562,Andres Romero,79.93,641,802
90,0,20691,Greg Owen,79.91,1082,1354
91,0,07223,Brian Bateman,79.90,612,766
92,0,20098,Stuart Appleby,79.87,869,1088
92,0,06251,Chris DiMarco,79.87,1079,1351
94,0,23983,Luke Donald,79.79,849,1064
95,0,20070,Matt Bettencourt,79.69,1087,1364
96,0,26596,Ryan Moore,79.52,986,1240
97,0,01677,Tom Lehman,79.48,608,765
98,0,20157,Retief Goosen,79.45,808,1017
99,0,24358,Robert Garrigus,79.43,919,1157
100,0,23621,Rory Sabbatini,79.39,886,1116
101,0,27214,Kevin Streelman,79.35,1072,1351
102,0,24490,George McNeill,79.33,906,1142
103,0,01473,Todd Hamilton,79.27,918,1158
104,0,23325,Vaughn Taylor,79.22,972,1227
105,0,01226,Fred Couples,79.15,596,753
106,0,25396,Kevin Na,79.11,1000,1264
107,0,20634,Peter Lonard,79.03,946,1197
108,0,25345,Carl Pettersson,79.02,953,1206
109,0,12782,Tim Herron,78.97,954,1208
110,0,21350,Ryuji Imada,78.96,938,1188
111,0,24502,Adam Scott,78.90,576,730
112,0,01797,Rocco Mediate,78.73,866,1100
113,0,23638,Brendon de Jonge,78.38,979,1249
114,0,22295,Darron Stiles,78.34,568,725
115,0,12652,Cameron Beckman,78.30,949,1212
116,0,21731,Freddie Jacobson,78.29,909,1161
117,0,24663,Y.E. Yang,78.26,907,1159
118,0,25804,Bubba Watson,78.19,796,1018
119,0,21959,Ted Purdy,78.17,1103,1411
120,0,22892,Jason Gore,78.06,804,1030
121,0,26851,Marc Leishman,77.94,989,1269
122,0,27466,Spencer Levin,77.91,811,1041
123,0,21949,Joe Ogilvie,77.69,916,1179
124,0,23353,J.J. Henry,77.68,1051,1353
125,0,20848,Ángel Cabrera,77.65,587,756
126,0,26695,Michael Letzig,77.64,1035,1333
127,0,23623,Bo Van Pelt,77.61,1078,1389
128,0,23778,Brad Adamonis,77.60,755,973
128,0,29718,Anthony Kim,77.60,807,1040
130,0,08931,Glen Day,77.58,851,1097
131,0,23718,Nathan Green,77.57,1124,1449
132,0,22371,Aaron Baddeley,77.47,705,910
133,0,01142,Bart Bryant,77.45,625,807
134,0,10117,Bob Heintz,77.22,634,821
135,0,25818,Scott Piercy,77.03,912,1184
136,0,25919,Brian Vranesh,76.65,545,711
137,0,23349,Charles Warren,76.56,673,879
138,0,26301,James Nitties,76.44,918,1201
139,0,24449,Parker McLachlin,76.39,757,991
140,0,10425,Jay Williamson,76.38,734,961
141,0,01810,Phil Mickelson,76.28,672,881
142,0,12602,Dean Wilson,76.22,859,1127
143,0,10733,Kent Jones,76.20,775,1017
144,0,20593,Greg Chalmers,76.14,900,1182
145,0,22961,David Mathis,76.03,866,1139
146,0,06621,Joe Durant,75.96,651,857
147,0,20766,Padraig Harrington,75.80,689,909
148,0,28087,Kris Blanks,75.78,632,834
149,0,23614,Rich Beem,75.68,809,1069
150,0,08075,Jerry Kelly,75.60,948,1254
151,0,30927,Brendon Todd,75.51,558,739
152,0,12705,Cliff Kresge,75.39,818,1085
153,0,21961,Charles Howell III,75.38,1041,1381
154,0,27141,J.B. Holmes,75.31,781,1037
155,0,06012,Greg Kraft,75.24,538,715
156,0,06539,Rick Price,75.10,564,751
157,0,21805,Harrison Frazar,74.83,969,1295
158,0,30711,Colt Knost,74.77,738,987
159,0,09011,David Duval,74.74,583,780
160,0,01928,Corey Pavin,74.65,757,1014
161,0,26498,Matt Weibring,74.64,677,907
162,0,28620,Aron Price,74.45,921,1237
163,0,26497,Casey Wittenberg,74.37,734,987
164,0,01329,Brad Faxon,74.33,608,818
165,0,01577,Lee Janzen,74.32,764,1028
166,0,28118,Peter Tomasulo,74.17,629,848
167,0,07749,Brett Quigley,73.94,945,1278
168,0,01132,Mark Brooks,73.43,561,764
169,0,27933,John Merrick,73.03,929,1272
169,0,28475,Jeff Overton,73.03,937,1283
171,0,26881,Jarrod Lyle,72.52,657,906
172,0,26300,Matt Jones,72.40,564,779
173,0,22548,Patrick Sheehan,72.15,513,711
174,0,23800,Bryce Molder,72.02,695,965
175,0,27683,Leif Olson,71.97,511,710
176,0,25632,Jimmy Walker,71.55,737,1030
177,0,23497,Tag Ridings,71.37,496,695
178,0,28089,Jason Day,71.21,606,851
179,0,26679,Kevin Stadler,71.05,643,905
180,0,24846,Ricky Barnes,70.97,665,937
181,0,08845,Scott Sterling,70.44,498,707
182,0,31416,Derek Fathauer,69.44,609,877
183,0,31323,Gary Woodland,68.16,503,738
184,0,23048,Eric Axley,67.65,667,986
