RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
83,0,02246,Duffy Waldorf,69.12,779,1127,-0.21
84,0,20095,Carl Paulson,69.09,771,1116,-0.17
85,0,01948,Tim Petrovic,69.03,798,1156,-0.18
86,0,01329,Brad Faxon,68.97,669,970,-0.19
87,0,10733,Kent Jones,68.91,900,1306,-0.19
88,0,06251,Chris DiMarco,68.80,849,1234,-0.21
89,0,02104,Jeff Sluman,68.70,970,1412,-0.18
90,0,20566,Kaname Yokoo,68.64,650,947,-0.12
91,0,11011,Mike Sposa,68.63,1000,1457,-0.17
92,0,06004,Stephen Ames,68.62,748,1090,-0.17
93,0,24925,Jonathan Byrd,68.57,829,1209,-0.23
94,0,07457,Steve Flesch,68.54,889,1297,-0.19
95,0,24361,Pat Perez,68.42,715,1045,-0.19
96,0,02101,Joey Sindelar,68.39,874,1278,-0.19
97,0,01677,Tom Lehman,68.37,536,784,-0.18
98,0,20634,Peter Lonard,68.31,750,1098,-0.21
98,0,26289,Boo Weekley,68.31,500,732,-0.15
100,0,01926,Steve Pate,68.30,530,776,-0.17
101,0,23177,Kenneth Staton,68.19,896,1314,-0.12
102,0,21209,Sergio Garcia,68.15,537,788,-0.16
103,0,06567,Vijay Singh,68.04,762,1120,-0.24
104,0,07003,David Berganio Jr.,68.02,702,1032,-0.15
105,0,06036,Scott Dunlap,67.93,646,951,-0.09
106,0,12388,Michael Clark II,67.92,847,1247,-0.17
107,0,02223,Bob Tway,67.74,823,1215,-0.19
108,0,01378,David Frost,67.69,794,1173,-0.15
109,0,01185,Brandel Chamblee,67.66,770,1138,-0.12
110,0,08793,Tiger Woods,67.61,476,704,-0.28
111,0,06573,Brandt Jobe,67.58,836,1237,-0.15
112,0,20094,Jonathan Kaye,67.55,685,1014,-0.16
113,0,06012,Greg Kraft,67.54,751,1112,-0.15
114,0,01706,Davis Love III,67.53,655,970,-0.26
115,0,07223,Brian Bateman,67.51,798,1182,-0.16
116,0,01666,Bernhard Langer,67.48,359,532,-0.23
116,0,01887,Mark O'Meara,67.48,471,698,-0.13
118,0,12645,Brent Geiberger,67.31,799,1187,-0.19
118,0,06595,Kevin Sutherland,67.31,696,1034,-0.20
120,0,06515,Shaun Micheel,67.19,860,1280,-0.19
121,0,20645,John Senden,67.18,790,1176,-0.18
122,0,01685,J.L. Lewis,67.13,862,1284,-0.22
123,0,01161,Mark Calcavecchia,67.11,610,909,-0.20
124,0,01035,Tommy Armour III,66.97,726,1084,-0.09
125,0,10423,Mike Weir,66.96,695,1038,-0.19
126,0,08537,J.P. Hayes,66.95,640,956,-0.20
127,0,06350,Bob May,66.92,787,1176,-0.17
128,0,12680,Shigeki Maruyama,66.88,640,957,-0.17
129,0,01203,Russ Cochran,66.70,603,904,-0.12
130,0,01941,Tom Pernice Jr.,66.61,830,1246,-0.13
131,0,20105,Jeff Gove,66.58,755,1134,-0.15
132,0,20572,Rod Pampling,66.56,816,1226,-0.22
133,0,01457,Jay Haas,66.54,676,1016,-0.18
134,0,08339,Spike McRoy,66.49,504,758,-0.14
135,0,06575,Dudley Hart,66.36,645,972,-0.16
136,0,10201,Matt Gogel,66.31,612,923,-0.18
136,0,10585,Scott McCarron,66.31,744,1122,-0.24
138,0,23541,Ben Crane,66.18,722,1091,-0.21
139,0,12823,Carlos Franco,66.15,901,1362,-0.18
140,0,01810,Phil Mickelson,66.10,702,1062,-0.27
141,0,06617,Brian Henninger,65.90,574,871,-0.17
142,0,08993,Franklin Langham,65.87,577,876,-0.14
143,0,01374,Robin Freeman,65.78,667,1014,-0.15
144,0,08881,Tripp Isenhour,65.76,580,882,-0.17
145,0,08535,Gary Nicklaus,65.73,562,855,-0.07
146,0,08375,Paul Stankowski,65.71,801,1219,-0.18
147,0,24357,K.J. Choi,65.59,690,1052,-0.21
148,0,20043,Edward Fryatt,65.54,776,1184,-0.14
149,0,10213,Dicky Pride,65.48,423,646,-0.17
149,0,02110,Jerry Smith,65.48,757,1156,-0.09
151,0,10565,Ian Leggatt,65.38,744,1138,-0.22
152,0,02099,Scott Simpson,65.17,537,824,-0.10
153,0,19824,Craig Barlow,65.13,508,780,-0.14
154,0,21805,Harrison Frazar,64.95,732,1127,-0.17
155,0,23614,Rich Beem,64.84,793,1223,-0.18
156,0,23125,Brad Elder,64.75,619,956,-0.16
156,0,06522,Ernie Els,64.75,417,644,-0.21
158,0,02257,Brian Watts,64.71,486,751,-0.11
159,0,20229,Stewart Cink,64.61,648,1003,-0.24
160,0,21806,Paul Gow,64.56,827,1281,-0.14
161,0,23903,Stephen Gangluff,64.44,616,956,-0.18
162,0,06332,Neal Lancaster,64.43,817,1268,-0.16
163,0,20098,Stuart Appleby,64.40,702,1090,-0.26
164,0,01313,Steve Elkington,64.25,620,965,-0.17
165,0,07867,Woody Austin,64.24,819,1275,-0.17
166,0,23623,Bo Van Pelt,64.17,634,988,-0.16
167,0,02322,Richard Zokol,64.08,437,682,-0.10
168,0,01024,Billy Andrade,63.97,767,1199,-0.24
169,0,01042,Paul Azinger,63.88,474,742,-0.20
170,0,02245,Grant Waite,63.71,834,1309,-0.18
171,0,21949,Joe Ogilvie,63.56,403,634,-0.16
172,0,23322,Brett Wetterich,63.43,713,1124,-0.14
173,0,10912,Craig Perks,63.18,628,994,-0.16
174,0,09011,David Duval,62.78,538,857,-0.27
175,0,21259,Jason Hill,62.68,477,761,-0.11
176,0,10649,Tom Scherrer,62.63,796,1271,-0.17
177,0,19817,Michael Muehr,62.24,572,919,-0.14
178,0,12660,Jesper Parnevik,62.14,576,927,-0.15
179,0,24937,Jess Daley,62.10,603,971,-0.13
180,0,23800,Bryce Molder,62.05,515,830,-0.17
181,0,21633,Steve Allan,61.98,737,1189,-0.23
181,0,01249,John Daly,61.98,406,655,-0.23
183,0,22046,Geoff Ogilvy,61.69,710,1151,-0.17
184,0,01723,Andrew Magee,61.59,720,1169,-0.15
185,0,20574,Mathew Goggin,61.56,490,796,-0.20
186,0,12663,Phil Tataurangi,61.16,644,1053,-0.20
187,0,20502,Michael Long,61.09,559,915,-0.16
188,0,06527,Steve Stricker,60.81,433,712,-0.23
189,0,01226,Fred Couples,60.74,441,726,-0.24
190,0,23621,Rory Sabbatini,60.50,458,757,-0.20
191,0,01514,Eduardo Herrera,60.24,494,820,-0.16
192,0,20593,Greg Chalmers,59.87,725,1211,-0.22
193,0,06373,José María Olazábal,59.23,398,672,-0.26
194,0,01927,Dennis Paulson,58.84,682,1159,-0.17
195,0,10107,Deane Pappas,58.64,675,1151,-0.12
196,0,12782,Tim Herron,58.59,689,1176,-0.23
197,0,06613,Tommy Tolles,58.47,483,826,-0.17
198,0,07749,Brett Quigley,57.92,717,1238,-0.17
199,0,06197,Michael Allen,57.63,563,977,-0.17
200,0,20663,Brenden Pappas,55.56,445,801,-0.15
201,0,01549,Mike Hulbert,54.71,389,711,-0.12
202,0,10117,Bob Heintz,50.75,442,871,-0.20
