RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,01381,Fred Funk,81.24,1204,1482
2,0,02239,Scott Verplank,78.52,958,1220
3,0,22293,Heath Slocum,77.64,993,1279
4,0,10809,Jim Furyk,77.60,904,1165
5,0,01014,Fulton Allem,77.47,681,879
6,0,08931,Glen Day,77.36,1107,1431
7,0,01139,Olin Browne,77.06,1115,1447
8,0,08545,Glen Hnatiuk,76.93,994,1292
9,0,01968,Nick Price,76.38,663,868
10,0,06621,Joe Durant,75.59,867,1147
11,0,01142,Bart Bryant,75.44,691,916
12,0,01928,Corey Pavin,75.35,755,1002
13,0,01724,Jeff Maggert,75.11,830,1105
14,0,01157,Tom Byrum,75.07,804,1071
15,0,02214,Kirk Triplett,74.89,823,1099
16,0,01219,John Cook,74.87,840,1122
17,0,07721,Pat Bates,74.78,949,1269
18,0,20548,Hidemichi Tanaka,74.56,1058,1419
19,0,06643,Paul Goydos,74.48,683,917
20,0,01797,Rocco Mediate,74.37,737,991
21,0,23135,Tim Clark,74.35,739,994
22,0,20029,Notah Begay III,74.30,769,1035
23,0,06498,Matt Peterson,74.28,826,1112
24,0,10860,Justin Leonard,73.69,930,1262
25,0,01766,Billy Mayfair,73.46,944,1285
26,0,01475,Donnie Hammond,73.25,608,830
27,0,02010,Loren Roberts,73.03,907,1242
28,0,23108,Matt Kuchar,72.83,812,1115
29,0,08553,Lee Porter,72.78,893,1227
29,0,22913,John Rollins,72.78,1219,1675
31,0,01771,Blaine McCallister,72.74,758,1042
32,0,06315,Pete Jordan,72.44,786,1085
33,0,01307,Joel Edwards,72.26,1021,1413
34,0,12826,Paul Claxton,72.25,833,1153
35,0,12510,Chad Campbell,72.18,1095,1517
36,0,19881,Robert Damron,72.00,823,1143
37,0,23983,Luke Donald,71.96,1024,1423
38,0,02170,Hal Sutton,71.77,712,992
39,0,01569,Peter Jacobsen,71.69,666,929
40,0,20498,Briny Baird,71.68,1081,1508
41,0,02002,John Riegger,71.53,839,1173
42,0,01175,Jim Carter,71.52,939,1313
43,0,23338,David Gossett,71.23,926,1300
44,0,06078,Esteban Toledo,71.22,975,1369
45,0,08633,Per-Ulrik Johansson,71.20,863,1212
46,0,10962,Bradley Hughes,71.07,592,833
47,0,10457,Frank Nobilo,71.05,930,1309
48,0,08075,Jerry Kelly,71.01,931,1311
49,0,10885,Robert Allenby,70.98,927,1306
50,0,19972,José Coceres,70.85,486,686
51,0,01132,Mark Brooks,70.83,918,1296
52,0,01388,Robert Gamez,70.80,679,959
53,0,06809,Bob Burns,70.73,945,1336
54,0,02206,David Toms,70.65,970,1373
55,0,01619,Skip Kendall,70.60,992,1405
56,0,20127,Chris Riley,70.51,947,1343
57,0,01320,Bob Estes,70.50,822,1166
58,0,02133,Craig Stadler,70.16,663,945
59,0,10425,Jay Williamson,70.13,890,1269
60,0,19846,Brian Gay,70.07,1124,1604
61,0,12753,David Morland IV,70.01,565,807
62,0,20436,Garrett Willis,69.84,762,1091
63,0,01527,Scott Hoch,69.81,645,924
64,0,06016,Brad Lardon,69.50,572,823
65,0,01361,Dan Forsman,69.42,781,1125
66,0,21961,Charles Howell III,69.31,1082,1561
67,0,01098,Jay Don Blake,69.24,1013,1463
68,0,01920,Craig Parry,69.19,649,938
69,0,08123,Jeff Brehaut,69.17,839,1213
70,0,01553,John Huston,69.06,924,1338
71,0,01577,Lee Janzen,69.03,885,1282
71,0,01948,Tim Petrovic,69.03,836,1211
73,0,23353,J.J. Henry,68.86,1037,1506
74,0,02106,Chris Smith,68.76,920,1338
75,0,01761,Len Mattiace,68.75,981,1427
76,0,12652,Cameron Beckman,68.74,818,1190
76,0,02246,Duffy Waldorf,68.74,794,1155
78,0,19958,Miguel Angel Jiménez,68.71,538,783
79,0,01938,David Peoples,68.67,1004,1462
80,0,20157,Retief Goosen,68.61,483,704
81,0,02104,Jeff Sluman,68.56,1121,1635
82,0,06251,Chris DiMarco,68.46,979,1430
83,0,01599,Steve Jones,68.43,609,890
84,0,01707,Steve Lowery,68.33,876,1282
85,0,21209,Sergio Garcia,68.31,653,956
86,0,10733,Kent Jones,68.29,980,1435
87,0,01945,Kenny Perry,68.22,906,1328
88,0,11011,Mike Sposa,68.18,1037,1521
89,0,01677,Tom Lehman,68.14,648,951
90,0,20566,Kaname Yokoo,68.10,683,1003
91,0,24361,Pat Perez,68.07,825,1212
92,0,11032,Frank Lickliter II,67.98,830,1221
92,0,20634,Peter Lonard,67.98,847,1246
94,0,06004,Stephen Ames,67.93,788,1160
95,0,20094,Jonathan Kaye,67.90,751,1106
96,0,20645,John Senden,67.84,850,1253
97,0,20095,Carl Paulson,67.83,776,1144
97,0,06567,Vijay Singh,67.83,892,1315
99,0,23177,Kenneth Staton,67.82,963,1420
100,0,01329,Brad Faxon,67.81,790,1165
101,0,06036,Scott Dunlap,67.79,682,1006
102,0,07457,Steve Flesch,67.76,992,1464
103,0,01185,Brandel Chamblee,67.75,790,1166
104,0,07223,Brian Bateman,67.64,857,1267
105,0,24925,Jonathan Byrd,67.62,879,1300
106,0,07003,David Berganio Jr.,67.61,741,1096
107,0,08793,Tiger Woods,67.52,607,899
108,0,26289,Boo Weekley,67.51,534,791
109,0,01666,Bernhard Langer,67.43,472,700
110,0,06573,Brandt Jobe,67.40,883,1310
111,0,01378,David Frost,67.36,846,1256
112,0,06515,Shaun Micheel,67.33,911,1353
113,0,02223,Bob Tway,67.29,893,1327
114,0,02101,Joey Sindelar,67.18,952,1417
