RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,01014,Fulton Allem,2.27,19,838,-0.11
2,0,06621,Joe Durant,2.48,25,1007,+0.16
3,0,01569,Peter Jacobsen,2.52,22,873,+0.18
4,0,06643,Paul Goydos,2.54,21,826,+0.48
5,0,01381,Fred Funk,2.59,37,1426,+0.24
6,0,01219,John Cook,2.67,27,1011,E
7,0,23983,Luke Donald,2.71,36,1326,+0.31
8,0,01724,Jeff Maggert,2.92,29,993,+0.10
9,0,22293,Heath Slocum,2.94,32,1090,+0.06
10,0,23108,Matt Kuchar,2.95,28,948,+0.04
10,0,01766,Billy Mayfair,2.95,33,1117,+0.18
12,0,06078,Esteban Toledo,2.97,39,1314,+0.10
13,0,10809,Jim Furyk,3.00,30,999,+0.17
14,0,08931,Glen Day,3.02,41,1358,+0.37
14,0,23338,David Gossett,3.02,37,1225,+0.16
16,0,01928,Corey Pavin,3.05,28,919,+0.25
17,0,02214,Kirk Triplett,3.10,28,904,-0.07
18,0,10457,Frank Nobilo,3.17,40,1263,+0.20
19,0,01707,Steve Lowery,3.23,36,1114,+0.14
20,0,01457,Jay Haas,3.25,33,1016,+0.33
21,0,01035,Tommy Armour III,3.32,36,1084,-0.11
21,0,01175,Jim Carter,3.32,39,1174,+0.03
23,0,12660,Jesper Parnevik,3.34,31,927,+0.06
24,0,01249,John Daly,3.36,22,655,+0.32
25,0,01139,Olin Browne,3.37,46,1364,+0.11
26,0,01666,Bernhard Langer,3.38,18,532,E
27,0,08553,Lee Porter,3.43,39,1136,+0.41
28,0,08537,J.P. Hayes,3.45,33,956,+0.27
29,0,08633,Per-Ulrik Johansson,3.46,40,1156,+0.10
30,0,01577,Lee Janzen,3.50,39,1115,+0.44
31,0,11011,Mike Sposa,3.57,52,1457,+0.12
32,0,01226,Fred Couples,3.58,26,726,+0.12
32,0,20548,Hidemichi Tanaka,3.58,45,1258,+0.20
34,0,02223,Bob Tway,3.62,44,1215,+0.27
35,0,06004,Stephen Ames,3.67,40,1090,+0.03
36,0,07721,Pat Bates,3.68,45,1223,+0.02
37,0,01677,Tom Lehman,3.70,29,784,-0.07
38,0,20498,Briny Baird,3.72,54,1452,+0.07
38,0,01142,Bart Bryant,3.72,33,888,+0.06
40,0,02246,Duffy Waldorf,3.73,42,1127,+0.07
41,0,01378,David Frost,3.75,44,1173,+0.20
41,0,10860,Justin Leonard,3.75,40,1066,+0.18
43,0,06332,Neal Lancaster,3.79,48,1268,+0.29
44,0,19817,Michael Muehr,3.81,35,919,+0.34
45,0,08545,Glen Hnatiuk,3.82,48,1256,+0.13
46,0,01361,Dan Forsman,3.83,41,1070,+0.02
47,0,22913,John Rollins,3.84,60,1564,+0.12
48,0,06809,Bob Burns,3.85,49,1272,+0.31
48,0,01968,Nick Price,3.85,28,728,+0.18
50,0,06595,Kevin Sutherland,3.87,40,1034,+0.10
51,0,01157,Tom Byrum,3.96,38,960,-0.03
51,0,01771,Blaine McCallister,3.96,38,959,+0.26
53,0,02239,Scott Verplank,3.98,43,1080,+0.21
54,0,10425,Jay Williamson,4.01,48,1196,+0.19
54,0,20566,Kaname Yokoo,4.01,38,947,+0.08
56,0,02002,John Riegger,4.03,45,1118,+0.07
57,0,06251,Chris DiMarco,4.05,50,1234,+0.10
57,0,01685,J.L. Lewis,4.05,52,1284,+0.27
57,0,10423,Mike Weir,4.05,42,1038,+0.17
60,0,08339,Spike McRoy,4.09,31,758,+0.35
61,0,23135,Tim Clark,4.12,36,874,+0.42
62,0,02170,Hal Sutton,4.20,37,881,-0.03
63,0,08535,Gary Nicklaus,4.21,36,855,+0.14
64,0,01185,Brandel Chamblee,4.22,48,1138,+0.21
65,0,23353,J.J. Henry,4.23,60,1418,+0.13
65,0,02101,Joey Sindelar,4.23,54,1278,+0.17
67,0,08793,Tiger Woods,4.26,30,704,+0.07
68,0,20029,Notah Begay III,4.27,43,1007,+0.14
68,0,01761,Len Mattiace,4.27,55,1288,+0.18
68,0,01938,David Peoples,4.27,60,1405,+0.13
71,0,01042,Paul Azinger,4.31,32,742,+0.22
72,0,07457,Steve Flesch,4.32,56,1297,+0.27
72,0,01599,Steve Jones,4.32,36,834,+0.11
72,0,06012,Greg Kraft,4.32,48,1112,+0.06
75,0,01132,Mark Brooks,4.34,49,1129,+0.33
76,0,02133,Craig Stadler,4.37,34,778,+0.26
77,0,01307,Joel Edwards,4.38,57,1302,+0.11
78,0,01553,John Huston,4.40,54,1227,-0.04
79,0,01475,Donnie Hammond,4.42,33,747,+0.27
79,0,06350,Bob May,4.42,52,1176,+0.19
81,0,12510,Chad Campbell,4.43,62,1398,+0.15
81,0,01527,Scott Hoch,4.43,36,812,+0.22
83,0,21209,Sergio Garcia,4.44,35,788,-0.26
83,0,01887,Mark O'Meara,4.44,31,698,+0.16
85,0,06016,Brad Lardon,4.46,33,740,+0.27
85,0,01945,Kenny Perry,4.46,53,1188,+0.11
85,0,06567,Vijay Singh,4.46,50,1120,+0.02
88,0,06315,Pete Jordan,4.47,46,1029,+0.22
89,0,12680,Shigeki Maruyama,4.49,43,957,+0.14
90,0,23614,Rich Beem,4.50,55,1223,+0.24
91,0,06573,Brandt Jobe,4.53,56,1237,+0.14
91,0,10912,Craig Perks,4.53,45,994,+0.29
91,0,02257,Brian Watts,4.53,34,751,+0.06
94,0,01203,Russ Cochran,4.54,41,904,+0.32
94,0,01619,Skip Kendall,4.54,60,1322,+0.17
96,0,07003,David Berganio Jr.,4.55,47,1032,-0.04
97,0,02206,David Toms,4.56,55,1206,+0.02
98,0,20572,Rod Pampling,4.57,56,1226,+0.07
99,0,06617,Brian Henninger,4.59,40,871,+0.33
99,0,08375,Paul Stankowski,4.59,56,1219,+0.16
101,0,20127,Chris Riley,4.65,55,1182,+0.24
101,0,02106,Chris Smith,4.65,57,1227,E
103,0,08075,Jerry Kelly,4.69,55,1172,+0.11
104,0,12823,Carlos Franco,4.70,64,1362,+0.08
104,0,06498,Matt Peterson,4.70,51,1084,+0.18
106,0,12826,Paul Claxton,4.72,51,1080,+0.06
107,0,21961,Charles Howell III,4.73,62,1310,+0.11
107,0,21949,Joe Ogilvie,4.73,30,634,+0.53
109,0,01549,Mike Hulbert,4.78,34,711,+0.21
110,0,23177,Kenneth Staton,4.79,63,1314,+0.30
111,0,19881,Robert Damron,4.81,55,1143,+0.29
112,0,20634,Peter Lonard,4.83,53,1098,+0.15
113,0,01948,Tim Petrovic,4.84,56,1156,+0.21
114,0,01329,Brad Faxon,4.85,47,970,+0.13
115,0,11032,Frank Lickliter II,4.87,52,1068,+0.08
116,0,23621,Rory Sabbatini,4.89,37,757,+0.22
117,0,01098,Jay Don Blake,4.93,68,1380,+0.26
118,0,07867,Woody Austin,4.94,63,1275,-0.03
119,0,20098,Stuart Appleby,4.95,54,1090,+0.11
120,0,06522,Ernie Els,4.97,32,644,+0.28
121,0,24361,Pat Perez,4.98,52,1045,+0.10
122,0,01024,Billy Andrade,5.00,60,1199,+0.22
123,0,10565,Ian Leggatt,5.01,57,1138,+0.09
124,0,01388,Robert Gamez,5.02,44,876,-0.02
125,0,01797,Rocco Mediate,5.03,40,796,+0.23
126,0,01723,Andrew Magee,5.05,59,1169,+0.08
127,0,19846,Brian Gay,5.08,74,1456,+0.22
127,0,06515,Shaun Micheel,5.08,65,1280,+0.17
129,0,10649,Tom Scherrer,5.11,65,1271,+0.12
130,0,12388,Michael Clark II,5.13,64,1247,+0.23
130,0,23125,Brad Elder,5.13,49,956,+0.10
132,0,02104,Jeff Sluman,5.17,73,1412,+0.12
133,0,10962,Bradley Hughes,5.19,40,770,+0.20
134,0,24925,Jonathan Byrd,5.21,63,1209,-0.08
135,0,20043,Edward Fryatt,5.24,62,1184,+0.03
136,0,12753,David Morland IV,5.26,38,723,+0.26
137,0,10733,Kent Jones,5.28,69,1306,+0.13
138,0,19958,Miguel Angel Jiménez,5.31,33,622,+0.30
139,0,21805,Harrison Frazar,5.32,60,1127,+0.12
140,0,08881,Tripp Isenhour,5.33,47,882,+0.17
140,0,26289,Boo Weekley,5.33,39,732,+0.44
142,0,01941,Tom Pernice Jr.,5.38,67,1246,+0.09
143,0,01161,Mark Calcavecchia,5.39,49,909,+0.24
144,0,10585,Scott McCarron,5.44,61,1122,+0.13
145,0,21633,Steve Allan,5.47,65,1189,+0.18
145,0,06036,Scott Dunlap,5.47,52,951,+0.29
147,0,23322,Brett Wetterich,5.52,62,1124,+0.32
148,0,01926,Steve Pate,5.54,43,776,+0.37
149,0,12645,Brent Geiberger,5.56,66,1187,+0.21
149,0,20105,Jeff Gove,5.56,63,1134,+0.21
149,0,06575,Dudley Hart,5.56,54,972,+0.13
152,0,02322,Richard Zokol,5.57,38,682,+0.26
153,0,06373,José María Olazábal,5.65,38,672,+0.08
154,0,19972,José Coceres,5.68,31,546,+0.45
154,0,23541,Ben Crane,5.68,62,1091,+0.16
154,0,20436,Garrett Willis,5.68,61,1073,+0.20
157,0,20645,John Senden,5.70,67,1176,+0.12
158,0,02010,Loren Roberts,5.73,68,1186,+0.26
159,0,07749,Brett Quigley,5.74,71,1238,+0.07
160,0,06527,Steve Stricker,5.76,41,712,+0.07
161,0,01706,Davis Love III,5.77,56,970,+0.23
162,0,12652,Cameron Beckman,5.79,62,1070,+0.18
162,0,12663,Phil Tataurangi,5.79,61,1053,+0.02
164,0,10107,Deane Pappas,5.82,67,1151,+0.15
165,0,02099,Scott Simpson,5.83,48,824,+0.35
166,0,07223,Brian Bateman,5.84,69,1182,+0.26
166,0,01810,Phil Mickelson,5.84,62,1062,+0.05
168,0,23903,Stephen Gangluff,5.86,56,956,+0.20
169,0,20502,Michael Long,5.90,54,915,+0.02
170,0,22046,Geoff Ogilvy,5.91,68,1151,+0.24
171,0,02110,Jerry Smith,5.97,69,1156,+0.20
172,0,20229,Stewart Cink,5.98,60,1003,+0.20
173,0,20094,Jonathan Kaye,6.02,61,1014,+0.07
174,0,02245,Grant Waite,6.11,80,1309,+0.14
175,0,20663,Brenden Pappas,6.12,49,801,+0.29
176,0,08993,Franklin Langham,6.16,54,876,+0.28
177,0,23623,Bo Van Pelt,6.17,61,988,+0.26
178,0,24937,Jess Daley,6.18,60,971,+0.20
178,0,20095,Carl Paulson,6.18,69,1116,+0.14
180,0,10885,Robert Allenby,6.22,69,1110,+0.14
181,0,20593,Greg Chalmers,6.28,76,1211,+0.28
182,0,01313,Steve Elkington,6.32,61,965,+0.31
183,0,24357,K.J. Choi,6.37,67,1052,+0.04
184,0,20574,Mathew Goggin,6.41,51,796,+0.31
185,0,08123,Jeff Brehaut,6.42,72,1122,+0.21
186,0,01920,Craig Parry,6.44,55,854,+0.15
187,0,10201,Matt Gogel,6.50,60,923,+0.45
188,0,01374,Robin Freeman,6.51,66,1014,+0.12
189,0,01320,Bob Estes,6.53,67,1026,+0.09
190,0,12782,Tim Herron,6.63,78,1176,-0.01
191,0,01927,Dennis Paulson,6.64,77,1159,+0.04
192,0,06197,Michael Allen,6.65,65,977,+0.15
193,0,21806,Paul Gow,6.79,87,1281,+0.28
194,0,01514,Eduardo Herrera,6.83,56,820,+0.41
194,0,21259,Jason Hill,6.83,52,761,+0.44
