RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
56,0,24502,Adam Scott,56.15,73,57
58,0,28252,Seamus Power,55.94,113,89
59,0,29926,Danny Lee,55.46,127,102
60,0,46501,Ollie Schniederjans,55.42,133,107
61,0,37189,Harold Varner III,55.38,144,116
62,0,49771,J.T. Poston,55.26,126,102
63,0,33948,Byeong Hun An,55.00,99,81
64,0,35300,Andrew Loupe,54.86,79,65
65,0,26300,Matt Jones,54.67,82,68
66,0,33122,Russell Knox,54.61,83,69
67,0,47959,Bryson DeChambeau,54.59,113,94
68,0,36801,Mark Hubbard,54.55,96,80
69,0,24140,Sean O'Hair,54.50,115,96
70,0,34098,Russell Henley,54.00,135,115
71,0,25632,Jimmy Walker,53.95,82,70
72,0,31202,William McGirt,53.74,115,99
73,0,29908,C.T. Pan,53.51,122,106
74,0,31646,Emiliano Grillo,53.47,108,94
75,0,32448,James Hahn,53.13,136,120
76,0,29518,Brendan Steele,53.10,120,106
77,0,22056,Cameron Percy,53.09,86,76
78,0,35506,Mackenzie Hughes,53.04,157,139
79,0,36699,Patrick Rodgers,52.66,99,89
80,0,28679,Fabián Gómez,52.53,83,75
81,0,25493,Nick Taylor,52.34,134,122
82,0,28500,Martin Flores,52.04,102,94
83,0,28307,Matt Every,51.91,95,88
84,0,35879,Kelly Kraft,51.85,98,91
85,0,35891,Cameron Smith,51.69,122,114
86,0,23497,Tag Ridings,51.63,79,74
87,0,20157,Retief Goosen,51.54,67,63
88,0,21961,Charles Howell III,51.50,103,97
89,0,30852,Ryo Ishikawa,51.43,72,68
90,0,01810,Phil Mickelson,51.40,110,104
91,0,25818,Scott Piercy,51.35,76,72
92,0,29420,Billy Horschel,51.34,115,109
93,0,29289,S.Y. Noh,51.29,119,113
94,0,34431,Robert Streb,51.07,119,114
95,0,30692,Scott Stallings,51.04,98,94
96,0,25686,Jason Dufner,50.94,108,104
97,0,39954,Cody Gribble,50.93,110,106
97,0,33413,Ben Martin,50.93,110,106
99,0,34174,John Huh,50.90,113,109
100,0,24361,Pat Perez,50.88,116,112
101,0,25834,Daniel Summerhays,50.81,126,122
102,0,22371,Aaron Baddeley,50.62,82,80
103,0,24138,Ian Poulter,50.60,84,82
104,0,29479,Scott Brown,50.44,115,113
105,0,34358,Jonathan Randolph,50.31,80,79
106,0,30191,Julián Etulain,50.00,77,77
106,0,39975,Michael Kim,50.00,124,124
106,0,27649,Brandt Snedeker,50.00,64,64
106,0,33418,Shawn Stefani,50.00,89,89
110,0,33461,Morgan Hoffmann,49.59,121,123
111,0,39324,J.J. Spaun,49.54,107,109
112,0,27895,Jonas Blixt,49.43,87,89
113,0,26596,Ryan Moore,49.25,98,101
114,0,27963,Chris Stroud,49.24,65,67
115,0,25892,Steve Wheatcroft,49.21,62,64
116,0,27214,Kevin Streelman,49.19,121,125
117,0,29223,Sam Saunders,48.92,91,95
118,0,29478,Kevin Kisner,48.65,108,114
119,0,25191,Gonzalo Fernandez-Castaño,48.51,65,69
120,0,47128,Richy Werenski,48.40,91,97
121,0,37455,Si Woo Kim,48.15,91,98
122,0,27095,Nick Watney,47.83,88,96
123,0,26951,Johnson Wagner,47.67,82,90
124,0,33399,Adam Hadwin,47.60,119,131
125,0,35532,Tom Hoge,47.50,57,63
126,0,32640,Troy Merritt,47.35,107,119
127,0,34409,David Lingmerth,47.20,101,113
128,0,27936,Martin Laird,47.03,111,125
129,0,27644,Brian Harman,46.92,122,138
130,0,20229,Stewart Cink,46.88,120,136
131,0,24924,Bill Haas,46.67,98,112
131,0,29485,Brett Stegmaier,46.67,77,88
133,0,46443,Brian Campbell,46.40,58,67
134,0,29221,Webb Simpson,46.34,114,132
135,0,29974,Branden Grace,45.95,68,80
136,0,20472,Alex Cejka,45.74,86,102
137,0,34099,Harris English,45.71,96,114
138,0,23325,Vaughn Taylor,44.59,103,128
139,0,23541,Ben Crane,44.39,91,114
139,0,32757,Patton Kizzire,44.39,95,119
141,0,26499,Rafa Cabrera Bello,44.29,62,78
142,0,23353,J.J. Henry,44.20,99,125
143,0,24846,Ricky Barnes,44.02,103,131
144,0,25240,D.A. Points,43.82,78,100
145,0,33419,Cameron Tringale,43.75,84,108
146,0,12510,Chad Campbell,43.55,108,140
147,0,28093,Miguel Angel Carballo,43.28,58,76
148,0,35110,Brett Drewitt,43.18,57,75
149,0,29476,Kyle Reifers,42.79,98,131
150,0,29740,Brad Fritsch,42.42,56,76
151,0,31416,Derek Fathauer,42.19,81,111
152,0,27958,Ryan Blaum,42.04,103,142
153,0,35545,Blayne Barber,41.98,89,123
154,0,28132,Tyrone Van Aswegen,41.95,99,137
155,0,20104,Ken Duke,41.30,76,108
156,0,30926,Chris Kirk,41.07,92,132
157,0,33120,Mark Anderson,40.91,54,78
157,0,22046,Geoff Ogilvy,40.91,81,117
159,0,24357,K.J. Choi,40.74,66,96
160,0,25274,Steven Bowditch,40.58,56,82
161,0,27770,Camilo Villegas,40.32,75,111
162,0,26476,Chez Reavie,40.16,102,152
163,0,25396,Kevin Na,39.69,77,117
164,0,23108,Matt Kuchar,39.50,94,144
165,0,25345,Carl Pettersson,39.13,63,98
166,0,37454,Whee Kim,39.01,71,111
167,0,27466,Spencer Levin,38.27,75,121
168,0,20593,Greg Chalmers,37.96,82,134
168,0,37278,Nicholas Lindheim,37.96,52,85
170,0,06522,Ernie Els,37.72,43,71
171,0,34466,Peter Malnati,37.50,81,135
172,0,25349,Tim Wilkinson,37.12,49,83
173,0,48084,Wesley Bryan,36.61,82,142
174,0,26758,David Hearn,36.54,76,132
174,0,29222,Billy Hurley III,36.54,76,132
176,0,40058,Zac Blair,35.95,87,155
177,0,24024,Zach Johnson,35.92,74,132
178,0,25720,Chad Collins,35.71,60,108
179,0,19846,Brian Gay,35.11,66,122
180,0,24507,Jason Bohn,34.62,63,119
181,0,25572,Graeme McDowell,34.38,55,105
182,0,22986,Søren Kjeldsen,33.33,36,72
183,0,32150,Michael Thompson,33.08,43,87
184,0,32200,Roberto Castro,32.18,56,118
185,0,23983,Luke Donald,31.75,40,86
186,0,31560,Brian Stuard,30.84,66,148
187,0,19803,Ryan Armour,29.73,44,104
188,0,20771,Steven Alker,28.85,45,111
189,0,10809,Jim Furyk,26.76,38,104
190,0,23800,Bryce Molder,25.50,51,149
