RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
1,0,27064,Jhonattan Vegas,71.50,153,61
2,0,31323,Gary Woodland,71.29,144,58
3,0,29725,Tony Finau,70.71,198,82
4,0,36689,Brooks Koepka,69.70,138,60
5,0,27129,Luke List,68.15,184,86
6,0,34213,Grayson Murray,65.65,172,90
7,0,26851,Marc Leishman,64.85,131,71
8,0,28420,Ryan Brehm,64.74,123,67
9,0,32839,Hideki Matsuyama,64.52,120,66
10,0,26331,Charl Schwartzel,64.38,94,52
11,0,30944,Jason Kokrak,64.34,166,92
12,0,28237,Rory McIlroy,64.15,68,38
13,0,30925,Dustin Johnson,63.59,117,67
14,0,21209,Sergio Garcia,63.49,80,46
15,0,12716,Charley Hoffman,63.18,187,109
16,0,23320,Ryan Palmer,63.04,87,51
17,0,35450,Patrick Cantlay,62.50,95,57
17,0,28089,Jason Day,62.50,105,63
17,0,27974,Sung Kang,62.50,150,90
17,0,46970,Jon Rahm,62.50,130,78
21,0,31420,Anirban Lahiri,62.35,106,64
21,0,22405,Justin Rose,62.35,101,61
23,0,32333,Kevin Tway,62.27,137,83
24,0,29461,Jamie Lovemark,62.00,155,95
25,0,46440,Smylie Kaufman,61.73,121,75
26,0,25804,Bubba Watson,61.68,103,64
27,0,46550,Brandon Hagy,61.65,127,79
28,0,34360,Patrick Reed,60.94,156,100
29,0,24358,Robert Garrigus,60.87,112,72
30,0,33448,Justin Thomas,60.82,118,76
31,0,34046,Jordan Spieth,60.20,118,78
32,0,46601,Trey Mullinax,59.35,127,87
33,0,23621,Rory Sabbatini,59.33,89,61
34,0,48081,Xander Schauffele,59.31,121,83
35,0,40009,Dominic Bozzelli,58.93,99,69
36,0,29720,Andres Gonzales,58.86,103,72
37,0,32366,Kevin Chappell,58.33,133,95
38,0,30110,Kyle Stanley,58.09,158,114
39,0,25364,Paul Casey,58.02,123,89
40,0,27141,J.B. Holmes,57.98,109,79
41,0,40026,Daniel Berger,57.92,117,85
42,0,24781,Hunter Mahan,57.78,104,76
43,0,26329,Louis Oosthuizen,57.24,87,65
44,0,31557,Jim Herman,57.14,120,90
44,0,25198,Francesco Molinari,57.14,104,78
46,0,34264,Hudson Swafford,57.08,129,97
47,0,26289,Boo Weekley,57.07,105,79
48,0,20572,Rod Pampling,57.00,114,86
49,0,32102,Rickie Fowler,56.91,107,81
50,0,48822,Sebastián Muñoz,56.78,67,51
51,0,46732,Rick Lamb,56.76,63,48
52,0,33141,Keegan Bradley,56.74,160,122
53,0,25900,Lucas Glover,56.67,153,117
54,0,33204,Shane Lowry,56.49,74,57
55,0,27436,Graham DeLaet,56.42,123,95
56,0,34021,Bud Cauley,56.15,137,107
