RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,10809,Jim Furyk,15,0,3,15,2009070
2,0,28158,Steve Marino,13,1,3,11,2009220
2,0,25396,Kevin Na,13,0,3,5,2009230
4,0,23623,Bo Van Pelt,12,2,3,15,2009370
5,0,20104,Ken Duke,11,2,3,7,2009160
5,0,24781,Hunter Mahan,11,0,4,5,2009140
5,0,25349,Tim Wilkinson,11,1,4,18,2009150
5,0,21878,Mark Wilson,11,0,4,12,2009380
9,0,01374,Robin Freeman,10,0,1,18,2009210
9,0,10860,Justin Leonard,10,0,2,4,2009040
9,0,01941,Tom Pernice Jr.,10,0,1,18,2009220
9,0,25632,Jimmy Walker,10,4,1,5,2009290
13,0,23778,Brad Adamonis,9,0,4,2,2009130
13,0,12652,Cameron Beckman,9,3,1,17,2009030
13,0,01161,Mark Calcavecchia,9,0,4,1,2009330
13,0,23983,Luke Donald,9,3,4,16,2009040
13,0,27896,Ross Fisher,9,0,2,14,2009200
13,0,24924,Bill Haas,9,2,3,3,2009400
13,0,21731,Freddie Jacobson,9,0,1,11,2009480
13,0,30925,Dustin Johnson,9,0,4,12,2009010
13,0,29718,Anthony Kim,9,2,1,13,2009390
13,0,23108,Matt Kuchar,9,1,2,6,2009230
13,0,27060,John Mallinger,9,0,2,3,2009180
13,0,22961,David Mathis,9,1,2,15,2009220
13,0,24490,George McNeill,9,3,1,18,2009190
13,0,23800,Bryce Molder,9,0,1,12,2009400
13,0,21949,Joe Ogilvie,9,5,1,10,2009020
13,0,20127,Chris Riley,9,0,4,9,2009440
13,0,22405,Justin Rose,9,3,3,5,2009150
13,0,22295,Darron Stiles,9,0,1,18,2009320
13,0,28118,Peter Tomasulo,9,0,1,2,2009300
13,0,08793,Tiger Woods,9,4,1,12,2009400
33,0,20472,Alex Cejka,8,1,4,11,2009200
33,0,20593,Greg Chalmers,8,0,2,2,2009060
33,0,23135,Tim Clark,8,2,2,14,2009020
33,0,06251,Chris DiMarco,8,4,1,17,2009210
33,0,19846,Brian Gay,8,3,3,3,2009230
33,0,23718,Nathan Green,8,1,1,18,2009250
33,0,24980,Scott Gutschewski,8,0,1,17,2009260
33,0,20766,Padraig Harrington,8,0,4,16,2009380
33,0,10117,Bob Heintz,8,0,1,3,2009330
33,0,12782,Tim Herron,8,0,1,3,2009100
33,0,21350,Ryuji Imada,8,0,3,18,2009020
33,0,20218,Shingo Katayama,8,0,4,16,2009120
33,0,11032,Frank Lickliter II,8,0,1,12,2009290
33,0,01706,Davis Love III,8,0,4,7,2009150
33,0,22046,Geoff Ogilvy,8,0,1,8,2009230
33,0,26329,Louis Oosthuizen,8,0,3,18,2009120
33,0,01945,Kenny Perry,8,0,1,10,2009120
33,0,29221,Webb Simpson,8,1,4,13,2009040
33,0,20686,Jeev Milkha Singh,8,0,4,12,2009070
33,0,06567,Vijay Singh,8,0,2,1,2009220
33,0,23325,Vaughn Taylor,8,0,1,3,2009250
33,0,28780,Nicholas Thompson,8,5,2,2,2009170
33,0,02206,David Toms,8,1,2,7,2009360
33,0,10423,Mike Weir,8,2,4,8,2009380
33,0,20160,Charlie Wi,8,0,2,8,2009130
33,0,10425,Jay Williamson,8,4,2,6,2009100
33,0,27506,Oliver Wilson,8,2,1,10,2009120
33,0,22951,Azuma Yano,8,5,2,10,2009120
61,0,06197,Michael Allen,7,0,1,2,2009420
61,0,10885,Robert Allenby,7,1,3,16,2009120
61,0,07867,Woody Austin,7,0,3,13,2009400
61,0,01093,Ronnie Black,7,7,2,1,2009300
61,0,20848,Ángel Cabrera,7,1,3,13,2009400
61,0,23541,Ben Crane,7,0,2,7,2009250
61,0,08931,Glen Day,7,0,4,10,2009300
61,0,28089,Jason Day,7,3,1,2,2009400
61,0,01320,Bob Estes,7,0,3,15,2009230
61,0,20157,Retief Goosen,7,2,3,18,2009190
61,0,23353,J.J. Henry,7,0,3,18,2009370
61,0,27141,J.B. Holmes,7,0,2,16,2009320
61,0,22378,Trevor Immelman,7,3,1,12,2009230
61,0,24024,Zach Johnson,7,1,1,15,2009400
61,0,10733,Kent Jones,7,0,4,7,2009450
61,0,08075,Jerry Kelly,7,0,2,16,2009230
61,0,24503,Jeff Klauk,7,2,3,17,2009140
61,0,26695,Michael Letzig,7,2,4,2,2009320
61,0,12680,Shigeki Maruyama,7,1,1,8,2009020
61,0,25572,Graeme McDowell,7,0,3,11,2009200
61,0,24449,Parker McLachlin,7,1,2,8,2009150
61,0,06515,Shaun Micheel,7,1,1,9,2009170
61,0,22348,Nick O'Hern,7,1,4,15,2009230
61,0,06373,José María Olazábal,7,1,2,13,2009240
61,0,28475,Jeff Overton,7,1,1,15,2009450
61,0,01948,Tim Petrovic,7,1,1,4,2009040
61,0,25240,D.A. Points,7,1,1,15,2009190
61,0,24138,Ian Poulter,7,2,2,3,2009230
61,0,21959,Ted Purdy,7,1,4,16,2009190
61,0,07749,Brett Quigley,7,1,4,13,2009240
61,0,02010,Loren Roberts,7,3,1,4,2009250
61,0,26331,Charl Schwartzel,7,3,2,12,2009240
61,0,06595,Kevin Sutherland,7,2,1,17,2009320
61,0,25804,Bubba Watson,7,1,2,14,2009020
61,0,26498,Matt Weibring,7,0,1,1,2009100
61,0,24663,Y.E. Yang,7,1,2,2,2009280
97,0,06004,Stephen Ames,6,0,3,4,2009210
97,0,01024,Billy Andrade,6,0,1,15,2009030
97,0,20098,Stuart Appleby,6,1,1,4,2009190
97,0,20498,Briny Baird,6,0,2,10,2009360
97,0,07223,Brian Bateman,6,0,1,9,2009290
97,0,20070,Matt Bettencourt,6,0,2,13,2009280
97,0,01142,Bart Bryant,6,0,1,16,2009250
97,0,20400,Michael Campbell,6,0,2,17,2009140
97,0,24357,K.J. Choi,6,1,1,15,2009310
97,0,22621,Ben Curtis,6,3,3,2,2009160
97,0,21753,Brian Davis,6,4,2,5,2009400
97,0,06034,Marco Dawson,6,0,2,13,2009210
97,0,23638,Brendon de Jonge,6,0,2,10,2009100
97,0,06621,Joe Durant,6,0,2,16,2009420
97,0,01329,Brad Faxon,6,1,2,7,2009450
97,0,21209,Sergio Garcia,6,0,3,7,2009260
97,0,25900,Lucas Glover,6,2,1,8,2009230
97,0,22792,Peter Hanson,6,1,3,18,2009120
97,0,06575,Dudley Hart,6,4,1,18,2009130
97,0,08537,J.P. Hayes,6,0,1,18,2009300
97,0,12716,Charley Hoffman,6,0,2,4,2009230
97,0,21961,Charles Howell III,6,2,2,1,2009290
97,0,01577,Lee Janzen,6,2,3,8,2009050
97,0,06573,Brandt Jobe,6,2,2,16,2009150
97,0,06012,Greg Kraft,6,1,4,12,2009170
