RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
99,0,22548,Patrick Sheehan,71.08,4336,61
99,0,02101,Joey Sindelar,71.08,3483,49
101,0,23320,Ryan Palmer,71.09,3768,53
101,0,23497,Tag Ridings,71.09,3128,44
103,0,08075,Jerry Kelly,71.10,3413,48
103,0,20634,Peter Lonard,71.10,2844,40
105,0,06004,Stephen Ames,71.11,3200,45
106,0,20472,Alex Cejka,71.12,3058,43
107,0,24781,Hunter Mahan,71.13,3841,54
108,0,02106,Chris Smith,71.14,2988,42
109,0,12652,Cameron Beckman,71.15,3415,48
110,0,08545,Glen Hnatiuk,71.16,2206,31
110,0,06573,Brandt Jobe,71.16,3558,50
110,0,12454,Mario Tiziani,71.16,2633,37
113,0,06034,Marco Dawson,71.18,3132,44
114,0,01666,Bernhard Langer,71.19,2278,32
114,0,20812,Tjaart van der Walt,71.19,2278,32
116,0,24925,Jonathan Byrd,71.21,3988,56
116,0,23621,Rory Sabbatini,71.21,2777,39
118,0,08931,Glen Day,71.24,2921,41
118,0,20160,Charlie Wi,71.24,2422,34
120,0,25900,Lucas Glover,71.26,3349,47
121,0,11032,Frank Lickliter II,71.28,3564,50
122,0,21959,Ted Purdy,71.29,4491,63
123,0,01219,John Cook,71.30,2638,37
123,0,02246,Duffy Waldorf,71.30,3137,44
125,0,27095,Nick Watney,71.31,3209,45
126,0,21878,Mark Wilson,71.33,2354,33
127,0,24361,Pat Perez,71.34,2925,41
128,0,01685,J.L. Lewis,71.35,3639,51
129,0,01157,Tom Byrum,71.36,3140,44
130,0,24140,Sean O'Hair,71.37,3854,54
130,0,26287,Roland Thatcher,71.37,2498,35
132,0,20396,Lee Westwood,71.38,1499,21
133,0,24227,Justin Bolli,71.39,2570,36
133,0,10585,Scott McCarron,71.39,2713,38
133,0,20663,Brenden Pappas,71.39,1999,28
136,0,06527,Steve Stricker,71.42,2214,31
137,0,19881,Robert Damron,71.43,3500,49
137,0,06621,Joe Durant,71.43,2857,40
137,0,02214,Kirk Triplett,71.43,1643,23
140,0,26679,Kevin Stadler,71.48,3431,48
141,0,07457,Steve Flesch,71.50,3003,42
141,0,24912,Will MacKenzie,71.50,2860,40
143,0,24357,K.J. Choi,71.52,2360,33
144,0,20766,Padraig Harrington,71.54,1717,24
145,0,01723,Andrew Magee,71.56,2791,39
146,0,20502,Michael Long,71.57,2648,37
147,0,20572,Rod Pampling,71.59,3150,44
148,0,20623,Gavin Coles,71.61,2721,38
148,0,20121,Todd Fischer,71.61,3509,49
150,0,08993,Franklin Langham,71.64,3224,45
151,0,06197,Michael Allen,71.65,3654,51
152,0,23725,Brendan Jones,71.67,3010,42
153,0,23349,Charles Warren,71.69,3226,45
153,0,10423,Mike Weir,71.69,2509,35
155,0,01948,Tim Petrovic,71.70,3370,47
156,0,01724,Jeff Maggert,71.71,2725,38
157,0,08725,Tom Gillis,71.74,2726,38
157,0,25240,D.A. Points,71.74,3300,46
159,0,01457,Jay Haas,71.76,1794,25
160,0,20094,Jonathan Kaye,71.77,2799,39
161,0,10425,Jay Williamson,71.78,1938,27
162,0,01619,Skip Kendall,71.79,3087,43
162,0,01823,Larry Mize,71.79,2010,28
162,0,21949,Joe Ogilvie,71.79,3733,52
165,0,19972,José Coceres,71.80,1795,25
166,0,01887,Mark O'Meara,71.83,2514,35
167,0,01042,Paul Azinger,71.84,2730,38
168,0,22371,Aaron Baddeley,71.85,2874,40
169,0,01127,Danny Briggs,71.88,2300,32
170,0,20433,Mark Hensby,71.89,2588,36
171,0,23614,Rich Beem,71.94,2230,31
171,0,23409,James Driscoll,71.94,2590,36
171,0,01473,Todd Hamilton,71.94,3453,48
174,0,01487,Jeff Hart,71.97,2231,31
175,0,01577,Lee Janzen,71.98,3095,43
176,0,01418,Bill Glasson,72.00,2088,29
176,0,06515,Shaun Micheel,72.00,2592,36
178,0,21806,Paul Gow,72.07,3027,42
179,0,26758,David Hearn,72.08,2667,37
180,0,28088,Matt Davidson,72.10,2091,29
180,0,10962,Bradley Hughes,72.10,2091,29
182,0,12645,Brent Geiberger,72.17,2093,29
183,0,23540,Jason Allred,72.18,2743,38
184,0,01599,Steve Jones,72.19,1949,27
185,0,23036,Chris Anderson,72.21,2094,29
186,0,10201,Matt Gogel,72.24,2962,41
186,0,23552,Hank Kuehne,72.24,2962,41
188,0,25847,Rob Rashell,72.33,2604,36
189,0,24290,D.J. Brigman,72.38,3040,42
190,0,24138,Ian Poulter,72.39,2244,31
191,0,23063,Scott Hend,72.42,2607,36
192,0,06599,John Elliott,72.52,2248,31
192,0,01761,Len Mattiace,72.52,3191,44
194,0,01175,Jim Carter,72.55,2394,33
195,0,01927,Dennis Paulson,72.58,2758,38
196,0,22621,Ben Curtis,72.66,2107,29
197,0,20127,Chris Riley,72.68,2471,34
197,0,21498,Hideto Tanihara,72.68,2035,28
199,0,21633,Steve Allan,72.73,3709,51
200,0,01132,Mark Brooks,72.86,3060,42
201,0,10912,Craig Perks,73.28,2345,32
202,0,12662,Thomas Levet,73.61,2061,28
