RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
142,0,01724,Jeff Maggert,71.54,1717,24
144,0,08075,Jerry Kelly,71.55,2075,29
144,0,10585,Scott McCarron,71.55,1574,22
146,0,01577,Lee Janzen,71.57,1646,23
146,0,24361,Pat Perez,71.57,2004,28
148,0,24912,Will MacKenzie,71.61,1647,23
149,0,20474,Phillip Price,71.64,2006,28
150,0,01457,Jay Haas,71.67,1075,15
150,0,10423,Mike Weir,71.67,1720,24
152,0,28088,Matt Davidson,71.68,1362,19
153,0,06573,Brandt Jobe,71.69,2294,32
154,0,20121,Todd Fischer,71.70,1936,27
155,0,01948,Tim Petrovic,71.78,2297,32
156,0,10962,Bradley Hughes,71.80,1436,20
157,0,21806,Paul Gow,71.81,1867,26
158,0,24357,K.J. Choi,71.82,1221,17
159,0,23540,Jason Allred,71.83,1724,24
159,0,06621,Joe Durant,71.83,1724,24
159,0,01823,Larry Mize,71.83,1293,18
159,0,25240,D.A. Points,71.83,2155,30
163,0,01042,Paul Azinger,71.85,1437,20
164,0,23552,Hank Kuehne,71.89,1941,27
165,0,21949,Joe Ogilvie,71.91,2445,34
166,0,01723,Andrew Magee,71.92,1726,24
167,0,06197,Michael Allen,71.93,2014,28
168,0,23036,Chris Anderson,71.94,1223,17
168,0,01157,Tom Byrum,71.94,2302,32
170,0,08931,Glen Day,71.96,1871,26
171,0,01418,Bill Glasson,72.00,1152,16
171,0,01619,Skip Kendall,72.00,1872,26
173,0,08993,Franklin Langham,72.04,2017,28
174,0,23409,James Driscoll,72.07,1946,27
175,0,24290,D.J. Brigman,72.08,1874,26
176,0,20396,Lee Westwood,72.09,793,11
177,0,06599,John Elliott,72.13,1154,16
178,0,23614,Rich Beem,72.14,1515,21
178,0,20766,Padraig Harrington,72.14,1010,14
180,0,23349,Charles Warren,72.18,2021,28
181,0,24138,Ian Poulter,72.19,1516,21
181,0,20127,Chris Riley,72.19,1516,21
183,0,26758,David Hearn,72.22,1661,23
184,0,01761,Len Mattiace,72.30,1663,23
185,0,22371,Aaron Baddeley,72.42,1738,24
186,0,01487,Jeff Hart,72.44,1304,18
186,0,21498,Hideto Tanihara,72.44,1159,16
188,0,02214,Kirk Triplett,72.46,942,13
189,0,06515,Shaun Micheel,72.47,1377,19
190,0,10201,Matt Gogel,72.52,1813,25
191,0,01599,Steve Jones,72.63,1162,16
192,0,01175,Jim Carter,72.67,1308,18
193,0,01473,Todd Hamilton,72.70,2181,30
194,0,01132,Mark Brooks,72.71,2036,28
195,0,25847,Rob Rashell,72.74,1382,19
196,0,22621,Ben Curtis,72.75,1164,16
197,0,01927,Dennis Paulson,72.95,1386,19
198,0,12662,Thomas Levet,73.00,1460,20
199,0,12645,Brent Geiberger,73.29,1246,17
200,0,21633,Steve Allan,73.34,2127,29
201,0,10912,Craig Perks,73.52,1544,21
202,0,23063,Scott Hend,73.53,1250,17
