RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
1,0,08793,Tiger Woods,66.00,66,1
2,0,23108,Matt Kuchar,67.50,270,4
3,0,06567,Vijay Singh,67.60,338,5
4,0,10809,Jim Furyk,67.71,474,7
5,0,19972,José Coceres,68.00,136,2
6,0,01707,Steve Lowery,68.33,615,9
7,0,20628,Arron Oberholser,68.40,342,5
8,0,21731,Freddie Jacobson,68.50,274,4
9,0,01142,Bart Bryant,68.56,617,9
10,0,20378,Mathias Grönberg,68.60,343,5
10,0,06575,Dudley Hart,68.60,343,5
12,0,12826,Paul Claxton,68.71,481,7
12,0,02206,David Toms,68.71,481,7
14,0,23322,Brett Wetterich,68.80,344,5
15,0,22405,Justin Rose,68.88,551,8
16,0,23614,Rich Beem,69.00,207,3
16,0,22621,Ben Curtis,69.00,138,2
16,0,21961,Charles Howell III,69.00,552,8
16,0,02010,Loren Roberts,69.00,138,2
20,0,20382,Stephen Leaney,69.10,691,10
21,0,01329,Brad Faxon,69.13,553,8
22,0,01381,Fred Funk,69.15,899,13
23,0,23983,Luke Donald,69.17,415,6
23,0,20691,Greg Owen,69.17,415,6
25,0,06515,Shaun Micheel,69.20,346,5
26,0,01024,Billy Andrade,69.29,485,7
26,0,06251,Chris DiMarco,69.29,485,7
28,0,12823,Carlos Franco,69.33,416,6
28,0,10117,Bob Heintz,69.33,208,3
28,0,01948,Tim Petrovic,69.33,416,6
28,0,24502,Adam Scott,69.33,624,9
32,0,19824,Craig Barlow,69.38,555,8
32,0,12510,Chad Campbell,69.38,902,13
34,0,20098,Stuart Appleby,69.40,347,5
34,0,21878,Mark Wilson,69.40,347,5
36,0,24604,Hunter Haas,69.43,486,7
36,0,01706,Davis Love III,69.43,486,7
38,0,24980,Scott Gutschewski,69.50,834,12
39,0,23788,D.J. Trahan,69.57,487,7
40,0,25345,Carl Pettersson,69.58,835,12
41,0,02239,Scott Verplank,69.60,696,10
42,0,19846,Brian Gay,69.70,697,10
43,0,01313,Steve Elkington,69.71,488,7
43,0,12602,Dean Wilson,69.71,488,7
45,0,20127,Chris Riley,69.75,279,4
