RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 20'-25',TOTAL 3 PUTTS
1,0,25686,Jason Dufner,8,55
1,0,51414,Brent Grant,8,48
3,0,33448,Justin Thomas,7,44
4,0,36724,Augusto Núñez,6,41
4,0,47995,Davis Riley,6,45
6,0,33948,Byeong Hun An,5,37
6,0,25900,Lucas Glover,5,47
6,0,34563,Chesson Hadley,5,36
6,0,36326,David Lipsky,5,47
6,0,27129,Luke List,5,47
6,0,32640,Troy Merritt,5,52
6,0,51070,Vincent Norrman,5,45
6,0,40250,Taylor Pendrith,5,31
6,0,46414,Aaron Rai,5,47
6,0,46046,Scottie Scheffler,5,28
16,0,56630,Akshay Bhatia,4,34
16,0,52372,Cameron Champ,4,33
16,0,20229,Stewart Cink,4,28
16,0,49453,Trevor Cone,4,43
16,0,34099,Harris English,4,32
16,0,29970,Dylan Frittelli,4,25
16,0,34098,Russell Henley,4,34
16,0,54421,Garrick Higgo,4,44
16,0,54628,Lee Hodges,4,43
16,0,39977,Max Homa,4,28
16,0,35506,Mackenzie Hughes,4,23
16,0,50188,S.H. Kim,4,41
16,0,27936,Martin Laird,4,44
16,0,51950,Max McGreevy,4,37
16,0,50525,Collin Morikawa,4,29
16,0,30163,Henrik Norlander,4,36
16,0,23320,Ryan Palmer,4,35
16,0,39335,Kevin Roy,4,35
16,0,46340,Alex Smalley,4,52
16,0,39324,J.J. Spaun,4,44
16,0,34046,Jordan Spieth,4,28
16,0,40115,Adam Svensson,4,45
16,0,48699,Callum Tarren,4,37
16,0,51634,Sahith Theegala,4,28
16,0,30927,Brendon Todd,4,30
16,0,25632,Jimmy Walker,4,40
42,0,47504,Sam Burns,3,19
42,0,32366,Kevin Chappell,3,19
42,0,47591,Eric Cole,3,27
42,0,39067,MJ Daffue,3,42
42,0,34076,Joel Dahmen,3,43
42,0,37338,Zecheng Dou,3,44
42,0,35901,Paul Haley II,3,49
42,0,32757,Patton Kizzire,3,38
42,0,28775,Nate Lashley,3,26
42,0,49766,Hank Lebioda,3,23
42,0,34409,David Lingmerth,3,26
42,0,33204,Shane Lowry,3,22
42,0,34466,Peter Malnati,3,36
42,0,36871,Matt NeSmith,3,49
42,0,25818,Scott Piercy,3,43
42,0,50095,Austin Smotherman,3,49
42,0,30692,Scott Stallings,3,49
42,0,34431,Robert Streb,3,34
42,0,27963,Chris Stroud,3,16
42,0,31560,Brian Stuard,3,13
42,0,48119,Ben Taylor,3,37
42,0,25493,Nick Taylor,3,29
42,0,27095,Nick Watney,3,30
42,0,54783,Dylan Wu,3,42
66,0,33408,Tyson Alexander,2,31
66,0,45522,Christiaan Bezuidenhout,2,23
66,0,40058,Zac Blair,2,31
66,0,34255,Joseph Bramlett,2,37
66,0,28420,Ryan Brehm,2,34
66,0,39997,Corey Conners,2,31
66,0,28089,Jason Day,2,18
66,0,51349,Nico Echavarria,2,20
66,0,47079,Harrison Endycott,2,44
66,0,29725,Tony Finau,2,41
66,0,40098,Matt Fitzpatrick,2,18
66,0,32102,Rickie Fowler,2,33
66,0,32662,Michael Gligic,2,27
66,0,56762,Will Gordon,2,49
66,0,31577,Tano Goya,2,50
66,0,39954,Cody Gribble,2,34
66,0,57975,Harry Hall,2,26
66,0,27644,Brian Harman,2,24
66,0,27554,Scott Harrington,2,33
66,0,31557,Jim Herman,2,46
66,0,12716,Charley Hoffman,2,33
66,0,36801,Mark Hubbard,2,32
66,0,39971,Sungjae Im,2,35
66,0,36799,Stephan Jaeger,2,52
66,0,27974,Sung Kang,2,13
66,0,39975,Michael Kim,2,30
66,0,37455,Si Woo Kim,2,41
66,0,55182,Tom Kim,2,31
66,0,48117,Kurt Kitayama,2,33
66,0,33122,Russell Knox,2,41
