RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
1,0,31560,Brian Stuard,3.88%,8,206,96.12
2,0,46442,Maverick McNealy,4.31%,9,209,95.69
3,0,45522,Christiaan Bezuidenhout,4.37%,15,343,95.63
4,0,22371,Aaron Baddeley,4.56%,12,263,95.44
5,0,51634,Sahith Theegala,4.58%,17,371,95.42
6,0,40098,Matt Fitzpatrick,4.95%,14,283,95.05
7,0,35506,Mackenzie Hughes,5.01%,17,339,94.99
8,0,47591,Eric Cole,5.08%,20,394,94.92
9,0,28775,Nate Lashley,5.11%,21,411,94.89
10,0,28237,Rory McIlroy,5.24%,13,248,94.76
11,0,47504,Sam Burns,5.28%,15,284,94.72
12,0,27974,Sung Kang,5.67%,8,141,94.33
13,0,33141,Keegan Bradley,5.70%,17,298,94.30
14,0,28089,Jason Day,5.73%,16,279,94.27
15,0,30926,Chris Kirk,5.75%,18,313,94.25
16,0,29535,Brice Garnett,5.81%,18,310,94.19
17,0,30927,Brendon Todd,5.87%,21,358,94.13
18,0,24502,Adam Scott,5.88%,13,221,94.12
19,0,36801,Mark Hubbard,5.90%,23,390,94.10
20,0,35461,Beau Hossler,5.93%,24,405,94.07
21,0,31202,William McGirt,5.96%,9,151,94.04
21,0,36699,Patrick Rodgers,5.96%,23,386,94.04
23,0,27963,Chris Stroud,5.97%,12,201,94.03
24,0,27644,Brian Harman,6.00%,21,350,94.00
25,0,34099,Harris English,6.12%,24,392,93.88
25,0,47128,Richy Werenski,6.12%,17,278,93.88
27,0,51349,Nico Echavarria,6.17%,15,243,93.83
27,0,33399,Adam Hadwin,6.17%,23,373,93.83
29,0,28252,Seamus Power,6.29%,19,302,93.71
30,0,24024,Zach Johnson,6.38%,18,282,93.62
31,0,33597,Harry Higgs,6.42%,17,265,93.58
32,0,57975,Harry Hall,6.51%,22,338,93.49
33,0,34256,Andrew Putnam,6.53%,32,490,93.47
34,0,40250,Taylor Pendrith,6.54%,25,382,93.46
35,0,58696,Peter Kuest,6.63%,13,196,93.37
36,0,37275,Sam Ryder,6.74%,24,356,93.26
37,0,49960,Sepp Straka,6.80%,24,353,93.20
38,0,27349,Alex Noren,6.85%,23,336,93.15
39,0,34363,Tyrrell Hatton,6.88%,19,276,93.12
39,0,46441,Robby Shelton,6.88%,24,349,93.12
41,0,34563,Chesson Hadley,6.91%,25,362,93.09
41,0,39977,Max Homa,6.91%,21,304,93.09
43,0,46046,Scottie Scheffler,6.92%,20,289,93.08
44,0,29289,S.Y. Noh,6.98%,15,215,93.02
45,0,48699,Callum Tarren,7.05%,27,383,92.95
46,0,34409,David Lingmerth,7.08%,17,240,92.92
47,0,29970,Dylan Frittelli,7.14%,18,252,92.86
48,0,50493,Justin Suh,7.16%,33,461,92.84
49,0,49947,Taylor Moore,7.20%,28,389,92.80
50,0,39058,Lucas Herbert,7.25%,14,193,92.75
51,0,20229,Stewart Cink,7.28%,22,302,92.72
52,0,49771,J.T. Poston,7.31%,28,383,92.69
52,0,52513,Carson Young,7.31%,25,342,92.69
54,0,30911,Tommy Fleetwood,7.38%,20,271,92.62
55,0,47993,Denny McCarthy,7.39%,30,406,92.61
56,0,39971,Sungjae Im,7.42%,31,418,92.58
57,0,35879,Kelly Kraft,7.43%,24,323,92.57
58,0,32366,Kevin Chappell,7.47%,13,174,92.53
59,0,33204,Shane Lowry,7.52%,17,226,92.48
60,0,55789,Taylor Montgomery,7.56%,27,357,92.44
61,0,48867,Matti Schmid,7.60%,19,250,92.40
62,0,39975,Michael Kim,7.61%,22,289,92.39
62,0,40115,Adam Svensson,7.61%,36,473,92.39
64,0,22056,Cameron Percy,7.62%,16,210,92.38
65,0,48119,Ben Taylor,7.65%,31,405,92.35
66,0,55182,Tom Kim,7.69%,24,312,92.31
66,0,35449,Adam Long,7.69%,30,390,92.31
68,0,39997,Corey Conners,7.74%,27,349,92.26
69,0,47347,Adam Schenk,7.82%,38,486,92.18
70,0,34098,Russell Henley,7.84%,24,306,92.16
71,0,32102,Rickie Fowler,7.87%,28,356,92.13
72,0,52955,Ludvig Åberg,7.98%,15,188,92.02
72,0,48081,Xander Schauffele,7.98%,21,263,92.02
74,0,32757,Patton Kizzire,8.02%,28,349,91.98
75,0,51890,Greyson Sigg,8.12%,31,382,91.88
76,0,35532,Tom Hoge,8.13%,27,332,91.87
76,0,26596,Ryan Moore,8.13%,20,246,91.87
78,0,52372,Cameron Champ,8.15%,26,319,91.85
79,0,33653,Thomas Detry,8.16%,23,282,91.84
80,0,33408,Tyson Alexander,8.17%,25,306,91.83
80,0,19803,Ryan Armour,8.17%,25,306,91.83
82,0,51766,Wyndham Clark,8.19%,34,415,91.81
83,0,57362,Austin Eckroat,8.21%,28,341,91.79
84,0,50188,S.H. Kim,8.22%,31,377,91.78
85,0,33413,Ben Martin,8.24%,28,340,91.76
86,0,51997,Andrew Novak,8.28%,24,290,91.72
87,0,54628,Lee Hodges,8.29%,36,434,91.71
88,0,40162,Justin Lower,8.31%,30,361,91.69
89,0,29221,Webb Simpson,8.33%,18,216,91.67
90,0,23108,Matt Kuchar,8.36%,30,359,91.64
91,0,35450,Patrick Cantlay,8.40%,21,250,91.60
92,0,49766,Hank Lebioda,8.42%,16,190,91.58
93,0,32662,Michael Gligic,8.43%,21,249,91.57
93,0,29420,Billy Horschel,8.43%,21,249,91.57
95,0,40058,Zac Blair,8.49%,22,259,91.51
96,0,36799,Stephan Jaeger,8.53%,43,504,91.47
97,0,25493,Nick Taylor,8.56%,25,292,91.44
98,0,47988,Nick Hardy,8.65%,36,416,91.35
99,0,34466,Peter Malnati,8.70%,28,322,91.30
100,0,55893,Sam Stevens,8.72%,30,344,91.28
101,0,39546,Keith Mitchell,8.77%,27,308,91.23
102,0,52374,Brandon Wu,8.78%,31,353,91.22
103,0,47983,Chad Ramey,8.87%,36,406,91.13
104,0,54591,Ben Griffin,8.91%,36,404,91.09
105,0,54421,Garrick Higgo,8.94%,37,414,91.06
105,0,22405,Justin Rose,8.94%,21,235,91.06
107,0,31646,Emiliano Grillo,9.04%,35,387,90.96
108,0,34046,Jordan Spieth,9.05%,21,232,90.95
108,0,32139,Danny Willett,9.05%,20,221,90.95
110,0,58168,Davis Thompson,9.11%,36,395,90.89
110,0,54783,Dylan Wu,9.11%,36,395,90.89
112,0,32448,James Hahn,9.14%,31,339,90.86
113,0,33122,Russell Knox,9.19%,35,381,90.81
113,0,32791,K.H. Lee,9.19%,34,370,90.81
113,0,27095,Nick Watney,9.19%,25,272,90.81
116,0,33948,Byeong Hun An,9.21%,29,315,90.79
116,0,52453,Nicolai Hojgaard,9.21%,14,152,90.79
118,0,51950,Max McGreevy,9.23%,24,260,90.77
119,0,35310,Lanto Griffin,9.24%,22,238,90.76
120,0,32333,Kevin Tway,9.29%,39,420,90.71
121,0,25900,Lucas Glover,9.30%,32,344,90.70
122,0,50525,Collin Morikawa,9.38%,24,256,90.62
122,0,34431,Robert Streb,9.38%,27,288,90.62
124,0,28420,Ryan Brehm,9.55%,32,335,90.45
