RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,47347,Adam Schenk,97.03%,98,101
2,0,49766,Hank Lebioda,96.30%,26,27
3,0,47993,Denny McCarthy,95.29%,81,85
4,0,54591,Ben Griffin,95.18%,79,83
5,0,22056,Cameron Percy,94.92%,56,59
6,0,45522,Christiaan Bezuidenhout,94.62%,88,93
7,0,34363,Tyrrell Hatton,94.44%,85,90
8,0,22405,Justin Rose,93.94%,62,66
9,0,58967,Trevor Werbylo,93.65%,59,63
10,0,46441,Robby Shelton,93.07%,94,101
11,0,23108,Matt Kuchar,93.06%,67,72
12,0,25686,Jason Dufner,92.77%,77,83
13,0,33653,Thomas Detry,92.65%,63,68
14,0,22371,Aaron Baddeley,92.59%,50,54
14,0,32662,Michael Gligic,92.59%,50,54
16,0,28089,Jason Day,92.42%,61,66
17,0,52375,Doug Ghim,92.11%,70,76
18,0,32139,Danny Willett,92.06%,58,63
19,0,49947,Taylor Moore,92.05%,81,88
20,0,30926,Chris Kirk,91.95%,80,87
21,0,47591,Eric Cole,91.79%,123,134
22,0,23320,Ryan Palmer,91.78%,67,73
23,0,47983,Chad Ramey,91.75%,89,97
24,0,51890,Greyson Sigg,91.74%,100,109
25,0,50095,Austin Smotherman,91.67%,88,96
26,0,34098,Russell Henley,91.57%,76,83
27,0,30927,Brendon Todd,91.21%,83,91
28,0,24925,Jonathan Byrd,91.11%,41,45
29,0,46601,Trey Mullinax,91.01%,81,89
29,0,36699,Patrick Rodgers,91.01%,81,89
31,0,40098,Matt Fitzpatrick,90.91%,60,66
32,0,24024,Zach Johnson,90.74%,49,54
33,0,30163,Henrik Norlander,90.67%,68,75
34,0,46970,Jon Rahm,90.57%,48,53
35,0,37455,Si Woo Kim,90.43%,104,115
35,0,39324,J.J. Spaun,90.43%,85,94
37,0,50188,S.H. Kim,90.35%,103,114
38,0,31560,Brian Stuard,90.32%,56,62
39,0,34563,Chesson Hadley,90.24%,74,82
40,0,33948,Byeong Hun An,90.08%,109,121
41,0,46435,Austin Cook,90.00%,63,70
41,0,34099,Harris English,90.00%,72,80
43,0,28775,Nate Lashley,89.89%,80,89
44,0,33597,Harry Higgs,89.87%,71,79
45,0,33141,Keegan Bradley,89.86%,62,69
45,0,30692,Scott Stallings,89.86%,62,69
47,0,32102,Rickie Fowler,89.77%,79,88
