RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,10809,Jim Furyk,28.02,2858,102,22
2,0,02146,Payne Stewart,28.33,2635,93,23
3,0,06522,Ernie Els,28.41,1591,56,24
4,0,01320,Bob Estes,28.48,2478,87,22
5,0,01378,David Frost,28.49,1937,68,23
6,0,01329,Brad Faxon,28.56,2342,82,24
7,0,01876,Greg Norman,28.58,1515,53,24
8,0,10860,Justin Leonard,28.59,3031,106,24
9,0,01701,Bob Lohr,28.68,2610,91,24
10,0,02049,Gene Sauers,28.69,2037,71,23
11,0,01527,Scott Hoch,28.70,2755,96,22
12,0,06088,Steve Gotsche,28.78,2331,81,23
13,0,01116,Michael Bradley,28.82,2536,88,23
13,0,01553,John Huston,28.82,2219,77,24
13,0,01707,Steve Lowery,28.82,2968,103,22
16,0,01249,John Daly,28.83,2047,71,23
17,0,01706,Davis Love III,28.85,2452,85,22
18,0,01457,Jay Haas,28.87,2425,84,21
18,0,01968,Nick Price,28.87,1790,62,24
20,0,01414,Bob Gilder,28.89,2456,85,23
21,0,01458,Jerry Haas,28.91,2371,82,23
21,0,02223,Bob Tway,28.91,2660,92,22
23,0,01235,Ben Crenshaw,28.93,2199,76,23
24,0,01766,Billy Mayfair,28.94,2865,99,22
24,0,06577,John Wilson,28.94,2749,95,23
26,0,01418,Bill Glasson,28.96,1998,69,24
26,0,06012,Greg Kraft,28.96,2896,100,21
28,0,01200,Keith Clearwater,28.97,1970,68,14
29,0,10569,Mike Brisky,28.98,2521,87,21
30,0,01928,Corey Pavin,28.99,2174,75,22
30,0,01945,Kenny Perry,28.99,2725,94,24
30,0,02159,Curtis Strange,28.99,2377,82,24
33,0,01905,Joe Ozaki,29.00,1798,62,23
33,0,02010,Loren Roberts,29.00,2349,81,24
33,0,06613,Tommy Tolles,29.00,2262,78,24
36,0,02214,Kirk Triplett,29.01,2901,100,23
37,0,01330,David Feherty,29.02,1915,66,25
38,0,06641,Jeff Leonard,29.03,2090,72,22
38,0,02218,Ted Tryba,29.03,2961,102,16
40,0,01943,Chris Perry,29.09,2531,87,23
41,0,01185,Brandel Chamblee,29.10,2095,72,22
41,0,01510,Nolan Henke,29.10,2357,81,24
43,0,06332,Neal Lancaster,29.11,2620,90,24
43,0,02104,Jeff Sluman,29.11,2940,101,23
43,0,02239,Scott Verplank,29.11,2474,85,22
46,0,01607,Brian Kamm,29.12,2621,90,23
47,0,01444,Ken Green,29.13,1806,62,5
47,0,01475,Donnie Hammond,29.13,2330,80,23
49,0,01072,Chip Beck,29.14,2710,93,21
49,0,01096,Phil Blackmar,29.14,2215,76,24
51,0,01920,Craig Parry,29.15,2157,74,22
51,0,06657,Steve Rintoul,29.15,2798,96,24
51,0,10425,Jay Williamson,29.15,1895,65,24
54,0,01468,Gary Hallberg,29.16,2158,74,24
54,0,02267,D.A. Weibring,29.16,2420,83,22
56,0,01161,Mark Calcavecchia,29.17,2946,101,23
56,0,08537,J.P. Hayes,29.17,2363,81,24
58,0,01577,Lee Janzen,29.18,2685,92,21
59,0,02242,Lanny Wadkins,29.19,1722,59,22
60,0,01925,Jerry Pate,29.20,2044,70,22
60,0,06791,Mark Wurtz,29.20,2453,84,23
62,0,01353,Bruce Fleisher,29.22,2016,69,22
62,0,01385,Jim Gallagher Jr.,29.22,2776,95,24
62,0,01724,Jeff Maggert,29.22,2221,76,24
62,0,01823,Larry Mize,29.22,1987,68,22
62,0,02099,Scott Simpson,29.22,2484,85,13
67,0,06197,Michael Allen,29.23,1666,57,23
67,0,01196,Brian Claar,29.23,2689,92,22
67,0,08931,Glen Day,29.23,2631,90,24
67,0,20095,Carl Paulson,29.23,1812,62,23
67,0,01960,Don Pooley,29.23,2134,73,24
72,0,01042,Paul Azinger,29.24,2164,74,24
72,0,01381,Fred Funk,29.24,3275,112,23
74,0,01024,Billy Andrade,29.25,2574,88,22
74,0,01132,Mark Brooks,29.25,2603,89,23
74,0,02131,Mike Springer,29.25,1872,64,21
77,0,09011,David Duval,29.27,2488,85,23
77,0,06527,Steve Stricker,29.27,2429,83,24
79,0,01261,Jay Delsing,29.28,2108,72,22
79,0,01331,Rick Fehr,29.28,2225,76,24
81,0,06090,Jim McGovern,29.29,2841,97,22
81,0,10213,Dicky Pride,29.29,2431,83,23
83,0,20094,Jonathan Kaye,29.30,1875,64,16
83,0,02225,Howard Twitty,29.30,2520,86,24
85,0,01374,Robin Freeman,29.31,2843,97,24
