RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,01329,Brad Faxon,27.86,585,21
2,0,01320,Bob Estes,27.95,587,21
3,0,10809,Jim Furyk,27.97,839,30
4,0,02146,Payne Stewart,28.04,673,24
5,0,01920,Craig Parry,28.27,622,22
6,0,01553,John Huston,28.35,652,23
6,0,01701,Bob Lohr,28.35,737,26
8,0,01876,Greg Norman,28.42,341,12
9,0,01607,Brian Kamm,28.46,797,28
10,0,01249,John Daly,28.65,573,20
10,0,01599,Steve Jones,28.65,659,23
10,0,02267,D.A. Weibring,28.65,659,23
13,0,01132,Mark Brooks,28.67,774,27
14,0,01196,Brian Claar,28.68,803,28
14,0,01905,Joe Ozaki,28.68,545,19
16,0,01766,Billy Mayfair,28.71,804,28
17,0,10860,Justin Leonard,28.72,833,29
18,0,06012,Greg Kraft,28.74,977,34
19,0,01685,J.L. Lewis,28.75,805,28
20,0,02131,Mike Springer,28.78,662,23
21,0,06522,Ernie Els,28.79,403,14
22,0,02167,Mike Sullivan,28.80,720,25
23,0,01200,Keith Clearwater,28.81,749,26
23,0,01707,Steve Lowery,28.81,749,26
25,0,01925,Jerry Pate,28.82,634,22
26,0,08717,Kawika Cotner,28.85,750,26
26,0,08537,J.P. Hayes,28.85,750,26
28,0,01378,David Frost,28.89,520,18
28,0,01823,Larry Mize,28.89,520,18
30,0,01468,Gary Hallberg,28.92,723,25
30,0,08337,Mike Heinen,28.92,752,26
32,0,06567,Vijay Singh,28.95,550,19
32,0,02190,Doug Tewell,28.95,579,20
34,0,09011,David Duval,28.96,666,23
35,0,01408,Kelly Gibson,28.97,927,32
36,0,01331,Rick Fehr,29.00,609,21
36,0,01388,Robert Gamez,29.00,754,26
36,0,01706,Davis Love III,29.00,580,20
36,0,06657,Steve Rintoul,29.00,928,32
36,0,02214,Kirk Triplett,29.00,754,26
36,0,02279,Mark Wiebe,29.00,638,22
36,0,02321,Fuzzy Zoeller,29.00,348,12
43,0,01098,Jay Don Blake,29.04,726,25
43,0,01748,Doug Martin,29.04,784,27
43,0,01945,Kenny Perry,29.04,668,23
46,0,01185,Brandel Chamblee,29.05,639,22
46,0,01361,Dan Forsman,29.05,610,21
