RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3+ PUTTS,TOTAL ROUNDS
1,0,02256,Tom Watson,.05,3,56
2,0,01175,Jim Carter,.04,4,96
2,0,01682,Wayne Levi,.04,2,52
2,0,02214,Kirk Triplett,.04,4,100
2,0,06577,John Wilson,.04,4,95
6,0,01035,Tommy Armour III,.03,3,92
6,0,01361,Dan Forsman,.03,2,77
6,0,01408,Kelly Gibson,.03,3,101
6,0,06575,Dudley Hart,.03,3,96
6,0,02094,Tony Sills,.03,2,73
6,0,02135,Mike Standly,.03,3,93
12,0,01014,Fulton Allem,.02,1,55
12,0,07867,Woody Austin,.02,2,114
12,0,10569,Mike Brisky,.02,2,87
12,0,08717,Kawika Cotner,.02,2,82
12,0,01388,Robert Gamez,.02,2,82
12,0,01607,Brian Kamm,.02,2,90
12,0,20094,Jonathan Kaye,.02,1,65
12,0,06012,Greg Kraft,.02,2,100
12,0,01690,Bruce Lietzke,.02,1,53
12,0,01783,Mark McCumber,.02,1,66
12,0,20095,Carl Paulson,.02,1,62
12,0,02099,Scott Simpson,.02,2,88
12,0,02242,Lanny Wadkins,.02,1,59
12,0,10425,Jay Williamson,.02,1,65
26,0,20051,Joe Acosta Jr.,.01,1,74
26,0,01024,Billy Andrade,.01,1,90
26,0,07721,Pat Bates,.01,1,81
26,0,01093,Ronnie Black,.01,1,90
26,0,01098,Jay Don Blake,.01,1,86
26,0,01116,Michael Bradley,.01,1,88
26,0,01132,Mark Brooks,.01,1,93
26,0,01142,Bart Bryant,.01,1,82
26,0,06809,Bob Burns,.01,1,83
26,0,07569,Mark Carnevale,.01,1,77
26,0,01185,Brandel Chamblee,.01,1,75
26,0,01201,Lennie Clements,.01,1,93
26,0,01249,John Daly,.01,1,75
26,0,08931,Glen Day,.01,1,91
26,0,01261,Jay Delsing,.01,1,77
26,0,09011,David Duval,.01,1,89
26,0,01306,David Edwards,.01,1,74
26,0,01307,Joel Edwards,.01,1,95
26,0,01313,Steve Elkington,.01,1,71
26,0,01320,Bob Estes,.01,1,91
26,0,01330,David Feherty,.01,1,71
26,0,01331,Rick Fehr,.01,1,76
26,0,01374,Robin Freeman,.01,1,97
26,0,01381,Fred Funk,.01,1,112
26,0,10809,Jim Furyk,.01,1,102
26,0,01414,Bob Gilder,.01,1,85
26,0,01468,Gary Hallberg,.01,1,78
26,0,01475,Donnie Hammond,.01,1,80
26,0,01510,Nolan Henke,.01,1,81
26,0,06617,Brian Henninger,.01,1,79
26,0,01553,John Huston,.01,1,81
26,0,01569,Peter Jacobsen,.01,1,93
26,0,01577,Lee Janzen,.01,1,96
26,0,01619,Skip Kendall,.01,1,96
26,0,06332,Neal Lancaster,.01,1,90
26,0,10860,Justin Leonard,.01,1,110
26,0,01685,J.L. Lewis,.01,1,85
26,0,01701,Bob Lohr,.01,1,95
26,0,01707,Steve Lowery,.01,1,107
26,0,01771,Blaine McCallister,.01,1,90
26,0,01925,Jerry Pate,.01,1,70
26,0,01943,Chris Perry,.01,1,87
26,0,02049,Gene Sauers,.01,1,75
26,0,02101,Joey Sindelar,.01,1,71
26,0,02146,Payne Stewart,.01,1,97
26,0,02159,Curtis Strange,.01,1,84
26,0,06048,Dicky Thompson,.01,1,70
26,0,06613,Tommy Tolles,.01,1,79
26,0,02218,Ted Tryba,.01,1,104
26,0,02225,Howard Twitty,.01,1,87
26,0,02226,Tray Tyner,.01,1,82
26,0,08563,Bruce Vaughan,.01,1,93
26,0,02245,Grant Waite,.01,1,84
26,0,02246,Duffy Waldorf,.01,1,90
26,0,06791,Mark Wurtz,.01,1,84
