RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
1,0,21731,Freddie Jacobson,.85,141,12
2,0,01677,Tom Lehman,.83,109,9
3,0,22548,Patrick Sheehan,.70,215,15
3,0,21878,Mark Wilson,.70,142,10
5,0,20634,Peter Lonard,.63,95,6
5,0,01797,Rocco Mediate,.63,64,4
7,0,19972,José Coceres,.61,114,7
7,0,20663,Brenden Pappas,.61,214,13
7,0,22405,Justin Rose,.61,99,6
10,0,19846,Brian Gay,.60,151,9
10,0,01948,Tim Petrovic,.60,182,11
12,0,20850,Daniel Chopra,.58,190,11
13,0,23541,Ben Crane,.57,194,11
14,0,23613,Rich Barcelo,.56,126,7
14,0,20593,Greg Chalmers,.56,124,7
14,0,23108,Matt Kuchar,.56,178,10
14,0,06515,Shaun Micheel,.56,179,10
14,0,10107,Deane Pappas,.56,124,7
14,0,07749,Brett Quigley,.56,215,12
14,0,06527,Steve Stricker,.56,142,8
21,0,19881,Robert Damron,.55,165,9
22,0,06809,Bob Burns,.54,147,8
22,0,12753,David Morland IV,.54,129,7
24,0,19825,Darren Clarke,.53,76,4
24,0,10201,Matt Gogel,.53,131,7
26,0,06251,Chris DiMarco,.51,158,8
26,0,20094,Jonathan Kaye,.51,136,7
26,0,02101,Joey Sindelar,.51,178,9
29,0,11032,Frank Lickliter II,.50,161,8
29,0,20127,Chris Riley,.50,100,5
31,0,12652,Cameron Beckman,.49,185,9
31,0,21961,Charles Howell III,.49,183,9
33,0,08931,Glen Day,.47,169,8
33,0,02002,John Riegger,.47,107,5
33,0,02049,Gene Sauers,.47,172,8
36,0,19824,Craig Barlow,.46,131,6
36,0,20104,Ken Duke,.46,173,8
38,0,01161,Mark Calcavecchia,.45,110,5
38,0,25686,Jason Dufner,.45,154,7
38,0,01527,Scott Hoch,.45,88,4
38,0,25345,Carl Pettersson,.45,154,7
38,0,02104,Jeff Sluman,.45,155,7
43,0,07721,Pat Bates,.44,204,9
43,0,01157,Tom Byrum,.44,136,6
43,0,20472,Alex Cejka,.44,90,4
43,0,23135,Tim Clark,.44,136,6
43,0,01226,Fred Couples,.44,91,4
43,0,24024,Zach Johnson,.44,227,10
43,0,01968,Nick Price,.44,68,3
50,0,07223,Brian Bateman,.43,164,7
50,0,01142,Bart Bryant,.43,138,6
50,0,01724,Jeff Maggert,.43,93,4
50,0,07939,Dan Olsen,.43,141,6
50,0,02239,Scott Verplank,.43,138,6
50,0,10423,Mike Weir,.43,94,4
56,0,01320,Bob Estes,.42,96,4
57,0,01219,John Cook,.41,97,4
57,0,01941,Tom Pernice Jr.,.41,172,7
57,0,02214,Kirk Triplett,.41,121,5
60,0,06214,Guy Boros,.40,126,5
60,0,01127,Danny Briggs,.40,177,7
60,0,01378,David Frost,.40,177,7
60,0,23063,Scott Hend,.40,149,6
64,0,01024,Billy Andrade,.39,179,7
64,0,24507,Jason Bohn,.39,180,7
64,0,01249,John Daly,.39,129,5
64,0,06522,Ernie Els,.39,77,3
64,0,01329,Brad Faxon,.39,129,5
64,0,21805,Harrison Frazar,.39,128,5
64,0,12645,Brent Geiberger,.39,228,9
64,0,08075,Jerry Kelly,.39,180,7
64,0,23552,Hank Kuehne,.39,180,7
64,0,24361,Pat Perez,.39,206,8
74,0,21633,Steve Allan,.38,185,7
74,0,01203,Russ Cochran,.38,105,4
74,0,20585,Niclas Fasth,.38,105,4
74,0,26420,Richard Johnson,.38,209,8
74,0,01920,Craig Parry,.38,80,3
74,0,06567,Vijay Singh,.38,182,7
74,0,23307,Roger Tambellini,.38,157,6
74,0,02223,Bob Tway,.38,131,5
82,0,24925,Jonathan Byrd,.37,134,5
82,0,24781,Hunter Mahan,.37,164,6
84,0,20498,Briny Baird,.36,193,7
84,0,01553,John Huston,.36,84,3
84,0,20382,Stephen Leaney,.36,140,5
84,0,06373,José María Olazábal,.36,83,3
84,0,12660,Jesper Parnevik,.36,169,6
84,0,20645,John Senden,.36,225,8
90,0,06004,Stephen Ames,.35,171,6
90,0,20572,Rod Pampling,.35,170,6
90,0,02106,Chris Smith,.35,256,9
90,0,20548,Hidemichi Tanaka,.35,170,6
94,0,20098,Stuart Appleby,.34,117,4
94,0,08123,Jeff Brehaut,.34,208,7
94,0,07457,Steve Flesch,.34,176,6
94,0,08881,Tripp Isenhour,.34,88,3
94,0,06332,Neal Lancaster,.34,206,7
94,0,22046,Geoff Ogilvy,.34,146,5
94,0,23623,Bo Van Pelt,.34,174,6
101,0,12394,Tom Carter,.33,246,8
101,0,01887,Mark O'Meara,.33,92,3
103,0,21407,Arjun Atwal,.32,157,5
103,0,07867,Woody Austin,.32,156,5
103,0,01766,Billy Mayfair,.32,222,7
103,0,20628,Arron Oberholser,.32,125,4
103,0,22913,John Rollins,.32,124,4
103,0,22293,Heath Slocum,.32,157,5
103,0,02206,David Toms,.32,126,4
103,0,08793,Tiger Woods,.32,126,4
111,0,01035,Tommy Armour III,.31,162,5
111,0,20029,Notah Begay III,.31,128,4
111,0,01706,Davis Love III,.31,131,4
111,0,23325,Vaughn Taylor,.31,129,4
115,0,07363,Craig Bowden,.30,164,5
115,0,24290,D.J. Brigman,.30,166,5
115,0,24357,K.J. Choi,.30,132,4
115,0,11123,Chris Couch,.30,101,3
115,0,01361,Dan Forsman,.30,165,5
115,0,12705,Cliff Kresge,.30,164,5
115,0,10585,Scott McCarron,.30,165,5
115,0,02010,Loren Roberts,.30,132,4
115,0,06078,Esteban Toledo,.30,169,5
115,0,10425,Jay Williamson,.30,166,5
125,0,21646,David Branshaw,.29,140,4
125,0,01685,J.L. Lewis,.29,171,5
127,0,01381,Fred Funk,.28,176,5
127,0,25900,Lucas Glover,.28,176,5
127,0,25396,Kevin Na,.28,176,5
130,0,20229,Stewart Cink,.27,147,4
130,0,23983,Luke Donald,.27,148,4
130,0,06621,Joe Durant,.27,147,4
130,0,12760,Danny Ellis,.27,148,4
130,0,10860,Justin Leonard,.27,112,3
130,0,10912,Craig Perks,.27,148,4
130,0,02246,Duffy Waldorf,.27,147,4
137,0,01261,Jay Delsing,.26,153,4
137,0,08337,Mike Heinen,.26,115,3
137,0,10733,Kent Jones,.26,191,5
137,0,12680,Shigeki Maruyama,.26,154,4
137,0,01938,David Peoples,.26,156,4
137,0,12602,Dean Wilson,.26,190,5
143,0,22371,Aaron Baddeley,.25,159,4
143,0,01139,Olin Browne,.25,158,4
143,0,20433,Mark Hensby,.25,157,4
143,0,25237,Kevin Muncrief,.25,81,2
147,0,06197,Michael Allen,.24,167,4
147,0,23614,Rich Beem,.24,123,3
147,0,01313,Steve Elkington,.24,127,3
147,0,12823,Carlos Franco,.24,205,5
147,0,21209,Sergio Garcia,.24,123,3
147,0,06575,Dudley Hart,.24,83,2
147,0,01577,Lee Janzen,.24,165,4
147,0,21959,Ted Purdy,.24,210,5
147,0,23621,Rory Sabbatini,.24,166,4
147,0,02245,Grant Waite,.24,166,4
157,0,01042,Paul Azinger,.23,133,3
157,0,01761,Len Mattiace,.23,172,4
157,0,01771,Blaine McCallister,.23,130,3
160,0,20121,Todd Fischer,.22,182,4
160,0,08339,Spike McRoy,.22,185,4
162,0,01666,Bernhard Langer,.21,94,2
162,0,01707,Steve Lowery,.21,146,3
162,0,23320,Ryan Palmer,.21,195,4
165,0,10885,Robert Allenby,.20,153,3
165,0,23338,David Gossett,.20,101,2
165,0,01473,Todd Hamilton,.20,148,3
165,0,21949,Joe Ogilvie,.20,149,3
165,0,01926,Steve Pate,.20,149,3
165,0,08385,Omar Uresti,.20,148,3
171,0,12510,Chad Campbell,.19,156,3
172,0,23353,J.J. Henry,.18,221,4
172,0,01619,Skip Kendall,.18,168,3
174,0,20378,Mathias Grönberg,.17,178,3
174,0,08537,J.P. Hayes,.17,119,2
176,0,12782,Tim Herron,.15,135,2
176,0,26287,Roland Thatcher,.15,133,2
178,0,01927,Dennis Paulson,.14,143,2
178,0,01928,Corey Pavin,.14,146,2
178,0,06595,Kevin Sutherland,.14,142,2
181,0,20157,Retief Goosen,.12,86,1
182,0,01132,Mark Brooks,.11,94,1
182,0,22621,Ben Curtis,.11,90,1
182,0,23497,Tag Ridings,.11,92,1
182,0,24502,Adam Scott,.11,89,1
182,0,20580,Andre Stolz,.11,92,1
187,0,01457,Jay Haas,.09,109,1
187,0,12682,Hirofumi Miyase,.09,115,1
189,0,08835,Kris Cox,.08,128,1
189,0,21893,Brian Kortan,.08,129,1
189,0,01810,Phil Mickelson,.08,124,1
189,0,01945,Kenny Perry,.08,131,1
189,0,06613,Tommy Tolles,.08,123,1
194,0,01388,Robert Gamez,.06,159,1
195,0,10213,Dicky Pride,.00,127
195,0,02099,Scott Simpson,.00,110
