RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,08881,Tripp Isenhour,155.9,2891127000,515
2,0,01226,Fred Couples,156.1,2522953000,449
2,0,21893,Brian Kortan,156.1,3770976000,671
4,0,11123,Chris Couch,156.2,2496453000,444
5,0,01927,Dennis Paulson,156.3,4095744000,728
6,0,10107,Deane Pappas,156.7,3881628000,688
7,0,08537,J.P. Hayes,156.9,4116443000,729
8,0,01771,Blaine McCallister,157.2,3967132000,701
8,0,20580,Andre Stolz,157.2,2919560000,516
10,0,12394,Tom Carter,157.5,6169020000,1088
11,0,23063,Scott Hend,157.6,3919520000,691
12,0,01035,Tommy Armour III,157.7,4917893000,866
12,0,01249,John Daly,157.7,4047206000,713
12,0,21805,Harrison Frazar,157.7,4315465000,760
15,0,24024,Zach Johnson,157.8,5715329000,1006
15,0,23325,Vaughn Taylor,157.8,4624001000,814
17,0,01887,Mark O'Meara,157.9,2654697000,467
18,0,23613,Rich Barcelo,158.0,3680269000,647
18,0,01127,Danny Briggs,158.0,4749669000,835
20,0,19824,Craig Barlow,158.3,4446091000,780
21,0,24925,Jonathan Byrd,158.4,4449220000,780
21,0,11032,Frank Lickliter II,158.4,4726342000,829
23,0,01139,Olin Browne,158.5,5175472000,907
23,0,12760,Danny Ellis,158.5,4320719000,757
23,0,10425,Jay Williamson,158.5,5877758000,1030
26,0,21633,Steve Allan,158.6,5668011000,993
26,0,01219,John Cook,158.6,3283423000,575
26,0,12682,Hirofumi Miyase,158.6,3523058000,617
26,0,08385,Omar Uresti,158.6,5063252000,887
30,0,02099,Scott Simpson,158.7,3273460000,573
31,0,01527,Scott Hoch,158.8,2949090000,516
31,0,20572,Rod Pampling,158.8,5020082000,878
33,0,01388,Robert Gamez,158.9,5800793000,1014
34,0,10201,Matt Gogel,159.0,4470665000,781
35,0,08931,Glen Day,159.1,5601365000,978
35,0,01313,Steve Elkington,159.1,3632437000,634
37,0,24357,K.J. Choi,159.2,4051997000,707
37,0,12782,Tim Herron,159.2,4487081000,783
39,0,01203,Russ Cochran,159.3,3549115000,619
39,0,01378,David Frost,159.3,4862166000,848
39,0,22046,Geoff Ogilvy,159.3,4667586000,814
42,0,12753,David Morland IV,159.4,3787012000,660
43,0,06197,Michael Allen,159.5,4966555000,865
43,0,02106,Chris Smith,159.5,5597178000,975
45,0,23353,J.J. Henry,159.6,6060559000,1055
45,0,02214,Kirk Triplett,159.6,4310064000,750
47,0,10912,Craig Perks,159.7,4086836000,711
47,0,22293,Heath Slocum,159.7,5542784000,964
49,0,10213,Dicky Pride,159.8,3894689000,677
