RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,01928,Corey Pavin,13.93,17,122,+0.06
2,0,20382,Stephen Leaney,9.18,9,98,-0.22
3,0,25190,Jeff Quinney,7.59,12,158,+0.42
4,0,10505,Shane Bertsch,6.77,13,192,+0.23
5,0,26420,Richard Johnson,6.73,7,104,+0.43
6,0,01139,Olin Browne,6.67,10,150,-0.10
7,0,20443,Jin Park,6.49,10,154,+0.50
8,0,06643,Paul Goydos,6.25,9,144,+0.56
8,0,24024,Zach Johnson,6.25,9,144,+0.33
10,0,07457,Steve Flesch,5.29,9,170,-0.22
11,0,23108,Matt Kuchar,5.26,8,152,+0.50
12,0,01161,Mark Calcavecchia,5.17,6,116,E
13,0,08385,Omar Uresti,5.00,7,140,+0.43
14,0,21350,Ryuji Imada,4.86,7,144,+0.29
14,0,22348,Nick O'Hern,4.86,7,144,+0.14
16,0,06012,Greg Kraft,4.72,5,106,+0.80
17,0,01388,Robert Gamez,4.55,7,154,+0.43
18,0,19846,Brian Gay,4.44,8,180,E
18,0,12680,Shigeki Maruyama,4.44,4,90,+0.50
20,0,06527,Steve Stricker,4.31,5,116,+0.60
21,0,01707,Steve Lowery,4.29,6,140,+0.17
22,0,09011,David Duval,4.26,4,94,+0.25
23,0,07547,Craig Kanada,4.24,5,118,-0.20
24,0,19913,Ron Whittaker,4.17,4,96,+0.50
25,0,22582,Kyle Thompson,3.91,5,128,+0.40
26,0,20848,Ángel Cabrera,3.85,3,78,+0.33
27,0,12823,Carlos Franco,3.73,5,134,E
28,0,08845,Scott Sterling,3.70,6,162,E
29,0,06004,Stephen Ames,3.68,5,136,+0.40
30,0,02239,Scott Verplank,3.62,5,138,+0.40
31,0,12602,Dean Wilson,3.54,7,198,+0.29
32,0,10423,Mike Weir,3.52,5,142,-0.20
33,0,24357,K.J. Choi,3.45,4,116,E
