RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,01928,Corey Pavin,39.34,48,122,-0.15
2,0,19846,Brian Gay,25.56,46,180,-0.04
3,0,20623,Gavin Coles,22.83,21,92,+0.24
4,0,12680,Shigeki Maruyama,22.22,20,90,+0.05
5,0,10505,Shane Bertsch,21.88,42,192,-0.02
6,0,25190,Jeff Quinney,21.52,34,158,-0.03
7,0,06575,Dudley Hart,20.71,29,140,+0.17
8,0,08931,Glen Day,20.69,24,116,+0.25
9,0,12826,Paul Claxton,20.18,23,114,+0.09
10,0,21753,Brian Davis,19.91,43,216,+0.12
11,0,25720,Chad Collins,18.94,25,132,+0.04
12,0,07547,Craig Kanada,18.64,22,118,-0.05
13,0,20443,Jin Park,18.18,28,154,-0.04
14,0,06012,Greg Kraft,17.92,19,106,-0.05
15,0,08385,Omar Uresti,17.86,25,140,E
16,0,08075,Jerry Kelly,17.76,27,152,+0.26
17,0,19913,Ron Whittaker,17.71,17,96,+0.18
18,0,20127,Chris Riley,17.44,15,86,E
19,0,06643,Paul Goydos,16.67,24,144,-0.08
19,0,12602,Dean Wilson,16.67,33,198,+0.03
21,0,01797,Rocco Mediate,16.00,24,150,+0.21
22,0,23108,Matt Kuchar,15.79,24,152,-0.08
23,0,06251,Chris DiMarco,15.66,26,166,+0.04
24,0,01139,Olin Browne,15.33,23,150,+0.13
25,0,06090,Jim McGovern,15.22,21,138,+0.24
25,0,02239,Scott Verplank,15.22,21,138,-0.19
27,0,10585,Scott McCarron,14.75,18,122,E
28,0,20634,Peter Lonard,14.63,24,164,-0.13
29,0,24024,Zach Johnson,14.58,21,144,+0.05
30,0,27060,John Mallinger,14.37,25,174,+0.12
31,0,20382,Stephen Leaney,14.29,14,98,+0.14
32,0,01941,Tom Pernice Jr.,14.22,29,204,+0.17
33,0,10809,Jim Furyk,14.10,22,156,-0.09
34,0,10860,Justin Leonard,13.92,22,158,E
35,0,09011,David Duval,13.83,13,94,+0.31
36,0,25349,Tim Wilkinson,13.79,24,174,E
37,0,02223,Bob Tway,13.71,17,124,+0.06
38,0,12705,Cliff Kresge,13.46,21,156,+0.29
39,0,02206,David Toms,13.39,15,112,+0.20
40,0,12652,Cameron Beckman,13.29,21,158,-0.14
41,0,22348,Nick O'Hern,13.19,19,144,+0.05
42,0,01313,Steve Elkington,13.13,21,160,-0.10
43,0,08845,Scott Sterling,12.96,21,162,+0.29
44,0,24227,Justin Bolli,12.50,20,160,+0.20
44,0,21350,Ryuji Imada,12.50,18,144,-0.22
46,0,27649,Brandt Snedeker,12.14,17,140,+0.12
47,0,23718,Nathan Green,12.11,23,190,+0.30
48,0,22806,Doug LaBelle II,12.04,13,108,+0.15
49,0,01142,Bart Bryant,11.97,17,142,E
50,0,08537,J.P. Hayes,11.94,16,134,+0.38
51,0,25396,Kevin Na,11.86,23,194,+0.22
52,0,01388,Robert Gamez,11.69,18,154,+0.33
53,0,26420,Richard Johnson,11.54,12,104,+0.08
54,0,24912,Will MacKenzie,11.29,14,124,+0.57
54,0,20160,Charlie Wi,11.29,21,186,+0.10
56,0,21878,Mark Wilson,11.21,24,214,+0.04
57,0,01724,Jeff Maggert,11.05,19,172,+0.16
58,0,21461,Kenneth Ferrie,10.94,14,128,+0.57
59,0,20433,Mark Hensby,10.56,15,142,+0.53
60,0,01024,Billy Andrade,10.45,14,134,+0.21
61,0,23797,Brett Rumford,10.29,14,136,+0.14
62,0,10649,Tom Scherrer,10.00,10,100,+0.30
63,0,06034,Marco Dawson,9.82,11,112,+0.09
63,0,20104,Ken Duke,9.82,22,224,+0.09
65,0,20472,Alex Cejka,9.70,13,134,+0.23
65,0,12823,Carlos Franco,9.70,13,134,E
67,0,10733,Kent Jones,9.68,12,124,-0.08
68,0,01320,Bob Estes,9.66,17,176,-0.06
69,0,19803,Ryan Armour,9.64,16,166,+0.06
69,0,26668,Marc Turnesa,9.64,16,166,+0.19
71,0,01473,Todd Hamilton,9.62,15,156,+0.20
72,0,21731,Freddie Jacobson,9.56,13,136,+0.38
73,0,01161,Mark Calcavecchia,9.48,11,116,-0.18
74,0,22293,Heath Slocum,9.44,17,180,+0.41
75,0,07457,Steve Flesch,9.41,16,170,-0.13
76,0,22582,Kyle Thompson,9.38,12,128,+0.08
77,0,21949,Joe Ogilvie,9.24,17,184,+0.29
78,0,24663,Y.E. Yang,9.20,16,174,+0.31
79,0,10423,Mike Weir,9.15,13,142,-0.23
80,0,26500,Alejandro Cañizares,9.09,8,88,+0.25
80,0,12309,Bob Sowards,9.09,10,110,E
82,0,23048,Eric Axley,9.05,19,210,+0.26
83,0,22548,Patrick Sheehan,8.93,20,224,E
84,0,24925,Jonathan Byrd,8.86,14,158,E
85,0,06004,Stephen Ames,8.82,12,136,E
86,0,23541,Ben Crane,8.75,14,160,+0.36
87,0,01707,Steve Lowery,8.57,12,140,+0.25
88,0,24449,Parker McLachlin,8.54,14,164,+0.07
89,0,01035,Tommy Armour III,8.45,12,142,+0.17
90,0,20157,Retief Goosen,8.33,7,84,+0.14
90,0,24138,Ian Poulter,8.33,6,72,-0.17
92,0,12660,Jesper Parnevik,8.13,13,160,+0.31
93,0,26951,Johnson Wagner,8.11,12,148,-0.08
94,0,23135,Tim Clark,7.79,12,154,+0.08
95,0,23788,D.J. Trahan,7.74,13,168,+0.31
96,0,06197,Michael Allen,7.65,13,170,+0.62
97,0,01766,Billy Mayfair,7.58,15,198,-0.07
98,0,12782,Tim Herron,7.53,14,186,+0.21
99,0,26695,Michael Letzig,7.50,12,160,+0.08
100,0,22371,Aaron Baddeley,7.38,9,122,+0.22
101,0,25345,Carl Pettersson,7.35,15,204,+0.53
