RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
1,0,33448,Justin Thomas,68.48,2123,31
2,0,39971,Sungjae Im,68.65,3913,57
3,0,29221,Webb Simpson,68.76,2613,38
4,0,21961,Charles Howell III,68.86,2961,43
5,0,35450,Patrick Cantlay,68.89,1929,28
6,0,46970,Jon Rahm,68.95,1448,21
7,0,10809,Jim Furyk,69.03,2140,31
7,0,34360,Patrick Reed,69.03,2761,40
9,0,25364,Paul Casey,69.12,2281,33
10,0,32839,Hideki Matsuyama,69.16,2974,43
11,0,29725,Tony Finau,69.19,2491,36
12,0,47993,Denny McCarthy,69.22,2838,41
13,0,34021,Bud Cauley,69.27,3048,44
14,0,39546,Keith Mitchell,69.30,2980,43
15,0,49960,Sepp Straka,69.34,2011,29
16,0,28089,Jason Day,69.35,2150,31
16,0,27064,Jhonattan Vegas,69.35,2566,37
18,0,23108,Matt Kuchar,69.37,2428,35
18,0,32640,Troy Merritt,69.37,1873,27
20,0,27936,Martin Laird,69.38,2775,40
21,0,24502,Adam Scott,69.39,1596,23
22,0,32102,Rickie Fowler,69.43,2430,35
23,0,33419,Cameron Tringale,69.45,2153,31
24,0,25900,Lucas Glover,69.47,2987,43
25,0,31323,Gary Woodland,69.49,2710,39
26,0,40026,Daniel Berger,69.50,2363,34
27,0,34046,Jordan Spieth,69.53,2364,34
28,0,46435,Austin Cook,69.56,2226,32
29,0,25818,Scott Piercy,69.57,3061,44
30,0,32150,Michael Thompson,69.58,2644,38
31,0,28237,Rory McIlroy,69.60,1392,20
32,0,48081,Xander Schauffele,69.62,2019,29
33,0,27214,Kevin Streelman,69.63,2855,41
34,0,30925,Dustin Johnson,69.67,1881,27
35,0,36689,Brooks Koepka,69.68,2160,31
35,0,40115,Adam Svensson,69.68,2160,31
37,0,29970,Dylan Frittelli,69.75,2790,40
37,0,48822,Sebastián Muñoz,69.75,2790,40
39,0,49298,Kramer Hickok,69.76,2930,42
39,0,33486,Roger Sloan,69.76,2651,38
39,0,37189,Harold Varner III,69.76,2860,41
42,0,29478,Kevin Kisner,69.77,3070,44
43,0,26300,Matt Jones,69.79,2722,39
43,0,26951,Johnson Wagner,69.79,2024,29
45,0,24925,Jonathan Byrd,69.81,1815,26
46,0,39324,J.J. Spaun,69.82,3142,45
46,0,49964,Aaron Wise,69.82,2723,39
48,0,45157,Cam Davis,69.85,2724,39
48,0,34099,Harris English,69.85,3632,52
50,0,45486,Joaquin Niemann,69.86,3493,50
51,0,30911,Tommy Fleetwood,69.89,1957,28
51,0,23320,Ryan Palmer,69.89,2656,38
51,0,47128,Richy Werenski,69.89,3075,44
54,0,33948,Byeong Hun An,69.90,2726,39
55,0,23325,Vaughn Taylor,69.91,3216,46
56,0,26851,Marc Leishman,69.92,2587,37
57,0,27649,Brandt Snedeker,69.93,3916,56
58,0,34256,Andrew Putnam,69.94,2378,34
58,0,47347,Adam Schenk,69.94,3357,48
60,0,19803,Ryan Armour,69.96,3358,48
61,0,34363,Tyrrell Hatton,69.97,2099,30
62,0,27895,Jonas Blixt,69.98,2869,41
62,0,33141,Keegan Bradley,69.98,3289,47
62,0,29535,Brice Garnett,69.98,2939,42
65,0,49771,J.T. Poston,70.02,3431,49
66,0,31646,Emiliano Grillo,70.03,2661,38
66,0,36799,Stephan Jaeger,70.03,2591,37
66,0,49766,Hank Lebioda,70.03,2731,39
66,0,33418,Shawn Stefani,70.03,2451,35
