RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
1,0,22378,Trevor Immelman,246,Travelers Champ,1,13 - Par 5
2,0,22792,Peter Hanson,223,Quicken Loans,3,2 - Par 3 -
3,0,24490,George McNeill,219,The Greenbrier,4,8 - Par 3 -
4,0,46046,Scottie Scheffler,219,HP Byron Nelson,3,2 - Par 3 -
5,0,29425,Andrew Svoboda,216,St. Jude,2,5 - Par 4 -
6,0,25572,Graeme McDowell,213,Canadian Open,1,11 - Par 4
7,0,02206,David Toms,200,Wyndham Champ,3,7 - Par 3 -
8,0,33418,Shawn Stefani,199,The Barclays,2,12 - Par 4
9,0,33419,Cameron Tringale,197,Zurich Classic,2,12 - Par 4
10,0,21753,Brian Davis,197,Wells Fargo,4,10 - Par 5
11,0,35840,Kevin Foley,195,Wyndham Champ,3,12 - Par 3
12,0,12510,Chad Campbell,194,John Deere Clas,3,9 - Par 4 -
13,0,32448,James Hahn,193,Sony Open,2,9 - Par 5 -
14,0,28114,Dawie van der Walt,185,WGC-Cadillac,4,7 - Par 4 -
15,0,27330,Josh Teater,184,Zurich Classic,2,17 - Par 3
16,0,25191,Gonzalo Fernandez-Castaño,184,Canadian Open,1,1 - Par 4 -
18,0,32334,Charlie Beljan,183,Wells Fargo,2,3 - Par 4 -
19,0,25720,Chad Collins,182,Sony Open,2,1 - Par 4 -
20,0,32831,Aaron Goldberg,181,Northern Trust,2,18 - Par 4
21,0,20160,Charlie Wi,179,Canadian Open,3,9 - Par 4 -
22,0,35539,Luke Guthrie,179,John Deere Clas,2,18 - Par 4
23,0,27895,Jonas Blixt,178,PGA Championshi,2,15 - Par 4
24,0,34021,Bud Cauley,176,The Greenbrier,4,18 - Par 3
25,0,20848,Ángel Cabrera,176,The Greenbrier,4,13 - Par 4
26,0,33413,Ben Martin,176,St. Jude,1,18 - Par 4
27,0,29479,Scott Brown,171,Deutsche Bank,2,8 - Par 3 -
28,0,29478,Kevin Kisner,171,Zurich Classic,1,12 - Par 4
29,0,21961,Charles Howell III,170,Phoenix Open,1,11 - Par 4
30,0,26951,Johnson Wagner,167,Wyndham Champ,2,9 - Par 4 -
31,0,27644,Brian Harman,166,Honda Classic,3,12 - Par 4
33,0,24461,Thomas Aiken,165,Canadian Open,4,15 - Par 4
34,0,32200,Roberto Castro,165,Wells Fargo,2,12 - Par 4
35,0,22046,Geoff Ogilvy,162,Phoenix Open,3,9 - Par 4 -
36,0,31202,William McGirt,159,Shriners Hosp.,3,7 - Par 4 -
37,0,26300,Matt Jones,157,Shriners Hosp.,2,6 - Par 4 -
38,0,20098,Stuart Appleby,157,St. Jude,1,8 - Par 3 -
39,0,28092,D.H. Lee,156,John Deere Clas,2,8 - Par 4 -
42,0,24925,Jonathan Byrd,154,Travelers Champ,2,11 - Par 3
43,0,30110,Kyle Stanley,152,The Greenbrier,1,2 - Par 4 -
44,0,25444,Justin Hicks,152,Shell Houston,1,6 - Par 4 -
45,0,39977,Max Homa,152,Shriners Hosp.,4,10 - Par 4
46,0,10809,Jim Furyk,151,Northern Trust,1,2 - Par 4 -
48,0,34098,Russell Henley,150,Honda Classic,3,14 - Par 4
49,0,24663,Y.E. Yang,150,Frys.com Open,2,7 - Par 3 -
50,0,10860,Justin Leonard,147,THE PLAYERS,1,1 - Par 4 -
51,0,25834,Daniel Summerhays,147,John Deere Clas,3,5 - Par 4 -
53,0,32366,Kevin Chappell,145,The McGladrey,4,9 - Par 4 -
54,0,28158,Steve Marino,144,HP Byron Nelson,3,9 - Par 4 -
55,0,22913,John Rollins,142,Texas Open,2,6 - Par 4 -
56,0,22621,Ben Curtis,142,The McGladrey,1,8 - Par 4 -
57,0,06004,Stephen Ames,139,Zurich Classic,1,1 - Par 4 -
58,0,20229,Stewart Cink,139,THE PLAYERS,3,7 - Par 4 -
59,0,12716,Charley Hoffman,138,Farmers Ins.,4,3 - Par 3 -
60,0,32839,Hideki Matsuyama,138,Northern Trust,3,5 - Par 4 -
62,0,29535,Brice Garnett,137,Travelers Champ,2,3 - Par 4 -
63,0,33141,Keegan Bradley,134,Shell Houston,4,3 - Par 4 -
64,0,33448,Justin Thomas,134,Memorial Tourn,2,3 - Par 4 -
65,0,31323,Gary Woodland,133,Hyundai T of C,2,7 - Par 4 -
67,0,29289,S.Y. Noh,131,Shriners Hosp.,4,9 - Par 5 -
69,0,26758,David Hearn,130,Honda Classic,3,10 - Par 4
70,0,30944,Jason Kokrak,130,Frys.com Open,3,1 - Par 4 -
71,0,29518,Brendan Steele,129,Travelers Champ,1,1 - Par 4 -
72,0,29926,Danny Lee,129,The McGladrey,1,2 - Par 4 -
74,0,28475,Jeff Overton,128,Shriners Hosp.,1,1 - Par 4 -
75,0,26851,Marc Leishman,127,Quicken Loans,2,9 - Par 5 -
76,0,23800,Bryce Molder,126,Shriners Hosp.,1,16 - Par 5
77,0,21209,Sergio Garcia,126,BMW Champ,2,7 - Par 4 -
80,0,34046,Jordan Spieth,125,Northern Trust,1,7 - Par 4 -
82,0,25364,Paul Casey,123,St. Jude,1,2 - Par 4 -
83,0,24507,Jason Bohn,123,The Greenbrier,2,10 - Par 4
84,0,24494,Erik Compton,122,The McGladrey,4,8 - Par 4 -
85,0,36699,Patrick Rodgers,118,The Greenbrier,1,1 - Par 4 -
86,0,34099,Harris English,118,Humana,3,1 - Par 4 -
87,0,34409,David Lingmerth,118,Memorial Tourn,3,6 - Par 4 -
91,0,27466,Spencer Levin,116,RBC Heritage,4,5 - Par 5 -
92,0,24912,Will MacKenzie,116,Zurich Classic,1,8 - Par 4 -
93,0,33461,Morgan Hoffmann,114,Shriners Hosp.,3,7 - Par 4 -
94,0,24399,Scott Gardiner,112,AT&T Pebble,4,4 - Par 4 -
95,0,20645,John Senden,111,John Deere Clas,1,6 - Par 4 -
96,0,33122,Russell Knox,111,Crowne Plaza,3,18 - Par 4
97,0,21805,Harrison Frazar,111,Texas Open,2,18 - Par 5
98,0,34563,Chesson Hadley,111,Texas Open,1,18 - Par 5
99,0,20104,Ken Duke,110,Humana,4,17 - Par 3
100,0,21949,Joe Ogilvie,109,Phoenix Open,4,1 - Par 4 -
101,0,21528,Henrik Stenson,108,WGC-Bridgestone,2,10 - Par 4
103,0,34261,Scott Langley,107,John Deere Clas,2,6 - Par 4 -
104,0,06522,Ernie Els,105,THE PLAYERS,1,4 - Par 4 -
106,0,28500,Martin Flores,105,Wells Fargo,2,11 - Par 4
108,0,34360,Patrick Reed,104,WGC-Bridgestone,4,17 - Par 4
109,0,24361,Pat Perez,103,Wells Fargo,2,11 - Par 4
110,0,25686,Jason Dufner,103,Memorial Tourn,1,11 - Par 5
111,0,23788,D.J. Trahan,102,Humana,2,16 - Par 4
112,0,30927,Brendon Todd,100,Frys.com Open,2,9 - Par 5 -
113,0,30852,Ryo Ishikawa,99,Frys.com Open,3,10 - Par 4
114,0,31193,Jim Renner,99,Frys.com Open,2,12 - Par 5
