RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
42,0,33141,Keegan Bradley,172.0,5695811.000,920
42,0,34264,Hudson Swafford,172.0,4927993.000,796
44,0,35732,Wes Roach,172.1,4220307.000,681
45,0,31557,Jim Herman,172.2,4129283.000,666
45,0,35541,John Peterson,172.2,4691522.000,757
47,0,25562,Andres Romero,172.3,6121172.000,987
47,0,27330,Josh Teater,172.3,6375640.000,1028
49,0,32102,Rickie Fowler,172.4,5270270.000,849
49,0,27936,Martin Laird,172.4,4746866.000,765
51,0,34098,Russell Henley,172.5,6416573.000,1033
52,0,06567,Vijay Singh,172.8,6520840.000,1048
53,0,21209,Sergio Garcia,172.9,3442435.000,553
53,0,29518,Brendan Steele,172.9,6043380.000,971
55,0,29740,Brad Fritsch,173.1,3334019.000,535
55,0,33418,Shawn Stefani,173.1,4892653.000,785
57,0,24781,Hunter Mahan,173.3,6265099.000,1004
58,0,30692,Scott Stallings,173.5,5415380.000,867
59,0,29289,S.Y. Noh,173.6,6398666.000,1024
60,0,27644,Brian Harman,173.8,8632554.000,1380
60,0,28475,Jeff Overton,173.8,5700660.000,911
62,0,26851,Marc Leishman,173.9,5960526.000,952
63,0,23621,Rory Sabbatini,174.0,5548745.000,886
64,0,29420,Billy Horschel,174.1,6004319.000,958
65,0,29535,Brice Garnett,174.2,6753812.000,1077
65,0,32640,Troy Merritt,174.2,4698353.000,749
67,0,06522,Ernie Els,174.3,5440490.000,867
67,0,30926,Chris Kirk,174.3,7478414.000,1192
69,0,32366,Kevin Chappell,174.5,7543888.000,1201
69,0,27770,Camilo Villegas,174.5,7243844.000,1153
71,0,12510,Chad Campbell,174.7,3967850.000,631
71,0,27095,Nick Watney,174.7,4881464.000,776
73,0,01706,Davis Love III,174.8,5448941.000,866
73,0,27214,Kevin Streelman,174.8,5222657.000,830
75,0,32448,James Hahn,175.0,6330072.000,1005
75,0,30852,Ryo Ishikawa,175.0,5336142.000,847
77,0,20645,John Senden,175.3,7055354.000,1118
78,0,22046,Geoff Ogilvy,175.4,6340709.000,1004
79,0,29479,Scott Brown,175.5,7292316.000,1154
79,0,32839,Hideki Matsuyama,175.5,5610556.000,888
81,0,34046,Jordan Spieth,175.6,6915749.000,1094
82,0,01810,Phil Mickelson,175.7,4376176.000,692
83,0,22913,John Rollins,175.8,5779301.000,913
84,0,24846,Ricky Barnes,175.9,6807750.000,1075
85,0,23353,J.J. Henry,176.0,6836482.000,1079
86,0,28486,Michael Putnam,176.1,7924357.000,1250
86,0,21528,Henrik Stenson,176.1,3327713.000,525
88,0,34563,Chesson Hadley,176.2,6173407.000,973
88,0,29221,Webb Simpson,176.2,6469123.000,1020
88,0,28132,Tyrone Van Aswegen,176.2,5608320.000,884
91,0,28259,Sangmoon Bae,176.3,5744935.000,905
91,0,34409,David Lingmerth,176.3,5844002.000,921
93,0,28307,Matt Every,176.4,5638785.000,888
93,0,24924,Bill Haas,176.4,7206208.000,1135
95,0,22371,Aaron Baddeley,176.5,5083058.000,800
95,0,35539,Luke Guthrie,176.5,6632580.000,1044
97,0,28500,Martin Flores,176.7,5947206.000,935
97,0,23623,Bo Van Pelt,176.7,5878322.000,924
99,0,20157,Retief Goosen,176.8,6727946.000,1057
100,0,22378,Trevor Immelman,177.0,5893622.000,925
100,0,29926,Danny Lee,177.0,6080046.000,954
102,0,26956,Bronson La'Cassie,177.1,3162533.000,496
103,0,27963,Chris Stroud,177.2,6332935.000,993
104,0,29478,Kevin Kisner,177.3,6152339.000,964
104,0,29425,Andrew Svoboda,177.3,5853230.000,917
106,0,23108,Matt Kuchar,177.4,6761957.000,1059
106,0,33413,Ben Martin,177.4,5550747.000,869
108,0,31193,Jim Renner,177.5,4542030.000,711
108,0,22405,Justin Rose,177.5,4580413.000,717
110,0,25686,Jason Dufner,177.7,3741469.000,585
110,0,24912,Will MacKenzie,177.7,6421464.000,1004
112,0,26951,Johnson Wagner,177.9,5079037.000,793
113,0,25364,Paul Casey,178.1,3884760.000,606
114,0,24925,Jonathan Byrd,178.2,5768594.000,899
115,0,31202,William McGirt,178.3,7492284.000,1167
116,0,20229,Stewart Cink,178.4,6340615.000,987
117,0,33122,Russell Knox,178.7,7368014.000,1145
118,0,23638,Brendon de Jonge,178.8,8215025.000,1276
118,0,25444,Justin Hicks,178.8,8006127.000,1244
120,0,25191,Gonzalo Fernandez-Castaño,178.9,6130934.000,952
120,0,26596,Ryan Moore,178.9,5588901.000,868
122,0,24494,Erik Compton,179.3,6679152.000,1035
122,0,27649,Brandt Snedeker,179.3,5867132.000,909
122,0,32150,Michael Thompson,179.3,5298817.000,821
125,0,22293,Heath Slocum,179.4,5559211.000,861
126,0,10885,Robert Allenby,179.6,6232626.000,964
127,0,35139,Richard Lee,179.7,5459268.000,844
128,0,01724,Jeff Maggert,179.8,3947769.000,610
128,0,25349,Tim Wilkinson,179.8,6393608.000,988
130,0,27895,Jonas Blixt,180.0,3823749.000,590
130,0,20396,Lee Westwood,180.0,3848194.000,594
132,0,21731,Freddie Jacobson,180.1,7210776.000,1112
132,0,24490,George McNeill,180.1,6271178.000,967
134,0,24024,Zach Johnson,180.2,7584102.000,1169
135,0,21878,Mark Wilson,180.3,5121946.000,789
136,0,20498,Briny Baird,180.5,4034430.000,621
136,0,20104,Ken Duke,180.5,5933373.000,913
136,0,27466,Spencer Levin,180.5,4478156.000,689
136,0,28780,Nicholas Thompson,180.5,6237716.000,960
140,0,27933,John Merrick,180.6,6455994.000,993
141,0,31560,Brian Stuard,180.7,6668360.000,1025
142,0,24361,Pat Perez,180.8,6705171.000,1030
143,0,20593,Greg Chalmers,180.9,6530672.000,1003
143,0,23409,James Driscoll,180.9,5138143.000,789
145,0,34261,Scott Langley,181.1,7101263.000,1089
145,0,25834,Daniel Summerhays,181.1,7928675.000,1216
147,0,25240,D.A. Points,181.2,4930626.000,756
147,0,24663,Y.E. Yang,181.2,5447366.000,835
149,0,27556,Ted Potter Jr.,181.6,5425439.000,830
150,0,02206,David Toms,181.7,4887421.000,747
151,0,20160,Charlie Wi,181.8,5845090.000,893
152,0,21753,Brian Davis,181.9,7320393.000,1118
152,0,08075,Jerry Kelly,181.9,5967091.000,911
154,0,34174,John Huh,182.1,6344992.000,968
155,0,07867,Woody Austin,182.4,5173110.000,788
155,0,32200,Roberto Castro,182.4,5346003.000,814
157,0,29222,Billy Hurley III,182.5,6551659.000,997
158,0,20098,Stuart Appleby,182.7,7625056.000,1159
158,0,33419,Cameron Tringale,182.7,8936042.000,1359
160,0,26758,David Hearn,183.0,7477295.000,1135
161,0,24138,Ian Poulter,183.1,3731794.000,566
162,0,23135,Tim Clark,183.6,5645396.000,854
163,0,19846,Brian Gay,183.7,5748200.000,869
163,0,25396,Kevin Na,183.7,7136892.000,1079
165,0,23541,Ben Crane,183.8,7118456.000,1076
166,0,30927,Brendon Todd,184.3,8387846.000,1264
167,0,24507,Jason Bohn,184.4,6663273.000,1004
168,0,23800,Bryce Molder,184.6,5813442.000,875
169,0,25572,Graeme McDowell,184.9,4232877.000,636
170,0,24357,K.J. Choi,185.9,6142936.000,918
171,0,22621,Ben Curtis,186.4,5905008.000,880
172,0,25720,Chad Collins,186.6,5617289.000,836
173,0,10809,Jim Furyk,188.0,6207521.000,917
174,0,28092,D.H. Lee,188.3,4169671.000,615
175,0,10423,Mike Weir,190.0,4925260.000,720
176,0,23983,Luke Donald,191.9,4171981.000,604
177,0,10860,Justin Leonard,192.1,5851231.000,846
