RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
1,0,25804,Bubba Watson,155.9,4316448.000,769
2,0,30925,Dustin Johnson,156.8,3160557.000,560
3,0,29461,Jamie Lovemark,159.5,3663220.000,638
4,0,35300,Andrew Loupe,159.9,3944355.000,685
5,0,28237,Rory McIlroy,162.4,3881394.000,664
6,0,36689,Brooks Koepka,165.1,3423512.000,576
7,0,32334,Charlie Beljan,165.3,5475242.000,920
8,0,21961,Charles Howell III,165.5,7808836.000,1311
9,0,23320,Ryan Palmer,165.6,5519584.000,926
10,0,27141,J.B. Holmes,166.5,6337512.000,1057
11,0,20848,Ángel Cabrera,167.1,5076679.000,844
12,0,24358,Robert Garrigus,167.2,5972212.000,992
12,0,25632,Jimmy Walker,167.2,6103976.000,1014
14,0,25274,Steven Bowditch,167.4,6386839.000,1060
14,0,24502,Adam Scott,167.4,4712166.000,782
16,0,34099,Harris English,167.9,6152185.000,1018
17,0,24140,Sean O'Hair,168.0,5504828.000,910
17,0,27064,Jhonattan Vegas,168.0,5335621.000,882
19,0,28089,Jason Day,168.3,2787153.000,460
20,0,34265,Will Wilcox,168.7,3346576.000,551
21,0,12716,Charley Hoffman,168.8,6326306.000,1041
22,0,30944,Jason Kokrak,168.9,5051991.000,831
23,0,30110,Kyle Stanley,169.1,5996402.000,985
24,0,33461,Morgan Hoffmann,169.2,7500071.000,1231
24,0,34431,Robert Streb,169.2,5408897.000,888
24,0,31323,Gary Woodland,169.2,6134482.000,1007
27,0,27436,Graham DeLaet,169.4,5343736.000,876
27,0,27120,Troy Matteson,169.4,4080463.000,669
29,0,34021,Bud Cauley,169.6,3833457.000,628
29,0,26679,Kevin Stadler,169.6,5453020.000,893
31,0,25345,Carl Pettersson,169.7,7123689.000,1166
32,0,30750,Tommy Gainey,170.0,5006996.000,818
33,0,26300,Matt Jones,170.2,5049253.000,824
34,0,25900,Lucas Glover,170.5,3921433.000,639
35,0,37273,Derek Ernst,170.8,5343336.000,869
35,0,26329,Louis Oosthuizen,170.8,2526940.000,411
37,0,26289,Boo Weekley,171.3,4798444.000,778
38,0,34360,Patrick Reed,171.5,6351998.000,1029
38,0,32333,Kevin Tway,171.5,3977061.000,644
40,0,26331,Charl Schwartzel,171.7,4617893.000,747
41,0,27408,Martin Kaymer,171.9,4072047.000,658
