RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST OF APPR SHOT,TOTAL HOLES
1,0,30925,Dustin Johnson,158.8,4190899.000,733
2,0,32334,Charlie Beljan,159.6,6890109.000,1199
3,0,26329,Louis Oosthuizen,160.7,3101487.000,536
4,0,32640,Troy Merritt,161.0,5726105.000,988
5,0,34360,Patrick Reed,161.1,7689818.000,1326
6,0,19846,Brian Gay,161.4,6553207.000,1128
6,0,02206,David Toms,161.4,5641283.000,971
8,0,23135,Tim Clark,161.5,6484286.000,1115
8,0,35300,Andrew Loupe,161.5,5202540.000,895
10,0,27120,Troy Matteson,161.7,5111234.000,878
11,0,23623,Bo Van Pelt,161.9,6999402.000,1201
12,0,34021,Bud Cauley,162.1,4813778.000,825
12,0,28132,Tyrone Van Aswegen,162.1,6805077.000,1166
14,0,01724,Jeff Maggert,162.2,4595837.000,787
15,0,20498,Briny Baird,162.4,4735925.000,810
16,0,32200,Roberto Castro,162.5,6184207.000,1057
17,0,33461,Morgan Hoffmann,162.6,9434178.000,1612
18,0,27644,Brian Harman,162.9,10607489.000,1809
18,0,21961,Charles Howell III,162.9,9997791.000,1705
18,0,29478,Kevin Kisner,162.9,7337605.000,1251
18,0,22913,John Rollins,162.9,7041608.000,1201
22,0,30750,Tommy Gainey,163.0,6290274.000,1072
22,0,34431,Robert Streb,163.0,6730278.000,1147
22,0,25804,Bubba Watson,163.0,5892894.000,1004
25,0,20157,Retief Goosen,163.1,8210669.000,1398
25,0,23800,Bryce Molder,163.1,6734375.000,1147
27,0,20098,Stuart Appleby,163.3,8854692.000,1506
27,0,21731,Freddie Jacobson,163.3,8501146.000,1446
27,0,10860,Justin Leonard,163.3,6530925.000,1111
27,0,29461,Jamie Lovemark,163.3,4927425.000,838
27,0,35732,Wes Roach,163.3,5274773.000,897
32,0,12510,Chad Campbell,163.4,4842394.000,823
32,0,23353,J.J. Henry,163.4,8221303.000,1398
34,0,07867,Woody Austin,163.5,6015812.000,1022
34,0,21753,Brian Davis,163.5,8572296.000,1456
36,0,30852,Ryo Ishikawa,163.6,6529603.000,1109
36,0,34261,Scott Langley,163.6,8326289.000,1414
36,0,31193,Jim Renner,163.6,5470129.000,929
39,0,28089,Jason Day,163.7,3470407.000,589
39,0,25444,Justin Hicks,163.7,9528917.000,1617
41,0,29535,Brice Garnett,163.8,8218379.000,1394
41,0,31557,Jim Herman,163.8,5054909.000,857
41,0,32150,Michael Thompson,163.8,6334689.000,1074
41,0,26289,Boo Weekley,163.8,5916040.000,1003
45,0,20593,Greg Chalmers,163.9,7717489.000,1308
45,0,35139,Richard Lee,163.9,6395137.000,1084
45,0,24140,Sean O'Hair,163.9,7075148.000,1199
48,0,22293,Heath Slocum,164.0,6571736.000,1113
48,0,30927,Brendon Todd,164.0,9630964.000,1631
48,0,25349,Tim Wilkinson,164.0,7527367.000,1275
51,0,27895,Jonas Blixt,164.1,4544169.000,769
51,0,29222,Billy Hurley III,164.1,7628854.000,1291
51,0,26956,Bronson La'Cassie,164.1,3810554.000,645
51,0,23621,Rory Sabbatini,164.1,6875598.000,1164
55,0,28500,Martin Flores,164.2,7175414.000,1214
56,0,35539,Luke Guthrie,164.3,8021693.000,1356
56,0,26758,David Hearn,164.3,8719408.000,1474
56,0,12716,Charley Hoffman,164.3,8032914.000,1358
56,0,33122,Russell Knox,164.3,8811106.000,1490
56,0,34409,David Lingmerth,164.3,7097570.000,1200
61,0,20229,Stewart Cink,164.4,7613216.000,1286
61,0,22046,Geoff Ogilvy,164.4,7724668.000,1305
61,0,27556,Ted Potter Jr.,164.4,6357676.000,1074
64,0,27330,Josh Teater,164.5,7946071.000,1342
64,0,27770,Camilo Villegas,164.5,8910254.000,1505
66,0,25572,Graeme McDowell,164.6,4877517.000,823
66,0,24361,Pat Perez,164.6,7984002.000,1347
66,0,30692,Scott Stallings,164.6,6690259.000,1129
69,0,25720,Chad Collins,164.7,6470259.000,1091
69,0,25900,Lucas Glover,164.7,4998251.000,843
69,0,23108,Matt Kuchar,164.7,8081121.000,1363
72,0,29740,Brad Fritsch,164.8,4140511.000,698
72,0,01706,Davis Love III,164.8,6679616.000,1126
74,0,22378,Trevor Immelman,164.9,7137326.000,1202
74,0,08075,Jerry Kelly,164.9,6998907.000,1179
74,0,32333,Kevin Tway,164.9,4993085.000,841
77,0,24507,Jason Bohn,165.0,7741531.000,1303
77,0,32366,Kevin Chappell,165.0,9241366.000,1556
77,0,30926,Chris Kirk,165.0,9159191.000,1542
77,0,25345,Carl Pettersson,165.0,9017555.000,1518
77,0,06567,Vijay Singh,165.0,8083766.000,1361
77,0,34264,Hudson Swafford,165.0,6140656.000,1034
77,0,27095,Nick Watney,165.0,5946615.000,1001
84,0,24357,K.J. Choi,165.1,7134345.000,1200
84,0,34098,Russell Henley,165.1,7947283.000,1337
84,0,25240,D.A. Points,165.1,5848247.000,984
87,0,27466,Spencer Levin,165.3,5338470.000,897
87,0,33413,Ben Martin,165.3,6700128.000,1126
89,0,22621,Ben Curtis,165.4,6849487.000,1150
89,0,25686,Jason Dufner,165.4,4465814.000,750
91,0,37273,Derek Ernst,165.5,6725495.000,1129
91,0,32448,James Hahn,165.5,7779372.000,1306
91,0,27141,J.B. Holmes,165.5,8223421.000,1380
91,0,36689,Brooks Koepka,165.5,4487132.000,753
91,0,29518,Brendan Steele,165.5,7470647.000,1254
91,0,21878,Mark Wilson,165.5,6083374.000,1021
97,0,24925,Jonathan Byrd,165.7,6919972.000,1160
97,0,25562,Andres Romero,165.7,7687088.000,1289
97,0,34046,Jordan Spieth,165.7,8439796.000,1415
97,0,20160,Charlie Wi,165.7,6954322.000,1166
101,0,23541,Ben Crane,165.8,8358066.000,1400
101,0,28475,Jeff Overton,165.8,7047840.000,1181
101,0,33418,Shawn Stefani,165.8,6081266.000,1019
104,0,20104,Ken Duke,165.9,7081351.000,1186
105,0,27649,Brandt Snedeker,166.0,7033310.000,1177
105,0,29425,Andrew Svoboda,166.0,7071230.000,1183
107,0,29479,Scott Brown,166.1,8902204.000,1489
108,0,24781,Hunter Mahan,166.3,7694029.000,1285
108,0,27214,Kevin Streelman,166.3,6411559.000,1071
108,0,26951,Johnson Wagner,166.3,6184637.000,1033
111,0,30110,Kyle Stanley,166.4,7752504.000,1294
111,0,28780,Nicholas Thompson,166.4,7516672.000,1255
111,0,10423,Mike Weir,166.4,5680253.000,948
114,0,25364,Paul Casey,166.5,4710862.000,786
114,0,34563,Chesson Hadley,166.5,7632100.000,1273
114,0,27936,Martin Laird,166.5,5890879.000,983
114,0,27064,Jhonattan Vegas,166.5,6874199.000,1147
118,0,24663,Y.E. Yang,166.6,6543921.000,1091
119,0,25274,Steven Bowditch,166.7,8361095.000,1393
119,0,24924,Bill Haas,166.7,8834038.000,1472
119,0,29420,Billy Horschel,166.7,7376132.000,1229
119,0,24024,Zach Johnson,166.7,8964076.000,1494
119,0,24912,Will MacKenzie,166.7,7868055.000,1311
124,0,24846,Ricky Barnes,166.8,8395485.000,1398
124,0,10809,Jim Furyk,166.8,7123022.000,1186
124,0,29289,S.Y. Noh,166.8,8063353.000,1343
124,0,35541,John Peterson,166.8,5915851.000,985
128,0,28092,D.H. Lee,166.9,4835474.000,805
128,0,29221,Webb Simpson,166.9,7932186.000,1320
130,0,31560,Brian Stuard,167.0,7990577.000,1329
131,0,10885,Robert Allenby,167.1,7571390.000,1259
131,0,28259,Sangmoon Bae,167.1,6986030.000,1161
131,0,23409,James Driscoll,167.1,6263765.000,1041
131,0,27933,John Merrick,167.1,7765869.000,1291
131,0,01810,Phil Mickelson,167.1,5335387.000,887
131,0,24138,Ian Poulter,167.1,4386375.000,729
131,0,26679,Kevin Stadler,167.1,7000736.000,1164
138,0,30944,Jason Kokrak,167.2,6574099.000,1092
139,0,20645,John Senden,167.4,8750188.000,1452
140,0,31202,William McGirt,167.5,9064288.000,1503
141,0,28307,Matt Every,167.6,7018741.000,1163
142,0,22371,Aaron Baddeley,167.7,6376772.000,1056
142,0,24494,Erik Compton,167.7,8111650.000,1344
142,0,34099,Harris English,167.7,7994782.000,1324
145,0,23320,Ryan Palmer,167.8,7217533.000,1195
145,0,33419,Cameron Tringale,167.8,10599025.000,1755
147,0,23638,Brendon de Jonge,167.9,9937569.000,1644
148,0,20848,Ángel Cabrera,168.0,6581779.000,1088
149,0,23983,Luke Donald,168.1,4751734.000,785
149,0,24358,Robert Garrigus,168.1,7902999.000,1306
151,0,25191,Gonzalo Fernandez-Castaño,168.2,7435385.000,1228
151,0,29926,Danny Lee,168.2,7470057.000,1234
153,0,33141,Keegan Bradley,168.3,7251949.000,1197
153,0,26851,Marc Leishman,168.3,7476627.000,1234
155,0,27436,Graham DeLaet,168.4,6952820.000,1147
155,0,26300,Matt Jones,168.4,6517335.000,1075
155,0,34265,Will Wilcox,168.4,4346698.000,717
158,0,27963,Chris Stroud,168.6,7824057.000,1289
159,0,34174,John Huh,168.7,7621130.000,1255
160,0,24490,George McNeill,168.8,7602837.000,1251
160,0,25632,Jimmy Walker,168.8,7931962.000,1305
162,0,06522,Ernie Els,168.9,6853996.000,1127
163,0,26331,Charl Schwartzel,169.1,5885813.000,967
164,0,32102,Rickie Fowler,169.2,6767712.000,1111
164,0,26596,Ryan Moore,169.2,6779255.000,1113
166,0,32839,Hideki Matsuyama,169.3,6980550.000,1145
167,0,22405,Justin Rose,169.4,5684534.000,932
167,0,24502,Adam Scott,169.4,6121248.000,1004
169,0,21209,Sergio Garcia,169.9,4385937.000,717
170,0,25834,Daniel Summerhays,170.2,9648488.000,1575
171,0,28237,Rory McIlroy,170.6,5256421.000,856
172,0,27408,Martin Kaymer,170.8,5276311.000,858
173,0,25396,Kevin Na,170.9,8608102.000,1399
173,0,31323,Gary Woodland,170.9,8040377.000,1307
175,0,28486,Michael Putnam,171.0,10021253.000,1628
176,0,20396,Lee Westwood,172.0,4762733.000,769
177,0,21528,Henrik Stenson,174.8,4272848.000,679
