RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,08793,Tiger Woods,1487.500
2,0,01810,Phil Mickelson,548.125
3,0,09011,David Duval,420.000
4,0,02010,Loren Roberts,343.000
5,0,01677,Tom Lehman,340.000
6,0,02170,Hal Sutton,338.000
7,0,01553,John Huston,297.500
8,0,01706,Davis Love III,290.000
9,0,02214,Kirk Triplett,261.666
10,0,02206,David Toms,255.000
11,0,10809,Jim Furyk,247.875
12,0,20229,Stewart Cink,244.125
13,0,08993,Franklin Langham,232.500
14,0,20029,Notah Begay III,225.000
14,0,01707,Steve Lowery,225.000
16,0,06350,Bob May,217.500
17,0,06251,Chris DiMarco,202.500
18,0,07457,Steve Flesch,197.250
19,0,01161,Mark Calcavecchia,195.375
20,0,10860,Justin Leonard,195.000
21,0,01042,Paul Azinger,164.667
22,0,02239,Scott Verplank,163.500
23,0,10649,Tom Scherrer,162.500
24,0,01797,Rocco Mediate,150.000
25,0,01329,Brad Faxon,147.500
26,0,02246,Duffy Waldorf,145.000
27,0,01943,Chris Perry,139.000
28,0,01226,Fred Couples,135.000
29,0,06575,Dudley Hart,127.500
30,0,20094,Jonathan Kaye,122.500
31,0,01724,Jeff Maggert,120.500
32,0,01945,Kenny Perry,116.000
33,0,11032,Frank Lickliter II,113.625
34,0,01527,Scott Hoch,110.000
35,0,01203,Russ Cochran,105.000
36,0,12388,Michael Clark II,102.500
37,0,20095,Carl Paulson,97.500
38,0,01619,Skip Kendall,88.000
39,0,01771,Blaine McCallister,83.500
40,0,20127,Chris Riley,82.500
41,0,08537,J.P. Hayes,81.250
42,0,21805,Harrison Frazar,77.500
43,0,01024,Billy Andrade,76.250
44,0,01175,Jim Carter,75.000
44,0,01927,Dennis Paulson,75.000
46,0,01381,Fred Funk,70.000
47,0,01761,Len Mattiace,69.750
48,0,06036,Scott Dunlap,64.167
49,0,01307,Joel Edwards,62.500
49,0,06315,Pete Jordan,62.500
51,0,01723,Andrew Magee,61.250
52,0,06621,Joe Durant,60.000
53,0,01132,Mark Brooks,57.500
53,0,10201,Matt Gogel,57.500
53,0,06012,Greg Kraft,57.500
56,0,08075,Jerry Kelly,55.500
57,0,07867,Woody Austin,55.000
57,0,07763,Doug Dunakey,55.000
59,0,21949,Joe Ogilvie,53.500
60,0,19881,Robert Damron,52.500
60,0,10585,Scott McCarron,52.500
62,0,20099,Doug Barron,51.250
63,0,06515,Shaun Micheel,50.500
64,0,23125,Brad Elder,50.000
64,0,06617,Brian Henninger,50.000
66,0,01320,Bob Estes,49.375
67,0,01219,John Cook,48.500
68,0,01599,Steve Jones,47.500
69,0,12782,Tim Herron,46.250
70,0,02133,Craig Stadler,45.500
71,0,06332,Neal Lancaster,45.000
71,0,08535,Gary Nicklaus,45.000
71,0,02279,Mark Wiebe,45.000
74,0,06140,Sean Murphy,42.500
74,0,07753,Kevin Wentworth,42.500
76,0,12645,Brent Geiberger,41.250
77,0,01374,Robin Freeman,40.000
77,0,21961,Charles Howell III,40.000
77,0,02101,Joey Sindelar,40.000
80,0,01418,Bill Glasson,39.167
81,0,01685,J.L. Lewis,38.000
82,0,01331,Rick Fehr,37.500
82,0,01385,Jim Gallagher Jr.,37.500
84,0,19846,Brian Gay,32.500
84,0,01926,Steve Pate,32.500
84,0,07101,Dave Stockton Jr.,32.500
84,0,06527,Steve Stricker,32.500
88,0,06595,Kevin Sutherland,31.125
89,0,01361,Dan Forsman,30.500
89,0,06573,Brandt Jobe,30.500
91,0,01157,Tom Byrum,30.000
91,0,08931,Glen Day,30.000
91,0,10963,Jimmy Green,30.000
94,0,01323,Brad Fabel,27.500
94,0,01823,Larry Mize,27.500
96,0,01098,Jay Don Blake,26.250
97,0,01941,Tom Pernice Jr.,25.000
97,0,06581,David Sutherland,25.000
99,0,01577,Lee Janzen,23.750
100,0,06809,Bob Burns,23.000
101,0,07749,Brett Quigley,22.500
101,0,01996,Mike Reid,22.500
103,0,01035,Tommy Armour III,21.667
104,0,01185,Brandel Chamblee,21.250
105,0,02104,Jeff Sluman,20.000
106,0,10425,Jay Williamson,17.500
107,0,01938,David Peoples,15.000
108,0,07007,Stephen Sear,12.500
108,0,11011,Mike Sposa,12.500
110,0,02110,Jerry Smith,10.000
111,0,02256,Tom Watson,7.500
112,0,08385,Omar Uresti,6.000
113,0,01116,Michael Bradley,5.000
113,0,01690,Bruce Lietzke,5.000
115,0,01887,Mark O'Meara,3.750
116,0,06643,Paul Goydos,3.500
117,0,01063,Ben Bates,3.000
117,0,01139,Olin Browne,3.000
117,0,06090,Jim McGovern,3.000
117,0,01928,Corey Pavin,3.000
117,0,22913,John Rollins,3.000
117,0,02257,Brian Watts,3.000
123,0,08375,Paul Stankowski,2.791
124,0,01766,Billy Mayfair,1.875
125,0,01475,Donnie Hammond,1.667
126,0,19824,Craig Barlow,1.250
126,0,02223,Bob Tway,1.250
128,0,01068,Andy Bean,1.000
128,0,10117,Bob Heintz,1.000
128,0,10213,Dicky Pride,1.000
