RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
1,0,28237,Rory McIlroy,1.90,129,68
2,0,35450,Patrick Cantlay,2.00,144,72
3,0,30911,Tommy Fleetwood,2.05,131,64
4,0,36689,Brooks Koepka,2.09,155,74
5,0,23325,Vaughn Taylor,2.10,191,91
6,0,21961,Charles Howell III,2.12,193,91
6,0,29221,Webb Simpson,2.12,165,78
8,0,23108,Matt Kuchar,2.13,170,80
9,0,34021,Bud Cauley,2.15,176,82
10,0,33448,Justin Thomas,2.17,156,72
11,0,39971,Sungjae Im,2.19,258,118
11,0,33122,Russell Knox,2.19,158,72
13,0,26300,Matt Jones,2.20,185,84
13,0,25818,Scott Piercy,2.20,189,86
13,0,48081,Xander Schauffele,2.20,163,74
16,0,51766,Wyndham Clark,2.21,188,85
16,0,27330,Josh Teater,2.21,148,67
18,0,32839,Hideki Matsuyama,2.22,195,88
19,0,25900,Lucas Glover,2.23,201,90
20,0,10809,Jim Furyk,2.25,153,68
20,0,23621,Rory Sabbatini,2.25,209,93
22,0,32102,Rickie Fowler,2.26,172,76
22,0,26851,Marc Leishman,2.26,163,72
22,0,33419,Cameron Tringale,2.26,147,65
25,0,22371,Aaron Baddeley,2.27,125,55
26,0,32200,Roberto Castro,2.28,164,72
26,0,46402,Talor Gooch,2.28,123,54
26,0,47347,Adam Schenk,2.28,228,100
29,0,25364,Paul Casey,2.29,172,75
29,0,33418,Shawn Stefani,2.29,174,76
31,0,30944,Jason Kokrak,2.30,207,90
31,0,35732,Wes Roach,2.30,145,63
33,0,27095,Nick Watney,2.31,192,83
34,0,47993,Denny McCarthy,2.32,188,81
34,0,37275,Sam Ryder,2.32,167,72
36,0,39997,Corey Conners,2.33,200,86
36,0,28089,Jason Day,2.33,149,64
36,0,29725,Tony Finau,2.33,196,84
36,0,32640,Troy Merritt,2.33,142,61
40,0,40009,Dominic Bozzelli,2.34,157,67
40,0,46970,Jon Rahm,2.34,159,68
40,0,34360,Patrick Reed,2.34,206,88
43,0,47959,Bryson DeChambeau,2.35,169,72
43,0,27936,Martin Laird,2.35,188,80
45,0,34099,Harris English,2.36,215,91
45,0,27214,Kevin Streelman,2.36,191,81
47,0,37455,Si Woo Kim,2.37,194,82
47,0,29478,Kevin Kisner,2.37,204,86
47,0,22405,Justin Rose,2.37,147,62
47,0,27649,Brandt Snedeker,2.37,235,99
51,0,28775,Nate Lashley,2.38,162,68
51,0,34256,Andrew Putnam,2.38,181,76
51,0,34046,Jordan Spieth,2.38,188,79
51,0,26951,Johnson Wagner,2.38,138,58
55,0,23320,Ryan Palmer,2.39,158,66
55,0,29908,C.T. Pan,2.39,196,82
57,0,33948,Byeong Hun An,2.40,185,77
57,0,34098,Russell Henley,2.40,168,70
57,0,32333,Kevin Tway,2.40,192,80
57,0,37189,Harold Varner III,2.40,197,82
61,0,45526,Abraham Ancer,2.41,212,88
61,0,29535,Brice Garnett,2.41,205,85
61,0,29420,Billy Horschel,2.41,222,92
61,0,37340,Chase Wright,2.41,166,69
65,0,47504,Sam Burns,2.42,189,78
65,0,34563,Chesson Hadley,2.42,179,74
65,0,36799,Stephan Jaeger,2.42,172,71
65,0,34466,Peter Malnati,2.42,201,83
65,0,32150,Michael Thompson,2.42,172,71
65,0,27064,Jhonattan Vegas,2.42,174,72
71,0,19803,Ryan Armour,2.43,224,92
71,0,33667,Carlos Ortiz,2.43,199,82
71,0,24502,Adam Scott,2.43,148,61
74,0,30978,Kiradech Aphibarnrat,2.44,151,62
74,0,29268,Bronson Burgoon,2.44,134,55
74,0,45157,Cam Davis,2.44,176,72
74,0,46523,Joey Garber,2.44,139,57
74,0,30925,Dustin Johnson,2.44,171,70
74,0,45486,Joaquin Niemann,2.44,234,96
74,0,26329,Louis Oosthuizen,2.44,156,64
74,0,49771,J.T. Poston,2.44,234,96
74,0,21528,Henrik Stenson,2.44,122,50
74,0,34431,Robert Streb,2.44,176,72
84,0,29479,Scott Brown,2.45,201,82
84,0,24925,Jonathan Byrd,2.45,120,49
84,0,25572,Graeme McDowell,2.45,174,71
84,0,31323,Gary Woodland,2.45,206,84
88,0,29970,Dylan Frittelli,2.46,199,81
88,0,39324,J.J. Spaun,2.46,202,82
90,0,06522,Ernie Els,2.47,121,49
90,0,24138,Ian Poulter,2.47,143,58
90,0,29518,Brendan Steele,2.47,153,62
90,0,31560,Brian Stuard,2.47,232,94
94,0,25198,Francesco Molinari,2.48,134,54
95,0,19846,Brian Gay,2.49,222,89
95,0,26596,Ryan Moore,2.49,184,74
95,0,46601,Trey Mullinax,2.49,182,73
95,0,34264,Hudson Swafford,2.49,142,57
99,0,32757,Patton Kizzire,2.50,185,74
99,0,33410,Andrew Landry,2.50,185,74
99,0,48822,Sebastián Muñoz,2.50,200,80
99,0,30110,Kyle Stanley,2.50,190,76
99,0,25632,Jimmy Walker,2.50,185,74
104,0,24924,Bill Haas,2.51,173,69
104,0,47128,Richy Werenski,2.51,208,83
106,0,49303,Anders Albertson,2.52,161,64
106,0,33141,Keegan Bradley,2.52,207,82
106,0,26476,Chez Reavie,2.52,232,92
109,0,40026,Daniel Berger,2.53,167,66
109,0,26758,David Hearn,2.53,119,47
109,0,24781,Hunter Mahan,2.53,149,59
109,0,35891,Cameron Smith,2.53,187,74
113,0,27895,Jonas Blixt,2.54,193,76
113,0,35376,Roberto Díaz,2.54,165,65
113,0,40115,Adam Svensson,2.54,170,67
113,0,25493,Nick Taylor,2.54,236,93
117,0,27644,Brian Harman,2.55,227,89
117,0,49298,Kramer Hickok,2.55,196,77
117,0,27974,Sung Kang,2.55,214,84
117,0,36852,Jim Knous,2.55,135,53
117,0,24361,Pat Perez,2.55,158,62
117,0,29484,Peter Uihlein,2.55,199,78
123,0,28679,Fabián Gómez,2.58,160,62
124,0,45609,Tyler Duncan,2.59,215,83
124,0,35532,Tom Hoge,2.59,233,90
124,0,35506,Mackenzie Hughes,2.59,197,76
124,0,30692,Scott Stallings,2.59,202,78
128,0,27958,Ryan Blaum,2.61,214,82
128,0,24024,Zach Johnson,2.61,167,64
128,0,47990,Kyle Jones,2.61,172,66
128,0,29223,Sam Saunders,2.61,193,74
128,0,46501,Ollie Schniederjans,2.61,196,75
133,0,30946,Alex Prugh,2.63,187,71
133,0,32139,Danny Willett,2.63,166,63
135,0,29926,Danny Lee,2.64,214,81
135,0,33486,Roger Sloan,2.64,222,84
137,0,34306,John Chin,2.65,143,54
137,0,25686,Jason Dufner,2.65,191,72
137,0,33399,Adam Hadwin,2.65,217,82
137,0,39977,Max Homa,2.65,212,80
141,0,35461,Beau Hossler,2.66,221,83
141,0,39546,Keith Mitchell,2.66,221,83
141,0,39327,Ben Silverman,2.66,181,68
144,0,34363,Tyrrell Hatton,2.67,155,58
144,0,23353,J.J. Henry,2.67,139,52
144,0,49964,Aaron Wise,2.67,184,69
147,0,31420,Anirban Lahiri,2.68,185,69
147,0,25396,Kevin Na,2.68,161,60
147,0,27556,Ted Potter Jr.,2.68,190,71
147,0,27963,Chris Stroud,2.68,166,62
151,0,30191,Julián Etulain,2.69,175,65
152,0,34076,Joel Dahmen,2.70,259,96
152,0,27141,J.B. Holmes,2.70,192,71
152,0,35449,Adam Long,2.70,205,76
155,0,52372,Cameron Champ,2.71,206,76
155,0,32791,K.H. Lee,2.71,228,84
155,0,49960,Sepp Straka,2.71,195,72
158,0,37454,Whee Kim,2.72,188,69
