RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
159,0,31646,Emiliano Grillo,2.73,213,78
159,0,12716,Charley Hoffman,2.73,191,70
161,0,28252,Seamus Power,2.75,198,72
161,0,47856,Seth Reeves,2.75,184,67
163,0,40098,Matt Fitzpatrick,2.76,141,51
163,0,34261,Scott Langley,2.76,204,74
165,0,49766,Hank Lebioda,2.77,194,70
166,0,20472,Alex Cejka,2.78,139,50
167,0,31557,Jim Herman,2.79,134,48
168,0,46435,Austin Cook,2.80,179,64
168,0,36699,Patrick Rodgers,2.80,143,51
168,0,30786,Brady Schnell,2.80,143,51
171,0,21209,Sergio Garcia,2.82,124,44
171,0,01810,Phil Mickelson,2.82,169,60
171,0,27349,Alex Noren,2.82,169,60
174,0,37380,Curtis Luck,2.83,167,59
174,0,32058,José de Jesús Rodríguez,2.83,184,65
176,0,25804,Bubba Watson,2.84,165,58
177,0,26499,Rafa Cabrera Bello,2.85,194,68
178,0,28259,Sangmoon Bae,2.89,156,54
179,0,35879,Kelly Kraft,2.90,235,81
179,0,35617,Martin Trainer,2.90,177,61
181,0,35421,Brandon Harkins,2.95,245,83
181,0,27129,Luke List,2.95,186,63
183,0,39954,Cody Gribble,2.97,196,66
184,0,21731,Freddie Jacobson,2.98,152,51
185,0,29974,Branden Grace,3.00,204,68
186,0,20572,Rod Pampling,3.06,159,52
187,0,32816,Satoshi Kodaira,3.31,212,64
188,0,39975,Michael Kim,3.32,196,59
