RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,START TOURNAMENT ID
1,0,01945,Kenny Perry,28,2008380
2,0,10809,Jim Furyk,15,2009190
2,0,25572,Graeme McDowell,15,2008140
4,0,20157,Retief Goosen,12,2009190
5,0,01810,Phil Mickelson,11,2009160
5,0,24663,Y.E. Yang,11,2009240
7,0,24024,Zach Johnson,10,2009270
7,0,10860,Justin Leonard,10,2009270
7,0,20127,Chris Riley,10,2009290
10,0,23541,Ben Crane,9,2009330
10,0,25396,Kevin Na,9,2009300
10,0,26882,Michael Sim,9,2008080
10,0,02206,David Toms,9,2009350
14,0,10875,Todd Demsey,8,2008370
14,0,23983,Luke Donald,8,2009310
14,0,27120,Troy Matteson,8,2009330
14,0,26289,Boo Weekley,8,2009270
14,0,20396,Lee Westwood,8,2009090
19,0,01320,Bob Estes,7,2009290
19,0,20766,Padraig Harrington,7,2009310
19,0,23353,J.J. Henry,7,2009340
19,0,21961,Charles Howell III,7,2009370
19,0,30925,Dustin Johnson,7,2009350
19,0,24781,Hunter Mahan,7,2009350
19,0,01928,Corey Pavin,7,2009300
19,0,27649,Brandt Snedeker,7,2009370
19,0,21878,Mark Wilson,7,2009370
19,0,08793,Tiger Woods,7,2009330
29,0,20472,Alex Cejka,6,2009340
29,0,28089,Jason Day,6,2009290
29,0,19846,Brian Gay,6,2009380
29,0,25240,D.A. Points,6,2009380
29,0,20645,John Senden,6,2009370
29,0,02190,Doug Tewell,6,1999230
35,0,24507,Jason Bohn,5,2009390
35,0,08075,Jerry Kelly,5,2009380
35,0,23108,Matt Kuchar,5,2009380
35,0,27936,Martin Laird,5,2009340
35,0,01682,Wayne Levi,5,2001300
35,0,25345,Carl Pettersson,5,2009370
35,0,02002,John Riegger,5,2008450
35,0,22405,Justin Rose,5,2009370
35,0,22548,Patrick Sheehan,5,2009320
35,0,20686,Jeev Milkha Singh,5,2009350
35,0,23788,D.J. Trahan,5,2009390
35,0,23623,Bo Van Pelt,5,2009400
35,0,10423,Mike Weir,5,2009380
48,0,08191,Paul Broadhurst,4,2006440
48,0,20593,Greg Chalmers,4,2009390
48,0,27896,Ross Fisher,4,2009260
48,0,24184,Alastair Forsyth,4,2007310
48,0,21284,Hiroyuki Fujita,4,2004290
48,0,21209,Sergio Garcia,4,2009370
48,0,23718,Nathan Green,4,2009400
48,0,23624,Soren Hansen,4,2009260
