RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
1,0,33141,Keegan Bradley,2.558,293.0,114.546,160,0222302877
2,0,22056,Cameron Percy,2.550,280.7,110.078,106,0218202824
3,0,50095,Austin Smotherman,2.547,288.5,113.284,185,0217902841
4,0,28237,Rory McIlroy,2.545,309.3,121.531,124,0194402871
5,0,31646,Emiliano Grillo,2.537,288.4,113.661,223,0227502974
5,0,51890,Greyson Sigg,2.537,282.3,111.279,241,0225702850
7,0,33448,Justin Thomas,2.536,295.8,116.648,165,0210708160
8,0,45157,Cam Davis,2.535,299.6,118.153,194,0211802927
9,0,32448,James Hahn,2.533,286.8,113.215,193,0227702866
10,0,47504,Sam Burns,2.531,299.2,118.217,206,0224102822
11,0,49960,Sepp Straka,2.529,286.8,113.383,193,0219802791
12,0,27644,Brian Harman,2.525,275.9,109.273,220,0223602816
13,0,35450,Patrick Cantlay,2.524,293.6,116.332,116,0193802824
13,0,50525,Collin Morikawa,2.524,287.6,113.919,111,0216602808
15,0,35891,Cameron Smith,2.523,289.3,114.677,149,0208102810
15,0,37189,Harold Varner III,2.523,290.4,115.080,165,0208602845
17,0,30926,Chris Kirk,2.522,283.0,112.189,205,0225002850
18,0,27895,Jonas Blixt,2.521,281.4,111.622,133,0204902813
18,0,34255,Joseph Bramlett,2.521,308.9,122.495,151,0224902808
20,0,30944,Jason Kokrak,2.520,295.4,117.236,120,0222702920
21,0,49964,Aaron Wise,2.519,290.8,115.453,193,0220202850
21,0,54783,Dylan Wu,2.519,284.9,113.079,157,0228702818
23,0,32366,Kevin Chappell,2.516,297.0,118.035,129,0200402914
23,0,25198,Francesco Molinari,2.516,282.3,112.211,87,0209602808
23,0,29221,Webb Simpson,2.516,283.6,112.744,137,0230602822
26,0,32640,Troy Merritt,2.515,278.4,110.664,214,0222802850
26,0,34046,Jordan Spieth,2.515,291.6,115.949,157,0208802844
28,0,20229,Stewart Cink,2.514,290.6,115.585,139,0220402871
28,0,24924,Bill Haas,2.514,286.9,114.127,186,0218102790
28,0,35461,Beau Hossler,2.514,291.8,116.074,163,0203802846
31,0,29908,C.T. Pan,2.513,279.2,111.104,196,0221402840
31,0,47983,Chad Ramey,2.513,279.1,111.048,166,0224002774
31,0,39324,J.J. Spaun,2.513,279.0,111.056,216,0227102835
34,0,30911,Tommy Fleetwood,2.512,296.8,118.143,80,0229802822
35,0,23325,Vaughn Taylor,2.511,267.6,106.554,123,0228302745
36,0,32102,Rickie Fowler,2.510,293.4,116.910,144,0224202830
36,0,12716,Charley Hoffman,2.510,289.4,115.329,202,0205502864
36,0,36852,Jim Knous,2.510,287.0,114.325,125,0219202824
39,0,45609,Tyler Duncan,2.509,278.6,111.046,213,0223102806
39,0,32839,Hideki Matsuyama,2.509,290.1,115.642,160,0223102840
39,0,33486,Roger Sloan,2.509,284.1,113.228,145,0222202788
39,0,47128,Richy Werenski,2.509,280.3,111.721,146,0221102797
43,0,34363,Tyrrell Hatton,2.507,291.1,116.123,82,0221802792
43,0,29518,Brendan Steele,2.507,292.2,116.517,171,0216802875
45,0,27214,Kevin Streelman,2.506,279.0,111.339,272,0214402866
45,0,32150,Michael Thompson,2.506,271.5,108.363,237,0227002764
45,0,47483,Will Zalatoris,2.506,300.1,119.776,152,0203702878
48,0,39971,Sungjae Im,2.505,288.2,115.083,215,0219302838
48,0,36689,Brooks Koepka,2.505,302.1,120.615,94,0210802769
48,0,33667,Carlos Ortiz,2.505,288.4,115.101,137,0213202793
51,0,35506,Mackenzie Hughes,2.504,282.3,112.729,208,0201002810
51,0,48117,Kurt Kitayama,2.504,299.9,119.778,110,0222802776
53,0,33204,Shane Lowry,2.502,286.9,114.657,100,0219702891
53,0,32139,Danny Willett,2.502,283.3,113.219,113,0225002775
55,0,27974,Sung Kang,2.501,278.5,111.357,211,0188902830
55,0,40250,Taylor Pendrith,2.501,301.8,120.662,201,0226302982
57,0,47988,Nick Hardy,2.500,291.5,116.629,156,0222802790
57,0,32757,Patton Kizzire,2.500,287.3,114.910,222,0220302869
57,0,28775,Nate Lashley,2.500,276.4,110.555,200,0221202801
57,0,32791,K.H. Lee,2.500,284.1,113.655,228,0204102824
61,0,45526,Abraham Ancer,2.498,274.6,109.928,108,0191102845
61,0,49771,J.T. Poston,2.498,283.2,113.358,223,0211102812
61,0,46970,Jon Rahm,2.498,301.6,120.714,109,0222302787
64,0,49766,Hank Lebioda,2.497,277.2,111.041,221,0219102762
64,0,56278,Matthew Wolff,2.497,309.9,124.120,90,0221402801
66,0,23108,Matt Kuchar,2.496,270.4,108.364,154,0223702813
66,0,35449,Adam Long,2.496,276.1,110.611,250,0217802834
66,0,51950,Max McGreevy,2.496,275.8,110.495,179,0217302798
66,0,47995,Davis Riley,2.496,291.6,116.857,218,0225602794
70,0,39436,Joshua Creel,2.495,266.5,106.785,128,0207502743
70,0,26851,Marc Leishman,2.495,289.0,115.815,154,0218302950
72,0,54628,Lee Hodges,2.493,282.9,113.488,310,0214802807
72,0,46717,Viktor Hovland,2.493,292.3,117.271,139,0209502790
72,0,29478,Kevin Kisner,2.493,275.3,110.421,168,0221702834
72,0,30692,Scott Stallings,2.493,290.0,116.294,217,0215502799
76,0,54421,Garrick Higgo,2.492,297.5,119.410,85,0224902805
76,0,31420,Anirban Lahiri,2.492,280.8,112.701,166,0189502831
76,0,24138,Ian Poulter,2.492,275.4,110.530,110,0220802795
79,0,35532,Tom Hoge,2.491,283.2,113.668,240,0220902808
79,0,26476,Chez Reavie,2.491,264.8,106.294,247,0224502772
79,0,25493,Nick Taylor,2.491,280.1,112.464,219,0218202748
82,0,33399,Adam Hadwin,2.490,280.9,112.814,221,0216102771
83,0,34098,Russell Henley,2.488,277.9,111.678,164,0225902858
84,0,51766,Wyndham Clark,2.487,305.6,122.893,191,0196802783
85,0,24925,Jonathan Byrd,2.485,277.4,111.648,113,0219502721
85,0,29535,Brice Garnett,2.485,274.3,110.400,182,0208702795
85,0,23320,Ryan Palmer,2.485,287.9,115.873,151,0219602807
88,0,52375,Doug Ghim,2.484,278.3,112.048,197,0220902806
89,0,40162,Justin Lower,2.483,278.3,112.064,159,0211702824
89,0,48887,Matt Wallace,2.483,283.7,114.243,145,0222802779
91,0,36799,Stephan Jaeger,2.480,283.7,114.381,201,0195502785
91,0,46046,Scottie Scheffler,2.480,295.7,119.234,218,0188607777
93,0,24024,Zach Johnson,2.478,266.9,107.710,177,0212002733
93,0,22405,Justin Rose,2.478,284.9,114.988,89,0215502820
93,0,23621,Rory Sabbatini,2.478,273.3,110.287,165,0223102817
96,0,46601,Trey Mullinax,2.477,300.6,121.339,218,0210502813
96,0,29289,S.Y. Noh,2.477,287.1,115.890,160,0202802811
98,0,55708,Hayden Buckley,2.476,283.3,114.428,237,0199902788
99,0,34563,Chesson Hadley,2.475,283.8,114.648,209,0206402790
100,0,47993,Denny McCarthy,2.472,275.6,111.477,209,0193202794
100,0,30927,Brendon Todd,2.472,261.7,105.874,221,0220602754
102,0,45522,Christiaan Bezuidenhout,2.470,271.9,110.096,144,0203902720
102,0,36326,David Lipsky,2.470,274.2,111.004,228,0215602808
104,0,34174,John Huh,2.469,270.4,109.519,219,0206802707
104,0,45540,Jared Wolfe,2.469,294.4,119.219,128,0209402742
106,0,47856,Seth Reeves,2.467,291.2,118.032,166,0203502708
107,0,28089,Jason Day,2.466,287.8,116.700,132,0213302879
108,0,27064,Jhonattan Vegas,2.464,299.8,121.642,168,0216102836
109,0,29725,Tony Finau,2.463,292.9,118.936,210,0206202873
109,0,25900,Lucas Glover,2.463,276.2,112.153,233,0198402756
111,0,39546,Keith Mitchell,2.462,295.9,120.184,177,0215902760
112,0,33122,Russell Knox,2.461,273.7,111.219,240,0214802848
113,0,33597,Harry Higgs,2.460,283.6,115.268,219,0201502831
114,0,37212,Paul Barjon,2.458,292.3,118.921,193,0209302743
114,0,52374,Brandon Wu,2.458,279.6,113.746,113,0199802721
116,0,36871,Matthew NeSmith,2.457,285.0,115.987,192,0216102715
116,0,34264,Hudson Swafford,2.457,291.1,118.465,144,0215602773
118,0,57366,Cameron Young,2.456,303.7,123.646,181,0204102795
119,0,45486,Joaquin Niemann,2.455,293.1,119.418,157,0200102753
120,0,48084,Wesley Bryan,2.453,282.9,115.314,87,0194602766
120,0,32816,Satoshi Kodaira,2.453,265.1,108.077,114,0198402693
122,0,46442,Maverick McNealy,2.451,288.0,117.482,222,0001608269
123,0,39058,Lucas Herbert,2.450,301.4,122.977,87,0205908068
123,0,29420,Billy Horschel,2.450,281.1,114.748,97,0212802697
123,0,27649,Brandt Snedeker,2.450,271.6,110.859,162,0206709033
126,0,35110,Brett Drewitt,2.449,279.6,114.140,133,0177202732
127,0,19803,Ryan Armour,2.447,259.0,105.833,122,0219402809
127,0,27936,Martin Laird,2.447,278.7,113.919,138,0217602740
129,0,25686,Jason Dufner,2.446,274.6,112.298,116,0209402742
129,0,46402,Talor Gooch,2.446,285.9,116.874,142,0184502886
129,0,29926,Danny Lee,2.446,285.2,116.571,100,0217302701
129,0,31560,Brian Stuard,2.446,256.2,104.737,232,0208702795
133,0,39997,Corey Conners,2.445,283.8,116.065,184,0209502792
133,0,48081,Xander Schauffele,2.445,293.0,119.844,141,0207902796
135,0,34466,Peter Malnati,2.443,278.4,113.978,279,0187302812
135,0,25818,Scott Piercy,2.443,275.4,112.756,170,0194602793
137,0,46435,Austin Cook,2.441,266.5,109.187,196,0220802738
137,0,34076,Joel Dahmen,2.441,270.1,110.669,193,0210202839
139,0,30163,Henrik Norlander,2.439,277.8,113.899,159,0003102706
139,0,31323,Gary Woodland,2.439,298.0,122.153,117,0212707942
141,0,29970,Dylan Frittelli,2.438,290.1,118.963,243,0209502791
141,0,27349,Alex Noren,2.438,285.5,117.100,103,0217202748
141,0,51997,Andrew Novak,2.438,279.4,114.596,146,0215302814
141,0,40006,Erik van Rooyen,2.438,284.4,116.662,100,0208402803
145,0,49298,Kramer Hickok,2.437,276.9,113.652,222,0199502787
146,0,26300,Matt Jones,2.436,287.0,117.777,145,0202402829
