RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. TO IMPACT,TOTAL ATTEMPTS
1,0,56278,Matthew Wolff,309.9,88639.4,286
2,0,28237,Rory McIlroy,309.3,128662.0,416
3,0,34255,Joseph Bramlett,308.9,139915.0,453
4,0,51766,Wyndham Clark,305.6,183346.4,600
5,0,57366,Cameron Young,303.7,195559.9,644
6,0,46550,Brandon Hagy,302.9,164754.8,544
7,0,36689,Brooks Koepka,302.1,89721.7,297
8,0,40250,Taylor Pendrith,301.8,167811.5,556
9,0,46970,Jon Rahm,301.6,126659.6,420
10,0,39058,Lucas Herbert,301.4,91911.8,305
11,0,46601,Trey Mullinax,300.6,186970.8,622
12,0,47483,Will Zalatoris,300.1,147373.1,491
13,0,48117,Kurt Kitayama,299.9,117872.4,393
14,0,27064,Jhonattan Vegas,299.8,147189.7,491
15,0,52372,Cameron Champ,299.6,111141.7,371
15,0,45157,Cam Davis,299.6,180341.1,602
17,0,47504,Sam Burns,299.2,171144.0,572
18,0,31323,Gary Woodland,298.0,127229.2,427
19,0,27129,Luke List,297.8,178697.4,600
20,0,54421,Garrick Higgo,297.5,95807.3,322
21,0,32366,Kevin Chappell,297.0,111665.8,376
22,0,30911,Tommy Fleetwood,296.8,88736.6,299
23,0,39546,Keith Mitchell,295.9,192017.0,649
24,0,33448,Justin Thomas,295.8,142558.7,482
24,0,10381,Curtis Thompson,295.8,99099.6,335
26,0,46046,Scottie Scheffler,295.7,180364.9,610
27,0,30944,Jason Kokrak,295.4,100153.1,339
28,0,35617,Martin Trainer,294.8,160066.6,543
29,0,45540,Jared Wolfe,294.4,114817.3,390
30,0,48699,Callum Tarren,294.1,138798.9,472
31,0,35450,Patrick Cantlay,293.6,119510.0,407
32,0,32102,Rickie Fowler,293.4,148160.6,505
33,0,45486,Joaquin Niemann,293.1,142758.7,487
34,0,33141,Keegan Bradley,293.0,163763.5,559
34,0,48081,Xander Schauffele,293.0,120422.5,411
34,0,24502,Adam Scott,293.0,165255.4,564
37,0,29725,Tony Finau,292.9,176314.9,602
38,0,37212,Paul Barjon,292.3,147600.9,505
38,0,46717,Viktor Hovland,292.3,140315.0,480
40,0,29518,Brendan Steele,292.2,173543.9,594
41,0,35461,Beau Hossler,291.8,166027.1,569
42,0,47995,Davis Riley,291.6,205028.5,703
42,0,34046,Jordan Spieth,291.6,155735.9,534
44,0,47988,Nick Hardy,291.5,109611.9,376
45,0,47856,Seth Reeves,291.2,136875.1,470
46,0,34363,Tyrrell Hatton,291.1,115570.7,397
46,0,34264,Hudson Swafford,291.1,96928.5,333
46,0,32333,Kevin Tway,291.1,160660.3,552
49,0,49964,Aaron Wise,290.8,195106.6,671
50,0,20229,Stewart Cink,290.6,139772.1,481
51,0,37189,Harold Varner III,290.4,138812.9,478
52,0,29970,Dylan Frittelli,290.1,189987.6,655
52,0,32839,Hideki Matsuyama,290.1,131125.3,452
54,0,30692,Scott Stallings,290.0,206742.0,713
55,0,12716,Charley Hoffman,289.4,173086.8,598
56,0,35891,Cameron Smith,289.3,118913.3,411
57,0,26851,Marc Leishman,289.0,141901.5,491
58,0,39977,Max Homa,288.7,187968.4,651
59,0,50095,Austin Smotherman,288.5,165913.4,575
60,0,31646,Emiliano Grillo,288.4,173603.1,602
60,0,33667,Carlos Ortiz,288.4,143601.5,498
62,0,39971,Sungjae Im,288.2,187351.4,650
63,0,46442,Maverick McNealy,288.0,182862.4,635
64,0,23320,Ryan Palmer,287.9,132149.0,459
65,0,28089,Jason Day,287.8,126047.3,438
66,0,40098,Matt Fitzpatrick,287.7,122571.3,426
67,0,50525,Collin Morikawa,287.6,98056.3,341
68,0,32757,Patton Kizzire,287.3,199949.9,696
68,0,47347,Adam Schenk,287.3,187616.3,653
70,0,29289,S.Y. Noh,287.1,126311.3,440
71,0,26300,Matt Jones,287.0,136880.3,477
71,0,36852,Jim Knous,287.0,94990.6,331
73,0,24924,Bill Haas,286.9,165804.9,578
73,0,33204,Shane Lowry,286.9,107859.6,376
73,0,51894,Vince Whaley,286.9,187367.7,653
76,0,32448,James Hahn,286.8,159471.0,556
76,0,49960,Sepp Straka,286.8,172637.3,602
78,0,36699,Patrick Rodgers,286.2,183169.6,640
79,0,46402,Talor Gooch,285.9,99778.6,349
80,0,32662,Michael Gligic,285.6,138496.9,485
81,0,27349,Alex Noren,285.5,112467.5,394
82,0,29926,Danny Lee,285.2,95813.7,336
83,0,36871,Matt NeSmith,285.0,169306.6,594
84,0,22405,Justin Rose,284.9,78925.2,277
84,0,27139,David Skinns,284.9,126505.1,444
