RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SPIN SPEED,TOTAL ATTEMPTS
1,0,47347,Adam Schenk,3040.5,1863841,613
2,0,27095,Nick Watney,3033.8,1441039,475
3,0,36799,Stephan Jaeger,2986.0,1908041,639
4,0,39997,Corey Conners,2965.9,2004919,676
5,0,30978,Kiradech Aphibarnrat,2959.0,1065252,360
6,0,27139,David Skinns,2941.6,1188401,404
7,0,24361,Pat Perez,2941.3,1305939,444
8,0,34256,Andrew Putnam,2908.3,1931093,664
9,0,39977,Max Homa,2902.0,1709276,589
10,0,27349,Alex Noren,2880.8,1178241,409
11,0,36801,Mark Hubbard,2846.9,1417758,498
12,0,46414,Aaron Rai,2844.7,1698257,597
13,0,27936,Martin Laird,2826.3,1596878,565
14,0,40115,Adam Svensson,2807.2,2068901,737
15,0,48822,Sebastián Muñoz,2794.3,1813518,649
16,0,37275,Sam Ryder,2789.8,1930525,692
17,0,47529,Mito Pereira,2785.8,1969537,707
18,0,35310,Lanto Griffin,2774.4,1570334,566
19,0,34431,Robert Streb,2767.2,1759969,636
20,0,10381,Curtis Thompson,2765.5,873903,316
21,0,33486,Roger Sloan,2764.4,1550807,561
22,0,35449,Adam Long,2758.6,1914500,694
23,0,35110,Brett Drewitt,2756.5,926178,336
24,0,34466,Peter Malnati,2755.8,2381040,864
25,0,21961,Charles Howell III,2749.8,1152166,419
26,0,32333,Kevin Tway,2733.2,1473169,539
27,0,39546,Keith Mitchell,2730.6,1657447,607
28,0,24502,Adam Scott,2724.1,1386559,509
29,0,54421,Garrick Higgo,2723.9,789942,290
29,0,33419,Cameron Tringale,2723.9,1498144,550
31,0,48084,Wesley Bryan,2723.2,797905,293
32,0,28252,Seamus Power,2722.6,1154390,424
33,0,31557,Jim Herman,2722.3,925565,340
34,0,51997,Andrew Novak,2720.0,1229428,452
35,0,32640,Troy Merritt,2719.5,1898224,698
36,0,33490,Bo Hoag,2714.9,803599,296
37,0,51766,Wyndham Clark,2714.0,1508981,556
38,0,29289,S.Y. Noh,2713.9,1164244,429
38,0,31323,Gary Woodland,2713.9,1115414,411
40,0,34610,Matthias Schwab,2708.6,1291982,477
41,0,48699,Callum Tarren,2705.4,1171438,433
42,0,28114,Dawie van der Walt,2703.6,1230157,455
43,0,36884,Ben Kohles,2700.9,1023642,379
44,0,57366,Cameron Young,2690.8,1471868,547
45,0,26300,Matt Jones,2687.0,1179611,439
46,0,27129,Luke List,2686.7,1566354,583
47,0,29725,Tony Finau,2685.2,1519836,566
48,0,52372,Cameron Champ,2681.4,858035,320
49,0,32150,Michael Thompson,2676.2,1857250,694
50,0,32366,Kevin Chappell,2675.5,1040758,389
51,0,34360,Patrick Reed,2673.4,1109467,415
52,0,35617,Martin Trainer,2672.9,1381898,517
53,0,48081,Xander Schauffele,2669.4,1041060,390
54,0,39971,Sungjae Im,2668.0,1710193,641
55,0,36852,Jim Knous,2667.8,821677,308
56,0,35532,Tom Hoge,2667.0,1722910,646
56,0,26851,Marc Leishman,2667.0,1224154,459
58,0,33204,Shane Lowry,2666.1,887822,333
59,0,33122,Russell Knox,2658.0,1709110,643
60,0,51894,Vince Whaley,2654.3,1563411,589
61,0,47995,Davis Riley,2650.9,1852965,699
62,0,32839,Hideki Matsuyama,2650.4,1139683,430
63,0,29970,Dylan Frittelli,2649.9,1571395,593
64,0,24925,Jonathan Byrd,2648.6,1006459,380
65,0,23983,Luke Donald,2648.1,1027476,388
66,0,39058,Lucas Herbert,2647.4,778321,294
67,0,36871,Matt NeSmith,2646.4,1458175,551
68,0,49947,Taylor Moore,2644.5,1999271,756
69,0,24980,Scott Gutschewski,2643.7,853929,323
70,0,33399,Adam Hadwin,2641.8,1672239,633
71,0,51950,Max McGreevy,2640.8,1264953,479
72,0,34098,Russell Henley,2635.9,1402282,532
73,0,45157,Cam Davis,2628.0,1471685,560
