RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SPIN SPEED,TOTAL ATTEMPTS
74,0,27649,Brandt Snedeker,2626.9,1203115,458
75,0,52374,Brandon Wu,2622.9,1093746,417
76,0,27064,Jhonattan Vegas,2622.7,1177610,449
76,0,47483,Will Zalatoris,2622.7,1222163,466
78,0,47988,Nick Hardy,2622.6,967731,369
79,0,36689,Brooks Koepka,2619.0,675701,258
80,0,34076,Joel Dahmen,2618.3,1680945,642
81,0,29926,Danny Lee,2614.4,826153,316
82,0,24138,Ian Poulter,2613.8,755397,289
82,0,46970,Jon Rahm,2613.8,1037668,397
84,0,46402,Talor Gooch,2612.6,917017,351
85,0,45609,Tyler Duncan,2611.9,1483549,568
86,0,25198,Francesco Molinari,2607.7,933573,358
87,0,48887,Matt Wallace,2605.0,1187867,456
88,0,35450,Patrick Cantlay,2602.2,1040880,400
89,0,29974,Branden Grace,2602.0,845634,325
90,0,46442,Maverick McNealy,2601.1,1555437,598
91,0,27214,Kevin Streelman,2600.3,1877409,722
92,0,55708,Hayden Buckley,2598.9,1639936,631
93,0,25686,Jason Dufner,2594.2,918335,354
94,0,29478,Kevin Kisner,2589.5,1211877,468
95,0,32662,Michael Gligic,2587.1,1267703,490
96,0,40250,Taylor Pendrith,2581.1,1331861,516
97,0,40006,Erik van Rooyen,2579.8,619151,240
98,0,46435,Austin Cook,2579.4,1281978,497
99,0,32448,James Hahn,2576.9,1378650,535
100,0,34046,Jordan Spieth,2576.5,1306302,507
101,0,51890,Greyson Sigg,2572.4,1772396,689
102,0,46046,Scottie Scheffler,2568.5,1487137,579
103,0,32757,Patton Kizzire,2565.6,1713822,668
104,0,35879,Kelly Kraft,2565.1,1331285,519
105,0,33667,Carlos Ortiz,2563.5,1261235,492
106,0,39953,Chase Seiffert,2562.9,845744,330
107,0,30692,Scott Stallings,2561.2,1723690,673
108,0,23108,Matt Kuchar,2559.4,1302729,509
109,0,49298,Kramer Hickok,2558.7,1606853,628
110,0,49960,Sepp Straka,2557.0,1424234,557
111,0,30163,Henrik Norlander,2556.2,1257637,492
112,0,53165,Doc Redman,2556.1,1446750,566
113,0,54628,Lee Hodges,2555.6,1947356,762
114,0,45540,Jared Wolfe,2553.7,921878,361
115,0,47504,Sam Burns,2551.5,1314041,515
116,0,37455,Si Woo Kim,2548.0,1829459,718
117,0,45522,Christiaan Bezuidenhout,2543.5,1236123,486
117,0,33141,Keegan Bradley,2543.5,1312429,516
119,0,28089,Jason Day,2538.5,1040784,410
120,0,29420,Billy Horschel,2537.7,1103885,435
120,0,48117,Kurt Kitayama,2537.7,994772,392
122,0,31560,Brian Stuard,2537.6,1611374,635
123,0,40098,Matt Fitzpatrick,2536.6,1007011,397
124,0,32102,Rickie Fowler,2534.2,1267106,500
125,0,22405,Justin Rose,2532.3,721697,285
126,0,30927,Brendon Todd,2530.4,1543544,610
127,0,39324,J.J. Spaun,2527.6,1599969,633
128,0,31420,Anirban Lahiri,2524.3,1466601,581
129,0,34255,Joseph Bramlett,2522.1,1006323,399
130,0,47993,Denny McCarthy,2521.1,1547935,614
131,0,37212,Paul Barjon,2519.6,1179188,468
132,0,27644,Brian Harman,2518.2,1780375,707
133,0,47983,Chad Ramey,2518.1,1281735,509
134,0,30911,Tommy Fleetwood,2514.9,736868,293
135,0,46717,Viktor Hovland,2514.6,1096377,436
136,0,29221,Webb Simpson,2514.5,839832,334
137,0,31646,Emiliano Grillo,2509.0,1425103,568
138,0,34264,Hudson Swafford,2508.0,772460,308
139,0,27974,Sung Kang,2507.7,1296481,517
139,0,23621,Rory Sabbatini,2507.7,1223774,488
141,0,49766,Hank Lebioda,2505.9,1603794,640
142,0,32791,K.H. Lee,2500.5,1727873,691
143,0,51634,Sahith Theegala,2494.9,2103240,843
144,0,46550,Brandon Hagy,2494.0,1097381,440
145,0,47856,Seth Reeves,2490.9,1100959,442
146,0,34563,Chesson Hadley,2485.2,1237608,498
147,0,49771,J.T. Poston,2484.7,1726879,695
148,0,46601,Trey Mullinax,2483.2,1358291,547
149,0,35506,Mackenzie Hughes,2482.5,1410075,568
150,0,47128,Richy Werenski,2481.9,1005183,405
151,0,52375,Doug Ghim,2481.4,1498758,604
152,0,12716,Charley Hoffman,2478.9,1269198,512
153,0,24924,Bill Haas,2477.9,1390085,561
154,0,36699,Patrick Rodgers,2472.7,1421825,575
155,0,40162,Justin Lower,2467.8,1184561,480
156,0,32816,Satoshi Kodaira,2462.5,856944,348
157,0,32139,Danny Willett,2460.3,806967,328
158,0,50525,Collin Morikawa,2458.1,823476,335
159,0,34363,Tyrrell Hatton,2456.0,876809,357
160,0,22056,Cameron Percy,2455.2,704656,287
161,0,25493,Nick Taylor,2453.9,1482167,604
162,0,20229,Stewart Cink,2452.9,1096461,447
163,0,25818,Scott Piercy,2451.8,1399978,571
164,0,23325,Vaughn Taylor,2443.6,872373,357
165,0,29908,C.T. Pan,2436.0,1539537,632
166,0,23320,Ryan Palmer,2435.8,1040074,427
167,0,35461,Beau Hossler,2432.6,1257672,517
168,0,36326,David Lipsky,2431.5,1670407,687
169,0,45486,Joaquin Niemann,2430.9,1059864,436
170,0,33448,Justin Thomas,2426.3,1128221,465
171,0,35891,Cameron Smith,2422.3,891401,368
172,0,28237,Rory McIlroy,2421.0,949016,392
173,0,29518,Brendan Steele,2419.1,1371646,567
174,0,39436,Joshua Creel,2416.7,923184,382
175,0,27895,Jonas Blixt,2416.0,874608,362
176,0,30944,Jason Kokrak,2414.9,731720,303
177,0,28775,Nate Lashley,2410.7,1386178,575
178,0,30926,Chris Kirk,2409.5,1370989,569
179,0,27770,Camilo Villegas,2406.7,962693,400
180,0,37189,Harold Varner III,2404.4,997841,415
181,0,45526,Abraham Ancer,2397.2,978068,408
182,0,49964,Aaron Wise,2392.3,1466481,613
183,0,25900,Lucas Glover,2386.0,1512723,634
184,0,24024,Zach Johnson,2362.8,1174310,497
185,0,29535,Brice Garnett,2353.1,1237719,526
186,0,46340,Alex Smalley,2330.3,1351563,580
187,0,26476,Chez Reavie,2326.5,1744858,750
188,0,33597,Harry Higgs,2321.1,1376401,593
189,0,34174,John Huh,2311.7,1264500,547
190,0,54783,Dylan Wu,2311.5,1010125,437
191,0,56278,Matthew Wolff,2244.8,626293,279
192,0,19803,Ryan Armour,2219.0,661252,298
193,0,50095,Austin Smotherman,2210.3,1275331,577
