RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE DISTANCE (YARDS),AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST DIST. EFFICIENCY
1,0,19803,Ryan Armour,2.753,291.278,105.805,127,0241203429
2,0,45526,Abraham Ancer,2.725,299.669,109.981,114,0237703275
3,0,50095,Austin Smotherman,2.714,307.605,113.327,195,0218903335
4,0,31646,Emiliano Grillo,2.712,308.166,113.648,233,0207503249
5,0,29908,C.T. Pan,2.703,300.014,111.008,209,0207403568
5,0,23325,Vaughn Taylor,2.703,287.994,106.533,126,0226203429
7,0,33141,Keegan Bradley,2.697,308.917,114.552,165,0224003116
7,0,12716,Charley Hoffman,2.697,311.023,115.329,202,0204403168
7,0,30926,Chris Kirk,2.697,302.491,112.160,211,0226203202
7,0,29221,Webb Simpson,2.697,304.108,112.744,137,0233503142
11,0,28775,Nate Lashley,2.696,297.907,110.510,207,0222803266
11,0,37189,Harold Varner III,2.696,310.332,115.110,172,0197503144
13,0,32448,James Hahn,2.693,304.927,113.231,198,0226103271
14,0,39436,Joshua Creel,2.691,287.241,106.750,137,0235903185
14,0,33448,Justin Thomas,2.691,313.815,116.616,173,0214603149
16,0,25900,Lucas Glover,2.689,301.432,112.109,242,0220003159
17,0,32839,Hideki Matsuyama,2.688,310.675,115.588,166,0210903115
17,0,24138,Ian Poulter,2.688,297.080,110.532,111,0233903083
19,0,32640,Troy Merritt,2.687,297.355,110.659,218,0224403377
19,0,26476,Chez Reavie,2.687,285.466,106.231,261,0221603158
21,0,54783,Dylan Wu,2.685,303.366,112.984,166,0218203195
22,0,33399,Adam Hadwin,2.683,302.708,112.805,233,0203403114
22,0,34098,Russell Henley,2.683,299.481,111.604,173,0227203147
24,0,32791,K.H. Lee,2.681,304.695,113.641,231,0203603211
25,0,27644,Brian Harman,2.680,292.784,109.230,231,0225203105
25,0,22056,Cameron Percy,2.680,297.665,111.061,110,0229603170
27,0,23108,Matt Kuchar,2.679,290.397,108.382,155,0178803135
28,0,46717,Viktor Hovland,2.678,314.053,117.271,139,0218203073
29,0,32150,Michael Thompson,2.677,290.224,108.403,250,0230103253
30,0,35461,Beau Hossler,2.675,310.465,116.081,165,0226803447
30,0,29518,Brendan Steele,2.675,311.727,116.519,177,0225003212
30,0,27214,Kevin Streelman,2.675,297.931,111.374,284,0208003399
33,0,46435,Austin Cook,2.673,291.855,109.172,205,0174503295
