RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
37,0,23320,Ryan Palmer,11.63,5699.55,490
37,0,39324,J.J. Spaun,11.63,8155.10,701
39,0,34174,John Huh,11.61,7154.28,616
40,0,35506,Mackenzie Hughes,11.51,7018.09,610
41,0,19803,Ryan Armour,11.49,3976.83,346
41,0,25818,Scott Piercy,11.49,7538.08,656
43,0,33486,Roger Sloan,11.42,6632.98,581
44,0,31420,Anirban Lahiri,11.41,7140.18,626
45,0,49771,J.T. Poston,11.40,8502.66,746
46,0,50095,Austin Smotherman,11.39,6924.76,608
47,0,36326,David Lipsky,11.36,8280.28,729
48,0,56278,Matthew Wolff,11.34,3628.18,320
49,0,28237,Rory McIlroy,11.31,4727.60,418
50,0,45609,Tyler Duncan,11.29,7033.67,623
51,0,28089,Jason Day,11.26,5393.33,479
51,0,33667,Carlos Ortiz,11.26,6002.37,533
53,0,45526,Abraham Ancer,11.19,4933.12,441
53,0,12716,Charley Hoffman,11.19,6690.59,598
55,0,32139,Danny Willett,11.14,4234.55,380
56,0,27214,Kevin Streelman,11.12,8827.99,794
57,0,31646,Emiliano Grillo,11.11,6920.67,623
58,0,23621,Rory Sabbatini,11.05,5943.07,538
59,0,52375,Doug Ghim,11.04,7189.28,651
60,0,20229,Stewart Cink,11.02,5368.26,487
61,0,51950,Max McGreevy,11.01,5845.47,531
61,0,35891,Cameron Smith,11.01,4523.71,411
63,0,29289,S.Y. Noh,10.99,5361.75,488
64,0,35532,Tom Hoge,10.96,7684.16,701
65,0,48084,Wesley Bryan,10.95,3459.52,316
66,0,35450,Patrick Cantlay,10.93,4708.69,431
67,0,48887,Matt Wallace,10.92,5406.49,495
68,0,46435,Austin Cook,10.90,5874.41,539
69,0,29926,Danny Lee,10.88,3817.16,351
69,0,32839,Hideki Matsuyama,10.88,5190.99,477
69,0,24138,Ian Poulter,10.88,3526.56,324
72,0,36799,Stephan Jaeger,10.86,7429.88,684
73,0,47995,Davis Riley,10.81,7942.87,735
74,0,32757,Patton Kizzire,10.80,7766.94,719
75,0,54783,Dylan Wu,10.79,5048.57,468
76,0,23983,Luke Donald,10.77,4468.60,415
77,0,45522,Christiaan Bezuidenhout,10.76,5521.81,513
78,0,28775,Nate Lashley,10.74,6617.91,616
78,0,47983,Chad Ramey,10.74,5658.67,527
80,0,34076,Joel Dahmen,10.71,7432.61,694
81,0,36871,Matt NeSmith,10.70,6731.97,629
82,0,30692,Scott Stallings,10.69,8017.50,750
83,0,40250,Taylor Pendrith,10.66,6397.78,600
84,0,54628,Lee Hodges,10.64,8630.98,811
85,0,32816,Satoshi Kodaira,10.63,3870.77,364
86,0,47483,Will Zalatoris,10.62,5594.83,527
87,0,33399,Adam Hadwin,10.60,7215.31,681
87,0,45540,Jared Wolfe,10.60,4345.00,410
89,0,46046,Scottie Scheffler,10.57,6867.74,650
90,0,37455,Si Woo Kim,10.56,8585.62,813
90,0,50525,Collin Morikawa,10.56,3601.91,341
92,0,29420,Billy Horschel,10.55,4947.68,469
92,0,26851,Marc Leishman,10.55,5487.72,520
94,0,34255,Joseph Bramlett,10.54,5215.45,495
95,0,55708,Hayden Buckley,10.53,7181.28,682
96,0,37189,Harold Varner III,10.52,5197.71,494
97,0,47993,Denny McCarthy,10.46,6934.62,663
98,0,31560,Brian Stuard,10.45,7046.37,674
99,0,36689,Brooks Koepka,10.42,3177.87,305
100,0,25493,Nick Taylor,10.40,6804.80,654
101,0,49766,Hank Lebioda,10.39,6910.33,665
102,0,46717,Viktor Hovland,10.37,4976.45,480
103,0,34264,Hudson Swafford,10.35,3652.83,353
104,0,34098,Russell Henley,10.31,6008.81,583
104,0,33448,Justin Thomas,10.31,5235.55,508
104,0,40006,Erik van Rooyen,10.31,2752.65,267
107,0,47504,Sam Burns,10.30,5983.61,581
107,0,29518,Brendan Steele,10.30,6191.85,601
109,0,57366,Cameron Young,10.27,6994.77,681
110,0,36852,Jim Knous,10.26,3530.96,344
111,0,33597,Harry Higgs,10.21,6624.47,649
112,0,25900,Lucas Glover,10.20,6913.64,678
112,0,39971,Sungjae Im,10.20,7029.39,689
114,0,33204,Shane Lowry,10.16,3841.48,378
115,0,47988,Nick Hardy,10.13,4052.43,400
116,0,32791,K.H. Lee,10.09,7405.61,734
117,0,30911,Tommy Fleetwood,10.08,3025.41,300
118,0,25686,Jason Dufner,10.02,3878.37,387
119,0,27649,Brandt Snedeker,9.97,5035.56,505
120,0,35110,Brett Drewitt,9.94,3846.53,387
120,0,47856,Seth Reeves,9.94,4881.31,491
122,0,46970,Jon Rahm,9.93,4556.70,459
123,0,46402,Talor Gooch,9.92,3788.87,382
124,0,33419,Cameron Tringale,9.89,6080.33,615
125,0,46442,Maverick McNealy,9.85,6600.02,670
125,0,46601,Trey Mullinax,9.85,6373.67,647
127,0,48081,Xander Schauffele,9.77,4258.65,436
128,0,39953,Chase Seiffert,9.75,3420.72,351
129,0,52374,Brandon Wu,9.69,4389.95,453
130,0,36801,Mark Hubbard,9.68,5186.30,536
131,0,29725,Tony Finau,9.65,6039.67,626
132,0,27936,Martin Laird,9.62,5812.51,604
133,0,48822,Sebastián Muñoz,9.61,6781.34,706
134,0,33122,Russell Knox,9.55,6901.34,723
135,0,51634,Sahith Theegala,9.54,8913.34,934
136,0,48117,Kurt Kitayama,9.52,3951.60,415
137,0,30978,Kiradech Aphibarnrat,9.48,3657.50,386
138,0,34046,Jordan Spieth,9.45,5209.41,551
139,0,51997,Andrew Novak,9.43,4825.95,512
140,0,34563,Chesson Hadley,9.41,5079.97,540
141,0,10381,Curtis Thompson,9.39,3494.46,372
142,0,51766,Wyndham Clark,9.31,5950.24,639
143,0,54421,Garrick Higgo,9.29,3000.02,323
143,0,35879,Kelly Kraft,9.29,5214.28,561
145,0,37212,Paul Barjon,9.27,4948.48,534
146,0,45486,Joaquin Niemann,9.21,4744.16,515
146,0,27770,Camilo Villegas,9.21,4155.33,451
148,0,40098,Matt Fitzpatrick,9.17,3962.27,432
148,0,24361,Pat Perez,9.17,4365.18,476
150,0,27129,Luke List,9.15,5810.32,635
151,0,32662,Michael Gligic,9.14,4762.34,521
152,0,39997,Corey Conners,9.13,6472.25,709
153,0,27064,Jhonattan Vegas,9.07,4705.12,519
154,0,34466,Peter Malnati,9.02,8495.76,942
154,0,36699,Patrick Rodgers,9.02,6139.31,681
156,0,47529,Mito Pereira,9.01,6857.51,761
157,0,40115,Adam Svensson,8.99,7134.33,794
158,0,37275,Sam Ryder,8.98,6701.29,746
159,0,49298,Kramer Hickok,8.96,6256.29,698
160,0,46550,Brandon Hagy,8.89,5034.29,566
161,0,27349,Alex Noren,8.87,3797.26,428
162,0,31323,Gary Woodland,8.84,4048.17,458
163,0,29970,Dylan Frittelli,8.83,5967.72,676
164,0,39058,Lucas Herbert,8.82,2716.63,308
165,0,30163,Henrik Norlander,8.81,4495.15,510
166,0,29974,Branden Grace,8.79,3209.96,365
166,0,34360,Patrick Reed,8.79,4006.38,456
168,0,35617,Martin Trainer,8.78,5023.05,572
168,0,28114,Dawie van der Walt,8.78,4283.77,488
170,0,31557,Jim Herman,8.77,3164.67,361
171,0,34610,Matthias Schwab,8.64,4399.91,509
172,0,53165,Doc Redman,8.59,5026.41,585
173,0,34256,Andrew Putnam,8.55,6274.35,734
174,0,32333,Kevin Tway,8.52,4999.96,587
175,0,46340,Alex Smalley,8.48,5717.52,674
176,0,24980,Scott Gutschewski,8.46,2994.91,354
177,0,33490,Bo Hoag,8.35,2754.22,330
178,0,51894,Vince Whaley,8.33,5648.57,678
179,0,24502,Adam Scott,8.28,4685.50,566
180,0,39977,Max Homa,8.14,5365.52,659
181,0,49947,Taylor Moore,8.00,6551.92,819
182,0,35310,Lanto Griffin,7.98,4909.95,615
183,0,28252,Seamus Power,7.95,3618.71,455
184,0,26300,Matt Jones,7.91,3884.90,491
185,0,34431,Robert Streb,7.77,5348.41,688
186,0,21961,Charles Howell III,7.76,3476.19,448
187,0,47347,Adam Schenk,7.10,4832.58,681
188,0,27139,David Skinns,7.06,3254.89,461
189,0,48699,Callum Tarren,6.97,3429.66,492
190,0,36884,Ben Kohles,6.93,2888.96,417
190,0,46414,Aaron Rai,6.93,4536.06,655
192,0,27095,Nick Watney,6.53,3482.81,533
193,0,52372,Cameron Champ,6.51,2636.59,405
