RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
1,0,01876,Greg Norman,$11910518
2,0,01633,Tom Kite,$10286177
3,0,01226,Fred Couples,$8885487
4,0,01968,Nick Price,$8794431
5,0,01887,Mark O'Meara,$8506774
6,0,01706,Davis Love III,$8470982
7,0,02146,Payne Stewart,$8465062
8,0,02256,Tom Watson,$8307277
9,0,01928,Corey Pavin,$8130356
10,0,01527,Scott Hoch,$7899250
11,0,01161,Mark Calcavecchia,$7612931
12,0,01042,Paul Azinger,$7451410
13,0,02159,Curtis Strange,$7147752
14,0,01235,Ben Crenshaw,$7064604
15,0,02133,Craig Stadler,$6870877
16,0,01457,Jay Haas,$6390645
17,0,01313,Steve Elkington,$6328138
18,0,01378,David Frost,$6299819
19,0,02242,Lanny Wadkins,$6249812
20,0,01219,John Cook,$6109117
21,0,01072,Chip Beck,$5994624
22,0,01559,Hale Irwin,$5902306
23,0,01690,Bruce Lietzke,$5880083
24,0,01329,Brad Faxon,$5842619
25,0,01677,Tom Lehman,$5642999
26,0,02010,Loren Roberts,$5624104
27,0,01869,Jack Nicklaus,$5563516
28,0,02321,Fuzzy Zoeller,$5401176
29,0,01577,Lee Janzen,$5337931
30,0,01783,Mark McCumber,$5290798
31,0,01355,Raymond Floyd,$5269595
32,0,01837,Gil Morgan,$5259164
33,0,02099,Scott Simpson,$5210150
34,0,01823,Larry Mize,$5149716
35,0,02104,Jeff Sluman,$5145364
36,0,02170,Hal Sutton,$5134238
37,0,01810,Phil Mickelson,$5127731
38,0,01385,Jim Gallagher Jr.,$5073383
39,0,01569,Peter Jacobsen,$4969692
40,0,01132,Mark Brooks,$4950012
41,0,02223,Bob Tway,$4875948
42,0,01682,Wayne Levi,$4629618
43,0,01724,Jeff Maggert,$4411032
44,0,01326,Nick Faldo,$4372259
45,0,01418,Bill Glasson,$4206807
46,0,02267,D.A. Weibring,$4167691
47,0,01306,David Edwards,$4140344
48,0,01766,Billy Mayfair,$4067796
49,0,01553,John Huston,$4067085
50,0,02101,Joey Sindelar,$4045696
51,0,01945,Kenny Perry,$4039232
52,0,06567,Vijay Singh,$3987559
53,0,01926,Steve Pate,$3933431
54,0,01723,Andrew Magee,$3919085
55,0,01599,Steve Jones,$3899180
56,0,01725,John Mahaffey,$3869073
57,0,01864,Larry Nelson,$3816001
58,0,09011,David Duval,$3815010
59,0,01975,Tom Purtzer,$3808670
60,0,06522,Ernie Els,$3736234
61,0,01361,Dan Forsman,$3653383
