RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
112,0,23353,J.J. Henry,21.23,31,146,-34,-19.00
113,0,10885,Robert Allenby,21.19,25,118,-27,-11.00
114,0,01116,Michael Bradley,21.18,18,85,-18,-17.00
114,0,10809,Jim Furyk,21.18,18,85,-20,-24.00
116,0,06012,Greg Kraft,21.05,8,38,-9,-11.00
117,0,26596,Ryan Moore,20.93,27,129,-29,-3.00
118,0,24361,Pat Perez,20.89,33,158,-29,E
119,0,20105,Jeff Gove,20.83,15,72,-13,+6.00
120,0,23621,Rory Sabbatini,20.78,32,154,-33,-1.00
121,0,25396,Kevin Na,20.66,25,121,-24,-18.00
122,0,31560,Brian Stuard,20.62,20,97,-19,-2.00
123,0,24490,George McNeill,20.47,26,127,-28,+1.00
124,0,28087,Kris Blanks,20.44,28,137,-25,-3.00
125,0,24138,Ian Poulter,20.37,11,54,-13,+1.00
125,0,12602,Dean Wilson,20.37,11,54,-10,-22.00
127,0,20498,Briny Baird,20.35,23,113,-24,-26.00
128,0,28237,Rory McIlroy,20.20,20,99,-23,+9.00
128,0,02206,David Toms,20.20,20,99,-21,-29.00
130,0,01945,Kenny Perry,20.19,21,104,-20,-6.00
131,0,12510,Chad Campbell,20.16,25,124,-27,-17.00
132,0,20848,Ángel Cabrera,20.15,27,134,-28,+4.00
133,0,27613,David Lutterus,20.00,20,100,-19,+8.00
134,0,21949,Joe Ogilvie,19.87,30,151,-28,-18.00
135,0,29221,Webb Simpson,19.85,26,131,-25,-34.00
136,0,23307,Roger Tambellini,19.64,22,112,-22,+11.00
137,0,20572,Rod Pampling,19.55,26,133,-27,-1.00
138,0,22371,Aaron Baddeley,19.53,42,215,-48,-3.00
139,0,23718,Nathan Green,19.49,23,118,-23,-5.00
140,0,20686,Jeev Milkha Singh,19.48,15,77,-14,+2.00
141,0,01707,Steve Lowery,19.42,20,103,-17,+8.00
142,0,08537,J.P. Hayes,19.35,18,93,-18,-21.00
143,0,32617,Jerod Turner,19.15,9,47,-10,E
144,0,24507,Jason Bohn,18.75,21,112,-22,-24.00
144,0,20436,Garrett Willis,18.75,24,128,-25,-7.00
146,0,28500,Martin Flores,18.67,28,150,-29,+13.00
147,0,21350,Ryuji Imada,18.58,21,113,-21,-38.00
148,0,25720,Chad Collins,18.52,20,108,-19,-26.00
148,0,28780,Nicholas Thompson,18.52,30,162,-25,+1.00
150,0,26420,Richard Johnson,18.39,16,87,-22,-23.00
151,0,24227,Justin Bolli,18.37,9,49,-8,-3.00
152,0,25632,Jimmy Walker,18.32,24,131,-25,+2.00
153,0,12714,Chris Tidland,18.03,22,122,-21,-14.00
154,0,21959,Ted Purdy,18.01,29,161,-30,+15.00
155,0,20127,Chris Riley,17.95,14,78,-17,-21.00
156,0,26882,Michael Sim,17.81,13,73,-14,-1.00
157,0,21753,Brian Davis,17.78,24,135,-26,-19.00
158,0,01948,Tim Petrovic,17.73,25,141,-26,-31.00
159,0,27649,Brandt Snedeker,17.65,18,102,-17,-37.00
160,0,12755,Vance Veazey,17.54,10,57,-10,+12.00
161,0,25892,Steve Wheatcroft,17.48,18,103,-20,+5.00
162,0,21961,Charles Howell III,17.28,28,162,-29,-16.00
163,0,07457,Steve Flesch,17.24,15,87,-16,-24.00
164,0,22293,Heath Slocum,17.14,18,105,-18,-18.00
165,0,06004,Stephen Ames,16.98,18,106,-20,-3.00
166,0,20593,Greg Chalmers,16.94,21,124,-24,-38.00
166,0,24024,Zach Johnson,16.94,21,124,-21,-25.00
168,0,12652,Cameron Beckman,16.67,15,90,-14,+10.00
168,0,23983,Luke Donald,16.67,10,60,-10,-17.00
170,0,20160,Charlie Wi,16.39,20,122,-20,-35.00
171,0,06251,Chris DiMarco,16.35,17,104,-17,-20.00
172,0,22122,Andrew McLardy,16.18,11,68,-12,+8.00
173,0,20663,Brenden Pappas,16.13,15,93,-14,-1.00
174,0,28089,Jason Day,16.08,23,143,-24,+6.00
175,0,01329,Brad Faxon,15.79,6,38,-6,-19.00
176,0,21878,Mark Wilson,15.32,19,124,-19,-18.00
177,0,01619,Skip Kendall,15.25,9,59,-8,-9.00
178,0,29285,Brent Delahoussaye,15.22,7,46,-7,-3.00
179,0,01313,Steve Elkington,15.15,15,99,-15,-7.00
180,0,23541,Ben Crane,15.05,14,93,-15,-21.00
181,0,02239,Scott Verplank,14.86,11,74,-11,-15.00
182,0,22621,Ben Curtis,14.49,10,69,-12,-25.00
183,0,01724,Jeff Maggert,14.46,12,83,-14,-15.00
184,0,26392,Chris Wilson,14.43,14,97,-13,+10.00
185,0,01577,Lee Janzen,14.14,14,99,-15,-19.00
186,0,01941,Tom Pernice Jr.,13.64,9,66,-10,-34.00
187,0,06643,Paul Goydos,13.51,10,74,-9,-26.00
188,0,06515,Shaun Micheel,13.04,9,69,-8,-8.00
189,0,08385,Omar Uresti,12.96,7,54,-7,-25.00
190,0,10860,Justin Leonard,12.33,9,73,-9,-23.00
191,0,19846,Brian Gay,10.29,7,68,-8,-57.00
192,0,06514,Kevin Johnson,9.52,6,63,-7,+18.00
