RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
1,0,12705,Cliff Kresge,33.87,21,62,-24,-7.00
2,0,27436,Graham DeLaet,32.96,59,179,-53,+9.00
3,0,25804,Bubba Watson,32.34,54,167,-55,+3.00
4,0,06527,Steve Stricker,32.14,27,84,-29,-30.00
5,0,01706,Davis Love III,31.58,42,133,-43,-19.00
6,0,25364,Paul Casey,31.25,25,80,-30,-11.00
7,0,24358,Robert Garrigus,30.87,46,149,-41,+10.00
8,0,23135,Tim Clark,30.65,19,62,-17,-45.00
9,0,24140,Sean O'Hair,30.53,40,131,-42,-3.00
10,0,22378,Trevor Immelman,30.36,17,56,-18,-6.00
11,0,24925,Jonathan Byrd,30.34,44,145,-40,-4.00
12,0,06595,Kevin Sutherland,30.15,41,136,-48,-22.00
13,0,01810,Phil Mickelson,30.14,44,146,-48,-5.00
14,0,27120,Troy Matteson,29.65,51,172,-50,-10.00
15,0,21209,Sergio Garcia,29.17,21,72,-19,-3.00
16,0,25686,Jason Dufner,29.03,36,124,-39,+2.00
17,0,23322,Brett Wetterich,28.69,35,122,-35,+1.00
18,0,01320,Bob Estes,28.57,28,98,-29,-11.00
19,0,30925,Dustin Johnson,28.25,50,177,-54,-1.00
20,0,23349,Charles Warren,28.03,37,132,-42,+3.00
21,0,22946,Henrik Bjornstad,27.78,35,126,-35,+2.00
21,0,01766,Billy Mayfair,27.78,30,108,-27,-4.00
21,0,27095,Nick Watney,27.78,45,162,-43,-4.00
24,0,28307,Matt Every,27.72,28,101,-27,+1.00
25,0,06621,Joe Durant,27.59,24,87,-25,-15.00
26,0,27141,J.B. Holmes,27.40,60,219,-65,E
27,0,27797,Derek Lamely,27.19,31,114,-35,+7.00
28,0,23613,Rich Barcelo,27.06,23,85,-28,+11.00
29,0,23548,Bill Lunde,27.05,33,122,-36,+9.00
30,0,22913,John Rollins,26.99,44,163,-42,-9.00
31,0,27936,Martin Laird,26.98,51,189,-56,E
32,0,12716,Charley Hoffman,26.84,51,190,-55,-3.00
33,0,23320,Ryan Palmer,26.81,37,138,-35,+8.00
34,0,26679,Kevin Stadler,26.71,43,161,-46,-11.00
35,0,26851,Marc Leishman,26.57,38,143,-35,-7.00
36,0,24912,Will MacKenzie,26.52,35,132,-32,-8.00
37,0,23325,Vaughn Taylor,26.47,36,136,-34,-25.00
38,0,26881,Jarrod Lyle,26.44,23,87,-21,-7.00
39,0,30946,Alex Prugh,26.38,43,163,-51,+4.00
40,0,33419,Cameron Tringale,26.09,24,92,-19,-3.00
41,0,24502,Adam Scott,25.89,29,112,-30,+3.00
42,0,20472,Alex Cejka,25.77,25,97,-28,-15.00
43,0,20378,Mathias Grönberg,25.74,26,101,-25,+1.00
44,0,20645,John Senden,25.71,45,175,-41,-18.00
45,0,20070,Matt Bettencourt,25.69,37,144,-47,-1.00
46,0,20229,Stewart Cink,25.58,33,129,-31,-16.00
47,0,08725,Tom Gillis,25.56,46,180,-48,-26.00
48,0,32640,Troy Merritt,25.52,37,145,-37,+5.00
48,0,26289,Boo Weekley,25.52,37,145,-39,+3.00
50,0,26301,James Nitties,25.50,38,149,-41,-21.00
51,0,20574,Mathew Goggin,25.48,40,157,-40,E
52,0,28158,Steve Marino,25.42,30,118,-31,-3.00
52,0,27770,Camilo Villegas,25.42,30,118,-30,-2.00
54,0,26300,Matt Jones,25.32,40,158,-43,-11.00
55,0,27933,John Merrick,25.29,43,170,-42,-17.00
56,0,23673,Michael Connell,25.27,23,91,-28,-28.00
56,0,09011,David Duval,25.27,23,91,-22,-13.00
58,0,20157,Retief Goosen,25.23,27,107,-26,-16.00
58,0,12782,Tim Herron,25.23,27,107,-27,-7.00
60,0,25900,Lucas Glover,25.19,34,135,-36,+1.00
61,0,07749,Brett Quigley,25.17,36,143,-39,-9.00
62,0,24357,K.J. Choi,25.00,22,88,-21,-24.00
62,0,23638,Brendon de Jonge,25.00,39,156,-43,-13.00
64,0,27963,Chris Stroud,24.79,30,121,-26,-5.00
65,0,20691,Greg Owen,24.77,27,109,-21,+5.00
66,0,25240,D.A. Points,24.63,33,134,-33,-15.00
67,0,26287,Roland Thatcher,24.60,31,126,-24,-5.00
68,0,22056,Cameron Percy,24.59,30,122,-29,+4.00
69,0,23623,Bo Van Pelt,24.46,45,184,-48,-15.00
70,0,26695,Michael Letzig,24.32,36,148,-37,-6.00
71,0,23409,James Driscoll,24.22,39,161,-40,+4.00
72,0,23788,D.J. Trahan,24.10,47,195,-52,-8.00
73,0,08075,Jerry Kelly,24.03,31,129,-27,-21.00
74,0,10585,Scott McCarron,23.98,41,171,-38,+2.00
75,0,22405,Justin Rose,23.93,28,117,-29,-14.00
76,0,25190,Jeff Quinney,23.86,21,88,-22,-13.00
77,0,24924,Bill Haas,23.72,37,156,-42,-15.00
78,0,20850,Daniel Chopra,23.66,31,131,-33,-9.00
79,0,25345,Carl Pettersson,23.64,26,110,-29,-13.00
80,0,32102,Rickie Fowler,23.61,34,144,-33,-18.00
81,0,23108,Matt Kuchar,23.57,33,140,-35,-28.00
82,0,01797,Rocco Mediate,23.46,19,81,-18,-16.00
83,0,27302,Garth Mulroy,23.40,22,94,-25,-6.00
84,0,20098,Stuart Appleby,23.29,34,146,-37,-9.00
85,0,08375,Paul Stankowski,23.16,22,95,-21,-7.00
86,0,25562,Andres Romero,23.13,37,160,-38,+3.00
87,0,20766,Padraig Harrington,22.89,19,83,-22,-10.00
87,0,22046,Geoff Ogilvy,22.89,19,83,-17,-24.00
87,0,27330,Josh Teater,22.89,38,166,-39,-3.00
90,0,24663,Y.E. Yang,22.81,26,114,-27,-8.00
91,0,10425,Jay Williamson,22.73,15,66,-16,-15.00
92,0,24781,Hunter Mahan,22.67,34,150,-36,E
93,0,21731,Freddie Jacobson,22.64,24,106,-24,-13.00
94,0,06567,Vijay Singh,22.55,23,102,-25,-15.00
95,0,06522,Ernie Els,22.43,24,107,-24,-13.00
96,0,25818,Scott Piercy,22.35,40,179,-45,+8.00
97,0,01249,John Daly,22.33,23,103,-26,+16.00
98,0,28475,Jeff Overton,22.31,29,130,-27,-3.00
99,0,27060,John Mallinger,22.22,22,99,-21,-4.00
100,0,28620,Aron Price,22.12,25,113,-27,-14.00
101,0,07867,Woody Austin,22.05,28,127,-31,-22.00
102,0,29910,Blake Adams,21.90,23,105,-22,-9.00
103,0,01161,Mark Calcavecchia,21.88,14,64,-17,-1.00
104,0,10423,Mike Weir,21.82,12,55,-13,-6.00
105,0,11123,Chris Couch,21.68,31,143,-30,+2.00
106,0,24846,Ricky Barnes,21.62,32,148,-33,-13.00
106,0,07363,Craig Bowden,21.62,8,37,-8,-6.00
108,0,27466,Spencer Levin,21.53,31,144,-30,-31.00
109,0,23800,Bryce Molder,21.52,17,79,-19,-27.00
109,0,27214,Kevin Streelman,21.52,34,158,-33,-5.00
111,0,26951,Johnson Wagner,21.37,25,117,-28,-5.00
