RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,23983,Luke Donald,18,1,1,1,2010040
2,0,19846,Brian Gay,14,0,3,16,2010400
2,0,19970,Robert Karlsson,14,0,2,4,2010250
4,0,10505,Shane Bertsch,13,1,3,17,2010030
4,0,22378,Trevor Immelman,13,1,2,16,2010160
4,0,10585,Scott McCarron,13,1,4,6,2010300
4,0,25345,Carl Pettersson,13,0,1,14,2010220
4,0,10213,Dicky Pride,13,1,2,14,2010250
9,0,20498,Briny Baird,12,8,3,15,2010330
9,0,20593,Greg Chalmers,12,0,4,9,2010230
9,0,21753,Brian Davis,12,1,1,17,2010190
9,0,20160,Charlie Wi,12,0,3,5,2010280
13,0,06004,Stephen Ames,11,3,2,2,2010330
13,0,23638,Brendon de Jonge,11,0,2,14,2010200
13,0,08075,Jerry Kelly,11,0,4,9,2010200
16,0,01116,Michael Bradley,10,0,4,4,2010230
16,0,12510,Chad Campbell,10,0,3,16,2010350
16,0,27933,John Merrick,10,0,4,4,2010020
16,0,25396,Kevin Na,10,0,1,10,2010130
16,0,26301,James Nitties,10,6,2,7,2010280
16,0,24361,Pat Perez,10,1,4,2,2010220
22,0,24925,Jonathan Byrd,9,1,2,5,2010450
22,0,23135,Tim Clark,9,6,1,5,2010160
22,0,25720,Chad Collins,9,1,1,17,2010220
22,0,23673,Michael Connell,9,0,4,13,2010040
22,0,06251,Chris DiMarco,9,0,1,16,2010180
22,0,10809,Jim Furyk,9,9,1,11,2010410
22,0,21350,Ryuji Imada,9,0,2,7,2010090
22,0,21731,Freddie Jacobson,9,0,1,12,2010090
22,0,24024,Zach Johnson,9,2,1,5,2010120
22,0,24503,Jeff Klauk,9,0,1,18,2010100
22,0,21949,Joe Ogilvie,9,2,1,2,2010290
22,0,22046,Geoff Ogilvy,9,9,1,14,2010400
22,0,27072,Alvaro Quiros,9,0,4,1,2010120
22,0,27649,Brandt Snedeker,9,1,2,3,2010230
36,0,20070,Matt Bettencourt,8,0,2,18,2010270
36,0,24357,K.J. Choi,8,8,1,18,2010410
36,0,11123,Chris Couch,8,0,2,6,2010060
36,0,01226,Fred Couples,8,0,3,2,2010050
36,0,20157,Retief Goosen,8,1,3,16,2010120
36,0,20378,Mathias Grönberg,8,1,1,16,2010320
36,0,01577,Lee Janzen,8,0,1,3,2010250
36,0,27408,Martin Kaymer,8,0,2,13,2010120
36,0,28158,Steve Marino,8,0,1,11,2010050
36,0,23800,Bryce Molder,8,1,4,9,2010050
36,0,24140,Sean O'Hair,8,0,3,4,2010120
36,0,25240,D.A. Points,8,0,1,11,2010360
36,0,06527,Steve Stricker,8,0,4,11,2010360
36,0,24663,Y.E. Yang,8,0,3,11,2010200
50,0,10885,Robert Allenby,7,0,1,2,2010140
50,0,22371,Aaron Baddeley,7,0,3,8,2010450
50,0,24846,Ricky Barnes,7,0,3,1,2010040
50,0,32366,Kevin Chappell,7,7,3,17,2010060
50,0,28089,Jason Day,7,0,1,11,2010410
50,0,27436,Graham DeLaet,7,2,2,11,2010150
50,0,25686,Jason Dufner,7,1,2,10,2010360
50,0,28500,Martin Flores,7,2,4,16,2010450
50,0,22892,Jason Gore,7,2,2,11,2010150
50,0,23718,Nathan Green,7,0,2,12,2010200
50,0,08537,J.P. Hayes,7,0,4,11,2010240
50,0,26300,Matt Jones,7,1,4,5,2010380
50,0,23108,Matt Kuchar,7,3,3,6,2010400
50,0,26851,Marc Leishman,7,3,1,7,2010400
50,0,26695,Michael Letzig,7,0,3,3,2010170
50,0,27466,Spencer Levin,7,2,4,17,2010450
50,0,26881,Jarrod Lyle,7,0,1,7,2010420
50,0,01724,Jeff Maggert,7,2,1,12,2010250
50,0,27060,John Mallinger,7,0,2,4,2010490
50,0,06515,Shaun Micheel,7,1,2,12,2010230
50,0,20572,Rod Pampling,7,0,4,9,2010140
50,0,01928,Corey Pavin,7,0,2,15,2010050
50,0,25818,Scott Piercy,7,0,2,15,2010280
50,0,30946,Alex Prugh,7,0,2,5,2010300
50,0,07749,Brett Quigley,7,0,4,14,2010240
50,0,23621,Rory Sabbatini,7,4,3,7,2010380
50,0,26882,Michael Sim,7,0,1,4,2010220
50,0,31560,Brian Stuard,7,1,2,7,2010420
50,0,12714,Chris Tidland,7,1,1,9,2010100
50,0,23623,Bo Van Pelt,7,0,2,18,2010400
50,0,27770,Camilo Villegas,7,0,2,5,2010400
50,0,26951,Johnson Wagner,7,0,2,1,2010210
50,0,10423,Mike Weir,7,2,2,14,2010050
50,0,10425,Jay Williamson,7,1,1,9,2010420
84,0,06197,Michael Allen,6,2,2,3,2010170
84,0,20098,Stuart Appleby,6,1,2,14,2010400
84,0,07867,Woody Austin,6,0,1,13,2010320
84,0,12652,Cameron Beckman,6,1,1,16,2010230
84,0,07363,Craig Bowden,6,0,2,3,2010250
84,0,20848,Ángel Cabrera,6,1,2,5,2010230
84,0,24494,Erik Compton,6,0,1,16,2010140
84,0,01249,John Daly,6,0,1,1,2010230
84,0,23409,James Driscoll,6,1,3,10,2010220
84,0,01313,Steve Elkington,6,0,2,7,2010280
84,0,01320,Bob Estes,6,0,1,1,2010220
84,0,07457,Steve Flesch,6,4,2,18,2010240
84,0,32102,Rickie Fowler,6,0,3,5,2010030
84,0,20105,Jeff Gove,6,2,4,6,2010210
84,0,06643,Paul Goydos,6,0,1,18,2010230
84,0,27141,J.B. Holmes,6,0,4,13,2010250
84,0,26420,Richard Johnson,6,1,2,10,2010190
84,0,10733,Kent Jones,6,0,2,15,2010210
84,0,27613,David Lutterus,6,3,2,1,2010220
84,0,01766,Billy Mayfair,6,0,1,18,2010210
84,0,28237,Rory McIlroy,6,1,3,14,2010360
84,0,32640,Troy Merritt,6,3,1,7,2010020
84,0,01810,Phil Mickelson,6,0,2,14,2010040
84,0,26596,Ryan Moore,6,0,2,14,2010240
84,0,28475,Jeff Overton,6,2,1,17,2010280
84,0,01945,Kenny Perry,6,1,1,4,2010240
84,0,24138,Ian Poulter,6,4,1,4,2010250
84,0,34257,Jason Preeo,6,0,2,10,2010260
84,0,28620,Aron Price,6,0,3,2,2010230
84,0,21959,Ted Purdy,6,3,2,12,2010090
84,0,20127,Chris Riley,6,0,4,15,2010100
84,0,22405,Justin Rose,6,3,2,2,2010130
84,0,20645,John Senden,6,0,3,4,2010240
84,0,29221,Webb Simpson,6,1,1,2,2010290
84,0,20686,Jeev Milkha Singh,6,0,2,15,2010240
84,0,06567,Vijay Singh,6,5,3,17,2010390
84,0,22293,Heath Slocum,6,0,3,10,2010220
84,0,08375,Paul Stankowski,6,1,3,17,2010290
84,0,21528,Henrik Stenson,6,0,3,12,2010230
84,0,27214,Kevin Streelman,6,0,2,11,2010200
84,0,06595,Kevin Sutherland,6,0,2,4,2010240
84,0,23307,Roger Tambellini,6,1,4,9,2010020
84,0,23325,Vaughn Taylor,6,0,3,15,2010030
84,0,26668,Marc Turnesa,6,0,1,18,2010060
84,0,08385,Omar Uresti,6,0,1,4,2010130
84,0,25632,Jimmy Walker,6,0,4,5,2010090
84,0,26498,Matt Weibring,6,3,3,3,2010220
84,0,25892,Steve Wheatcroft,6,0,1,17,2010220
84,0,26392,Chris Wilson,6,0,2,13,2010290
84,0,12602,Dean Wilson,6,1,4,5,2010320
84,0,21878,Mark Wilson,6,4,2,12,2010050
135,0,29910,Blake Adams,5,0,2,15,2010370
135,0,19824,Craig Barlow,5,0,3,2,2010260
135,0,27124,Chris Baryla,5,1,1,14,2010040
135,0,28087,Kris Blanks,5,1,2,15,2010210
135,0,01161,Mark Calcavecchia,5,0,1,10,2010200
135,0,20400,Michael Campbell,5,0,1,17,2010140
135,0,01175,Jim Carter,5,0,2,8,2010210
135,0,20229,Stewart Cink,5,3,2,2,2010160
135,0,23541,Ben Crane,5,0,1,1,2010230
135,0,22621,Ben Curtis,5,0,3,4,2010040
135,0,19881,Robert Damron,5,0,2,10,2010210
135,0,06522,Ernie Els,5,3,1,8,2010100
135,0,01329,Brad Faxon,5,3,2,9,2010240
135,0,25191,Gonzalo Fernandez-Castaño,5,0,3,13,2010120
135,0,32416,Benjamin Fox,5,0,4,12,2010090
135,0,12823,Carlos Franco,5,0,2,18,2010370
135,0,24083,Marcus Fraser,5,5,3,12,2010350
135,0,21805,Harrison Frazar,5,0,5,12,2010030
135,0,01374,Robin Freeman,5,1,2,3,2010250
135,0,01381,Fred Funk,5,2,1,16,2010130
135,0,21209,Sergio Garcia,5,0,2,4,2010160
135,0,25900,Lucas Glover,5,0,3,2,2010230
135,0,20574,Mathew Goggin,5,2,1,13,2010240
135,0,01473,Todd Hamilton,5,1,2,6,2010220
135,0,20766,Padraig Harrington,5,3,1,12,2010350
135,0,12782,Tim Herron,5,0,4,6,2010220
135,0,12716,Charley Hoffman,5,0,4,13,2010280
135,0,01553,John Huston,5,2,2,15,2010210
135,0,24511,Thongchai Jaidee,5,0,1,18,2010160
