RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
34,0,20498,Briny Baird,10' 6",2874.333,274,52,3"
34,0,12394,Tom Carter,10' 6",2936.417,280,47,5"
34,0,20593,Greg Chalmers,10' 6",2297.083,219,71,1"
34,0,07457,Steve Flesch,10' 6",3041.333,290,60,5"
34,0,08881,Tripp Isenhour,10' 6",1547.167,147,50,7"
34,0,06332,Neal Lancaster,10' 6",3161.417,301,59,5"
40,0,06004,Stephen Ames,10' 5",3062.000,293,55,1"
40,0,07363,Craig Bowden,10' 5",2296.333,221,46,6"
40,0,20229,Stewart Cink,10' 5",3092.750,298,72,6"
40,0,01219,John Cook,10' 5",1485.000,143,42,6"
40,0,06251,Chris DiMarco,10' 5",2930.000,281,66,6"
40,0,20104,Ken Duke,10' 5",2598.083,250,59,4"
40,0,26420,Richard Johnson,10' 5",3209.250,308,49,1"
40,0,11032,Frank Lickliter II,10' 5",2970.917,285,54,5"
40,0,24781,Hunter Mahan,10' 5",2837.667,273,48,1
40,0,02010,Loren Roberts,10' 5",2524.833,243,44,4"
40,0,02049,Gene Sauers,10' 5",2361.917,227,56,5"
40,0,20548,Hidemichi Tanaka,10' 5",2542.167,244,44,1"
40,0,02206,David Toms,10' 5",2308.500,221,61,5"
40,0,02214,Kirk Triplett,10' 5",2536.833,243,69,6"
40,0,10425,Jay Williamson,10' 5",2943.333,282,45,6"
55,0,06621,Joe Durant,10' 4",2688.750,260,44,8"
55,0,19846,Brian Gay,10' 4",2998.583,291,53,1"
55,0,01771,Blaine McCallister,10' 4",1721.667,166,41,5"
55,0,24502,Adam Scott,10' 4",1765.583,171,36,8"
55,0,02246,Duffy Waldorf,10' 4",2167.917,210,50,9"
55,0,10423,Mike Weir,10' 4",2056.667,199,56,4"
61,0,20098,Stuart Appleby,10' 3",2287.167,223,55,8"
61,0,22371,Aaron Baddeley,10' 3",2412.333,236,43,6"
61,0,01127,Danny Briggs,10' 3",2657.667,259,55,7"
61,0,01139,Olin Browne,10' 3",2796.833,273,48,1"
61,0,01261,Jay Delsing,10' 3",1992.833,194,54,1"
61,0,01761,Len Mattiace,10' 3",2022.833,197,40,4"
61,0,10107,Deane Pappas,10' 3",2212.833,216,56,5"
61,0,22405,Justin Rose,10' 3",2434.417,237,58,4"
61,0,02104,Jeff Sluman,10' 3",2934.417,287,70,1"
70,0,20472,Alex Cejka,10' 2",1938.083,190,41,5"
70,0,24357,K.J. Choi,10' 2",2199.750,216,50,3"
70,0,21893,Brian Kortan,10' 2",1551.833,153,45,1"
70,0,06373,José María Olazábal,10' 2",1330.667,131,68,11"
70,0,07939,Dan Olsen,10' 2",1995.333,197,54,4"
70,0,12660,Jesper Parnevik,10' 2",2574.333,254,56,1"
70,0,25345,Carl Pettersson,10' 2",3034.250,298,48,1"
70,0,21959,Ted Purdy,10' 2",3754.417,369,61,4"
70,0,12602,Dean Wilson,10' 2",2947.000,290,50,1"
79,0,06214,Guy Boros,10' 1",1762.250,175,47,6"
79,0,23541,Ben Crane,10' 1",2723.250,269,62,1"
79,0,10201,Matt Gogel,10' 1",2454.083,244,65,5"
79,0,20433,Mark Hensby,10' 1",2919.917,289,48,6"
79,0,01527,Scott Hoch,10' 1",1630.500,162,51,1"
79,0,01553,John Huston,10' 1",1659.083,165,41,4"
79,0,24024,Zach Johnson,10' 1",3303.167,327,58,4"
79,0,20094,Jonathan Kaye,10' 1",2083.583,206,62,6"
79,0,01797,Rocco Mediate,10' 1",1054.667,105,61,8"
79,0,21949,Joe Ogilvie,10' 1",3013.250,300,57,4"
79,0,20663,Brenden Pappas,10' 1",3488.333,346,53,1"
79,0,24361,Pat Perez,10' 1",3119.917,309,54,4"
79,0,02101,Joey Sindelar,10' 1",2849.500,282,44,5"
92,0,01320,Bob Estes,10' 0",1582.417,158,44,6"
92,0,21961,Charles Howell III,10' 0",2366.667,236,68,4"
92,0,01619,Skip Kendall,10' 0",2577.917,258,51,6"
92,0,01724,Jeff Maggert,10' 0",1627.333,163,60,1"
92,0,01766,Billy Mayfair,10' 0",2584.333,258,54,1"
97,0,01024,Billy Andrade,9' 11",2959.417,298,40,1"
97,0,07223,Brian Bateman,9' 11",2586.083,260,54,1"
97,0,12652,Cameron Beckman,9' 11",2947.417,297,60,5"
97,0,20850,Daniel Chopra,9' 11",3256.583,329,83,1"
97,0,19881,Robert Damron,9' 11",2593.333,261,53,1"
97,0,12760,Danny Ellis,9' 11",2069.167,209,44,4"
97,0,01677,Tom Lehman,9' 11",2031.333,205,53,5"
97,0,22046,Geoff Ogilvy,9' 11",2792.500,282,46,1"
97,0,01941,Tom Pernice Jr.,9' 11",2725.417,274,50,3"
97,0,02002,John Riegger,9' 11",1522.917,154,39,5"
97,0,22293,Heath Slocum,9' 11",2610.333,264,39,11"
97,0,23623,Bo Van Pelt,9' 11",3025.250,306,59,3"
109,0,21646,David Branshaw,9' 10",2173.417,221,58,7"
109,0,01132,Mark Brooks,9' 10",1472.333,150,37,7"
109,0,01142,Bart Bryant,9' 10",2238.000,228,47,7"
109,0,12823,Carlos Franco,9' 10",3000.667,306,76,5"
109,0,21731,Freddie Jacobson,9' 10",2269.667,230,55,5"
109,0,01666,Bernhard Langer,9' 10",1320.000,134,57,6"
109,0,20634,Peter Lonard,9' 10",1421.917,145,51,4"
109,0,20628,Arron Oberholser,9' 10",1869.000,190,43,4"
109,0,20572,Rod Pampling,9' 10",2615.167,267,45,6"
118,0,24507,Jason Bohn,9' 9",3109.167,319,84,3"
118,0,12510,Chad Campbell,9' 9",2353.917,242,65,7"
118,0,19972,José Coceres,9' 9",1982.667,204,54,1"
118,0,20121,Todd Fischer,9' 9",2801.250,288,43,4"
118,0,06575,Dudley Hart,9' 9",1405.500,144,56,6"
118,0,01707,Steve Lowery,9' 9",2467.667,254,52,7"
118,0,12680,Shigeki Maruyama,9' 9",2794.500,287,49,3"
118,0,08339,Spike McRoy,9' 9",2217.750,228,66,7"
118,0,01938,David Peoples,9' 9",2358.917,241,73,5"
118,0,10912,Craig Perks,9' 9",1837.333,188,45,4"
118,0,01945,Kenny Perry,9' 9",2282.250,235,37,5"
118,0,23497,Tag Ridings,9' 9",1583.500,162,42,6"
118,0,20580,Andre Stolz,9' 9",1374.417,141,37,6"
131,0,06197,Michael Allen,9' 8",2433.917,252,48,4"
131,0,01161,Mark Calcavecchia,9' 8",1991.500,206,41,4"
131,0,23135,Tim Clark,9' 8",2524.667,261,45,9"
131,0,01381,Fred Funk,9' 8",2611.667,271,46,7"
131,0,23307,Roger Tambellini,9' 8",2094.250,217,62,5"
131,0,02239,Scott Verplank,9' 8",2597.333,268,55,6"
137,0,21633,Steve Allan,9' 7",2842.167,297,57,1"
137,0,19825,Darren Clarke,9' 7",1243.250,130,62,7"
137,0,25686,Jason Dufner,9' 7",2290.583,239,60,1"
137,0,08537,J.P. Hayes,9' 7",1882.917,197,40,8"
137,0,12705,Cliff Kresge,9' 7",2075.000,217,40,5"
137,0,25237,Kevin Muncrief,9' 7",1161.000,121,59,10"
137,0,23325,Vaughn Taylor,9' 7",2696.750,281,48,3"
144,0,24290,D.J. Brigman,9' 6",2184.083,229,45,4"
144,0,24925,Jonathan Byrd,9' 6",2474.417,260,65,4"
144,0,01388,Robert Gamez,9' 6",2925.500,309,36,1"
144,0,23063,Scott Hend,9' 6",2282.167,240,63,1"
144,0,23621,Rory Sabbatini,9' 6",2519.500,265,40,1"
144,0,06595,Kevin Sutherland,9' 6",1950.333,205,48,1"
144,0,08793,Tiger Woods,9' 6",2326.250,244,64,4"
151,0,10733,Kent Jones,9' 5",2690.417,286,52,4"
151,0,08075,Jerry Kelly,9' 5",3087.583,327,72,1"
151,0,01685,J.L. Lewis,9' 5",2838.250,302,54,7"
151,0,01706,Davis Love III,9' 5",2026.833,216,36,3"
151,0,01920,Craig Parry,9' 5",1090.917,116,43,1"
151,0,20645,John Senden,9' 5",2805.917,299,43,1"
157,0,10885,Robert Allenby,9' 4",2423.750,260,43,4"
157,0,21407,Arjun Atwal,9' 4",2314.417,247,51,4"
157,0,01577,Lee Janzen,9' 4",2331.250,250,67,3"
157,0,10860,Justin Leonard,9' 4",1915.000,205,41,7"
157,0,10585,Scott McCarron,9' 4",2489.667,266,67,6"
157,0,06613,Tommy Tolles,9' 4",1924.833,206,40,7"
163,0,01042,Paul Azinger,9' 3",2114.667,228,76,5"
163,0,20585,Niclas Fasth,9' 3",1405.417,152,54,6"
163,0,21805,Harrison Frazar,9' 3",2421.917,262,45,8"
163,0,01473,Todd Hamilton,9' 3",2036.500,221,43,3"
163,0,22913,John Rollins,9' 3",2220.000,241,46,11"
168,0,01226,Fred Couples,9' 2",1454.667,159,57,1"
168,0,23353,J.J. Henry,9' 2",2769.750,302,62,2"
168,0,23552,Hank Kuehne,9' 2",2613.500,286,42,1"
168,0,25396,Kevin Na,9' 2",2484.083,271,55,7"
168,0,02245,Grant Waite,9' 2",1790.667,196,42,6"
173,0,08835,Kris Cox,9' 1",1656.917,182,32,6"
173,0,01927,Dennis Paulson,9' 1",2109.667,233,65,1"
173,0,06567,Vijay Singh,9' 1",3500.917,386,61,4"
176,0,07867,Woody Austin,9' 0",2778.750,308,54,1"
176,0,11123,Chris Couch,9' 0",1296.083,144,40,5"
176,0,12782,Tim Herron,9' 0",1885.417,209,42,4"
176,0,02106,Chris Smith,9' 0",2995.417,334,65,1"
176,0,08385,Omar Uresti,9' 0",1985.333,221,75,5"
181,0,23614,Rich Beem,8' 11",1804.250,202,47,5"
181,0,20029,Notah Begay III,8' 11",1968.083,220,49,4"
181,0,01249,John Daly,8' 11",2254.750,254,42,4"
181,0,08337,Mike Heinen,8' 11",1529.083,172,40,4"
181,0,10213,Dicky Pride,8' 11",1399.750,157,34,4"
181,0,26287,Roland Thatcher,8' 11",1801.833,203,64,10"
187,0,25900,Lucas Glover,8' 10",2682.083,305,43,4"
188,0,19824,Craig Barlow,8' 9",2040.917,234,44,3"
188,0,06522,Ernie Els,8' 9",1423.250,162,42,6"
188,0,20378,Mathias Grönberg,8' 9",1907.417,219,51,5"
188,0,01457,Jay Haas,8' 9",1781.667,204,36,7"
192,0,08123,Jeff Brehaut,8' 8",2634.417,305,77,4"
192,0,20157,Retief Goosen,8' 8",1401.750,161,50,5"
194,0,23320,Ryan Palmer,8' 6",2666.833,315,47,1"
195,0,21209,Sergio Garcia,8' 3",1529.250,185,54,4"
196,0,01810,Phil Mickelson,8' 2",1725.250,212,33,1"
