RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
1,0,12645,Brent Geiberger,27' 11",19141.167,686
2,0,01761,Len Mattiace,27' 8",14244.083,515
3,0,01887,Mark O'Meara,27' 5",8399.750,306
4,0,01361,Dan Forsman,27' 4",14112.417,517
4,0,01926,Steve Pate,27' 4",13023.667,477
6,0,23541,Ben Crane,27' 0",16804.000,623
7,0,12394,Tom Carter,26' 11",20808.333,773
8,0,22371,Aaron Baddeley,26' 9",14916.750,558
8,0,02245,Grant Waite,26' 9",14725.667,551
10,0,06613,Tommy Tolles,26' 8",11751.167,441
11,0,02049,Gene Sauers,26' 7",14760.417,556
12,0,23983,Luke Donald,26' 6",14659.167,553
12,0,07749,Brett Quigley,26' 6",18982.667,716
12,0,08793,Tiger Woods,26' 6",11594.583,437
15,0,01378,David Frost,26' 5",15784.500,597
15,0,08337,Mike Heinen,26' 5",10229.583,387
17,0,21731,Freddie Jacobson,26' 4",12738.833,484
17,0,20382,Stephen Leaney,26' 4",12860.500,489
17,0,07939,Dan Olsen,26' 4",12794.833,486
17,0,20645,John Senden,26' 4",19679.667,747
17,0,02099,Scott Simpson,26' 4",10095.167,383
17,0,02106,Chris Smith,26' 4",20935.167,795
23,0,07223,Brian Bateman,26' 3",16134.250,615
23,0,11123,Chris Couch,26' 3",8877.917,338
23,0,01577,Lee Janzen,26' 3",14654.833,559
23,0,21893,Brian Kortan,26' 3",12196.500,465
23,0,01928,Corey Pavin,26' 3",13293.500,507
28,0,06197,Michael Allen,26' 2",15985.833,611
28,0,24290,D.J. Brigman,26' 2",14178.083,541
28,0,19825,Darren Clarke,26' 2",7100.167,271
28,0,23353,J.J. Henry,26' 2",20315.500,777
28,0,24024,Zach Johnson,26' 2",19362.500,739
28,0,12660,Jesper Parnevik,26' 2",15411.750,589
34,0,01261,Jay Delsing,26' 1",13597.833,521
34,0,26420,Richard Johnson,26' 1",18997.083,728
34,0,12682,Hirofumi Miyase,26' 1",11304.167,434
34,0,12602,Dean Wilson,26' 1",17759.500,681
38,0,01473,Todd Hamilton,26' 0",14699.417,566
38,0,06527,Steve Stricker,26' 0",12992.000,500
40,0,07457,Steve Flesch,25' 11",16931.333,653
40,0,21878,Mark Wilson,25' 11",13159.667,507
42,0,20378,Mathias Grönberg,25' 10",15223.833,590
42,0,06515,Shaun Micheel,25' 10",15497.333,600
42,0,10213,Dicky Pride,25' 10",12107.167,469
45,0,20593,Greg Chalmers,25' 9",12224.083,474
45,0,23623,Bo Van Pelt,25' 9",17503.333,680
45,0,02246,Duffy Waldorf,25' 9",13064.917,508
48,0,20850,Daniel Chopra,25' 8",18539.250,723
48,0,20104,Ken Duke,25' 8",15325.833,597
48,0,01313,Steve Elkington,25' 8",11729.917,457
48,0,12760,Danny Ellis,25' 8",13724.083,535
48,0,08339,Spike McRoy,25' 8",16399.083,638
48,0,20663,Brenden Pappas,25' 8",19364.500,755
48,0,01927,Dennis Paulson,25' 8",12956.583,505
48,0,10912,Craig Perks,25' 8",12692.750,495
