RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
135,0,34021,Bud Cauley,409,0,3,2326
136,0,25720,Chad Collins,402,0,1,2333
137,0,25892,Steve Wheatcroft,400,0,2,2335
138,0,34265,Will Wilcox,399,0,2,2336
139,0,20766,Padraig Harrington,393,0,1,2342
140,0,29745,Tyler Aldridge,384,0,2351
141,0,20157,Retief Goosen,380,0,2355
142,0,20593,Greg Chalmers,366,1,1,2369
143,0,20098,Stuart Appleby,360,0,2375
144,0,35532,Tom Hoge,349,0,2,2386
145,0,32150,Michael Thompson,340,0,1,2395
146,0,27747,Hiroshi Iwata,339,0,1,2396
147,0,20229,Stewart Cink,331,0,2404
148,0,29223,Sam Saunders,324,0,2,2411
149,0,25369,Jamie Donaldson,322,0,2413
150,0,20691,Greg Owen,319,0,1,2416
151,0,24912,Will MacKenzie,317,0,1,2418
152,0,27770,Camilo Villegas,313,0,2422
153,0,20104,Ken Duke,309,0,2,2426
154,0,29720,Andres Gonzales,307,0,1,2428
155,0,22892,Jason Gore,307,0,2428
156,0,23638,Brendon de Jonge,304,0,2431
157,0,35891,Cameron Smith,304,0,2431
158,0,27942,Rob Oppenheim,300,0,1,2435
159,0,34563,Chesson Hadley,293,0,2442
160,0,28475,Jeff Overton,289,0,1,2446
161,0,22046,Geoff Ogilvy,283,0,1,2452
162,0,32876,Martin Piller,278,0,2,2457
163,0,06522,Ernie Els,273,0,1,2462
164,0,30163,Henrik Norlander,273,0,2462
165,0,35879,Kelly Kraft,273,0,1,2462
166,0,24461,Thomas Aiken,268,0,2467
167,0,34261,Scott Langley,266,0,2469
168,0,22056,Cameron Percy,258,0,2477
169,0,35451,Scott Pinckney,258,0,2477
170,0,35732,Wes Roach,241,0,2494
171,0,28114,Dawie van der Walt,239,0,2496
172,0,33667,Carlos Ortiz,238,0,2497
173,0,24494,Erik Compton,236,0,2499
174,0,24138,Ian Poulter,236,0,1,2499
175,0,35539,Luke Guthrie,234,0,1,2501
176,0,21878,Mark Wilson,225,0,2510
177,0,29535,Brice Garnett,222,0,2,2513
178,0,33410,Andrew Landry,217,0,1,2518
179,0,25274,Steven Bowditch,192,0,1,2543
180,0,20848,Ángel Cabrera,187,0,2548
181,0,10860,Justin Leonard,186,0,2549
182,0,12782,Tim Herron,186,0,1,2549
183,0,24781,Hunter Mahan,174,0,2561
184,0,25240,D.A. Points,167,0,2568
185,0,23353,J.J. Henry,162,0,2573
186,0,37273,Derek Ernst,159,0,2576
187,0,28093,Miguel Angel Carballo,159,0,1,2576
188,0,01706,Davis Love III,154,0,2581
189,0,19846,Brian Gay,149,0,1,2586
190,0,45526,Abraham Ancer,147,0,2588
191,0,23621,Rory Sabbatini,143,0,2592
192,0,24490,George McNeill,134,0,2601
193,0,30946,Alex Prugh,133,0,2602
194,0,23788,D.J. Trahan,124,0,1,2611
195,0,20572,Rod Pampling,122,0,2613
196,0,48084,Wesley Bryan,122,0,1,2613
197,0,25562,Andres Romero,120,0,1,2615
198,0,27933,John Merrick,114,0,2621
199,0,32618,Rhein Gibson,113,0,2622
200,0,28307,Matt Every,112,0,2623
201,0,28092,D.H. Lee,104,0,2631
202,0,27095,Nick Watney,99,0,2636
203,0,32888,Lucas Lee,93,0,2642
204,0,10505,Shane Bertsch,91,0,2644
205,0,23135,Tim Clark,86,0,2649
206,0,10213,Dicky Pride,84,0,2651
207,0,24925,Jonathan Byrd,73,0,2662
208,0,08725,Tom Gillis,72,0,2663
209,0,01116,Michael Bradley,62,0,2673
210,0,26668,Marc Turnesa,62,0,2673
211,0,22913,John Rollins,62,0,2673
212,0,30927,Brendon Todd,60,0,2675
213,0,30852,Ryo Ishikawa,55,0,2680
214,0,25345,Carl Pettersson,48,0,2687
215,0,12652,Cameron Beckman,45,0,2690
216,0,01666,Bernhard Langer,45,0,2690
217,0,22295,Darron Stiles,44,0,2691
218,0,23048,Eric Axley,41,0,2694
219,0,01766,Billy Mayfair,40,0,2695
220,0,19825,Darren Clarke,39,0,2696
221,0,21959,Ted Purdy,38,0,2697
222,0,24361,Pat Perez,34,0,2701
223,0,28486,Michael Putnam,30,0,2705
224,0,11032,Frank Lickliter II,28,0,2707
224,0,06515,Shaun Micheel,28,0,2707
226,0,27120,Troy Matteson,26,0,2709
227,0,01797,Rocco Mediate,26,0,2709
228,0,20160,Charlie Wi,26,0,2709
229,0,01381,Fred Funk,26,0,2709
230,0,21753,Brian Davis,23,0,2712
231,0,22621,Ben Curtis,22,0,2713
232,0,21407,Arjun Atwal,21,0,2714
233,0,07457,Steve Flesch,19,0,2716
234,0,01823,Larry Mize,19,0,2716
235,0,23623,Bo Van Pelt,18,0,2717
236,0,26881,Jarrod Lyle,10,0,2725
237,0,08385,Omar Uresti,10,0,2725
238,0,10885,Robert Allenby,9,0,2726
239,0,22378,Trevor Immelman,7,0,2728
240,0,01887,Mark O'Meara,7,0,2728
241,0,10733,Kent Jones,3,0,2732
242,0,20433,Mark Hensby,2,0,2733
243,0,01948,Tim Petrovic,2,0,2733
244,0,06034,Marco Dawson,2,0,2733
245,0,30750,Tommy Gainey,1,0,2734
246,0,23614,Rich Beem,1,0,2734
247,0,32334,Charlie Beljan,1,0,2734
247,0,35541,John Peterson,1,0,2734
249,0,20070,Matt Bettencourt,1,0,2734
