RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,01777,John McComish,283.9,39744,140
2,0,01706,Davis Love III,281.5,47850,170
3,0,02101,Joey Sindelar,280.3,63346,226
4,0,01876,Greg Norman,278.2,37279,134
4,0,01884,Mac O'Grady,278.2,48401,174
6,0,01226,Fred Couples,276.8,50386,182
7,0,01098,Jay Don Blake,275.2,53390,194
8,0,01418,Bill Glasson,275.1,50617,184
9,0,01446,Brad Greer,274.3,41143,150
10,0,02133,Craig Stadler,274.0,41648,152
11,0,02041,Bill Sander,273.7,50359,184
12,0,01096,Phil Blackmar,273.5,54696,200
13,0,01846,Jodie Mudd,273.3,53022,194
14,0,01161,Mark Calcavecchia,273.1,48619,178
15,0,01958,Dan Pohl,273.0,52413,192
16,0,01156,Curt Byrum,272.8,60556,222
17,0,01361,Dan Forsman,272.4,65920,242
18,0,01945,Kenny Perry,271.8,41861,154
19,0,01984,Sam Randolph,271.6,42365,156
20,0,01513,Denny Hepler,271.2,30371,112
21,0,01522,Lon Hinkle,270.8,36824,136
22,0,01926,Steve Pate,270.7,62793,232
23,0,01203,Russ Cochran,270.5,59502,220
24,0,01385,Jim Gallagher Jr.,270.1,55105,204
25,0,02146,Payne Stewart,269.9,52368,194
26,0,01068,Andy Bean,269.8,29679,110
27,0,02067,Ted Schulz,269.7,38836,144
28,0,02256,Tom Watson,269.6,36122,134
29,0,01042,Paul Azinger,269.5,51197,190
29,0,02033,Dave Rummells,269.5,59287,220
31,0,01282,Trevor Dodds,269.4,42573,158
32,0,01248,Rick Dalpos,269.1,48981,182
32,0,02246,Duffy Waldorf,269.1,48984,182
34,0,01975,Tom Purtzer,269.0,50030,186
35,0,01175,Jim Carter,268.9,52699,196
35,0,01723,Andrew Magee,268.9,50555,188
37,0,01006,John Adams,268.8,52138,194
38,0,02023,Clarence Rose,268.3,61181,228
38,0,02090,Tom Sieckmann,268.3,48295,180
40,0,01425,Ernie Gonzalez,268.2,56332,210
41,0,01599,Steve Jones,267.9,49296,184
42,0,01261,Jay Delsing,267.7,51392,192
42,0,01797,Rocco Mediate,267.7,49800,186
44,0,01150,George Burns,267.5,54580,204
45,0,01783,Mark McCumber,267.1,55021,206
46,0,01475,Donnie Hammond,267.0,45398,170
46,0,01717,Sandy Lyle,267.0,28306,106
48,0,01444,Ken Green,266.8,49631,186
49,0,02241,Bobby Wadkins,266.6,54396,204
50,0,01687,Jeff Lewis,266.5,33047,124
51,0,01037,Dewey Arnette,266.4,34102,128
51,0,01039,Perry Arthur,266.4,39433,148
