RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,01249,John Daly,289.0,41044,142
2,0,01706,Davis Love III,284.6,48104,169
3,0,01927,Dennis Paulson,284.1,46599,164
4,0,06567,Vijay Singh,283.5,42532,150
5,0,01408,Kelly Gibson,280.2,56594,202
6,0,01006,John Adams,278.9,45179,162
6,0,01890,Brett Ogle,278.9,32357,116
8,0,20095,Carl Paulson,278.2,34497,124
9,0,07867,Woody Austin,277.5,62711,226
10,0,01226,Fred Couples,276.3,29289,106
11,0,01388,Robert Gamez,275.8,45235,164
12,0,01385,Jim Gallagher Jr.,275.4,52055,189
13,0,01975,Tom Purtzer,275.3,31382,114
14,0,06527,Steve Stricker,275.2,45410,165
15,0,10215,Charlie Rymer,274.4,41157,150
16,0,09011,David Duval,274.3,46623,170
16,0,06522,Ernie Els,274.3,30443,111
18,0,02246,Duffy Waldorf,274.2,49348,180
19,0,01116,Michael Bradley,274.0,47957,175
20,0,01553,John Huston,273.9,42185,154
21,0,01876,Greg Norman,273.4,28978,106
22,0,02256,Tom Watson,273.2,28416,104
23,0,01968,Nick Price,273.0,33576,123
24,0,01569,Peter Jacobsen,272.9,48584,178
25,0,01161,Mark Calcavecchia,272.5,54490,200
26,0,08337,Mike Heinen,272.4,47403,174
27,0,07721,Pat Bates,271.9,44042,162
28,0,01156,Curt Byrum,271.7,57066,210
29,0,01723,Andrew Magee,271.4,46678,172
29,0,07101,Dave Stockton Jr.,271.4,50487,186
29,0,06613,Tommy Tolles,271.4,42331,156
32,0,10585,Scott McCarron,271.1,41474,153
33,0,06214,Guy Boros,271.0,52295,193
34,0,01374,Robin Freeman,270.8,52544,194
34,0,01905,Joe Ozaki,270.8,33583,124
36,0,20051,Joe Acosta Jr.,270.7,39519,146
36,0,01810,Phil Mickelson,270.7,40058,148
38,0,01313,Steve Elkington,270.6,36529,135
38,0,01599,Steve Jones,270.6,43296,160
38,0,06332,Neal Lancaster,270.6,48707,180
38,0,02135,Mike Standly,270.6,50331,186
42,0,20094,Jonathan Kaye,270.3,34865,129
43,0,01945,Kenny Perry,270.2,50794,188
44,0,02170,Hal Sutton,270.1,50776,188
45,0,08563,Bruce Vaughan,270.0,50229,186
46,0,01035,Tommy Armour III,269.5,49586,184
47,0,01707,Steve Lowery,269.2,55184,205
48,0,01887,Mark O'Meara,268.9,49477,184
49,0,01096,Phil Blackmar,268.8,40590,151
50,0,02245,Grant Waite,268.7,45135,168
51,0,01418,Bill Glasson,268.4,37034,138
52,0,01143,Brad Bryant,268.3,49640,185
53,0,02239,Scott Verplank,268.2,45597,170
54,0,01475,Donnie Hammond,268.1,42894,160
55,0,01334,Keith Fergus,268.0,43948,164
56,0,06034,Marco Dawson,267.9,43942,164
57,0,01577,Lee Janzen,267.8,49283,184
58,0,01685,J.L. Lewis,267.7,45503,170
59,0,01550,Ed Humenik,267.6,46570,174
59,0,01938,David Peoples,267.6,27294,102
61,0,02321,Fuzzy Zoeller,267.0,28833,108
62,0,02223,Bob Tway,266.9,48837,183
63,0,01607,Brian Kamm,266.6,47996,180
63,0,08375,Paul Stankowski,266.6,48521,182
65,0,01724,Jeff Maggert,266.2,40467,152
66,0,02104,Jeff Sluman,266.1,53496,201
66,0,02146,Payne Stewart,266.1,49234,185
68,0,06575,Dudley Hart,265.9,51058,192
68,0,02101,Joey Sindelar,265.9,37757,142
70,0,12660,Jesper Parnevik,265.7,32419,122
71,0,01361,Dan Forsman,265.6,40899,154
72,0,06617,Brian Henninger,265.5,41949,158
72,0,01527,Scott Hoch,265.5,50712,191
72,0,01925,Jerry Pate,265.5,37166,140
72,0,02133,Craig Stadler,265.5,35307,133
76,0,01093,Ronnie Black,265.4,47769,180
77,0,06577,John Wilson,265.3,50413,190
78,0,01690,Bruce Lietzke,265.2,28106,106
79,0,06643,Paul Goydos,265.1,57801,218
80,0,01042,Paul Azinger,265.0,38960,147
80,0,10425,Jay Williamson,265.0,34456,130
82,0,01261,Jay Delsing,264.8,38126,144
82,0,01677,Tom Lehman,264.8,34424,130
84,0,06197,Michael Allen,264.7,30179,114
85,0,01766,Billy Mayfair,264.4,52357,198
86,0,01837,Gil Morgan,264.2,37521,142
87,0,06124,Patrick Burke,264.1,36971,140
87,0,01783,Mark McCumber,264.1,33804,128
89,0,01098,Jay Don Blake,263.5,45320,172
89,0,08537,J.P. Hayes,263.5,42684,162
91,0,01203,Russ Cochran,263.2,42634,162
92,0,01331,Rick Fehr,263.1,39993,152
93,0,02214,Kirk Triplett,262.9,52576,200
94,0,02008,Lee Rinker,262.8,47821,182
95,0,01457,Jay Haas,262.5,43318,165
95,0,02049,Gene Sauers,262.5,37273,142
97,0,01920,Craig Parry,262.4,38837,148
98,0,02241,Bobby Wadkins,262.3,50356,192
99,0,06090,Jim McGovern,262.2,50868,194
100,0,01132,Mark Brooks,262.0,46631,178
100,0,06251,Chris DiMarco,262.0,46110,176
102,0,08931,Glen Day,261.9,46877,179
102,0,02131,Mike Springer,261.9,33525,128
102,0,02167,Mike Sullivan,261.9,44529,170
105,0,01771,Blaine McCallister,261.7,47103,180
106,0,02225,Howard Twitty,261.6,44998,172
107,0,01329,Brad Faxon,261.2,42840,164
108,0,01320,Bob Estes,261.1,45165,173
109,0,01185,Brandel Chamblee,260.9,37571,144
109,0,01468,Gary Hallberg,260.9,38616,148
109,0,06657,Steve Rintoul,260.9,50093,192
112,0,01633,Tom Kite,260.7,42753,164
113,0,01040,Emlyn Aubrey,260.5,44799,172
114,0,01926,Steve Pate,260.4,48955,188
115,0,01175,Jim Carter,260.3,49968,192
115,0,01797,Rocco Mediate,260.3,25507,98
117,0,01072,Chip Beck,260.2,48396,186
118,0,01133,Billy Ray Brown,260.0,33797,130
119,0,06809,Bob Burns,259.9,43143,166
119,0,01725,John Mahaffey,259.9,42109,162
121,0,06315,Pete Jordan,259.8,30658,118
122,0,06044,Scott Gump,259.7,48302,186
122,0,02099,Scott Simpson,259.7,44141,170
122,0,02218,Ted Tryba,259.7,53246,205
125,0,01549,Mike Hulbert,259.3,52645,203
125,0,10860,Justin Leonard,259.3,54971,212
125,0,02111,Mike Smith,259.3,37333,144
128,0,02148,Ray Stewart,259.1,34195,132
129,0,01142,Bart Bryant,259.0,42478,164
130,0,01864,Larry Nelson,258.9,28996,112
131,0,02180,Harry Taylor,258.5,43945,170
132,0,01971,Dillard Pruitt,258.3,39522,153
133,0,08717,Kawika Cotner,258.1,42331,164
133,0,01326,Nick Faldo,258.1,35108,136
133,0,01414,Bob Gilder,258.1,43876,170
136,0,01444,Ken Green,258.0,32512,126
137,0,02279,Mark Wiebe,257.7,32983,128
138,0,01196,Brian Claar,257.6,47403,184
138,0,01307,Joel Edwards,257.6,48940,190
140,0,01619,Skip Kendall,257.5,49437,192
141,0,02267,D.A. Weibring,257.4,42722,166
142,0,06386,Bill Porter,257.3,39103,152
143,0,01060,Dave Barr,257.0,40607,158
143,0,06791,Mark Wurtz,257.0,43175,168
145,0,01381,Fred Funk,256.8,57533,224
146,0,01510,Nolan Henke,256.6,41573,162
147,0,01200,Keith Clearwater,256.4,35125,137
147,0,01219,John Cook,256.4,41022,160
149,0,10809,Jim Furyk,256.2,52258,204
150,0,06012,Greg Kraft,255.8,50912,199
150,0,01823,Larry Mize,255.8,34782,136
150,0,02159,Curtis Strange,255.8,41957,164
153,0,06088,Steve Gotsche,255.7,41423,162
153,0,07235,John Morse,255.7,35283,138
155,0,01943,Chris Perry,255.6,44468,174
156,0,01992,Don Reese,255.5,38323,150
157,0,07569,Mark Carnevale,255.3,38297,150
157,0,02010,Loren Roberts,255.3,41360,162
159,0,01014,Fulton Allem,254.9,27526,108
159,0,01024,Billy Andrade,254.9,44862,176
159,0,01928,Corey Pavin,254.9,38236,150
162,0,10213,Dicky Pride,254.8,42294,166
163,0,01201,Lennie Clements,254.7,47382,186
163,0,01266,Clark Dennis,254.7,46869,184
165,0,01986,Joey Rassett,254.6,27751,109
166,0,01378,David Frost,254.0,34544,136
167,0,10569,Mike Brisky,253.9,44184,174
168,0,01458,Jerry Haas,253.6,41590,164
169,0,01306,David Edwards,253.5,37523,148
169,0,01682,Wayne Levi,253.5,25852,102
171,0,06641,Jeff Leonard,253.3,36480,144
172,0,01235,Ben Crenshaw,253.1,38466,152
173,0,02094,Tony Sills,252.6,36874,146
173,0,08385,Omar Uresti,252.6,48508,192
175,0,01330,David Feherty,252.4,33815,134
176,0,02242,Lanny Wadkins,252.3,29517,117
177,0,02226,Tray Tyner,252.2,41361,164
178,0,02190,Doug Tewell,251.6,27671,110
179,0,01701,Bob Lohr,251.2,45724,182
179,0,01891,David Ogrin,251.2,45724,182
181,0,01748,Doug Martin,250.9,46167,184
182,0,01960,Don Pooley,250.6,36594,146
182,0,06048,Dicky Thompson,250.6,35084,140
184,0,01353,Bruce Fleisher,250.0,34500,138
184,0,01996,Mike Reid,250.0,31001,124
186,0,10145,Tom Hearn,248.8,28366,114
187,0,01705,Tim Loustalot,248.4,27324,110
188,0,01129,Bill Britton,246.6,33044,134
