RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
1,0,01175,Jim Carter,.00,0,80,100.0
1,0,23541,Ben Crane,.00,0,88,100.0
1,0,22621,Ben Curtis,.00,0,85,100.0
1,0,01418,Bill Glasson,.00,0,54,100.0
1,0,01457,Jay Haas,.00,0,61,100.0
1,0,20433,Mark Hensby,.00,0,59,100.0
1,0,23108,Matt Kuchar,.00,0,77,100.0
1,0,06332,Neal Lancaster,.00,0,103,100.0
1,0,08993,Franklin Langham,.00,0,108,100.0
1,0,06515,Shaun Micheel,.00,0,110,100.0
1,0,20663,Brenden Pappas,.00,0,73,100.0
1,0,12660,Jesper Parnevik,.00,0,98,100.0
1,0,01945,Kenny Perry,.00,0,82,100.0
1,0,01948,Tim Petrovic,.00,0,113,100.0
1,0,20645,John Senden,.00,0,141,100.0
1,0,20812,Tjaart van der Walt,.00,0,84,100.0
1,0,20396,Lee Westwood,.00,0,41,100.0
18,0,23325,Vaughn Taylor,.67,1,150,99.3
19,0,25345,Carl Pettersson,.72,1,139,99.2
20,0,23623,Bo Van Pelt,.73,1,137,99.2
21,0,01941,Tom Pernice Jr.,.74,1,135,99.2
22,0,20229,Stewart Cink,.75,1,133,99.2
23,0,01142,Bart Bryant,.81,1,123,99.1
23,0,01473,Todd Hamilton,.81,1,124,99.1
25,0,20382,Stephen Leaney,.84,1,119,99.1
26,0,25396,Kevin Na,.85,1,117,99.1
27,0,06197,Michael Allen,.88,1,114,99.1
27,0,12782,Tim Herron,.88,1,113,99.1
29,0,08075,Jerry Kelly,.94,1,106,99.0
29,0,02206,David Toms,.94,1,106,99.0
31,0,20502,Michael Long,.95,1,105,99.0
32,0,12826,Paul Claxton,.97,1,103,99.0
33,0,20099,Doug Barron,.98,1,102,99.0
34,0,02223,Bob Tway,.99,1,101,99.0
34,0,12602,Dean Wilson,.99,1,101,99.0
36,0,20474,Phillip Price,1.00,1,100,99.0
37,0,12823,Carlos Franco,1.03,1,97,98.9
38,0,20623,Gavin Coles,1.06,1,94,98.9
39,0,08793,Tiger Woods,1.10,1,91,98.9
40,0,01219,John Cook,1.14,1,88,98.8
41,0,06004,Stephen Ames,1.16,1,86,98.8
41,0,01677,Tom Lehman,1.16,1,86,98.8
43,0,12645,Brent Geiberger,1.19,1,84,98.8
44,0,24912,Will MacKenzie,1.20,1,83,98.8
45,0,01139,Olin Browne,1.27,2,158,98.7
46,0,06599,John Elliott,1.28,1,78,98.7
47,0,01329,Brad Faxon,1.32,1,76,98.6
47,0,02104,Jeff Sluman,1.32,2,151,98.6
49,0,02010,Loren Roberts,1.33,1,75,98.6
49,0,22548,Patrick Sheehan,1.33,2,150,98.6
51,0,26420,Richard Johnson,1.37,1,73,98.6
52,0,02214,Kirk Triplett,1.39,1,72,98.6
53,0,01226,Fred Couples,1.43,1,70,98.5
53,0,23409,James Driscoll,1.43,1,70,98.5
55,0,01810,Phil Mickelson,1.45,1,69,98.5
55,0,06527,Steve Stricker,1.45,1,69,98.5
57,0,10860,Justin Leonard,1.47,1,68,98.5
58,0,07223,Brian Bateman,1.52,2,132,98.4
58,0,21805,Harrison Frazar,1.52,2,132,98.4
60,0,25847,Rob Rashell,1.54,1,65,98.4
61,0,01388,Robert Gamez,1.59,2,126,98.4
62,0,20121,Todd Fischer,1.60,2,125,98.4
63,0,10809,Jim Furyk,1.64,2,122,98.3
63,0,08545,Glen Hnatiuk,1.64,1,61,98.3
65,0,24980,Scott Gutschewski,1.65,2,121,98.3
65,0,11032,Frank Lickliter II,1.65,2,121,98.3
67,0,06373,José María Olazábal,1.69,1,59,98.3
67,0,10425,Jay Williamson,1.69,1,59,98.3
69,0,06567,Vijay Singh,1.75,2,114,98.2
70,0,06595,Kevin Sutherland,1.80,2,111,98.2
71,0,20691,Greg Owen,1.82,2,110,98.1
72,0,12510,Chad Campbell,1.87,2,107,98.1
73,0,23540,Jason Allred,1.94,2,103,98.0
74,0,20094,Jonathan Kaye,1.98,2,101,98.0
75,0,23036,Chris Anderson,2.04,2,98,97.9
76,0,20498,Briny Baird,2.07,3,145,97.9
77,0,21959,Ted Purdy,2.08,3,144,97.9
78,0,21350,Ryuji Imada,2.11,2,95,97.8
79,0,10117,Bob Heintz,2.13,2,94,97.8
80,0,01035,Tommy Armour III,2.14,3,140,97.8
80,0,24925,Jonathan Byrd,2.14,3,140,97.8
82,0,02101,Joey Sindelar,2.17,3,138,97.8
83,0,23320,Ryan Palmer,2.21,3,136,97.7
84,0,10962,Bradley Hughes,2.25,2,89,97.7
85,0,21878,Mark Wilson,2.27,2,88,97.7
86,0,10585,Scott McCarron,2.33,2,86,97.6
87,0,01132,Mark Brooks,2.38,2,84,97.6
87,0,12680,Shigeki Maruyama,2.38,3,126,97.6
87,0,01887,Mark O'Meara,2.38,2,84,97.6
90,0,10885,Robert Allenby,2.40,3,125,97.6
91,0,19881,Robert Damron,2.42,3,124,97.5
92,0,06251,Chris DiMarco,2.44,2,82,97.5
92,0,07749,Brett Quigley,2.44,3,123,97.5
94,0,23353,J.J. Henry,2.45,4,163,97.5
95,0,23497,Tag Ridings,2.48,3,121,97.5
96,0,01024,Billy Andrade,2.50,3,120,97.5
96,0,06573,Brandt Jobe,2.50,3,120,97.5
96,0,26287,Roland Thatcher,2.50,3,120,97.5
99,0,08725,Tom Gillis,2.56,3,117,97.4
99,0,01487,Jeff Hart,2.56,2,78,97.4
101,0,21498,Hideto Tanihara,2.60,2,77,97.4
102,0,19846,Brian Gay,2.67,4,150,97.3
102,0,01577,Lee Janzen,2.67,2,75,97.3
104,0,22371,Aaron Baddeley,2.68,3,112,97.3
105,0,19824,Craig Barlow,2.70,3,111,97.3
105,0,23614,Rich Beem,2.70,2,74,97.3
105,0,01249,John Daly,2.70,2,74,97.3
108,0,22913,John Rollins,2.73,3,110,97.2
108,0,22295,Darron Stiles,2.73,3,110,97.2
110,0,01361,Dan Forsman,2.74,2,73,97.2
111,0,01042,Paul Azinger,2.78,2,72,97.2
111,0,02246,Duffy Waldorf,2.78,3,108,97.2
113,0,21949,Joe Ogilvie,2.80,3,107,97.2
114,0,20628,Arron Oberholser,2.82,2,71,97.1
115,0,25240,D.A. Points,2.84,4,141,97.1
116,0,08931,Glen Day,2.86,3,105,97.1
116,0,01619,Skip Kendall,2.86,3,105,97.1
118,0,23552,Hank Kuehne,2.88,3,104,97.1
119,0,20127,Chris Riley,2.90,2,69,97.1
120,0,01127,Danny Briggs,2.94,3,102,97.0
120,0,23983,Luke Donald,2.94,2,68,97.0
120,0,20157,Retief Goosen,2.94,2,68,97.0
123,0,10201,Matt Gogel,3.03,3,99,96.9
123,0,01823,Larry Mize,3.03,2,66,96.9
123,0,23621,Rory Sabbatini,3.03,3,99,96.9
126,0,24361,Pat Perez,3.09,3,97,96.9
127,0,21407,Arjun Atwal,3.13,3,96,96.8
127,0,01707,Steve Lowery,3.13,4,128,96.8
127,0,12454,Mario Tiziani,3.13,3,96,96.8
130,0,21961,Charles Howell III,3.23,4,124,96.7
130,0,01797,Rocco Mediate,3.23,3,93,96.7
132,0,08123,Jeff Brehaut,3.26,3,92,96.7
132,0,24290,D.J. Brigman,3.26,3,92,96.7
132,0,21209,Sergio Garcia,3.26,3,92,96.7
135,0,07457,Steve Flesch,3.30,3,91,96.7
135,0,01927,Dennis Paulson,3.30,3,91,96.7
137,0,24781,Hunter Mahan,3.31,5,151,96.6
138,0,06575,Dudley Hart,3.33,4,120,96.6
139,0,01766,Billy Mayfair,3.36,5,149,96.6
140,0,06034,Marco Dawson,3.45,4,116,96.5
140,0,01723,Andrew Magee,3.45,3,87,96.5
142,0,12662,Thomas Levet,3.51,2,57,96.4
143,0,19972,José Coceres,3.57,3,84,96.4
143,0,10912,Craig Perks,3.57,3,84,96.4
143,0,02106,Chris Smith,3.57,5,140,96.4
143,0,10423,Mike Weir,3.57,2,56,96.4
147,0,08385,Omar Uresti,3.60,4,111,96.4
147,0,27095,Nick Watney,3.60,4,111,96.4
149,0,24357,K.J. Choi,3.61,3,83,96.3
150,0,24138,Ian Poulter,3.64,2,55,96.3
151,0,24024,Zach Johnson,3.70,5,135,96.3
152,0,22405,Justin Rose,3.73,5,134,96.2
153,0,01761,Len Mattiace,3.74,4,107,96.2
153,0,20572,Rod Pampling,3.74,4,107,96.2
155,0,01706,Davis Love III,3.75,3,80,96.2
156,0,07867,Woody Austin,3.76,5,133,96.2
157,0,28088,Matt Davidson,3.80,3,79,96.2
158,0,22293,Heath Slocum,3.82,5,131,96.1
159,0,20098,Stuart Appleby,3.92,4,102,96.0
159,0,20766,Padraig Harrington,3.92,2,51,96.0
161,0,21951,Joey Snyder III,3.95,6,152,96.0
162,0,06621,Joe Durant,4.04,4,99,95.9
163,0,01928,Corey Pavin,4.08,4,98,95.9
164,0,20548,Hidemichi Tanaka,4.17,7,168,95.8
165,0,01381,Fred Funk,4.20,5,119,95.8
166,0,22046,Geoff Ogilvy,4.24,5,118,95.7
167,0,20850,Daniel Chopra,4.27,5,117,95.7
168,0,24227,Justin Bolli,4.35,4,92,95.6
168,0,25900,Lucas Glover,4.35,5,115,95.6
168,0,23788,D.J. Trahan,4.35,5,115,95.6
171,0,01685,J.L. Lewis,4.41,6,136,95.5
172,0,12652,Cameron Beckman,4.44,6,135,95.5
172,0,23135,Tim Clark,4.44,4,90,95.5
172,0,26758,David Hearn,4.44,4,90,95.5
175,0,24604,Hunter Haas,4.49,4,89,95.5
176,0,01320,Bob Estes,4.72,5,106,95.2
176,0,21806,Paul Gow,4.72,5,106,95.2
178,0,01599,Steve Jones,4.76,3,63,95.2
179,0,24502,Adam Scott,4.94,4,81,95.0
180,0,20378,Mathias Grönberg,4.95,5,101,95.0
181,0,24140,Sean O'Hair,4.96,6,121,95.0
182,0,01553,John Huston,5.05,5,99,94.9
183,0,01724,Jeff Maggert,5.06,4,79,94.9
183,0,02239,Scott Verplank,5.06,4,79,94.9
185,0,01666,Bernhard Langer,5.08,3,59,94.9
186,0,21633,Steve Allan,5.22,6,115,94.7
187,0,10733,Kent Jones,5.34,7,131,94.6
188,0,08537,J.P. Hayes,5.43,5,92,94.5
189,0,21731,Freddie Jacobson,5.48,4,73,94.5
190,0,23725,Brendan Jones,5.50,6,109,94.5
191,0,01157,Tom Byrum,5.56,8,144,94.4
192,0,23349,Charles Warren,5.60,7,125,94.4
193,0,24507,Jason Bohn,5.61,6,107,94.3
194,0,01313,Steve Elkington,5.95,5,84,94.0
