RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
140,0,26951,Johnson Wagner,3.47,55,1584
141,0,06004,Stephen Ames,3.50,34,972
142,0,12510,Chad Campbell,3.51,53,1512
142,0,23621,Rory Sabbatini,3.51,53,1512
142,0,30110,Kyle Stanley,3.51,53,1512
145,0,27933,John Merrick,3.52,50,1422
146,0,23903,Stephen Gangluff,3.54,35,990
146,0,25240,D.A. Points,3.54,56,1584
148,0,10885,Robert Allenby,3.58,49,1368
148,0,27974,Sung Kang,3.58,47,1314
150,0,06567,Vijay Singh,3.59,64,1782
151,0,27064,Jhonattan Vegas,3.61,50,1386
151,0,27095,Nick Watney,3.61,61,1692
153,0,28093,Miguel Angel Carballo,3.62,45,1242
154,0,30944,Jason Kokrak,3.63,49,1350
155,0,20229,Stewart Cink,3.65,44,1206
156,0,26287,Roland Thatcher,3.67,35,954
157,0,30926,Chris Kirk,3.68,59,1602
157,0,01766,Billy Mayfair,3.68,57,1548
159,0,30692,Scott Stallings,3.70,52,1404
159,0,20396,Lee Westwood,3.70,36,972
161,0,32698,Bobby Gates,3.73,57,1530
162,0,24502,Adam Scott,3.74,39,1044
163,0,23788,D.J. Trahan,3.78,47,1242
164,0,27436,Graham DeLaet,3.80,54,1422
165,0,21528,Henrik Stenson,3.81,35,918
165,0,26289,Boo Weekley,3.81,48,1260
167,0,20691,Greg Owen,3.83,62,1620
168,0,26851,Marc Leishman,3.84,58,1512
169,0,33141,Keegan Bradley,3.85,61,1584
170,0,26476,Chez Reavie,3.88,58,1494
171,0,27556,Ted Potter Jr.,3.90,54,1386
172,0,33419,Cameron Tringale,3.91,62,1584
173,0,21805,Harrison Frazar,4.01,39,972
174,0,22378,Trevor Immelman,4.09,56,1368
175,0,28087,Kris Blanks,4.10,48,1170
175,0,12716,Charley Hoffman,4.10,65,1584
177,0,33120,Mark Anderson,4.11,54,1314
178,0,32366,Kevin Chappell,4.15,65,1566
178,0,23548,Bill Lunde,4.15,59,1422
180,0,27330,Josh Teater,4.18,70,1674
181,0,24358,Robert Garrigus,4.24,68,1602
182,0,27936,Martin Laird,4.26,56,1314
183,0,29479,Scott Brown,4.41,50,1134
184,0,29518,Brendan Steele,4.57,60,1314
185,0,25562,Andres Romero,4.60,53,1152
186,0,22582,Kyle Thompson,4.65,41,882
187,0,24846,Ricky Barnes,4.67,74,1584
188,0,12652,Cameron Beckman,4.83,67,1386
189,0,31323,Gary Woodland,4.91,61,1242
190,0,06036,Scott Dunlap,5.14,49,954
191,0,19970,Robert Karlsson,5.24,49,936
