RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
1,0,19846,Brian Gay,4.88,16,328,95.1
2,0,27895,Jonas Blixt,5.02,14,279,94.9
3,0,23409,James Driscoll,5.04,17,337,94.9
4,0,23983,Luke Donald,5.43,12,221,94.5
5,0,29478,Kevin Kisner,5.88,13,221,94.1
6,0,10809,Jim Furyk,5.98,18,301,94.0
7,0,23108,Matt Kuchar,6.27,16,255,93.7
8,0,06573,Brandt Jobe,6.55,15,229,93.4
8,0,27963,Chris Stroud,6.55,22,336,93.4
10,0,22621,Ben Curtis,6.64,15,226,93.3
11,0,24781,Hunter Mahan,6.67,21,315,93.3
12,0,20645,John Senden,6.74,18,267,93.2
13,0,21753,Brian Davis,6.75,21,311,93.2
14,0,20593,Greg Chalmers,6.89,21,305,93.1
15,0,20850,Daniel Chopra,6.91,13,188,93.0
16,0,24940,Edward Loar,6.93,14,202,93.0
17,0,21209,Sergio Garcia,6.95,13,187,93.0
18,0,30852,Ryo Ishikawa,6.96,11,158,93.0
19,0,29289,S.Y. Noh,7.03,30,427,92.9
20,0,21407,Arjun Atwal,7.04,19,270,92.9
20,0,22961,David Mathis,7.04,20,284,92.9
22,0,25345,Carl Pettersson,7.12,24,337,92.8
23,0,28500,Martin Flores,7.20,28,389,92.8
24,0,11123,Chris Couch,7.27,16,220,92.7
25,0,23541,Ben Crane,7.52,20,266,92.4
26,0,08793,Tiger Woods,7.55,16,212,92.4
27,0,33122,Russell Knox,7.63,20,262,92.3
28,0,10213,Dicky Pride,7.66,16,209,92.3
29,0,28475,Jeff Overton,7.69,32,416,92.3
29,0,06527,Steve Stricker,7.69,19,247,92.3
31,0,01320,Bob Estes,7.76,19,245,92.2
32,0,01116,Michael Bradley,7.78,21,270,92.2
33,0,20229,Stewart Cink,7.81,21,269,92.1
34,0,23353,J.J. Henry,7.82,28,358,92.1
34,0,20160,Charlie Wi,7.82,23,294,92.1
36,0,34174,John Huh,7.85,30,382,92.1
37,0,26331,Charl Schwartzel,7.88,13,165,92.1
38,0,31202,William McGirt,7.94,30,378,92.0
39,0,35139,Richard Lee,7.97,20,251,92.0
40,0,25572,Graeme McDowell,8.02,13,162,91.9
41,0,12782,Tim Herron,8.04,30,373,91.9
42,0,25834,Daniel Summerhays,8.07,26,322,91.9
43,0,20572,Rod Pampling,8.16,27,331,91.8
44,0,24024,Zach Johnson,8.17,25,306,91.8
45,0,27060,John Mallinger,8.21,23,280,91.7
46,0,01706,Davis Love III,8.22,18,219,91.7
47,0,32102,Rickie Fowler,8.24,22,267,91.7
47,0,21731,Freddie Jacobson,8.24,14,170,91.7
47,0,01766,Billy Mayfair,8.24,30,364,91.7
50,0,25396,Kevin Na,8.30,19,229,91.7
51,0,22371,Aaron Baddeley,8.33,18,216,91.6
51,0,27649,Brandt Snedeker,8.33,24,288,91.6
51,0,27770,Camilo Villegas,8.33,28,336,91.6
54,0,25804,Bubba Watson,8.37,19,227,91.6
55,0,28307,Matt Every,8.39,23,274,91.6
56,0,23800,Bryce Molder,8.41,28,333,91.5
56,0,24361,Pat Perez,8.41,26,309,91.5
58,0,25632,Jimmy Walker,8.42,34,404,91.5
59,0,01249,John Daly,8.50,13,153,91.5
59,0,30692,Scott Stallings,8.50,26,306,91.5
61,0,30927,Brendon Todd,8.52,23,270,91.4
62,0,22405,Justin Rose,8.54,21,246,91.4
63,0,30750,Tommy Gainey,8.55,33,386,91.4
64,0,06522,Ernie Els,8.57,24,280,91.4
64,0,32150,Michael Thompson,8.57,27,315,91.4
66,0,21961,Charles Howell III,8.62,33,383,91.3
67,0,24663,Y.E. Yang,8.65,16,185,91.3
68,0,01810,Phil Mickelson,8.66,22,254,91.3
68,0,27556,Ted Potter Jr.,8.66,24,277,91.3
70,0,20098,Stuart Appleby,8.78,26,296,91.2
71,0,23135,Tim Clark,8.79,16,182,91.2
72,0,23718,Nathan Green,8.82,24,272,91.1
73,0,27214,Kevin Streelman,8.83,28,317,91.1
74,0,27466,Spencer Levin,8.87,25,282,91.1
75,0,34021,Bud Cauley,9.00,35,389,91.0
76,0,23623,Bo Van Pelt,9.02,24,266,90.9
77,0,23320,Ryan Palmer,9.03,27,299,90.9
78,0,06251,Chris DiMarco,9.09,26,286,90.9
79,0,23903,Stephen Gangluff,9.14,17,186,90.8
80,0,20623,Gavin Coles,9.16,25,273,90.8
81,0,06034,Marco Dawson,9.20,16,174,90.8
82,0,26758,David Hearn,9.22,38,412,90.7
83,0,23638,Brendon de Jonge,9.28,44,474,90.7
84,0,20574,Mathew Goggin,9.33,25,268,90.6
85,0,23325,Vaughn Taylor,9.39,23,245,90.6
86,0,26596,Ryan Moore,9.46,35,370,90.5
87,0,29222,Billy Hurley III,9.49,24,253,90.5
88,0,08725,Tom Gillis,9.54,29,304,90.4
88,0,27644,Brian Harman,9.54,35,367,90.4
90,0,24140,Sean O'Hair,9.56,35,366,90.4
90,0,26679,Kevin Stadler,9.56,28,293,90.4
92,0,24604,Hunter Haas,9.59,21,219,90.4
93,0,30944,Jason Kokrak,9.60,29,302,90.4
93,0,33419,Cameron Tringale,9.60,36,375,90.4
95,0,24494,Erik Compton,9.63,26,270,90.3
96,0,30711,Colt Knost,9.64,27,280,90.3
97,0,30925,Dustin Johnson,9.68,21,217,90.3
97,0,01941,Tom Pernice Jr.,9.68,21,217,90.3
99,0,27141,J.B. Holmes,9.71,34,350,90.2
99,0,06567,Vijay Singh,9.71,34,350,90.2
101,0,26329,Louis Oosthuizen,9.73,22,226,90.2
101,0,29221,Webb Simpson,9.73,25,257,90.2
103,0,24138,Ian Poulter,9.74,15,154,90.2
104,0,27797,Derek Lamely,9.75,27,277,90.2
105,0,28237,Rory McIlroy,9.76,16,164,90.2
106,0,34099,Harris English,9.78,44,450,90.2
107,0,32334,Charlie Beljan,9.81,21,214,90.1
108,0,20848,Ángel Cabrera,9.82,16,163,90.1
108,0,29420,Billy Horschel,9.82,22,224,90.1
110,0,01797,Rocco Mediate,9.83,23,234,90.1
111,0,25686,Jason Dufner,9.85,26,264,90.1
112,0,24490,George McNeill,9.90,29,293,90.1
113,0,22046,Geoff Ogilvy,9.91,21,212,90.0
113,0,27064,Jhonattan Vegas,9.91,34,343,90.0
115,0,29926,Danny Lee,9.96,24,241,90.0
116,0,28455,Will Claxton,10.03,40,399,89.9
117,0,24507,Jason Bohn,10.04,27,269,89.9
118,0,25892,Steve Wheatcroft,10.05,21,209,89.9
119,0,23204,Gary Christian,10.06,34,338,89.9
119,0,01724,Jeff Maggert,10.06,33,328,89.9
121,0,28259,Sangmoon Bae,10.08,24,238,89.9
121,0,23542,Tommy Biershenk,10.08,26,258,89.9
121,0,25457,Alexandre Rocha,10.08,24,238,89.9
124,0,20396,Lee Westwood,10.18,17,167,89.8
125,0,31558,J.J. Killeen,10.19,33,324,89.8
126,0,02206,David Toms,10.20,20,196,89.8
127,0,29910,Blake Adams,10.26,44,429,89.7
128,0,29476,Kyle Reifers,10.31,37,359,89.6
129,0,27302,Garth Mulroy,10.36,20,193,89.6
130,0,21878,Mark Wilson,10.42,32,307,89.5
131,0,26300,Matt Jones,10.43,22,211,89.5
132,0,08075,Jerry Kelly,10.44,33,316,89.5
133,0,20104,Ken Duke,10.46,39,373,89.5
134,0,12510,Chad Campbell,10.51,35,333,89.4
135,0,24502,Adam Scott,10.56,19,180,89.4
136,0,22913,John Rollins,10.67,35,328,89.3
137,0,20070,Matt Bettencourt,10.75,23,214,89.2
138,0,26289,Boo Weekley,10.85,28,258,89.1
139,0,26287,Roland Thatcher,10.87,20,184,89.1
140,0,26951,Johnson Wagner,10.99,40,364,89.0
141,0,21528,Henrik Stenson,11.00,23,209,89.0
142,0,33141,Keegan Bradley,11.01,36,327,88.9
143,0,32200,Roberto Castro,11.02,39,354,88.9
144,0,28093,Miguel Angel Carballo,11.03,29,263,88.9
145,0,24925,Jonathan Byrd,11.07,27,244,88.9
146,0,26476,Chez Reavie,11.19,32,286,88.8
147,0,27974,Sung Kang,11.20,28,250,88.8
148,0,10885,Robert Allenby,11.30,34,301,88.7
149,0,24924,Bill Haas,11.34,33,291,88.6
149,0,27933,John Merrick,11.34,39,344,88.6
151,0,20766,Padraig Harrington,11.38,19,167,88.6
152,0,28308,Troy Kelly,11.40,26,228,88.6
153,0,24358,Robert Garrigus,11.48,35,305,88.5
154,0,22293,Heath Slocum,11.49,40,348,88.5
155,0,06004,Stephen Ames,11.52,19,165,88.4
156,0,25818,Scott Piercy,11.58,41,354,88.4
157,0,28089,Jason Day,11.65,24,206,88.3
157,0,25240,D.A. Points,11.65,41,352,88.3
159,0,21350,Ryuji Imada,11.82,35,296,88.1
160,0,23788,D.J. Trahan,11.87,33,278,88.1
161,0,27936,Martin Laird,11.93,29,243,88.0
162,0,27095,Nick Watney,11.96,39,326,88.0
163,0,23548,Bill Lunde,11.97,34,284,88.0
163,0,30110,Kyle Stanley,11.97,34,284,88.0
165,0,20691,Greg Owen,12.08,43,356,87.9
166,0,24357,K.J. Choi,12.13,29,239,87.8
167,0,23621,Rory Sabbatini,12.30,30,244,87.7
168,0,27120,Troy Matteson,12.40,48,387,87.6
169,0,22548,Patrick Sheehan,12.42,20,161,87.5
170,0,29479,Scott Brown,12.44,27,217,87.5
171,0,22348,Nick O'Hern,12.55,34,271,87.4
172,0,12716,Charley Hoffman,12.58,41,326,87.4
173,0,32698,Bobby Gates,12.78,45,352,87.2
174,0,30926,Chris Kirk,12.96,46,355,87.0
175,0,32366,Kevin Chappell,13.00,42,323,87.0
176,0,12652,Cameron Beckman,13.02,41,315,86.9
177,0,33120,Mark Anderson,13.09,39,298,86.9
178,0,22378,Trevor Immelman,13.18,34,258,86.8
179,0,27436,Graham DeLaet,13.23,41,310,86.7
180,0,27330,Josh Teater,13.30,48,361,86.7
181,0,26851,Marc Leishman,13.46,44,327,86.5
182,0,28087,Kris Blanks,13.83,35,253,86.1
183,0,25562,Andres Romero,14.16,32,226,85.8
184,0,06036,Scott Dunlap,14.49,30,207,85.5
185,0,10860,Justin Leonard,14.67,38,259,85.3
186,0,31323,Gary Woodland,14.86,37,249,85.1
187,0,24846,Ricky Barnes,14.88,54,363,85.1
188,0,29518,Brendan Steele,15.09,48,318,84.9
189,0,21805,Harrison Frazar,15.50,31,200,84.5
190,0,22582,Kyle Thompson,17.99,25,139,82.0
191,0,19970,Robert Karlsson,20.00,30,150,80.0
