RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,51766,Wyndham Clark,151.9,1098962000,201
2,0,35617,Martin Trainer,153.7,901975000,163
3,0,56762,Will Gordon,153.9,1285777000,232
4,0,28252,Seamus Power,154.5,511813000,92
5,0,34563,Chesson Hadley,156.0,988571000,176
6,0,36699,Patrick Rodgers,156.5,1334859000,237
6,0,27095,Nick Watney,156.5,760771000,135
8,0,33667,Carlos Ortiz,156.6,1161296000,206
8,0,32333,Kevin Tway,156.6,806113000,143
10,0,48119,Ben Taylor,156.7,456864000,81
11,0,39975,Michael Kim,157.0,1062455000,188
12,0,32618,Rhein Gibson,157.3,639782000,113
12,0,22405,Justin Rose,157.3,730658000,129
14,0,33120,Mark Anderson,157.4,424938000,75
15,0,31323,Gary Woodland,157.8,1090631000,192
16,0,27064,Jhonattan Vegas,158.0,1080859000,190
17,0,28420,Ryan Brehm,158.1,609027000,107
17,0,24140,Sean O'Hair,158.1,654365000,115
19,0,20229,Stewart Cink,158.3,1122929000,197
19,0,51894,Vince Whaley,158.3,934475000,164
21,0,24024,Zach Johnson,158.8,1109281000,194
22,0,33410,Andrew Landry,159.2,1083470000,189
23,0,35230,Nelson Ledesma,159.3,613551000,107
24,0,12716,Charley Hoffman,159.4,1142299000,199
24,0,27556,Ted Potter Jr.,159.4,1211139000,211
24,0,37189,Harold Varner III,159.4,1090505000,190
27,0,32757,Patton Kizzire,159.9,1329729000,231
28,0,46442,Maverick McNealy,160.0,955959000,166
29,0,22056,Cameron Percy,160.2,894041000,155
29,0,53165,Doc Redman,160.2,1072591000,186
31,0,47959,Bryson DeChambeau,160.4,940974000,163
31,0,46550,Brandon Hagy,160.4,1016391000,176
31,0,26331,Charl Schwartzel,160.4,1206994000,209
34,0,45157,Cam Davis,160.6,1515199000,262
34,0,28679,Fabián Gómez,160.6,578267000,100
36,0,34213,Grayson Murray,160.7,867838000,150
37,0,26300,Matt Jones,161.0,1263629000,218
37,0,24502,Adam Scott,161.0,1089756000,188
39,0,35461,Beau Hossler,161.1,1118985000,193
40,0,34046,Jordan Spieth,161.2,1160708000,200
40,0,25493,Nick Taylor,161.2,1288379000,222
42,0,34314,Sebastian Cappelen,161.5,785016000,135
42,0,46435,Austin Cook,161.5,1046566000,180
42,0,27129,Luke List,161.5,1197529000,206
42,0,34431,Robert Streb,161.5,1046827000,180
46,0,47993,Denny McCarthy,161.6,1309107000,225
46,0,49960,Sepp Straka,161.6,1361371000,234
46,0,32254,Xinjun Zhang,161.6,907455000,156
49,0,45486,Joaquin Niemann,161.7,1292661000,222
49,0,27330,Josh Teater,161.7,459901000,79
51,0,23623,Bo Van Pelt,161.8,1013619000,174
52,0,33141,Keegan Bradley,161.9,1154157000,198
52,0,33122,Russell Knox,161.9,1171414000,201
52,0,35104,Tom Lewis,161.9,1183132000,203
55,0,27554,Scott Harrington,162.0,1143137000,196
55,0,30926,Chris Kirk,162.0,921576000,158
57,0,29479,Scott Brown,162.1,1068022000,183
57,0,39953,Chase Seiffert,162.1,927945000,159
59,0,33597,Harry Higgs,162.2,1249239000,214
59,0,30925,Dustin Johnson,162.2,910640000,156
61,0,32070,Rafael Campos,162.3,882441000,151
62,0,32662,Michael Gligic,162.4,999522000,171
62,0,29926,Danny Lee,162.4,1116404000,191
64,0,24781,Hunter Mahan,162.5,912856000,156
64,0,32640,Troy Merritt,162.5,1380647000,236
64,0,49771,J.T. Poston,162.5,1380199000,236
67,0,49298,Kramer Hickok,162.6,960270000,164
67,0,27141,J.B. Holmes,162.6,889821000,152
69,0,27974,Sung Kang,162.7,1487448000,254
69,0,23320,Ryan Palmer,162.7,1024871000,175
69,0,32139,Danny Willett,162.7,585569000,100
72,0,40006,Erik van Rooyen,162.8,1107446000,189
73,0,52372,Cameron Champ,163.0,1185544000,202
73,0,27942,Rob Oppenheim,163.0,938996000,160
75,0,31646,Emiliano Grillo,163.1,1021630000,174
75,0,27644,Brian Harman,163.1,1197810000,204
75,0,39546,Keith Mitchell,163.1,1244659000,212
75,0,47128,Richy Werenski,163.1,1421167000,242
79,0,29970,Dylan Frittelli,163.2,1028072000,175
80,0,33948,Byeong Hun An,163.3,1287802000,219
80,0,33448,Justin Thomas,163.3,934686000,159
82,0,25686,Jason Dufner,163.5,1259409000,214
82,0,47347,Adam Schenk,163.5,1235949000,210
84,0,39324,J.J. Spaun,163.6,859731000,146
85,0,25818,Scott Piercy,163.7,1178848000,200
86,0,30944,Jason Kokrak,163.8,1138117000,193
86,0,34264,Hudson Swafford,163.8,1220303000,207
88,0,47504,Sam Burns,163.9,1085607000,184
89,0,21209,Sergio Garcia,164.0,950555000,161
90,0,19803,Ryan Armour,164.2,999085000,169
90,0,31420,Anirban Lahiri,164.2,874836000,148
92,0,24361,Pat Perez,164.3,1153464000,195
92,0,25632,Jimmy Walker,164.3,1343065000,227
94,0,56278,Matthew Wolff,164.5,971429000,164
95,0,23325,Vaughn Taylor,164.6,906688000,153
96,0,19846,Brian Gay,164.7,1203705000,203
97,0,29725,Tony Finau,164.8,1050194000,177
97,0,29478,Kevin Kisner,164.8,1115600000,188
97,0,35449,Adam Long,164.8,1299004000,219
100,0,28237,Rory McIlroy,165.0,1081236000,182
101,0,32150,Michael Thompson,165.1,1105497000,186
101,0,49964,Aaron Wise,165.1,1176836000,198
103,0,34255,Joseph Bramlett,165.2,886197000,149
104,0,39977,Max Homa,165.3,1184246000,199
104,0,35506,Mackenzie Hughes,165.3,1267864000,213
106,0,46717,Viktor Hovland,165.5,1012724000,170
106,0,40042,Tyler McCumber,165.5,1060448000,178
108,0,35310,Lanto Griffin,165.6,1346921000,226
108,0,30110,Kyle Stanley,165.6,1090861000,183
110,0,28089,Jason Day,165.8,770174000,129
110,0,46402,Talor Gooch,165.8,1265351000,212
110,0,34466,Peter Malnati,165.8,1217312000,204
110,0,25804,Bubba Watson,165.8,1032743000,173
114,0,48081,Xander Schauffele,165.9,902092000,151
115,0,24138,Ian Poulter,166.0,932041000,156
116,0,37455,Si Woo Kim,166.1,1201917000,201
116,0,27770,Camilo Villegas,166.1,1052667000,176
118,0,46441,Robby Shelton,166.2,1346411000,225
118,0,27214,Kevin Streelman,166.2,1364362000,228
120,0,32791,K.H. Lee,166.3,1550722000,259
121,0,33490,Bo Hoag,166.4,1072222000,179
122,0,23621,Rory Sabbatini,166.5,1300309000,217
122,0,35658,Kris Ventura,166.5,1096582000,183
124,0,27649,Brandt Snedeker,166.6,1259442000,210
125,0,35891,Cameron Smith,166.7,1008379000,168
126,0,30692,Scott Stallings,166.9,1105269000,184
127,0,37275,Sam Ryder,167.0,1226732000,204
128,0,52375,Doug Ghim,167.1,1094538000,182
128,0,33399,Adam Hadwin,167.1,1389210000,231
128,0,26329,Louis Oosthuizen,167.1,824022000,137
131,0,25364,Paul Casey,167.2,848817000,141
131,0,29535,Brice Garnett,167.2,1041114000,173
131,0,29221,Webb Simpson,167.2,770519000,128
134,0,34363,Tyrrell Hatton,167.3,728903000,121
134,0,28775,Nate Lashley,167.3,909628000,151
134,0,23788,D.J. Trahan,167.3,891496000,148
134,0,47483,Will Zalatoris,167.3,1047836000,174
138,0,27349,Alex Noren,167.4,1193186000,198
139,0,23983,Luke Donald,167.5,747941000,124
140,0,27936,Martin Laird,167.6,1194776000,198
141,0,39971,Sungjae Im,167.7,1575762000,261
142,0,25900,Lucas Glover,167.8,1365375000,226
142,0,46046,Scottie Scheffler,167.8,1334725000,221
142,0,33486,Roger Sloan,167.8,954619000,158
145,0,32102,Rickie Fowler,167.9,1099917000,182
145,0,31557,Jim Herman,167.9,1124583000,186
145,0,33413,Ben Martin,167.9,519957000,86
145,0,34256,Andrew Putnam,167.9,1160603000,192
149,0,35450,Patrick Cantlay,168.1,841009000,139
149,0,29974,Branden Grace,168.1,1083187000,179
149,0,36689,Brooks Koepka,168.1,853523000,141
149,0,33204,Shane Lowry,168.1,1046639000,173
153,0,32448,James Hahn,168.3,963292000,159
154,0,31560,Brian Stuard,168.4,1291169000,213
155,0,50525,Collin Morikawa,168.5,946514000,156
155,0,33419,Cameron Tringale,168.5,1098101000,181
157,0,49766,Hank Lebioda,168.6,777002000,128
158,0,45526,Abraham Ancer,168.8,1136029000,187
158,0,26499,Rafa Cabrera Bello,168.8,1142665000,188
160,0,48822,Sebastián Muñoz,168.9,1495756000,246
161,0,26476,Chez Reavie,169.0,1089290000,179
162,0,32816,Satoshi Kodaira,169.1,1089494000,179
163,0,01810,Phil Mickelson,169.3,1225028000,201
164,0,36801,Mark Hubbard,169.8,1448937000,237
165,0,29268,Bronson Burgoon,169.9,948154000,155
165,0,29908,C.T. Pan,169.9,1100665000,180
165,0,20396,Lee Westwood,169.9,954284000,156
168,0,40098,Matt Fitzpatrick,170.0,924132000,151
168,0,48045,Michael Gellerman,170.0,508041000,83
170,0,29518,Brendan Steele,170.1,1139195000,186
171,0,34076,Joel Dahmen,170.2,1139831000,186
172,0,24924,Bill Haas,170.3,539545000,88
172,0,25396,Kevin Na,170.3,1189344000,194
172,0,36871,Matthew NeSmith,170.3,1360961000,222
172,0,34360,Patrick Reed,170.3,1011655000,165
176,0,30163,Henrik Norlander,170.4,1171764000,191
176,0,46970,Jon Rahm,170.4,852807000,139
178,0,30911,Tommy Fleetwood,170.7,890881000,145
178,0,35532,Tom Hoge,170.7,1647153000,268
180,0,34098,Russell Henley,170.8,1064017000,173
180,0,21961,Charles Howell III,170.8,780756000,127
182,0,33404,Chris Baker,171.1,591239000,96
183,0,32839,Hideki Matsuyama,171.5,1333349000,216
