RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
45,0,01320,Bob Estes,70.41,2887,41
45,0,01724,Jeff Maggert,70.41,3098,44
49,0,23548,Bill Lunde,70.43,3099,44
50,0,28455,Will Claxton,70.46,3382,48
50,0,22621,Ben Curtis,70.46,1832,26
52,0,23623,Bo Van Pelt,70.48,2326,33
53,0,27644,Brian Harman,70.49,4159,59
53,0,31202,William McGirt,70.49,3313,47
55,0,28089,Jason Day,70.50,1974,28
55,0,10213,Dicky Pride,70.50,1974,28
57,0,08075,Jerry Kelly,70.51,3314,47
58,0,24140,Sean O'Hair,70.52,3244,46
59,0,23718,Nathan Green,70.54,2469,35
59,0,26596,Ryan Moore,70.54,2610,37
61,0,20645,John Senden,70.58,2541,36
62,0,25240,D.A. Points,70.59,3106,44
62,0,27214,Kevin Streelman,70.59,2894,41
64,0,12782,Tim Herron,70.60,3389,48
65,0,27649,Brandt Snedeker,70.61,2330,33
66,0,11123,Chris Couch,70.62,2401,34
67,0,06036,Scott Dunlap,70.64,1766,25
67,0,24924,Bill Haas,70.64,2543,36
69,0,23325,Vaughn Taylor,70.65,2826,40
69,0,26951,Johnson Wagner,70.65,3038,43
71,0,24357,K.J. Choi,70.66,2685,38
71,0,21753,Brian Davis,70.66,3109,44
73,0,23541,Ben Crane,70.67,2544,36
73,0,29289,S.Y. Noh,70.67,3604,51
73,0,30110,Kyle Stanley,70.67,2968,42
76,0,26758,David Hearn,70.69,3888,55
77,0,29476,Kyle Reifers,70.70,3252,46
78,0,24781,Hunter Mahan,70.71,2970,42
78,0,22961,David Mathis,70.71,2970,42
78,0,20396,Lee Westwood,70.71,1697,24
81,0,27095,Nick Watney,70.74,3537,50
82,0,27060,John Mallinger,70.76,2335,33
83,0,27141,J.B. Holmes,70.77,3114,44
84,0,20098,Stuart Appleby,70.78,2548,36
84,0,27770,Camilo Villegas,70.78,2902,41
86,0,20574,Mathew Goggin,70.79,2336,33
86,0,27302,Garth Mulroy,70.79,2053,29
88,0,34099,Harris English,70.81,3682,52
88,0,28307,Matt Every,70.81,2549,36
88,0,24502,Adam Scott,70.81,1912,27
91,0,20623,Gavin Coles,70.82,2762,39
92,0,22548,Patrick Sheehan,70.83,2054,29
93,0,26679,Kevin Stadler,70.85,2763,39
94,0,32334,Charlie Beljan,70.86,1984,28
94,0,34021,Bud Cauley,70.86,3614,51
94,0,24604,Hunter Haas,70.86,2551,36
97,0,01249,John Daly,70.87,1630,23
98,0,25834,Daniel Summerhays,70.88,2977,42
99,0,29479,Scott Brown,70.90,2198,31
100,0,27936,Martin Laird,70.91,2269,32
101,0,22046,Geoff Ogilvy,70.93,2837,40
102,0,01766,Billy Mayfair,70.95,2909,41
102,0,26289,Boo Weekley,70.95,2767,39
104,0,34174,John Huh,70.96,3406,48
104,0,26331,Charl Schwartzel,70.96,1845,26
106,0,29926,Danny Lee,70.97,2484,35
106,0,01941,Tom Pernice Jr.,70.97,2271,32
108,0,30926,Chris Kirk,70.98,3052,43
109,0,27933,John Merrick,71.00,2627,37
110,0,23409,James Driscoll,71.02,3054,43
111,0,01706,Davis Love III,71.03,2273,32
112,0,21407,Arjun Atwal,71.05,2700,38
113,0,12510,Chad Campbell,71.08,2772,39
114,0,23621,Rory Sabbatini,71.09,3199,45
115,0,21731,Freddie Jacobson,71.10,2062,29
116,0,28087,Kris Blanks,71.11,2489,35
116,0,22913,John Rollins,71.11,2489,35
118,0,30944,Jason Kokrak,71.13,2774,39
119,0,25572,Graeme McDowell,71.14,1565,22
120,0,26851,Marc Leishman,71.16,3202,45
120,0,22293,Heath Slocum,71.16,3629,51
122,0,06522,Ernie Els,71.18,2847,40
122,0,30750,Tommy Gainey,71.18,3132,44
124,0,27797,Derek Lamely,71.20,2492,35
125,0,01797,Rocco Mediate,71.22,2564,36
125,0,31323,Gary Woodland,71.22,2279,32
127,0,28308,Troy Kelly,71.23,2208,31
128,0,22371,Aaron Baddeley,71.24,2707,38
128,0,20850,Daniel Chopra,71.24,1781,25
128,0,23800,Bryce Molder,71.24,2992,42
131,0,33120,Mark Anderson,71.26,2708,38
131,0,21350,Ryuji Imada,71.26,2993,42
131,0,24663,Y.E. Yang,71.26,2423,34
134,0,23353,J.J. Henry,71.27,3706,52
135,0,20160,Charlie Wi,71.29,2923,41
136,0,06251,Chris DiMarco,71.31,2995,42
136,0,27466,Spencer Levin,71.31,3209,45
138,0,32366,Kevin Chappell,71.33,3495,49
138,0,20572,Rod Pampling,71.33,3923,55
140,0,24507,Jason Bohn,71.34,2711,38
140,0,32150,Michael Thompson,71.34,2925,41
142,0,29478,Kevin Kisner,71.36,2355,33
143,0,24925,Jonathan Byrd,71.38,2070,29
144,0,24846,Ricky Barnes,71.39,3498,49
145,0,06573,Brandt Jobe,71.42,2571,36
145,0,33419,Cameron Tringale,71.42,3428,48
147,0,08725,Tom Gillis,71.43,2857,40
148,0,12716,Charley Hoffman,71.44,3072,43
148,0,30927,Brendon Todd,71.44,2572,36
150,0,31558,J.J. Killeen,71.45,3644,51
151,0,32102,Rickie Fowler,71.49,3360,47
151,0,24490,George McNeill,71.49,3646,51
151,0,27556,Ted Potter Jr.,71.49,2788,39
154,0,26476,Chez Reavie,71.50,3003,42
155,0,28093,Miguel Angel Carballo,71.51,2789,39
156,0,26300,Matt Jones,71.52,1788,25
157,0,23135,Tim Clark,71.54,1860,26
158,0,30852,Ryo Ishikawa,71.62,1862,26
158,0,23788,D.J. Trahan,71.62,2650,37
160,0,24940,Edward Loar,71.65,2221,31
161,0,20070,Matt Bettencourt,71.66,2938,41
162,0,26287,Roland Thatcher,71.67,1935,27
163,0,29222,Billy Hurley III,71.68,2724,38
164,0,20848,Ángel Cabrera,71.69,2079,29
165,0,01116,Michael Bradley,71.70,2653,37
166,0,24494,Erik Compton,71.73,2941,41
166,0,22348,Nick O'Hern,71.73,2869,40
166,0,25562,Andres Romero,71.73,2367,33
166,0,30692,Scott Stallings,71.73,2869,40
170,0,06034,Marco Dawson,71.76,2440,34
170,0,21878,Mark Wilson,71.76,3301,46
172,0,23542,Tommy Biershenk,71.80,2872,40
173,0,32698,Bobby Gates,71.81,3088,43
174,0,29518,Brendan Steele,71.82,3232,45
175,0,22582,Kyle Thompson,71.83,1724,24
176,0,30711,Colt Knost,71.88,3019,42
177,0,10885,Robert Allenby,71.90,2948,41
178,0,19970,Robert Karlsson,71.91,2373,33
179,0,06004,Stephen Ames,71.92,1870,26
180,0,25892,Steve Wheatcroft,71.96,1799,25
181,0,25457,Alexandre Rocha,71.97,2303,32
182,0,27120,Troy Matteson,71.98,3743,52
183,0,27064,Jhonattan Vegas,72.00,3096,43
184,0,28259,Sangmoon Bae,72.12,2957,41
185,0,20229,Stewart Cink,72.31,2603,36
186,0,21805,Harrison Frazar,72.33,1736,24
187,0,10860,Justin Leonard,72.35,3111,43
188,0,12652,Cameron Beckman,72.41,3186,44
189,0,22378,Trevor Immelman,72.58,2903,40
190,0,23903,Stephen Gangluff,72.59,1960,27
191,0,27974,Sung Kang,72.71,2763,38
