RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE EARLY RDS.
1,0,24358,Robert Garrigus,66.91,736,11
2,0,34174,John Huh,67.67,406,6
3,0,21878,Mark Wilson,68.38,547,8
4,0,28237,Rory McIlroy,68.55,754,11
5,0,28089,Jason Day,68.70,687,10
6,0,24024,Zach Johnson,68.78,1238,18
7,0,25345,Carl Pettersson,68.92,827,12
8,0,08793,Tiger Woods,68.93,965,14
9,0,26329,Louis Oosthuizen,69.00,483,7
10,0,24361,Pat Perez,69.13,1037,15
11,0,29221,Webb Simpson,69.19,1107,16
12,0,34099,Harris English,69.20,1384,20
12,0,30925,Dustin Johnson,69.20,1038,15
12,0,02206,David Toms,69.20,692,10
15,0,33122,Russell Knox,69.24,1177,17
16,0,06567,Vijay Singh,69.29,970,14
17,0,25686,Jason Dufner,69.31,901,13
17,0,06527,Steve Stricker,69.31,901,13
19,0,22621,Ben Curtis,69.40,694,10
20,0,20691,Greg Owen,69.42,833,12
21,0,21731,Freddie Jacobson,69.43,486,7
22,0,32200,Roberto Castro,69.45,1389,20
23,0,28307,Matt Every,69.50,834,12
23,0,24663,Y.E. Yang,69.50,834,12
25,0,23983,Luke Donald,69.55,765,11
26,0,21209,Sergio Garcia,69.56,626,9
27,0,25632,Jimmy Walker,69.57,1461,21
28,0,06036,Scott Dunlap,69.58,835,12
29,0,25396,Kevin Na,69.60,696,10
30,0,27556,Ted Potter Jr.,69.62,905,13
31,0,23320,Ryan Palmer,69.63,557,8
32,0,26596,Ryan Moore,69.67,1045,15
33,0,27060,John Mallinger,69.71,976,14
34,0,20623,Gavin Coles,69.73,1046,15
35,0,33141,Keegan Bradley,69.75,1395,20
35,0,26951,Johnson Wagner,69.75,837,12
37,0,01810,Phil Mickelson,69.78,1256,18
38,0,27302,Garth Mulroy,69.82,768,11
38,0,26331,Charl Schwartzel,69.82,768,11
40,0,23541,Ben Crane,69.89,629,9
41,0,35139,Richard Lee,69.91,1538,22
42,0,20104,Ken Duke,69.93,979,14
43,0,27963,Chris Stroud,69.94,1119,16
44,0,22371,Aaron Baddeley,70.00,350,5
44,0,23204,Gary Christian,70.00,1330,19
44,0,27936,Martin Laird,70.00,350,5
44,0,24138,Ian Poulter,70.00,700,10
48,0,27770,Camilo Villegas,70.05,1471,21
49,0,27436,Graham DeLaet,70.06,1121,16
50,0,26758,David Hearn,70.14,1473,21
51,0,01116,Michael Bradley,70.17,842,12
51,0,21753,Brian Davis,70.17,1614,23
53,0,21407,Arjun Atwal,70.18,772,11
54,0,24140,Sean O'Hair,70.19,1123,16
55,0,25804,Bubba Watson,70.20,1053,15
56,0,21528,Henrik Stenson,70.22,632,9
57,0,28500,Martin Flores,70.24,1475,21
58,0,29420,Billy Horschel,70.27,773,11
59,0,20574,Mathew Goggin,70.31,914,13
59,0,28475,Jeff Overton,70.31,914,13
59,0,30110,Kyle Stanley,70.31,914,13
62,0,20098,Stuart Appleby,70.33,1688,24
62,0,23135,Tim Clark,70.33,633,9
62,0,11123,Chris Couch,70.33,1266,18
62,0,30944,Jason Kokrak,70.33,1477,21
66,0,01941,Tom Pernice Jr.,70.35,1407,20
67,0,08075,Jerry Kelly,70.38,915,13
67,0,24490,George McNeill,70.38,1126,16
69,0,06573,Brandt Jobe,70.40,704,10
70,0,23718,Nathan Green,70.43,986,14
70,0,22293,Heath Slocum,70.43,1479,21
72,0,23108,Matt Kuchar,70.44,1127,16
72,0,26851,Marc Leishman,70.44,1127,16
74,0,20848,Ángel Cabrera,70.45,775,11
75,0,01724,Jeff Maggert,70.47,1057,15
76,0,20593,Greg Chalmers,70.50,846,12
76,0,27644,Brian Harman,70.50,1974,28
76,0,23353,J.J. Henry,70.50,1269,18
76,0,22046,Geoff Ogilvy,70.50,564,8
76,0,27649,Brandt Snedeker,70.50,1128,16
81,0,31202,William McGirt,70.53,1199,17
81,0,29289,S.Y. Noh,70.53,1058,15
81,0,25562,Andres Romero,70.53,1058,15
84,0,29910,Blake Adams,70.55,1552,22
84,0,20645,John Senden,70.55,776,11
86,0,27933,John Merrick,70.57,988,14
87,0,27895,Jonas Blixt,70.58,847,12
88,0,34021,Bud Cauley,70.60,1765,25
88,0,01249,John Daly,70.60,706,10
90,0,01320,Bob Estes,70.64,777,11
90,0,25818,Scott Piercy,70.64,989,14
92,0,23638,Brendon de Jonge,70.70,1414,20
93,0,21961,Charles Howell III,70.73,778,11
93,0,23800,Bryce Molder,70.73,1061,15
95,0,27330,Josh Teater,70.74,1344,19
96,0,20396,Lee Westwood,70.75,566,8
97,0,20572,Rod Pampling,70.76,1203,17
98,0,10809,Jim Furyk,70.80,1062,15
98,0,31558,J.J. Killeen,70.80,1770,25
98,0,27214,Kevin Streelman,70.80,1062,15
101,0,22348,Nick O'Hern,70.81,1133,16
102,0,30750,Tommy Gainey,70.83,1700,24
102,0,23548,Bill Lunde,70.83,1275,18
104,0,24846,Ricky Barnes,70.84,1771,25
105,0,32366,Kevin Chappell,70.85,1417,20
105,0,22961,David Mathis,70.85,1417,20
107,0,19846,Brian Gay,70.88,1205,17
108,0,06522,Ernie Els,70.90,1489,21
108,0,22405,Justin Rose,70.90,709,10
110,0,20850,Daniel Chopra,70.91,780,11
111,0,12510,Chad Campbell,70.92,922,13
112,0,24507,Jason Bohn,70.93,993,14
113,0,24924,Bill Haas,71.00,923,13
113,0,20766,Padraig Harrington,71.00,781,11
113,0,27797,Derek Lamely,71.00,1065,15
113,0,01766,Billy Mayfair,71.00,1562,22
113,0,25240,D.A. Points,71.00,923,13
113,0,10213,Dicky Pride,71.00,568,8
