RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 4 AVG,TOTAL PAR
1,0,23108,Matt Kuchar,-46,3.96,4152
2,0,25345,Carl Pettersson,-36,3.97,4248
3,0,06621,Joe Durant,-34,3.95,2928
4,0,20160,Charlie Wi,-18,3.98,4124
4,0,12602,Dean Wilson,-18,3.97,2368
6,0,06522,Ernie Els,-16,3.98,3040
7,0,27436,Graham DeLaet,-14,3.99,3824
8,0,25364,Paul Casey,-13,3.98,2608
9,0,21731,Freddie Jacobson,-12,3.99,3620
10,0,23800,Bryce Molder,-11,3.99,3600
10,0,23623,Bo Van Pelt,-11,3.99,4560
12,0,06527,Steve Stricker,-8,3.99,3168
13,0,28237,Rory McIlroy,-7,3.99,2296
13,0,20127,Chris Riley,-7,3.99,3216
15,0,10809,Jim Furyk,-6,3.99,3200
16,0,20157,Retief Goosen,-5,3.99,3128
16,0,24361,Pat Perez,-5,3.99,3880
18,0,11123,Chris Couch,-4,3.99,2816
18,0,23541,Ben Crane,-4,4.00,3588
18,0,22913,John Rollins,-4,4.00,3532
18,0,22405,Justin Rose,-4,4.00,3424
22,0,01313,Steve Elkington,-1,4.00,3120
22,0,25396,Kevin Na,-1,4.00,4060
22,0,23320,Ryan Palmer,-1,4.00,3592
25,0,21961,Charles Howell III,E,4.00,4408
25,0,06595,Kevin Sutherland,E,4.00,3648
27,0,24846,Ricky Barnes,+1,4.00,4456
28,0,12716,Charley Hoffman,+2,4.00,3656
28,0,27095,Nick Watney,+2,4.00,3816
30,0,23983,Luke Donald,+3,4.00,2944
30,0,20686,Jeev Milkha Singh,+3,4.00,2456
32,0,23638,Brendon de Jonge,+4,4.00,4864
33,0,23135,Tim Clark,+5,4.01,3680
33,0,28307,Matt Every,+5,4.01,2560
33,0,23788,D.J. Trahan,+5,4.01,3948
36,0,23673,Michael Connell,+6,4.01,3872
37,0,06004,Stephen Ames,+7,4.01,3208
37,0,27141,J.B. Holmes,+7,4.01,4376
37,0,25804,Bubba Watson,+7,4.01,3320
40,0,32102,Rickie Fowler,+8,4.01,4248
40,0,08375,Paul Stankowski,+8,4.01,2712
42,0,20593,Greg Chalmers,+9,4.01,3984
42,0,19846,Brian Gay,+9,4.01,4268
44,0,01810,Phil Mickelson,+10,4.01,3272
44,0,22293,Heath Slocum,+10,4.01,4200
46,0,24925,Jonathan Byrd,+11,4.01,3696
46,0,20645,John Senden,+11,4.01,4456
48,0,06251,Chris DiMarco,+12,4.01,3772
48,0,25190,Jeff Quinney,+12,4.01,3920
48,0,02206,David Toms,+12,4.01,3672
51,0,10585,Scott McCarron,+13,4.01,3848
51,0,01945,Kenny Perry,+13,4.02,2960
51,0,26882,Michael Sim,+13,4.02,2752
51,0,27963,Chris Stroud,+13,4.01,3868
51,0,23349,Charles Warren,+13,4.02,2776
56,0,20229,Stewart Cink,+14,4.02,3528
56,0,25720,Chad Collins,+14,4.01,3788
56,0,27466,Spencer Levin,+14,4.01,4760
56,0,06515,Shaun Micheel,+14,4.02,3048
56,0,28475,Jeff Overton,+14,4.01,3916
56,0,25562,Andres Romero,+14,4.02,3148
56,0,23322,Brett Wetterich,+14,4.02,2360
63,0,22371,Aaron Baddeley,+15,4.01,4044
63,0,01766,Billy Mayfair,+15,4.02,3364
63,0,22046,Geoff Ogilvy,+15,4.02,2592
63,0,01941,Tom Pernice Jr.,+15,4.02,3256
63,0,26289,Boo Weekley,+15,4.02,3848
68,0,26881,Jarrod Lyle,+17,4.03,2352
68,0,28158,Steve Marino,+17,4.02,3496
70,0,23353,J.J. Henry,+18,4.02,3972
70,0,12705,Cliff Kresge,+18,4.03,2168
70,0,27214,Kevin Streelman,+18,4.02,3872
73,0,10885,Robert Allenby,+19,4.02,3272
73,0,12510,Chad Campbell,+19,4.02,4032
73,0,24357,K.J. Choi,+19,4.02,3536
76,0,24924,Bill Haas,+20,4.02,3728
76,0,01948,Tim Petrovic,+20,4.02,4536
76,0,24502,Adam Scott,+20,4.03,2912
76,0,27649,Brandt Snedeker,+20,4.02,3832
76,0,25632,Jimmy Walker,+20,4.02,3504
76,0,10425,Jay Williamson,+20,4.02,3296
82,0,01320,Bob Estes,+21,4.02,3408
83,0,01619,Skip Kendall,+22,4.04,2504
83,0,24140,Sean O'Hair,+22,4.02,3560
83,0,08385,Omar Uresti,+22,4.03,3160
86,0,08537,J.P. Hayes,+23,4.03,3352
86,0,24912,Will MacKenzie,+23,4.03,3124
86,0,24663,Y.E. Yang,+23,4.03,3112
89,0,29910,Blake Adams,+24,4.03,3664
89,0,29221,Webb Simpson,+24,4.02,4248
91,0,26420,Richard Johnson,+25,4.03,3972
91,0,30946,Alex Prugh,+25,4.03,3784
93,0,01116,Michael Bradley,+26,4.03,3328
93,0,28089,Jason Day,+26,4.03,3616
93,0,30925,Dustin Johnson,+26,4.03,3576
96,0,24024,Zach Johnson,+28,4.03,4012
96,0,10860,Justin Leonard,+28,4.03,3904
96,0,27770,Camilo Villegas,+28,4.04,3168
99,0,08725,Tom Gillis,+29,4.03,4152
99,0,06643,Paul Goydos,+29,4.03,3352
99,0,20766,Padraig Harrington,+29,4.05,2432
99,0,24781,Hunter Mahan,+29,4.03,3648
99,0,22056,Cameron Percy,+29,4.04,3132
104,0,24358,Robert Garrigus,+30,4.04,3104
104,0,28620,Aron Price,+30,4.04,3048
104,0,06567,Vijay Singh,+30,4.04,3296
107,0,20848,Ángel Cabrera,+31,4.04,2776
107,0,27120,Troy Matteson,+31,4.03,3648
107,0,26596,Ryan Moore,+31,4.04,3424
107,0,20436,Garrett Willis,+31,4.04,3512
111,0,23409,James Driscoll,+32,4.04,3380
