RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
1,0,37273,Derek Ernst,21' 1",8551.583,405
2,0,27936,Martin Laird,22' 2",9766.000,440
3,0,34021,Bud Cauley,22' 3",10214.000,459
4,0,19970,Robert Karlsson,22' 7",6866.750,304
5,0,20396,Lee Westwood,22' 9",10026.750,440
6,0,29420,Billy Horschel,22' 10",16727.167,732
7,0,33461,Morgan Hoffmann,22' 11",9428.000,411
8,0,25686,Jason Dufner,23' 0",12544.083,546
8,0,20572,Rod Pampling,23' 0",6970.500,303
8,0,26289,Boo Weekley,23' 0",17502.000,761
11,0,34098,Russell Henley,23' 1",13702.750,593
11,0,34046,Jordan Spieth,23' 1",14552.083,631
13,0,32200,Roberto Castro,23' 2",18020.167,779
13,0,28780,Nicholas Thompson,23' 2",17783.917,767
13,0,23623,Bo Van Pelt,23' 2",11012.917,475
16,0,23409,James Driscoll,23' 3",10711.167,461
16,0,24663,Y.E. Yang,23' 3",8534.583,367
18,0,27933,John Merrick,23' 5",13251.000,566
19,0,27408,Martin Kaymer,23' 6",8406.250,358
20,0,21099,David Lynn,23' 7",10793.333,458
20,0,30163,Henrik Norlander,23' 7",11503.083,487
22,0,06004,Stephen Ames,23' 8",8295.750,351
22,0,25900,Lucas Glover,23' 8",10294.083,435
22,0,28092,D.H. Lee,23' 8",12565.667,531
25,0,24494,Erik Compton,23' 9",12080.750,508
25,0,21731,Freddie Jacobson,23' 9",8655.333,364
25,0,28237,Rory McIlroy,23' 9",7585.417,319
28,0,21528,Henrik Stenson,23' 10",10237.750,429
28,0,06527,Steve Stricker,23' 10",8297.167,348
28,0,27770,Camilo Villegas,23' 10",12303.333,517
31,0,08725,Tom Gillis,23' 11",12854.167,538
32,0,35539,Luke Guthrie,24' 0",12991.333,541
32,0,23108,Matt Kuchar,24' 0",13186.167,549
32,0,20443,Jin Park,24' 0",9690.750,404
35,0,28455,Will Claxton,24' 1",11716.500,486
35,0,23638,Brendon de Jonge,24' 1",21222.000,882
35,0,27644,Brian Harman,24' 1",15159.250,629
35,0,22913,John Rollins,24' 1",13093.833,544
35,0,27214,Kevin Streelman,24' 1",15048.083,625
35,0,32150,Michael Thompson,24' 1",10944.083,454
41,0,20104,Ken Duke,24' 2",17571.750,728
41,0,34261,Scott Langley,24' 2",13365.250,553
41,0,27649,Brandt Snedeker,24' 2",12018.750,498
44,0,29479,Scott Brown,24' 4",11343.917,466
44,0,23541,Ben Crane,24' 4",11353.583,466
44,0,30852,Ryo Ishikawa,24' 4",10185.333,418
44,0,34409,David Lingmerth,24' 4",12589.083,517
44,0,24502,Adam Scott,24' 4",9113.417,375
49,0,24227,Justin Bolli,24' 5",9399.917,385
49,0,24357,K.J. Choi,24' 5",14627.667,600
49,0,20691,Greg Owen,24' 5",13127.417,537
49,0,20645,John Senden,24' 5",12449.417,510
49,0,25632,Jimmy Walker,24' 5",13084.833,536
54,0,01320,Bob Estes,24' 6",13262.667,541
54,0,28307,Matt Every,24' 6",15773.167,644
54,0,22405,Justin Rose,24' 6",9960.583,406
57,0,21209,Sergio Garcia,24' 7",9524.917,388
57,0,32698,Bobby Gates,24' 7",6448.667,262
57,0,25240,D.A. Points,24' 7",14691.333,598
57,0,26476,Chez Reavie,24' 7",15968.333,649
57,0,31560,Brian Stuard,24' 7",13891.833,566
57,0,29425,Andrew Svoboda,24' 7",7455.667,303
57,0,33419,Cameron Tringale,24' 7",15868.083,645
57,0,31323,Gary Woodland,24' 7",16057.833,654
65,0,25444,Justin Hicks,24' 8",15589.167,632
66,0,24507,Jason Bohn,24' 9",14820.417,598
66,0,12716,Charley Hoffman,24' 9",14822.667,598
66,0,27503,Steve LeBrun,24' 9",10807.500,437
66,0,35139,Richard Lee,24' 9",16356.167,660
66,0,31202,William McGirt,24' 9",15168.083,612
66,0,26331,Charl Schwartzel,24' 9",11016.500,445
72,0,23135,Tim Clark,24' 10",10170.250,409
72,0,30944,Jason Kokrak,24' 10",13269.000,534
72,0,01810,Phil Mickelson,24' 10",10814.750,435
72,0,23325,Vaughn Taylor,24' 10",8864.500,357
76,0,32448,James Hahn,24' 11",13398.167,537
76,0,26758,David Hearn,24' 11",15423.167,618
76,0,12782,Tim Herron,24' 11",7959.583,319
76,0,24024,Zach Johnson,24' 11",16210.750,650
76,0,30926,Chris Kirk,24' 11",16489.750,662
76,0,01724,Jeff Maggert,24' 11",13238.500,531
76,0,34360,Patrick Reed,24' 11",14090.417,566
83,0,22621,Ben Curtis,25' 0",9673.833,387
83,0,22378,Trevor Immelman,25' 0",12924.417,517
83,0,30925,Dustin Johnson,25' 0",9078.583,363
83,0,27129,Luke List,25' 0",7912.583,316
83,0,33418,Shawn Stefani,25' 0",9003.583,360
83,0,22295,Darron Stiles,25' 0",9960.750,398
83,0,27963,Chris Stroud,25' 0",16636.333,666
83,0,25834,Daniel Summerhays,25' 0",16399.583,657
91,0,21753,Brian Davis,25' 1",19759.083,789
91,0,23320,Ryan Palmer,25' 1",13738.750,547
91,0,24361,Pat Perez,25' 1",13508.833,538
91,0,08793,Tiger Woods,25' 1",9293.583,370
95,0,27895,Jonas Blixt,25' 2",13528.167,537
95,0,23452,Nicolas Colsaerts,25' 2",6614.917,263
95,0,34099,Harris English,25' 2",16664.250,662
95,0,19846,Brian Gay,25' 2",15917.333,632
95,0,31557,Jim Herman,25' 2",9458.417,376
95,0,28475,Jeff Overton,25' 2",14479.500,575
95,0,29221,Webb Simpson,25' 2",15550.833,618
102,0,26300,Matt Jones,25' 3",15779.833,625
102,0,30711,Colt Knost,25' 3",13373.583,529
102,0,23621,Rory Sabbatini,25' 3",14730.917,584
102,0,26679,Kevin Stadler,25' 3",15119.833,598
106,0,20593,Greg Chalmers,25' 4",15203.083,600
106,0,32366,Kevin Chappell,25' 4",14372.750,568
106,0,32102,Rickie Fowler,25' 4",12893.833,509
106,0,25572,Graeme McDowell,25' 4",9085.750,359
106,0,27330,Josh Teater,25' 4",13015.417,514
111,0,20229,Stewart Cink,25' 5",11380.333,448
111,0,28500,Martin Flores,25' 5",13941.917,549
111,0,24490,George McNeill,25' 5",14758.833,580
114,0,24924,Bill Haas,25' 6",15370.417,602
114,0,25562,Andres Romero,25' 6",10397.417,408
114,0,26497,Casey Wittenberg,25' 6",11363.083,446
117,0,27436,Graham DeLaet,25' 7",19051.583,744
117,0,22806,Doug LaBelle II,25' 7",14035.917,548
119,0,23983,Luke Donald,25' 8",10030.917,391
119,0,30692,Scott Stallings,25' 8",13943.583,544
119,0,29518,Brendan Steele,25' 8",16496.333,642
122,0,28259,Sangmoon Bae,25' 9",14905.500,579
122,0,06573,Brandt Jobe,25' 9",12315.583,479
122,0,10860,Justin Leonard,25' 9",17037.667,662
122,0,33869,Eric Meierdierks,25' 9",7227.083,281
122,0,27556,Ted Potter Jr.,25' 9",13458.750,522
122,0,28310,Lee Williams,25' 9",10959.833,425
128,0,20098,Stuart Appleby,25' 10",17381.583,673
128,0,28089,Jason Day,25' 10",12528.917,485
128,0,23800,Bryce Molder,25' 10",16436.333,636
128,0,25336,Alistair Presnell,25' 10",9261.417,358
132,0,30750,Tommy Gainey,25' 11",15057.417,581
132,0,22792,Peter Hanson,25' 11",6432.250,248
132,0,36884,Ben Kohles,25' 11",14888.583,574
132,0,22046,Geoff Ogilvy,25' 11",8767.417,338
136,0,10809,Jim Furyk,26' 0",16310.083,628
136,0,08075,Jerry Kelly,26' 0",16332.333,628
136,0,22961,David Mathis,26' 0",13975.833,537
139,0,10885,Robert Allenby,26' 1",10704.417,410
139,0,29740,Brad Fritsch,26' 1",14016.000,537
139,0,06567,Vijay Singh,26' 1",10446.833,400
142,0,24399,Scott Gardiner,26' 2",10901.417,416
142,0,26596,Ryan Moore,26' 2",14185.833,542
144,0,06522,Ernie Els,26' 3",10259.667,391
144,0,24781,Hunter Mahan,26' 3",16302.250,621
146,0,33141,Keegan Bradley,26' 4",16600.583,630
146,0,28679,Fabián Gómez,26' 4",12398.333,471
146,0,21961,Charles Howell III,26' 4",15489.500,589
149,0,20848,Ángel Cabrera,26' 5",11508.333,435
149,0,24358,Robert Garrigus,26' 5",9763.750,370
149,0,25345,Carl Pettersson,26' 5",14092.667,533
149,0,27095,Nick Watney,26' 5",16617.750,629
153,0,20766,Padraig Harrington,26' 6",7454.583,281
154,0,22056,Cameron Percy,26' 7",12271.083,462
154,0,20160,Charlie Wi,26' 7",15161.833,571
156,0,24846,Ricky Barnes,26' 8",14208.167,532
156,0,23353,J.J. Henry,26' 8",17761.000,666
156,0,26851,Marc Leishman,26' 8",13806.250,517
156,0,29289,S.Y. Noh,26' 8",11816.833,443
156,0,10213,Dicky Pride,26' 8",13998.417,525
161,0,25804,Bubba Watson,26' 9",12586.417,470
162,0,27120,Troy Matteson,26' 10",12056.083,449
163,0,34431,Robert Streb,26' 11",13545.750,504
164,0,25818,Scott Piercy,27' 0",12648.167,468
164,0,28135,Aaron Watkins,27' 0",8199.000,304
166,0,34174,John Huh,27' 1",19017.583,703
166,0,24138,Ian Poulter,27' 1",9240.917,341
168,0,22371,Aaron Baddeley,27' 2",10970.750,404
168,0,25274,Steven Bowditch,27' 2",11462.750,422
170,0,26951,Johnson Wagner,27' 4",11379.167,416
171,0,12510,Chad Campbell,27' 5",16440.000,600
172,0,30110,Kyle Stanley,27' 6",13789.833,501
172,0,02206,David Toms,27' 6",7964.583,290
174,0,24140,Sean O'Hair,27' 10",10693.667,384
175,0,32334,Charlie Beljan,27' 11",12757.750,457
176,0,23497,Tag Ridings,28' 2",11889.167,422
177,0,21878,Mark Wilson,28' 5",14015.250,493
178,0,23788,D.J. Trahan,28' 9",9438.500,328
179,0,10423,Mike Weir,29' 0",10055.500,347
180,0,01116,Michael Bradley,29' 3",9481.000,324
