RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,21528,Henrik Stenson,9.56,58,607,+0.05
2,0,34098,Russell Henley,9.95,91,915,-0.04
3,0,21753,Brian Davis,9.97,115,1153,+0.12
4,0,01724,Jeff Maggert,10.43,83,796,+0.14
5,0,25572,Graeme McDowell,10.62,55,518,+0.07
6,0,23983,Luke Donald,10.69,68,636,+0.06
7,0,26476,Chez Reavie,10.73,100,932,+0.09
8,0,26679,Kevin Stadler,10.96,105,958,+0.10
9,0,24024,Zach Johnson,11.11,104,936,+0.07
10,0,24357,K.J. Choi,11.19,98,876,+0.07
11,0,08075,Jerry Kelly,11.26,100,888,+0.14
12,0,21209,Sergio Garcia,11.34,73,644,+0.04
13,0,23353,J.J. Henry,11.38,117,1028,+0.15
14,0,20396,Lee Westwood,11.44,81,708,+0.10
15,0,28780,Nicholas Thompson,11.50,137,1191,+0.05
16,0,01116,Michael Bradley,11.75,69,587,+0.03
17,0,35139,Richard Lee,11.81,118,999,+0.09
18,0,06527,Steve Stricker,11.84,58,490,-0.05
19,0,23135,Tim Clark,11.87,71,598,+0.07
20,0,31202,William McGirt,11.91,117,982,+0.05
21,0,10809,Jim Furyk,11.92,106,889,+0.13
22,0,25345,Carl Pettersson,12.00,106,883,+0.08
23,0,29420,Billy Horschel,12.03,138,1147,+0.04
24,0,24507,Jason Bohn,12.05,110,913,+0.18
25,0,10885,Robert Allenby,12.11,86,710,+0.29
26,0,02206,David Toms,12.16,54,444,+0.17
27,0,25240,D.A. Points,12.21,115,942,+0.03
28,0,22806,Doug LaBelle II,12.30,100,813,+0.19
28,0,27214,Kevin Streelman,12.30,116,943,+0.04
30,0,27963,Chris Stroud,12.36,133,1076,-0.01
31,0,12510,Chad Campbell,12.41,124,999,+0.23
32,0,26596,Ryan Moore,12.44,99,796,+0.24
33,0,08725,Tom Gillis,12.50,104,832,+0.22
34,0,25900,Lucas Glover,12.55,90,717,+0.10
35,0,20443,Jin Park,12.56,75,597,+0.20
36,0,23623,Bo Van Pelt,12.57,94,748,+0.20
37,0,27556,Ted Potter Jr.,12.63,97,768,+0.14
38,0,23325,Vaughn Taylor,12.66,70,553,+0.01
39,0,24924,Bill Haas,12.71,122,960,-0.01
40,0,36884,Ben Kohles,12.73,109,856,+0.12
41,0,26951,Johnson Wagner,12.78,92,720,+0.05
42,0,32102,Rickie Fowler,12.80,105,820,+0.03
43,0,32200,Roberto Castro,12.81,149,1163,+0.07
43,0,27436,Graham DeLaet,12.81,143,1116,+0.06
45,0,26289,Boo Weekley,12.82,148,1154,+0.15
