RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF CUTS
1,0,08793,Tiger Woods,18
2,0,01307,Joel Edwards,16
2,0,01706,Davis Love III,16
4,0,20127,Chris Riley,14
5,0,02104,Jeff Sluman,12
6,0,06522,Ernie Els,11
6,0,02106,Chris Smith,11
6,0,02214,Kirk Triplett,11
9,0,23983,Luke Donald,10
9,0,21209,Sergio Garcia,10
11,0,01139,Olin Browne,9
11,0,20766,Padraig Harrington,9
11,0,02010,Loren Roberts,9
11,0,06567,Vijay Singh,9
15,0,20098,Stuart Appleby,8
15,0,23614,Rich Beem,8
15,0,10809,Jim Furyk,8
15,0,22913,John Rollins,8
15,0,20436,Garrett Willis,8
20,0,12680,Shigeki Maruyama,7
20,0,01945,Kenny Perry,7
20,0,20548,Hidemichi Tanaka,7
23,0,07003,David Berganio Jr.,6
23,0,01361,Dan Forsman,6
23,0,20157,Retief Goosen,6
23,0,01666,Bernhard Langer,6
23,0,06515,Shaun Micheel,6
23,0,01810,Phil Mickelson,6
23,0,02206,David Toms,6
30,0,01326,Nick Faldo,5
30,0,01920,Craig Parry,5
32,0,01098,Jay Don Blake,4
32,0,24925,Jonathan Byrd,4
32,0,12823,Carlos Franco,4
32,0,20763,Pierre Fulke,4
32,0,01475,Donnie Hammond,4
32,0,23624,Soren Hansen,4
32,0,21961,Charles Howell III,4
32,0,11032,Frank Lickliter II,4
32,0,10585,Scott McCarron,4
32,0,01876,Greg Norman,4
32,0,01938,David Peoples,4
32,0,22405,Justin Rose,4
32,0,23621,Rory Sabbatini,4
32,0,12663,Phil Tataurangi,4
46,0,01024,Billy Andrade,3
46,0,20029,Notah Begay III,3
46,0,20848,Ángel Cabrera,3
46,0,12510,Chad Campbell,3
46,0,20400,Michael Campbell,3
46,0,19825,Darren Clarke,3
46,0,19881,Robert Damron,3
46,0,01374,Robin Freeman,3
46,0,01388,Robert Gamez,3
46,0,22075,Ricardo Gonzalez,3
46,0,01527,Scott Hoch,3
46,0,10821,Toshi Izawa,3
46,0,01619,Skip Kendall,3
46,0,06012,Greg Kraft,3
46,0,10565,Ian Leggatt,3
46,0,12662,Thomas Levet,3
46,0,01761,Len Mattiace,3
46,0,06350,Bob May,3
46,0,25572,Graeme McDowell,3
46,0,01968,Nick Price,3
46,0,02002,John Riegger,3
46,0,02101,Joey Sindelar,3
68,0,10885,Robert Allenby,2
68,0,10944,Thomas Bjørn,2
68,0,06214,Guy Boros,2
68,0,01175,Jim Carter,2
68,0,20229,Stewart Cink,2
68,0,23135,Tim Clark,2
68,0,08931,Glen Day,2
68,0,01261,Jay Delsing,2
68,0,20104,Ken Duke,2
68,0,19906,Gary Evans,2
68,0,20585,Niclas Fasth,2
68,0,01329,Brad Faxon,2
68,0,01381,Fred Funk,2
68,0,12645,Brent Geiberger,2
68,0,08725,Tom Gillis,2
68,0,25900,Lucas Glover,2
68,0,23338,David Gossett,2
68,0,20105,Jeff Gove,2
68,0,21806,Paul Gow,2
68,0,20859,Anders Hansen,2
68,0,08537,J.P. Hayes,2
68,0,06617,Brian Henninger,2
68,0,12782,Tim Herron,2
68,0,21259,Jason Hill,2
68,0,22378,Trevor Immelman,2
68,0,01577,Lee Janzen,2
68,0,12705,Cliff Kresge,2
68,0,20940,Kenichi Kuboya,2
68,0,06016,Brad Lardon,2
68,0,19904,Paul Lawrie,2
68,0,20382,Stephen Leaney,2
68,0,10860,Justin Leonard,2
68,0,08547,John Maginnes,2
68,0,01797,Rocco Mediate,2
68,0,08635,Colin Montgomerie,2
68,0,01886,Peter O'Malley,2
68,0,01925,Jerry Pate,2
68,0,01948,Tim Petrovic,2
68,0,08553,Lee Porter,2
68,0,02020,Eduardo Romero,2
68,0,24502,Adam Scott,2
68,0,11011,Mike Sposa,2
68,0,02170,Hal Sutton,2
68,0,12454,Mario Tiziani,2
68,0,10425,Jay Williamson,2
