RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE
1,0,08793,Tiger Woods,256
2,0,19881,Robert Damron,208
3,0,23108,Matt Kuchar,189
4,0,02239,Scott Verplank,171
5,0,10107,Deane Pappas,165
6,0,23135,Tim Clark,155
7,0,01527,Scott Hoch,153
8,0,10649,Tom Scherrer,147
9,0,10201,Matt Gogel,143
9,0,12782,Tim Herron,143
11,0,23353,J.J. Henry,136
12,0,02101,Joey Sindelar,135
13,0,01948,Tim Petrovic,133
14,0,24937,Jess Daley,130
15,0,21805,Harrison Frazar,127
16,0,02133,Craig Stadler,126
17,0,20593,Greg Chalmers,125
17,0,06332,Neal Lancaster,125
19,0,01569,Peter Jacobsen,113
20,0,01361,Dan Forsman,112
21,0,12826,Paul Claxton,110
22,0,01388,Robert Gamez,106
22,0,01928,Corey Pavin,106
24,0,01619,Skip Kendall,102
24,0,02214,Kirk Triplett,102
26,0,12663,Phil Tataurangi,100
27,0,01810,Phil Mickelson,92
27,0,20548,Hidemichi Tanaka,92
29,0,12660,Jesper Parnevik,90
29,0,06078,Esteban Toledo,90
31,0,21961,Charles Howell III,88
31,0,01761,Len Mattiace,88
33,0,06643,Paul Goydos,83
34,0,01927,Dennis Paulson,82
35,0,06621,Joe Durant,80
35,0,01771,Blaine McCallister,80
37,0,06613,Tommy Tolles,79
38,0,01175,Jim Carter,78
39,0,20572,Rod Pampling,75
40,0,06575,Dudley Hart,74
40,0,10117,Bob Heintz,74
42,0,19817,Michael Muehr,73
43,0,10860,Justin Leonard,69
44,0,09011,David Duval,68
45,0,10565,Ian Leggatt,65
46,0,02110,Jerry Smith,64
47,0,01968,Nick Price,62
47,0,20436,Garrett Willis,62
49,0,06016,Brad Lardon,60
50,0,01706,Davis Love III,58
51,0,02106,Chris Smith,57
52,0,23983,Luke Donald,56
53,0,06522,Ernie Els,54
54,0,08339,Spike McRoy,53
55,0,21259,Jason Hill,51
55,0,01577,Lee Janzen,51
55,0,02099,Scott Simpson,51
58,0,06004,Stephen Ames,50
58,0,01553,John Huston,50
60,0,01035,Tommy Armour III,48
60,0,01941,Tom Pernice Jr.,48
62,0,01374,Robin Freeman,46
63,0,23541,Ben Crane,45
63,0,19958,Miguel Angel Jiménez,45
63,0,20566,Kaname Yokoo,45
66,0,19824,Craig Barlow,44
67,0,10809,Jim Furyk,43
67,0,11011,Mike Sposa,43
69,0,01185,Brandel Chamblee,42
69,0,01599,Steve Jones,42
71,0,01329,Brad Faxon,41
72,0,06567,Vijay Singh,39
73,0,01014,Fulton Allem,38
73,0,08375,Paul Stankowski,38
73,0,23322,Brett Wetterich,38
76,0,23903,Stephen Gangluff,37
76,0,08537,J.P. Hayes,37
76,0,06315,Pete Jordan,37
79,0,06251,Chris DiMarco,36
79,0,08075,Jerry Kelly,36
81,0,12645,Brent Geiberger,35
81,0,20157,Retief Goosen,35
81,0,01797,Rocco Mediate,35
84,0,23623,Bo Van Pelt,34
85,0,20029,Notah Begay III,33
86,0,01677,Tom Lehman,32
86,0,06515,Shaun Micheel,32
86,0,02246,Duffy Waldorf,32
89,0,07223,Brian Bateman,31
90,0,08545,Glen Hnatiuk,30
91,0,20105,Jeff Gove,29
91,0,01766,Billy Mayfair,29
93,0,08993,Franklin Langham,28
94,0,01475,Donnie Hammond,27
94,0,23800,Bryce Molder,27
96,0,01320,Bob Estes,26
96,0,07457,Steve Flesch,26
96,0,02002,John Riegger,26
99,0,12680,Shigeki Maruyama,25
99,0,10585,Scott McCarron,25
99,0,20127,Chris Riley,25
102,0,19972,José Coceres,24
102,0,06573,Brandt Jobe,24
102,0,02206,David Toms,24
105,0,07867,Woody Austin,23
105,0,21209,Sergio Garcia,23
105,0,10425,Jay Williamson,23
108,0,20098,Stuart Appleby,22
108,0,08633,Per-Ulrik Johansson,22
108,0,06498,Matt Peterson,22
108,0,08553,Lee Porter,22
112,0,23614,Rich Beem,21
112,0,01157,Tom Byrum,21
114,0,24357,K.J. Choi,20
114,0,02010,Loren Roberts,20
116,0,12388,Michael Clark II,19
116,0,10912,Craig Perks,19
118,0,12823,Carlos Franco,18
118,0,01549,Mike Hulbert,18
120,0,06809,Bob Burns,17
120,0,01920,Craig Parry,17
120,0,22293,Heath Slocum,17
123,0,01457,Jay Haas,16
123,0,22913,John Rollins,16
125,0,01098,Jay Don Blake,15
125,0,01381,Fred Funk,15
125,0,22046,Geoff Ogilvy,15
125,0,01938,David Peoples,15
125,0,07749,Brett Quigley,15
125,0,10423,Mike Weir,15
131,0,07721,Pat Bates,14
131,0,20229,Stewart Cink,14
131,0,21806,Paul Gow,14
131,0,06350,Bob May,14
131,0,01945,Kenny Perry,14
136,0,01514,Eduardo Herrera,13
136,0,11032,Frank Lickliter II,13
138,0,01042,Paul Azinger,12
138,0,01142,Bart Bryant,12
138,0,24925,Jonathan Byrd,12
138,0,01161,Mark Calcavecchia,12
138,0,01203,Russ Cochran,12
138,0,06617,Brian Henninger,12
138,0,01723,Andrew Magee,12
138,0,02322,Richard Zokol,12
146,0,08123,Jeff Brehaut,11
146,0,12510,Chad Campbell,11
146,0,01685,J.L. Lewis,11
146,0,10457,Frank Nobilo,11
146,0,06373,José María Olazábal,11
146,0,20663,Brenden Pappas,11
152,0,19846,Brian Gay,10
152,0,01724,Jeff Maggert,10
152,0,20645,John Senden,10
155,0,10885,Robert Allenby,9
155,0,01132,Mark Brooks,9
155,0,01307,Joel Edwards,9
155,0,02170,Hal Sutton,9
159,0,06197,Michael Allen,8
159,0,07003,David Berganio Jr.,8
159,0,01378,David Frost,8
159,0,01666,Bernhard Langer,8
163,0,01139,Olin Browne,7
163,0,08931,Glen Day,7
163,0,01926,Steve Pate,7
166,0,23125,Brad Elder,6
166,0,24361,Pat Perez,6
166,0,02245,Grant Waite,6
169,0,12652,Cameron Beckman,5
169,0,01219,John Cook,5
169,0,23338,David Gossett,5
169,0,10962,Bradley Hughes,5
169,0,08881,Tripp Isenhour,5
169,0,10733,Kent Jones,5
169,0,20094,Jonathan Kaye,5
169,0,20502,Michael Long,5
169,0,21949,Joe Ogilvie,5
178,0,01249,John Daly,4
178,0,06595,Kevin Sutherland,4
180,0,01024,Billy Andrade,3
180,0,06036,Scott Dunlap,3
182,0,20498,Briny Baird,2
182,0,20634,Peter Lonard,2
182,0,01887,Mark O'Meara,2
182,0,23177,Kenneth Staton,2
186,0,01226,Fred Couples,1
186,0,12753,David Morland IV,1
186,0,10213,Dicky Pride,1
186,0,02257,Brian Watts,1
